df_hash,22ZHK4.S1D4X7
463.866,82
464.744,82
465.673,83
466.846,82
467.736,82
468.692,82
470.206,81
470.691,81
471.569,81
472.787,81
473.669,81
474.591,81
475.761,81
476.645,81
477.565,81
478.735,81
479.616,81
480.544,80
481.709,80
482.743,80
483.513,80
484.739,81
485.658,81
486.491,82
487.657,82
488.830,82
489.515,81
490.736,81
491.654,81
492.467,81
493.604,81
494.584,81
495.467,80
496.627,79
497.602,78
498.385,78
499.652,78
500.478,78
501.525,78
502.575,78
503.452,78
504.329,78
505.555,78
506.429,78
507.352,78
508.522,79
509.546,79
510.326,80
511.510,79
512.373,79
513.300,79
514.470,79
515.347,79
516.274,79
517.443,79
518.349,79
519.284,79
520.425,79
521.352,79
522.321,79
523.392,79
524.418,79
525.195,79
526.386,83
527.291,84
528.271,85
529.387,85
530.280,84
531.142,84
532.459,84
533.239,84
534.116,84
535.335,84
536.215,84
537.091,84
538.309,84
539.191,84
540.064,84
541.283,84
542.160,84
543.098,84
544.256,84
545.139,84
546.064,81
547.230,82
548.108,81
