df_hash,22ZHK4.GW7WJ2
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.045F
person_label,V148
date_time_start,2026-06-08_17-32-22.778000_+03
date_time_start_unix,1780921942.778
date_time_end,2026-06-08_17-42-05.310000_+03
length_difference_noticed,no

time,battery
8.130,92
18.217,92
28.216,92
38.166,92
48.151,92
58.145,92
68.267,92
78.133,92
88.128,92
98.122,92
108.116,92
118.161,92
128.229,92
138.146,92
148.139,92
158.230,92
168.126,92
178.119,92
188.128,91
198.106,91
208.246,91
218.142,91
228.165,91
238.129,91
248.128,91
258.257,91
268.114,91
278.251,91
288.193,91
298.236,91
308.135,91
318.126,91
328.217,91
338.210,91
348.204,91
358.100,91
368.102,91
378.135,91
388.093,91
398.076,91
408.117,91
418.208,91
428.153,91
438.113,91
448.100,91
458.090,91
468.079,91
478.170,91
488.203,91
498.060,91
508.107,91
518.096,90
528.090,90
538.089,90
548.082,90
558.169,90
568.065,90
