df_hash,22ZHK4.GW7WJ2
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.045F
person_label,V148
date_time_start,2026-06-08_17-32-22.778000_+03
date_time_start_unix,1780921942.778
date_time_end,2026-06-08_17-42-05.310000_+03
length_difference_noticed,no

time,acc_mag
117.578,1.022
117.608,1.023
117.638,1.019
117.668,1.018
117.698,1.021
117.728,1.020
117.758,1.017
117.788,1.021
117.818,1.021
117.848,1.018
117.878,1.022
117.908,1.025
117.938,1.020
117.968,1.024
117.998,1.017
118.028,1.023
118.058,1.022
118.088,1.023
118.118,1.021
118.148,1.016
118.178,1.022
118.208,1.022
118.238,1.021
118.268,1.021
118.298,1.019
118.328,1.021
118.358,1.022
118.388,1.022
118.418,1.021
118.448,1.021
118.478,1.021
118.508,1.020
118.538,1.014
118.568,1.019
118.598,1.016
118.628,1.019
118.658,1.023
118.688,1.021
118.718,1.022
118.748,1.020
118.778,1.021
118.808,1.022
118.838,1.021
118.868,1.021
118.898,1.022
118.928,1.024
118.958,1.017
118.988,1.022
119.018,1.021
119.048,1.020
119.078,1.021
119.108,1.020
119.138,1.023
119.168,1.024
119.198,1.023
119.228,1.020
119.258,1.021
119.288,1.021
119.318,1.020
119.348,1.019
119.378,1.021
119.408,1.021
119.438,1.021
119.468,1.021
119.498,1.021
119.528,1.025
119.558,1.020
119.588,1.015
119.618,1.020
119.648,1.022
119.678,1.021
119.708,1.023
119.738,1.025
119.768,1.020
119.798,1.021
119.828,1.019
119.858,1.022
119.888,1.021
119.918,1.020
119.948,1.021
119.978,1.022
120.008,1.022
120.038,1.020
120.068,1.022
120.098,1.021
120.128,1.021
120.158,1.021
120.188,1.021
120.218,1.021
120.248,1.020
120.278,1.021
120.308,1.023
120.338,1.020
120.368,1.021
120.398,1.016
120.428,1.021
120.458,1.024
120.488,1.021
120.518,1.021
120.548,1.025
120.578,1.016
120.608,1.023
120.638,1.022
120.668,1.020
120.698,1.018
120.728,1.022
120.758,1.021
120.788,1.023
120.818,1.021
120.848,1.021
120.878,1.022
120.908,1.021
120.938,1.020
120.968,1.022
120.998,1.021
121.028,1.018
121.058,1.021
121.088,1.021
121.118,1.021
121.148,1.022
121.178,1.022
121.208,1.019
121.238,1.021
121.268,1.025
121.298,1.023
121.328,1.022
121.358,1.023
121.388,1.018
121.418,1.026
121.448,1.019
121.478,1.021
121.508,1.023
121.538,1.021
121.568,1.023
121.598,1.026
121.628,1.022
121.658,1.018
121.688,1.022
121.718,1.020
121.748,1.020
121.778,1.021
121.808,1.018
121.838,1.023
121.868,1.022
121.898,1.018
121.928,1.021
121.958,1.020
121.988,1.024
122.018,1.021
122.048,1.021
122.078,1.019
122.108,1.024
122.138,1.020
122.168,1.018
122.198,1.018
122.228,1.022
122.258,1.024
122.288,1.020
122.318,1.021
122.348,1.020
122.378,1.021
122.408,1.023
122.438,1.022
122.468,1.021
122.498,1.019
122.528,1.021
122.558,1.021
122.588,1.019
122.618,1.021
122.648,1.022
122.678,1.021
122.708,1.022
122.738,1.021
122.768,1.022
122.798,1.021
122.828,1.024
122.858,1.021
122.888,1.023
122.918,1.022
122.948,1.019
122.978,1.017
123.008,1.019
123.038,1.019
123.068,1.019
123.098,1.025
123.128,1.021
123.158,1.019
123.188,1.020
123.218,1.022
123.248,1.021
123.278,1.022
123.308,1.021
123.338,1.020
123.368,1.019
123.398,1.021
123.428,1.021
123.458,1.020
123.488,1.024
123.518,1.024
123.548,1.020
123.578,1.019
123.608,1.021
123.638,1.019
123.668,1.024
123.698,1.020
123.728,1.019
123.758,1.019
123.788,1.022
123.818,1.021
123.848,1.021
123.878,1.023
123.908,1.018
123.938,1.024
123.968,1.021
123.998,1.019
124.028,1.020
124.058,1.020
124.088,1.020
124.118,1.022
124.148,1.022
124.178,1.018
124.208,1.021
124.238,1.022
124.268,1.020
124.298,1.021
124.328,1.021
124.358,1.018
124.388,1.019
124.418,1.020
124.448,1.023
124.478,1.021
124.508,1.022
124.538,1.022
124.568,1.020
124.598,1.021
124.628,1.018
124.658,1.022
124.688,1.017
124.718,1.019
124.748,1.017
124.778,1.028
124.808,1.019
124.838,1.021
124.868,1.021
124.898,1.022
124.928,1.023
124.958,1.021
124.988,1.018
125.018,1.019
125.048,1.020
125.078,1.020
125.108,1.024
125.138,1.021
125.168,1.021
125.198,1.022
125.228,1.023
125.258,1.022
125.288,1.022
125.318,1.021
125.348,1.016
125.378,1.022
125.408,1.020
125.438,1.021
125.468,1.025
125.498,1.023
125.528,1.013
125.558,1.024
125.588,1.024
125.618,1.021
125.648,1.020
125.678,1.021
125.708,1.021
125.738,1.021
125.768,1.021
125.798,1.020
125.828,1.021
125.858,1.019
125.888,1.021
125.918,1.021
125.948,1.019
125.978,1.021
126.008,1.022
126.038,1.025
126.068,1.022
126.098,1.021
126.128,1.024
126.158,1.017
126.188,1.021
126.218,1.025
126.248,1.022
126.278,1.021
126.308,1.018
126.338,1.018
126.368,1.023
126.398,1.021
126.428,1.021
126.458,1.021
126.488,1.021
126.518,1.022
126.548,1.023
126.578,1.024
126.608,1.021
126.638,1.018
126.668,1.020
126.698,1.021
126.728,1.017
126.758,1.022
126.788,1.024
126.818,1.021
126.848,1.020
126.878,1.024
126.908,1.021
126.938,1.024
126.968,1.020
126.998,1.023
127.028,1.021
127.058,1.021
127.088,1.024
127.118,1.019
127.148,1.021
127.178,1.024
127.208,1.024
127.238,1.023
127.268,1.019
127.298,1.021
127.328,1.021
127.358,1.024
127.388,1.021
127.418,1.020
127.448,1.020
127.478,1.020
127.508,1.025
127.538,1.021
127.568,1.019
127.598,1.023
127.628,1.024
127.658,1.021
127.688,1.022
127.718,1.021
127.748,1.021
127.778,1.020
127.808,1.021
127.838,1.023
127.868,1.021
127.898,1.022
127.928,1.026
127.958,1.021
127.988,1.025
128.018,1.023
128.048,1.021
128.078,1.022
128.108,1.020
128.138,1.021
128.168,1.021
128.198,1.021
128.228,1.019
128.258,1.019
128.288,1.021
128.318,1.024
128.348,1.021
128.378,1.018
128.408,1.018
128.438,1.020
128.468,1.022
128.498,1.020
128.528,1.024
128.558,1.021
128.588,1.021
128.618,1.021
128.648,1.018
128.678,1.020
128.708,1.026
128.738,1.027
128.768,1.016
128.798,1.023
128.828,1.023
128.858,1.020
128.888,1.021
128.918,1.024
128.948,1.021
128.978,1.023
129.008,1.021
129.038,1.019
129.068,1.021
129.098,1.021
129.128,1.022
129.158,1.021
129.188,1.020
129.218,1.021
129.248,1.019
129.278,1.022
129.308,1.019
129.338,1.021
129.368,1.021
129.398,1.021
129.428,1.022
129.458,1.025
129.488,1.021
129.518,1.021
129.548,1.025
129.578,1.019
129.608,1.026
129.638,1.021
129.668,1.019
129.698,1.020
129.728,1.020
129.758,1.022
129.788,1.021
129.818,1.022
129.848,1.021
129.878,1.021
129.908,1.021
129.938,1.020
129.968,1.021
129.998,1.020
130.028,1.022
130.058,1.019
130.088,1.023
130.118,1.021
130.148,1.024
130.178,1.021
130.208,1.020
130.238,1.021
130.268,1.020
130.298,1.023
130.328,1.022
130.358,1.016
130.388,1.019
130.418,1.023
130.448,1.021
130.478,1.021
130.508,1.021
130.538,1.022
130.568,1.023
130.598,1.023
130.628,1.022
130.658,1.021
130.688,1.021
130.718,1.021
130.748,1.020
130.778,1.023
130.808,1.022
130.838,1.021
130.868,1.025
130.898,1.018
130.928,1.022
130.958,1.022
130.988,1.022
131.018,1.023
131.048,1.020
131.078,1.020
131.108,1.022
131.138,1.020
131.168,1.018
131.198,1.024
131.228,1.021
131.258,1.018
131.288,1.018
131.318,1.023
131.348,1.021
131.378,1.021
131.408,1.022
131.438,1.022
131.468,1.021
131.498,1.021
131.528,1.022
131.558,1.021
131.588,1.022
131.618,1.023
131.648,1.020
131.678,1.023
131.708,1.022
131.738,1.027
131.768,1.020
131.798,1.018
131.828,1.022
131.858,1.021
131.888,1.021
131.918,1.019
131.948,1.014
131.978,1.024
132.008,1.022
132.038,1.020
132.068,1.017
132.098,1.017
132.128,1.022
132.158,1.022
132.188,1.019
132.218,1.020
132.248,1.021
132.278,1.021
132.308,1.021
132.338,1.021
132.368,1.018
132.398,1.018
132.428,1.022
132.458,1.021
132.488,1.023
132.518,1.019
132.548,1.018
132.578,1.024
132.608,1.020
132.638,1.020
132.668,1.019
132.698,1.020
132.728,1.021
132.758,1.021
132.788,1.024
132.818,1.018
132.848,1.023
132.878,1.022
132.908,1.019
132.938,1.020
132.968,1.023
132.998,1.022
133.028,1.022
133.058,1.022
133.088,1.021
133.118,1.019
133.148,1.022
133.178,1.020
133.208,1.019
133.238,1.020
133.268,1.019
133.298,1.021
133.328,1.024
133.358,1.021
133.388,1.020
133.418,1.022
133.448,1.021
133.478,1.021
133.508,1.022
133.538,1.020
133.568,1.021
133.598,1.024
133.628,1.019
133.658,1.022
133.688,1.022
133.718,1.020
133.748,1.020
133.778,1.021
133.808,1.021
133.838,1.022
133.868,1.026
133.898,1.019
133.928,1.020
133.958,1.024
133.988,1.020
134.018,1.022
134.048,1.028
134.078,1.018
134.108,1.021
134.138,1.021
134.168,1.021
134.198,1.024
134.228,1.021
134.258,1.023
134.288,1.021
134.318,1.024
134.348,1.022
134.378,1.017
134.408,1.018
134.438,1.024
134.468,1.025
134.498,1.020
134.528,1.020
134.558,1.021
134.588,1.020
134.618,1.020
134.648,1.025
134.678,1.021
134.708,1.020
134.738,1.023
134.768,1.021
134.798,1.022
134.828,1.019
134.858,1.024
134.888,1.022
134.918,1.021
134.948,1.024
134.978,1.022
135.008,1.026
135.038,1.019
135.068,1.020
135.098,1.026
135.128,1.019
135.158,1.022
135.188,1.022
135.218,1.020
135.248,1.024
135.278,1.022
135.308,1.021
135.338,1.017
135.368,1.018
135.398,1.021
135.428,1.024
135.458,1.023
135.488,1.021
135.518,1.020
135.548,1.022
135.578,1.021
135.608,1.023
135.638,1.019
135.668,1.022
135.698,1.025
135.728,1.023
135.758,1.024
135.788,1.019
135.818,1.021
135.848,1.020
135.878,1.020
135.908,1.021
135.938,1.021
135.968,1.022
135.998,1.022
136.028,1.019
136.058,1.021
136.088,1.025
136.118,1.018
136.148,1.020
136.178,1.020
136.208,1.021
136.238,1.021
136.268,1.026
136.298,1.021
136.328,1.022
136.358,1.021
136.388,1.021
136.418,1.020
136.448,1.024
136.478,1.021
136.508,1.021
136.538,1.021
136.568,1.021
136.598,1.022
136.628,1.016
136.658,1.021
136.688,1.021
136.718,1.022
136.748,1.018
136.778,1.022
136.808,1.016
136.838,1.018
136.868,1.025
136.898,1.021
136.928,1.019
136.958,1.021
136.988,1.021
137.018,1.022
137.048,1.021
137.078,1.020
137.108,1.023
137.138,1.023
137.168,1.021
137.198,1.020
137.228,1.024
137.258,1.018
137.288,1.021
137.318,1.019
137.348,1.023
137.378,1.021
137.408,1.024
137.438,1.021
137.468,1.017
137.498,1.021
137.528,1.022
137.558,1.020
137.588,1.021
137.618,1.021
137.648,1.020
137.678,1.022
137.708,1.021
137.738,1.019
137.768,1.021
137.798,1.022
137.828,1.021
137.858,1.023
137.888,1.024
137.918,1.021
137.948,1.020
137.978,1.020
138.008,1.018
138.038,1.021
138.068,1.021
138.098,1.021
138.128,1.022
138.158,1.021
138.188,1.021
138.218,1.025
138.248,1.023
138.278,1.017
138.308,1.021
138.338,1.022
138.368,1.021
138.398,1.024
138.428,1.026
138.458,1.015
138.488,1.022
138.518,1.025
138.548,1.021
138.578,1.020
138.608,1.019
138.638,1.022
138.668,1.024
138.698,1.020
138.728,1.026
138.758,1.023
138.788,1.017
138.818,1.024
138.848,1.022
138.878,1.020
138.908,1.023
138.938,1.020
138.968,1.020
138.998,1.025
139.028,1.020
139.058,1.023
139.088,1.022
139.118,1.018
139.148,1.027
139.178,1.022
139.208,1.023
139.238,1.023
139.268,1.027
139.298,1.019
139.328,1.024
139.358,1.023
139.388,1.018
139.418,1.018
139.448,1.023
139.478,1.019
139.508,1.022
139.538,1.024
139.568,1.018
139.598,1.021
139.628,1.023
139.658,1.021
139.688,1.020
139.718,1.021
139.748,1.022
139.778,1.023
139.808,1.021
139.838,1.024
139.868,1.019
139.898,1.023
139.928,1.018
139.958,1.019
139.988,1.023
140.018,1.020
140.048,1.021
140.078,1.022
140.108,1.018
140.138,1.021
140.168,1.024
140.198,1.021
140.228,1.023
140.258,1.021
140.288,1.022
140.318,1.022
140.348,1.021
140.378,1.022
140.408,1.019
140.438,1.018
140.468,1.021
140.498,1.020
140.528,1.021
140.558,1.022
140.588,1.017
140.618,1.021
140.648,1.022
140.678,1.021
140.708,1.022
140.738,1.023
140.768,1.017
140.798,1.023
140.828,1.023
140.858,1.021
140.888,1.022
140.918,1.025
140.948,1.021
140.978,1.025
141.008,1.021
141.038,1.022
141.068,1.018
141.098,1.021
141.128,1.022
141.158,1.024
141.188,1.021
141.218,1.020
141.248,1.021
141.278,1.021
141.308,1.021
141.338,1.021
141.368,1.021
141.398,1.021
141.428,1.021
141.458,1.023
141.488,1.025
141.518,1.017
141.548,1.023
141.578,1.021
141.608,1.022
141.638,1.024
141.668,1.021
141.698,1.021
141.728,1.021
141.758,1.023
141.788,1.018
141.818,1.023
141.848,1.022
141.878,1.021
141.908,1.021
141.938,1.020
141.968,1.023
141.998,1.021
142.028,1.022
142.058,1.022
142.088,1.024
142.118,1.025
142.148,1.023
142.178,1.021
142.208,1.023
142.238,1.022
142.268,1.023
142.298,1.023
142.328,1.026
142.358,1.021
142.388,1.024
142.418,1.020
142.448,1.021
142.478,1.022
142.508,1.021
142.538,1.021
142.568,1.026
142.598,1.016
142.628,1.021
142.658,1.024
142.688,1.022
142.718,1.019
142.748,1.020
142.778,1.023
142.808,1.021
142.838,1.024
142.868,1.022
142.898,1.021
142.928,1.024
142.958,1.021
142.988,1.021
143.018,1.023
143.048,1.021
143.078,1.021
143.108,1.021
143.138,1.021
143.168,1.021
143.198,1.024
143.228,1.021
143.258,1.021
143.288,1.023
143.318,1.021
143.348,1.023
143.378,1.023
143.408,1.024
143.438,1.016
143.468,1.023
143.498,1.026
143.528,1.021
143.558,1.022
143.588,1.024
143.618,1.021
143.648,1.023
143.678,1.020
143.708,1.022
143.738,1.021
143.768,1.020
143.798,1.024
143.828,1.021
143.858,1.023
143.888,1.022
143.918,1.021
143.948,1.021
143.978,1.021
144.008,1.018
144.038,1.023
144.068,1.021
144.098,1.022
144.128,1.021
144.158,1.022
144.188,1.021
144.218,1.022
144.248,1.024
144.278,1.016
144.308,1.024
144.338,1.024
144.368,1.016
144.398,1.023
144.428,1.023
144.458,1.022
144.488,1.022
144.518,1.021
144.548,1.020
144.578,1.022
144.608,1.024
144.638,1.020
144.668,1.023
144.698,1.021
144.728,1.024
144.758,1.022
144.788,1.021
144.818,1.022
144.848,1.022
144.878,1.024
144.908,1.020
144.938,1.021
144.968,1.021
144.998,1.021
145.028,1.023
145.058,1.017
145.088,1.022
145.118,1.020
145.148,1.024
145.178,1.021
145.208,1.021
145.238,1.021
145.268,1.020
145.298,1.024
145.328,1.023
145.358,1.020
145.388,1.018
145.418,1.023
145.448,1.024
145.478,1.021
145.508,1.021
145.538,1.018
145.568,1.025
145.598,1.018
145.628,1.021
145.658,1.021
145.688,1.020
145.718,1.021
145.748,1.018
145.778,1.021
145.808,1.021
145.838,1.025
145.868,1.025
145.898,1.016
145.928,1.021
145.958,1.023
145.988,1.016
146.018,1.039
146.048,1.018
146.078,1.012
146.108,1.017
146.138,1.007
146.168,1.008
146.198,1.030
146.228,1.014
146.258,1.020
146.288,1.025
146.318,1.022
146.348,1.017
146.378,1.021
146.408,1.023
146.438,1.006
146.468,1.021
146.498,1.015
146.528,1.011
146.558,1.012
146.588,1.015
146.618,1.017
146.648,1.013
146.678,1.014
146.708,1.011
146.738,1.004
146.768,1.020
146.798,1.019
146.828,1.016
146.858,1.012
146.888,1.019
146.918,1.017
146.948,1.015
146.978,1.017
147.008,1.019
147.038,1.018
147.068,1.018
147.098,1.017
147.128,1.023
147.158,1.021
147.188,1.016
147.218,1.018
147.248,1.015
147.278,1.017
147.308,1.019
147.338,1.016
147.368,1.019
147.398,1.016
147.428,1.021
147.458,1.018
147.488,1.019
147.518,1.013
147.548,1.015
147.578,1.016
147.608,1.014
147.638,1.014
147.668,1.013
147.698,1.014
147.728,1.017
147.758,1.013
147.788,1.018
147.818,1.021
147.848,1.020
147.878,1.016
147.908,1.014
147.938,1.015
147.968,1.016
147.998,1.017
148.028,1.021
148.058,1.019
148.088,1.018
148.118,1.021
148.148,1.021
148.178,1.018
148.208,1.020
148.238,1.023
148.268,1.013
148.298,1.018
148.328,1.019
148.358,1.021
148.388,1.019
148.418,1.016
148.448,1.019
148.478,1.021
148.508,1.017
148.538,1.015
148.568,1.016
148.598,1.016
148.628,1.017
148.658,1.017
148.688,1.019
148.718,1.013
148.748,1.015
148.778,1.021
148.808,1.020
148.838,1.021
148.868,1.020
148.898,1.018
148.928,1.016
148.958,1.016
148.988,1.021
149.018,1.013
149.048,1.024
149.078,1.018
149.108,1.018
149.138,1.020
149.168,1.016
149.198,1.020
149.228,1.021
149.258,1.020
149.288,1.016
149.318,1.017
149.348,1.020
149.378,1.017
149.408,1.021
149.438,1.021
149.468,1.015
149.498,1.018
149.528,1.018
149.558,1.019
149.588,1.016
149.618,1.016
149.648,1.020
149.678,1.014
149.708,1.021
149.738,1.022
149.768,1.016
149.798,1.019
149.828,1.021
149.858,1.020
149.888,1.018
149.918,1.019
149.948,1.021
149.978,1.017
150.008,1.018
150.038,1.018
150.068,1.018
150.098,1.022
150.128,1.016
150.158,1.020
150.188,1.020
150.218,1.018
150.248,1.017
150.278,1.022
150.308,1.019
150.338,1.018
150.368,1.015
150.398,1.020
150.428,1.019
150.458,1.021
150.488,1.017
150.518,1.021
150.548,1.017
150.578,1.021
150.608,1.020
150.638,1.018
150.668,1.019
150.698,1.016
150.728,1.017
150.758,1.021
150.788,1.019
150.818,1.017
150.848,1.019
150.878,1.016
150.908,1.021
150.938,1.021
150.968,1.018
150.998,1.020
151.028,1.021
151.058,1.021
151.088,1.023
151.118,1.019
151.148,1.016
151.178,1.015
151.208,1.019
151.238,1.020
151.268,1.019
151.298,1.013
151.328,1.019
151.358,1.019
151.388,1.019
151.418,1.019
151.448,1.019
151.478,1.020
151.508,1.019
151.538,1.022
151.568,1.020
151.598,1.020
151.628,1.015
151.658,1.016
151.688,1.018
151.718,1.013
151.748,1.017
151.778,1.021
151.808,1.019
151.838,1.015
151.868,1.021
151.898,1.021
151.928,1.019
151.958,1.018
151.988,1.020
152.018,1.018
152.048,1.019
152.078,1.022
152.108,1.016
152.138,1.021
152.168,1.019
152.198,1.017
152.228,1.017
152.258,1.016
152.288,1.018
152.318,1.019
152.348,1.018
152.378,1.017
152.408,1.016
152.438,1.021
152.468,1.016
152.498,1.018
152.528,1.020
152.558,1.014
152.588,1.018
152.618,1.019
152.648,1.013
152.678,1.017
152.708,1.021
152.738,1.018
152.768,1.016
152.798,1.021
152.828,1.020
152.858,1.018
152.888,1.022
152.918,1.020
152.948,1.015
152.978,1.025
153.008,1.021
153.038,1.016
153.068,1.016
153.098,1.021
153.128,1.017
153.158,1.020
153.188,1.021
153.218,1.021
153.248,1.018
153.278,1.018
153.308,1.018
153.338,1.021
153.368,1.019
153.398,1.013
153.428,1.018
153.458,1.015
153.488,1.020
153.518,1.020
153.548,1.016
153.578,1.015
153.608,1.021
153.638,1.021
153.668,1.021
153.698,1.017
153.728,1.021
153.758,1.020
153.788,1.020
153.818,1.019
153.848,1.019
153.878,1.015
153.908,1.017
153.938,1.020
153.968,1.019
153.998,1.019
154.028,1.018
154.058,1.016
154.088,1.016
154.118,1.019
154.148,1.014
154.178,1.017
154.208,1.018
154.238,1.021
154.268,1.015
154.298,1.021
154.328,1.020
154.358,1.019
154.388,1.018
154.418,1.021
154.448,1.018
154.478,1.017
154.508,1.020
154.538,1.017
154.568,1.019
154.598,1.021
154.628,1.018
154.658,1.019
154.688,1.019
154.718,1.021
154.748,1.020
154.778,1.019
154.808,1.020
154.838,1.021
154.868,1.016
154.898,1.019
154.928,1.019
154.958,1.016
154.988,1.016
155.018,1.020
155.048,1.015
155.078,1.021
155.108,1.017
155.138,1.020
155.168,1.019
155.198,1.017
155.228,1.021
155.258,1.020
155.288,1.022
155.318,1.019
155.348,1.019
155.378,1.018
155.408,1.017
155.438,1.018
155.468,1.021
155.498,1.021
155.528,1.020
155.558,1.021
155.588,1.018
155.618,1.019
155.648,1.021
155.678,1.020
155.708,1.018
155.738,1.019
155.768,1.017
155.798,1.021
155.828,1.018
155.858,1.023
155.888,1.017
155.918,1.021
155.948,1.019
155.978,1.017
156.008,1.018
156.038,1.017
156.068,1.021
156.098,1.016
156.128,1.020
156.158,1.021
156.188,1.020
156.218,1.017
156.248,1.021
156.278,1.020
156.308,1.019
156.338,1.021
156.368,1.017
156.398,1.020
156.428,1.021
156.458,1.020
156.488,1.013
156.518,1.017
156.548,1.018
156.578,1.021
156.608,1.021
156.638,1.016
156.668,1.014
156.698,1.018
156.728,1.021
156.758,1.020
156.788,1.015
156.818,1.018
156.848,1.021
156.878,1.022
156.908,1.018
156.938,1.019
156.968,1.023
156.998,1.021
157.028,1.020
157.058,1.021
157.088,1.019
157.118,1.020
157.148,1.021
157.178,1.018
157.208,1.021
157.238,1.018
157.268,1.014
157.298,1.017
157.328,1.021
157.358,1.021
157.388,1.018
157.418,1.020
157.448,1.019
157.478,1.016
157.508,1.016
157.538,1.023
157.568,1.014
157.598,1.022
157.628,1.019
157.658,1.020
157.688,1.019
157.718,1.018
157.748,1.019
157.778,1.021
157.808,1.020
157.838,1.015
157.868,1.019
157.898,1.020
157.928,1.016
157.958,1.019
157.988,1.021
158.018,1.014
158.048,1.022
158.078,1.021
158.108,1.018
158.138,1.018
158.168,1.021
158.198,1.017
158.228,1.015
158.258,1.017
158.288,1.019
158.318,1.023
158.348,1.018
158.378,1.016
158.408,1.018
158.438,1.018
158.468,1.022
158.498,1.021
158.528,1.020
158.558,1.015
158.588,1.016
158.618,1.025
158.648,1.019
158.678,1.018
158.708,1.019
158.738,1.018
158.768,1.023
158.798,1.021
158.828,1.019
158.858,1.018
158.888,1.019
158.918,1.016
158.948,1.011
158.978,1.020
159.008,1.017
159.038,1.020
159.068,1.019
159.098,1.020
159.128,1.021
159.158,1.021
159.188,1.021
159.218,1.019
159.248,1.017
159.278,1.022
159.308,1.020
159.338,1.017
159.368,1.021
159.398,1.019
159.428,1.021
159.458,1.016
159.488,1.018
159.518,1.019
159.548,1.017
159.578,1.021
159.608,1.023
159.638,1.019
159.668,1.025
159.698,1.019
159.728,1.018
159.758,1.019
159.788,1.022
159.818,1.018
159.848,1.015
159.878,1.021
159.908,1.018
159.938,1.021
159.968,1.018
159.998,1.021
160.028,1.014
160.058,1.015
160.088,1.017
160.118,1.019
160.148,1.018
160.178,1.019
160.208,1.020
160.238,1.020
160.268,1.021
160.298,1.019
160.328,1.016
160.358,1.017
160.388,1.015
160.418,1.021
160.448,1.021
160.478,1.017
160.508,1.021
160.538,1.019
160.568,1.021
160.598,1.020
160.628,1.020
160.658,1.020
160.688,1.019
160.718,1.021
160.748,1.019
160.778,1.019
160.808,1.021
160.838,1.018
160.868,1.019
160.898,1.023
160.928,1.020
160.958,1.019
160.988,1.018
161.018,1.019
161.048,1.018
161.078,1.021
161.108,1.012
161.138,1.022
161.168,1.018
161.198,1.019
161.228,1.018
161.258,1.018
161.288,1.022
161.318,1.023
161.348,1.015
161.378,1.016
161.408,1.023
161.438,1.019
161.468,1.020
161.498,1.018
161.528,1.020
161.558,1.014
161.588,1.024
161.618,1.020
161.648,1.021
161.678,1.021
161.708,1.021
161.738,1.019
161.768,1.022
161.798,1.021
161.828,1.023
161.858,1.014
161.888,1.015
161.918,1.021
161.948,1.021
161.978,1.022
162.008,1.020
162.038,1.020
162.068,1.018
162.098,1.023
162.128,1.021
162.158,1.017
162.188,1.018
162.218,1.016
162.248,1.017
162.278,1.018
162.308,1.018
162.338,1.021
162.368,1.021
162.398,1.018
162.428,1.023
162.458,1.017
162.488,1.023
162.518,1.016
162.548,1.015
162.578,1.021
162.608,1.017
162.638,1.023
162.668,1.023
162.698,1.018
162.728,1.020
162.758,1.015
162.788,1.019
162.818,1.018
162.848,1.017
162.878,1.019
162.908,1.021
162.938,1.019
162.968,1.020
162.998,1.019
163.028,1.019
163.058,1.021
163.088,1.015
163.118,1.018
163.148,1.021
163.178,1.016
163.208,1.021
163.238,1.021
163.268,1.022
163.298,1.021
163.328,1.017
163.358,1.017
163.388,1.022
163.418,1.020
163.448,1.019
163.478,1.020
163.508,1.020
163.538,1.023
163.568,1.018
163.598,1.020
163.628,1.021
163.658,1.018
163.688,1.014
163.718,1.019
163.748,1.021
163.778,1.024
163.808,1.022
163.838,1.020
163.868,1.017
163.898,1.021
163.928,1.021
163.958,1.020
163.988,1.014
164.018,1.021
164.048,1.021
164.078,1.021
164.108,1.018
164.138,1.023
164.168,1.015
164.198,1.024
164.228,1.018
164.258,1.021
164.288,1.021
164.318,1.018
164.348,1.019
164.378,1.024
164.408,1.019
164.438,1.022
164.468,1.021
164.498,1.021
164.528,1.020
164.558,1.019
164.588,1.021
164.618,1.017
164.648,1.022
164.678,1.020
164.708,1.022
164.738,1.021
164.768,1.018
164.798,1.021
164.828,1.023
164.858,1.017
164.888,1.013
164.918,1.021
164.948,1.016
164.978,1.024
165.008,1.013
165.038,1.010
165.068,1.022
165.098,1.023
165.128,1.018
165.158,1.016
165.188,1.021
165.218,1.015
165.248,1.026
165.278,1.022
165.308,1.018
165.338,1.022
165.368,1.018
165.398,1.025
165.428,1.020
165.458,1.032
165.488,1.023
165.518,1.019
165.548,1.016
165.578,1.011
165.608,1.028
165.638,1.016
165.668,1.021
165.698,1.020
165.728,1.021
165.758,1.016
165.788,1.015
165.818,1.021
165.848,1.026
165.878,1.021
165.908,1.023
165.938,1.016
165.968,1.012
165.998,1.018
166.028,1.027
166.058,1.025
166.088,1.028
166.118,1.022
166.148,1.014
166.178,1.021
166.208,1.034
166.238,1.020
166.268,1.023
166.298,1.017
166.328,1.027
166.358,1.016
166.388,1.016
166.418,1.021
166.448,1.020
166.478,1.017
166.508,1.022
166.538,1.016
166.568,1.021
166.598,1.023
166.628,1.014
166.658,1.020
166.688,1.023
166.718,1.019
166.748,1.022
166.778,1.020
166.808,1.017
166.838,1.024
166.868,1.017
166.898,1.024
166.928,1.021
166.958,1.025
166.988,1.021
167.018,1.021
167.048,1.018
167.078,1.019
167.108,1.020
167.138,1.021
167.168,1.017
167.198,1.022
167.228,1.025
167.258,1.020
167.288,1.021
167.318,1.021
167.348,1.018
167.378,1.019
167.408,1.021
167.438,1.022
167.468,1.021
167.498,1.023
167.528,1.018
167.558,1.020
167.588,1.021
167.618,1.019
167.648,1.016
167.678,1.021
167.708,1.021
167.738,1.020
167.768,1.021
167.798,1.024
167.828,1.020
167.858,1.022
167.888,1.021
167.918,1.020
167.948,1.020
167.978,1.019
168.008,1.021
168.038,1.026
168.068,1.021
168.098,1.021
168.128,1.021
168.158,1.021
168.188,1.018
168.218,1.019
168.248,1.022
168.278,1.020
168.308,1.021
168.338,1.014
168.368,1.023
168.398,1.021
168.428,1.021
168.458,1.018
168.488,1.024
168.518,1.020
168.548,1.015
168.578,1.022
168.608,1.021
168.638,1.021
168.668,1.025
168.698,1.012
168.728,1.020
168.758,1.019
168.788,1.024
168.818,1.021
168.848,1.020
168.878,1.019
168.908,1.021
168.938,1.021
168.968,1.016
168.998,1.023
169.028,1.023
169.058,1.023
169.088,1.020
169.118,1.021
169.148,1.019
169.178,1.021
169.208,1.023
169.238,1.021
169.268,1.021
169.298,1.019
169.328,1.024
169.358,1.025
169.388,1.020
169.418,1.020
169.448,1.020
