df_hash,22ZHK4.GW7WJ2
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.045F
person_label,V148
date_time_start,2026-06-08_17-32-22.778000_+03
date_time_start_unix,1780921942.778
date_time_end,2026-06-08_17-42-05.310000_+03
length_difference_noticed,no

time,heart_rate
15.002,69
15.584,68
16.803,67
17.681,65
18.607,65
19.810,65
20.655,67
21.630,67
22.751,67
23.707,68
24.555,68
25.725,68
26.655,68
27.529,69
28.747,69
29.920,69
30.515,70
31.721,70
32.646,70
33.527,70
34.695,70
35.577,70
36.548,70
37.670,71
38.618,72
39.473,73
40.643,74
41.576,74
42.450,74
43.617,73
44.543,72
45.424,71
46.639,71
47.517,71
48.448,71
49.622,72
50.639,72
51.426,71
52.593,71
53.465,71
54.399,71
55.561,71
56.438,71
57.365,74
58.535,76
59.464,76
60.343,76
61.508,77
62.532,77
63.318,77
64.482,77
65.409,77
66.286,77
67.529,77
68.414,77
69.409,77
70.528,76
71.564,75
72.241,75
73.632,75
74.330,75
75.208,75
76.477,75
77.304,75
78.232,75
79.404,66
80.327,69
81.204,72
82.374,73
83.306,72
84.178,71
85.348,69
86.274,67
87.152,68
88.382,68
89.249,68
90.199,67
91.345,72
92.222,74
93.100,75
94.319,75
95.196,74
96.130,74
97.296,74
98.170,73
99.096,72
100.268,73
101.244,73
102.070,75
103.243,78
104.169,81
105.050,78
106.214,79
107.140,75
108.018,74
109.730,71
110.114,70
110.992,71
112.219,73
113.088,75
113.965,76
115.208,76
116.076,76
116.939,75
118.259,75
119.037,75
119.954,75
121.132,75
122.035,75
122.936,75
124.106,74
125.032,74
125.919,74
127.100,74
128.203,74
128.883,74
130.076,75
130.979,75
131.857,75
133.027,75
134.006,75
134.855,75
136.244,75
136.927,75
137.804,75
139.023,75
139.900,75
140.778,74
142.000,74
142.884,74
143.751,74
144.981,74
145.847,74
146.749,73
147.969,73
148.821,74
149.751,73
150.918,76
151.795,78
152.721,78
154.094,77
155.112,77
155.695,77
156.864,77
157.803,78
158.668,78
159.842,79
160.764,80
161.647,82
162.812,83
163.984,84
164.615,86
165.849,87
166.712,89
167.591,91
168.808,92
169.685,93
170.566,92
171.781,91
172.663,90
173.929,88
174.755,87
175.633,86
176.859,85
177.729,84
178.606,83
179.533,82
180.702,81
181.580,81
182.509,80
183.697,79
184.632,79
185.520,78
186.650,78
187.576,78
188.454,78
189.623,78
190.555,78
191.430,78
193.066,78
193.603,78
194.401,78
195.619,78
196.498,78
197.374,79
198.618,78
199.472,78
200.348,78
201.616,78
202.444,78
203.375,79
204.546,79
205.421,79
206.378,80
207.514,79
208.391,79
209.330,79
210.490,78
211.658,78
212.292,77
213.467,77
214.388,77
215.268,77
216.435,77
217.419,77
218.242,77
219.457,77
220.335,77
221.212,78
222.490,78
223.309,79
224.186,80
225.410,81
226.339,81
227.160,82
228.535,83
229.257,85
230.231,86
231.356,85
232.428,85
233.114,83
234.329,83
235.203,82
236.129,81
237.299,80
238.473,79
239.164,78
240.273,77
241.208,76
242.077,75
243.347,73
244.124,72
245.061,72
246.224,72
247.147,72
248.024,73
249.194,74
250.120,75
251.005,74
252.168,79
253.094,83
253.990,83
255.238,83
256.069,82
256.994,80
258.264,80
259.090,79
260.211,79
261.138,80
262.015,80
262.893,80
264.111,80
264.989,79
265.915,78
267.090,77
267.972,76
268.890,75
270.059,74
270.942,73
271.814,72
273.032,72
273.910,71
274.787,71
276.035,71
276.884,71
278.105,71
278.983,71
279.906,72
280.841,72
282.200,72
282.880,73
283.762,73
284.927,73
285.857,74
287.026,75
287.907,75
288.827,75
289.753,76
290.874,76
291.801,76
292.693,76
293.898,76
295.070,75
295.663,75
296.870,75
297.750,75
298.674,75
299.844,75
300.722,75
301.601,75
303.208,75
303.717,76
304.573,77
305.800,77
306.669,76
307.599,76
308.765,76
309.643,78
310.569,80
311.739,78
312.616,78
313.543,78
314.723,78
315.644,78
316.516,78
317.692,78
318.640,78
319.490,78
320.665,79
321.608,78
322.467,78
323.634,77
324.610,77
325.441,77
326.607,77
327.534,77
328.411,77
329.630,76
330.507,76
331.385,76
332.604,76
333.486,76
334.415,76
335.578,76
336.455,78
337.627,79
338.551,78
339.477,78
340.368,77
341.525,77
342.695,76
343.280,76
344.508,76
345.677,76
346.303,76
347.476,76
348.350,76
349.276,76
350.449,78
351.376,80
352.250,79
353.420,80
354.394,80
355.250,80
356.394,80
357.331,81
358.197,81
359.490,80
360.293,80
361.235,80
362.394,80
363.273,81
364.162,80
365.370,81
366.253,81
367.118,81
368.375,80
369.239,80
370.141,80
371.311,80
372.188,80
373.114,80
374.284,77
375.162,78
376.090,79
377.258,79
378.141,80
379.063,81
380.275,81
381.169,81
382.064,80
383.258,79
384.153,78
385.009,77
386.228,77
387.110,76
388.073,75
389.158,75
390.084,75
390.957,75
392.175,75
393.053,75
393.930,75
395.152,75
396.026,75
397.053,78
398.123,79
399.001,80
399.901,80
401.099,80
401.974,80
402.900,79
404.121,77
404.948,76
405.874,74
407.093,75
407.923,75
408.896,73
410.018,72
410.895,71
411.868,69
412.992,68
413.996,68
414.795,68
415.970,69
416.859,68
417.817,68
418.939,68
419.842,68
420.763,68
421.912,68
422.839,68
423.716,73
424.889,77
426.059,77
426.690,77
427.885,78
428.840,77
