df_hash,22ZHK4.GW7WJ2
429.664,78
430.858,78
431.783,78
432.638,79
433.856,79
434.734,79
435.611,79
436.879,79
437.707,79
438.589,80
439.804,80
440.779,79
441.559,79
442.817,79
443.655,79
444.585,79
445.800,78
446.724,78
447.555,78
448.751,78
449.612,75
450.602,76
451.704,75
452.576,75
453.506,77
454.672,76
455.550,68
456.476,64
457.646,63
458.572,65
459.507,65
460.639,71
461.546,76
462.429,80
463.593,76
464.523,75
465.397,75
466.618,75
467.640,75
468.404,75
469.638,75
470.467,75
471.370,75
472.563,75
473.451,66
474.322,61
475.547,59
476.415,56
477.341,53
478.513,52
479.389,53
480.320,53
481.508,52
482.370,52
483.294,52
484.611,52
485.336,52
486.332,52
487.440,52
488.358,52
489.242,52
490.406,53
491.332,55
492.214,56
493.384,61
494.306,58
495.443,57
496.358,57
497.280,57
498.157,57
499.376,57
500.253,66
501.131,70
502.350,72
503.227,71
504.108,70
505.328,70
506.404,68
507.176,66
508.318,67
509.175,67
510.052,67
511.271,66
512.148,66
513.076,66
514.248,66
515.122,66
516.051,76
517.218,80
518.101,82
519.022,82
520.195,82
521.070,82
522.040,82
523.166,82
524.043,82
524.970,82
526.163,82
527.017,84
527.966,85
529.115,86
530.040,86
530.923,80
532.190,77
533.028,75
533.891,73
535.061,70
535.991,68
536.913,68
538.036,68
538.961,68
539.838,68
541.061,68
541.943,69
542.813,68
544.066,68
544.925,68
545.789,68
547.005,68
547.883,70
548.763,69
549.980,69
550.856,69
551.733,69
552.982,69
553.878,69
554.707,69
555.926,69
556.805,71
557.703,73
558.900,73
559.780,72
560.710,71
561.873,71
562.751,71
563.677,71
564.847,71
565.749,71
566.652,71
567.921,71
568.698,71
570.017,71
570.795,71
571.745,71
572.713,71
573.768,71
574.702,71
575.572,71
576.791,71
