df_hash,22ZHK4.GW7WJ2
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.045F
person_label,V148
date_time_start,2026-06-08_17-32-22.778000_+03
date_time_start_unix,1780921942.778
date_time_end,2026-06-08_17-42-05.310000_+03
length_difference_noticed,no

time,perfusion_ir
29.421,0.180
30.263,0.180
31.050,0.180
32.894,0.180
33.884,0.180
34.557,0.170
35.572,0.170
36.258,0.170
37.064,0.170
37.772,0.170
38.563,0.170
43.568,0.170
47.032,0.170
47.812,0.170
48.690,0.170
49.522,0.160
56.393,0.160
58.050,0.160
66.530,0.150
66.633,0.150
67.362,0.150
70.629,0.150
72.877,0.150
89.739,0.140
97.833,0.140
100.998,0.140
101.053,0.140
108.227,0.140
109.196,0.140
109.805,0.140
111.349,0.140
112.210,0.140
112.852,0.140
115.319,0.140
117.697,0.140
120.209,0.140
120.900,0.140
121.768,0.140
122.573,0.140
123.527,0.150
124.304,0.150
125.102,0.150
125.909,0.150
127.667,0.150
129.812,0.150
133.912,0.150
134.684,0.150
135.518,0.150
137.905,0.150
139.616,0.150
140.388,0.150
141.219,0.150
142.059,0.150
142.878,0.150
144.531,0.150
146.112,0.150
150.064,0.150
150.681,0.150
151.554,0.150
153.893,0.150
155.402,0.150
156.235,0.150
158.577,0.150
159.012,0.150
159.838,0.150
160.381,0.150
161.113,0.140
161.796,0.140
163.741,0.130
165.105,0.130
167.348,0.120
167.933,0.120
168.608,0.120
169.321,0.120
170.083,0.120
175.828,0.120
176.510,0.120
176.573,0.120
178.955,0.120
183.580,0.120
185.064,0.120
187.485,0.120
188.118,0.120
189.540,0.120
190.406,0.120
192.018,0.120
192.655,0.120
194.891,0.120
195.970,0.120
196.405,0.120
197.082,0.120
200.251,0.120
203.227,0.120
204.009,0.120
204.752,0.120
207.806,0.120
207.862,0.130
209.319,0.130
211.030,0.130
211.713,0.130
213.858,0.130
214.005,0.130
215.560,0.130
216.342,0.130
217.315,0.130
218.629,0.130
218.733,0.130
220.045,0.130
220.990,0.120
221.565,0.120
232.674,0.120
233.522,0.120
234.232,0.120
234.284,0.120
235.890,0.120
235.945,0.120
237.446,0.120
238.232,0.120
239.157,0.120
240.078,0.120
240.866,0.120
242.570,0.120
243.254,0.120
244.240,0.130
245.051,0.130
245.931,0.130
246.665,0.130
247.442,0.140
248.220,0.140
248.953,0.140
249.008,0.140
250.203,0.140
250.998,0.140
251.835,0.140
252.270,0.140
253.980,0.140
254.705,0.140
255.532,0.140
256.363,0.140
257.829,0.130
258.411,0.130
259.239,0.130
260.609,0.130
263.870,0.120
265.384,0.120
267.085,0.120
267.935,0.120
268.745,0.120
269.476,0.120
271.263,0.120
272.011,0.130
273.718,0.130
274.600,0.130
275.295,0.130
276.152,0.130
276.214,0.130
277.877,0.140
279.567,0.140
280.810,0.140
281.251,0.140
282.005,0.140
282.689,0.140
283.757,0.140
284.397,0.140
285.228,0.140
285.912,0.140
286.737,0.140
287.611,0.140
288.246,0.140
289.175,0.130
289.949,0.130
290.636,0.130
292.345,0.130
293.263,0.130
293.803,0.130
294.677,0.130
294.759,0.130
297.021,0.130
298.055,0.130
298.638,0.120
300.235,0.120
311.057,0.120
341.090,0.120
342.018,0.120
349.571,0.120
357.030,0.120
358.441,0.120
364.124,0.120
364.827,0.120
375.517,0.120
380.819,0.120
381.746,0.120
382.347,0.130
384.038,0.130
384.688,0.130
385.720,0.130
489.971,0.170
517.327,0.170
553.158,0.160
554.807,0.160
559.100,0.160
559.147,0.160
