df_hash,22ZHK4.2TBHGE
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HAY6
person_label,V36
date_time_start,2025-10-27_12-32-17.207000_+03
date_time_start_unix,1761553937.207
date_time_end,2025-10-27_12-39-34.139000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
5.221,-0.518,0.875,-0.127
5.231,-0.512,0.873,-0.125
5.241,-0.514,0.873,-0.123
5.251,-0.512,0.871,-0.123
5.261,-0.512,0.871,-0.127
5.271,-0.514,0.877,-0.123
5.281,-0.512,0.869,-0.125
5.291,-0.514,0.875,-0.125
5.301,-0.514,0.877,-0.125
5.311,-0.512,0.875,-0.127
5.321,-0.512,0.871,-0.125
5.331,-0.512,0.871,-0.123
5.341,-0.512,0.875,-0.121
5.350,-0.512,0.877,-0.121
5.360,-0.510,0.873,-0.123
5.370,-0.512,0.871,-0.125
5.380,-0.518,0.871,-0.127
5.390,-0.518,0.873,-0.125
5.400,-0.518,0.879,-0.125
5.410,-0.518,0.877,-0.123
5.420,-0.518,0.877,-0.127
5.430,-0.512,0.877,-0.127
5.440,-0.514,0.875,-0.125
5.450,-0.508,0.871,-0.125
5.460,-0.510,0.873,-0.129
5.470,-0.510,0.875,-0.123
5.479,-0.516,0.875,-0.125
5.489,-0.514,0.875,-0.125
5.499,-0.514,0.873,-0.123
5.509,-0.514,0.873,-0.123
5.519,-0.516,0.873,-0.125
5.529,-0.514,0.875,-0.121
5.539,-0.512,0.871,-0.125
5.549,-0.518,0.871,-0.125
5.559,-0.518,0.871,-0.127
5.569,-0.514,0.871,-0.129
5.579,-0.516,0.873,-0.125
5.589,-0.514,0.871,-0.123
5.598,-0.514,0.873,-0.123
5.608,-0.514,0.869,-0.123
5.618,-0.508,0.869,-0.127
5.628,-0.508,0.875,-0.127
5.638,-0.510,0.879,-0.125
5.648,-0.512,0.873,-0.123
5.658,-0.510,0.873,-0.127
5.668,-0.512,0.877,-0.127
5.678,-0.514,0.877,-0.127
5.688,-0.514,0.881,-0.127
5.698,-0.510,0.879,-0.129
5.708,-0.512,0.879,-0.125
5.718,-0.514,0.875,-0.129
5.727,-0.514,0.875,-0.127
5.737,-0.514,0.869,-0.131
5.747,-0.516,0.871,-0.129
5.757,-0.516,0.873,-0.127
5.767,-0.516,0.873,-0.129
5.777,-0.516,0.873,-0.127
5.787,-0.514,0.875,-0.125
5.797,-0.514,0.873,-0.127
5.807,-0.516,0.869,-0.127
5.817,-0.514,0.875,-0.127
5.827,-0.512,0.879,-0.129
5.837,-0.518,0.875,-0.123
5.847,-0.514,0.875,-0.127
5.856,-0.514,0.873,-0.125
5.866,-0.512,0.875,-0.125
5.876,-0.514,0.875,-0.123
5.886,-0.512,0.873,-0.123
5.896,-0.514,0.871,-0.123
5.906,-0.516,0.875,-0.125
5.916,-0.516,0.871,-0.127
5.926,-0.518,0.873,-0.123
5.936,-0.516,0.871,-0.123
5.946,-0.518,0.871,-0.123
5.956,-0.518,0.871,-0.125
5.966,-0.516,0.871,-0.123
5.976,-0.516,0.875,-0.125
5.985,-0.516,0.877,-0.125
5.995,-0.514,0.875,-0.123
6.005,-0.514,0.877,-0.123
6.015,-0.514,0.879,-0.125
6.025,-0.512,0.877,-0.125
6.035,-0.508,0.871,-0.123
6.045,-0.510,0.873,-0.127
6.055,-0.506,0.875,-0.125
6.065,-0.510,0.875,-0.123
6.075,-0.514,0.873,-0.123
6.085,-0.514,0.875,-0.129
6.095,-0.514,0.873,-0.129
6.105,-0.512,0.873,-0.123
6.114,-0.516,0.877,-0.129
6.124,-0.514,0.873,-0.125
6.134,-0.514,0.873,-0.127
6.144,-0.514,0.871,-0.125
6.154,-0.510,0.871,-0.129
6.164,-0.510,0.875,-0.127
6.174,-0.510,0.879,-0.125
6.184,-0.512,0.877,-0.127
6.194,-0.512,0.877,-0.131
6.204,-0.514,0.875,-0.129
6.214,-0.510,0.871,-0.129
6.224,-0.510,0.871,-0.125
6.234,-0.510,0.875,-0.129
6.243,-0.510,0.879,-0.127
6.253,-0.512,0.881,-0.127
6.263,-0.514,0.877,-0.127
6.273,-0.514,0.875,-0.125
6.283,-0.518,0.875,-0.127
6.293,-0.518,0.877,-0.125
6.303,-0.516,0.875,-0.127
6.313,-0.514,0.879,-0.123
6.323,-0.512,0.875,-0.125
6.333,-0.510,0.871,-0.125
6.343,-0.508,0.871,-0.123
6.353,-0.510,0.871,-0.127
6.362,-0.510,0.871,-0.125
6.372,-0.510,0.875,-0.121
6.382,-0.516,0.873,-0.123
6.392,-0.514,0.873,-0.123
6.402,-0.518,0.873,-0.125
6.412,-0.516,0.877,-0.121
6.422,-0.516,0.873,-0.123
6.432,-0.518,0.873,-0.123
6.442,-0.514,0.871,-0.121
6.452,-0.514,0.875,-0.125
6.462,-0.514,0.873,-0.125
6.472,-0.516,0.875,-0.121
6.482,-0.510,0.875,-0.123
6.491,-0.516,0.875,-0.123
6.501,-0.516,0.871,-0.121
6.511,-0.512,0.873,-0.123
6.521,-0.508,0.879,-0.121
6.531,-0.512,0.879,-0.123
6.541,-0.506,0.869,-0.121
6.551,-0.508,0.873,-0.127
6.561,-0.516,0.877,-0.125
6.571,-0.516,0.875,-0.129
6.581,-0.516,0.879,-0.127
6.591,-0.514,0.881,-0.125
6.601,-0.516,0.877,-0.127
6.611,-0.512,0.871,-0.125
6.620,-0.512,0.875,-0.125
6.630,-0.510,0.871,-0.127
6.640,-0.508,0.873,-0.121
6.650,-0.512,0.871,-0.125
6.660,-0.510,0.871,-0.125
6.670,-0.508,0.873,-0.127
6.680,-0.510,0.875,-0.127
6.690,-0.510,0.875,-0.129
6.700,-0.512,0.875,-0.127
6.710,-0.514,0.875,-0.127
6.720,-0.514,0.877,-0.125
6.730,-0.516,0.877,-0.129
6.740,-0.514,0.875,-0.127
6.749,-0.510,0.877,-0.125
6.759,-0.508,0.877,-0.125
6.769,-0.512,0.877,-0.127
6.779,-0.510,0.875,-0.125
6.789,-0.512,0.875,-0.125
6.799,-0.510,0.877,-0.123
6.809,-0.512,0.877,-0.125
6.819,-0.514,0.877,-0.121
6.829,-0.512,0.877,-0.125
6.839,-0.514,0.875,-0.123
6.849,-0.514,0.871,-0.121
6.859,-0.518,0.875,-0.121
6.869,-0.514,0.873,-0.123
6.878,-0.514,0.871,-0.121
6.888,-0.514,0.875,-0.121
6.898,-0.514,0.875,-0.119
6.908,-0.514,0.875,-0.121
6.918,-0.514,0.873,-0.119
6.928,-0.510,0.873,-0.121
6.938,-0.512,0.873,-0.123
6.948,-0.516,0.877,-0.123
6.958,-0.512,0.873,-0.121
6.968,-0.512,0.875,-0.121
6.978,-0.516,0.875,-0.123
6.988,-0.512,0.877,-0.123
6.998,-0.516,0.875,-0.123
7.007,-0.514,0.873,-0.123
7.017,-0.514,0.877,-0.123
7.027,-0.510,0.875,-0.123
7.037,-0.506,0.871,-0.123
7.047,-0.512,0.875,-0.123
7.057,-0.508,0.881,-0.127
7.067,-0.508,0.881,-0.127
7.077,-0.508,0.877,-0.125
7.087,-0.512,0.873,-0.127
7.097,-0.514,0.879,-0.129
7.107,-0.516,0.879,-0.127
7.117,-0.512,0.881,-0.127
7.126,-0.510,0.879,-0.127
7.136,-0.512,0.875,-0.127
7.146,-0.506,0.875,-0.123
7.156,-0.506,0.873,-0.123
7.166,-0.508,0.873,-0.123
7.176,-0.512,0.873,-0.127
7.186,-0.510,0.877,-0.125
7.196,-0.512,0.875,-0.129
7.206,-0.514,0.875,-0.125
7.216,-0.516,0.877,-0.123
7.226,-0.514,0.877,-0.127
7.236,-0.512,0.873,-0.125
7.246,-0.514,0.875,-0.127
7.255,-0.512,0.873,-0.125
7.265,-0.510,0.873,-0.125
7.275,-0.512,0.875,-0.125
7.285,-0.512,0.875,-0.123
7.295,-0.514,0.873,-0.123
7.305,-0.512,0.871,-0.123
7.315,-0.510,0.877,-0.127
7.325,-0.510,0.881,-0.121
7.335,-0.510,0.879,-0.123
