df_hash,22ZHK4.2TBHGE
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HAY6
person_label,V36
date_time_start,2025-10-27_12-32-17.207000_+03
date_time_start_unix,1761553937.207
date_time_end,2025-10-27_12-39-34.139000_+03
length_difference_noticed,no

time,rr_int
9.662,3880
10.101,430
10.943,375
11.612,835
12.441,755
13.271,795
14.147,835
14.878,775
15.658,765
16.487,825
17.316,840
17.999,795
18.830,765
19.674,830
20.490,870
21.265,785
22.045,755
22.874,820
23.706,850
24.434,810
25.223,720
26.042,775
26.871,845
27.637,830
28.431,765
29.308,810
30.088,850
30.771,825
31.504,735
32.400,715
33.170,790
33.842,805
34.671,760
35.499,790
36.335,860
37.208,880
38.060,865
38.863,825
39.838,850
40.717,890
41.643,910
42.505,905
43.300,850
44.128,850
45.233,905
45.936,915
46.810,870
47.736,875
48.565,885
49.393,875
50.222,825
51.174,825
51.928,860
52.616,845
53.440,770
54.442,840
55.245,880
55.926,855
56.608,735
57.558,745
58.363,845
59.143,845
59.972,750
60.809,825
61.631,905
62.458,890
63.336,770
64.165,825
65.140,895
65.923,905
66.748,840
67.626,840
68.455,890
69.332,885
69.974,815
70.648,705
71.654,730
72.453,895
73.330,880
74.159,885
75.036,805
75.823,790
76.645,860
77.620,875
78.351,860
79.161,815
80.155,865
80.935,900
81.866,875
82.495,805
83.324,755
84.152,840
85.127,870
85.863,875
86.687,795
87.614,875
88.442,930
89.417,880
90.252,880
91.221,920
91.904,900
92.837,785
93.610,790
94.563,875
95.365,900
96.245,850
97.071,845
98.047,905
98.880,915
99.704,845
100.533,830
101.264,820
101.898,755
102.629,770
102.640,620
102.775,205
104.337,885
104.579,545
105.312,310
105.944,765
106.531,650
107.215,635
108.040,705
108.722,785
109.405,700
110.234,705
111.112,855
111.842,840
112.332,670
112.915,610
113.646,575
114.573,630
115.548,995
116.522,1000
117.498,955
118.473,965
119.399,970
120.374,975
121.251,955
121.940,880
122.617,695
123.299,650
124.274,770
125.300,1000
126.224,1000
127.199,980
128.174,995
129.149,975
130.124,960
131.099,955
132.076,960
133.049,970
134.024,980
134.999,975
135.974,980
136.806,955
137.632,875
138.462,790
139.435,950
140.508,970
141.534,970
142.361,960
143.043,910
143.754,745
144.415,670
145.383,715
146.260,955
147.187,965
148.210,950
149.137,945
149.975,925
150.940,905
151.916,955
152.890,965
153.865,975
154.694,980
155.621,875
156.498,900
157.473,940
158.453,945
159.277,910
160.154,895
161.129,940
162.100,945
162.933,885
163.764,880
164.737,925
165.760,940
166.394,890
167.076,745
167.811,665
168.685,710
169.563,910
170.441,925
171.269,895
172.098,885
172.926,770
173.755,800
174.585,845
175.413,870
176.290,850
177.124,840
178.046,885
178.923,910
179.849,930
180.681,860
181.561,850
182.535,890
183.359,940
184.188,860
185.017,835
185.894,870
186.772,880
187.503,840
188.480,830
189.307,895
190.282,940
191.310,950
192.240,915
193.061,930
194.035,950
195.010,935
195.903,940
196.570,840
197.114,700
197.979,660
198.796,755
199.788,945
200.714,985
201.693,960
202.665,970
203.493,930
204.468,925
205.443,960
206.423,955
207.254,965
208.238,895
209.053,880
210.025,905
210.858,920
211.732,870
212.512,820
213.491,880
214.463,975
215.437,970
216.265,940
217.290,930
218.264,955
219.339,940
220.019,1125
220.848,665
221.826,890
222.554,835
223.676,845
224.335,925
225.041,870
225.869,745
226.698,805
227.676,915
228.209,895
228.215,555
228.502,10
229.331,255
229.623,825
229.626,330
229.633,30
230.187,15
230.988,485
231.817,900
232.550,750
233.377,810
234.206,785
234.888,800
235.571,695
236.399,810
237.375,845
238.057,900
239.472,770
240.154,1395
240.844,705
241.567,700
242.250,715
242.955,610
243.761,695
243.907,845
244.054,325
245.321,485
246.006,755
246.739,710
247.375,695
248.100,695
248.782,730
249.333,660
250.001,610
250.589,615
250.878,600
250.927,285
251.125,10
251.563,250
252.244,435
252.536,665
252.697,400
254.632,1380
256.144,690
256.829,1450
257.557,720
258.240,785
258.776,635
259.459,610
260.192,615
260.726,665
261.311,635
261.994,605
262.683,675
263.212,690
263.944,580
264.188,635
264.480,270
265.114,345
265.603,570
266.138,575
266.869,575
267.405,630
267.990,550
268.685,600
269.354,655
269.897,745
270.476,565
271.012,540
271.305,530
271.844,345
272.280,310
273.401,640
274.766,1165
275.303,1275
275.887,555
276.424,625
277.155,590
277.838,645
278.373,740
279.056,500
279.788,720
280.470,685
281.153,775
281.591,660
282.420,465
282.956,870
283.103,630
285.224,1395
286.028,725
286.759,835
287.441,725
288.124,665
288.815,765
289.488,570
290.227,805
290.757,640
291.444,640
292.268,670
293.001,805
293.291,760
293.681,240
294.364,385
294.657,675
294.705,305
295.067,10
295.729,390
296.314,710
296.996,615
297.678,655
298.567,745
299.242,785
299.922,720
300.652,720
302.168,715
302.846,1495
303.386,660
304.113,650
304.796,685
305.480,690
306.015,665
306.746,620
307.283,615
308.111,675
308.697,735
309.379,640
310.210,685
311.475,780
312.401,1340
312.694,890
312.986,360
313.815,300
314.498,745
314.790,685
315.475,365
315.913,325
316.740,760
317.276,805
318.690,660
319.521,1365
319.909,625
320.651,605
321.177,710
322.005,580
322.834,860
323.516,800
324.249,705
325.083,750
325.759,760
326.489,725
327.198,660
327.709,790
328.001,545
328.831,185
329.074,830
329.366,415
