df_hash,22ZHK4.2TBHGE
106.856,297
106.881,272
106.906,235
106.931,197
106.956,162
106.981,127
107.006,91
107.031,62
107.056,49
107.081,52
107.106,57
107.131,59
107.156,60
107.181,68
107.206,69
107.231,35
107.256,-51
107.281,-164
107.306,-243
107.331,-242
107.356,-164
107.381,-62
107.406,18
107.431,73
107.456,131
107.481,216
107.506,314
107.531,388
107.556,415
107.581,409
107.606,404
107.631,417
107.656,442
107.681,463
107.706,471
107.731,473
107.756,470
107.781,458
107.806,429
107.831,385
107.856,336
107.881,288
107.906,240
107.931,189
107.956,142
107.981,105
108.006,76
108.031,39
108.056,-9
108.081,-52
108.106,-48
108.131,26
108.156,157
108.181,300
108.206,414
108.231,490
108.256,544
108.281,587
108.306,613
108.331,609
108.356,575
108.381,531
108.406,491
108.431,453
108.456,403
108.481,329
108.506,233
108.531,129
108.556,28
108.581,-62
108.606,-138
108.631,-194
108.656,-235
108.681,-273
108.706,-312
108.731,-340
108.756,-326
108.781,-251
108.806,-121
108.831,27
108.856,162
108.881,269
108.906,355
108.931,427
108.956,479
108.981,500
109.006,486
109.031,451
109.056,415
109.081,386
109.106,358
109.131,317
109.156,260
109.181,192
109.206,126
109.231,66
109.256,8
109.281,-59
109.306,-142
109.331,-228
109.356,-287
109.381,-286
109.406,-208
109.431,-72
109.456,80
109.481,209
109.506,300
109.531,367
109.556,431
109.581,500
109.606,564
109.631,610
109.656,633
109.681,641
109.706,638
109.731,621
109.756,586
109.781,533
109.806,470
109.831,406
109.856,341
109.881,272
109.906,201
109.931,138
109.956,88
109.981,46
110.006,-4
110.031,-72
110.056,-136
110.081,-154
110.106,-97
110.131,27
110.156,173
110.181,293
110.206,369
110.231,421
110.256,472
110.281,527
110.306,566
110.331,569
110.356,538
110.381,494
110.406,463
110.431,447
110.456,437
110.481,417
110.506,382
110.531,335
110.556,282
110.581,227
110.606,175
110.631,129
110.656,87
110.681,41
110.706,-12
110.731,-71
110.756,-127
110.781,-181
110.806,-241
110.831,-311
110.856,-369
110.881,-377
110.906,-307
110.931,-170
110.956,-12
110.981,121
111.006,214
111.031,285
111.056,353
111.081,418
111.106,461
111.131,470
111.156,457
111.181,443
111.206,439
111.231,438
111.256,431
111.281,413
111.306,388
111.331,358
111.356,318
111.381,264
111.406,205
111.431,151
111.456,101
111.481,41
111.506,-34
111.531,-110
111.556,-148
111.581,-119
111.606,-27
111.631,93
111.656,202
111.681,281
111.706,339
111.731,393
111.756,444
111.781,481
111.806,491
111.831,475
111.856,448
111.881,425
111.906,411
111.931,397
111.956,375
111.981,343
112.006,306
112.031,268
112.056,226
112.081,176
112.106,120
112.131,67
112.156,19
112.181,-29
112.206,-92
112.231,-165
112.256,-222
112.281,-224
112.306,-149
112.331,-17
112.356,125
112.381,238
112.406,312
112.431,367
112.456,422
112.481,478
112.506,517
112.531,526
112.556,510
112.581,489
112.606,481
112.631,485
112.656,489
112.681,478
112.706,451
112.731,416
112.756,380
112.781,343
112.806,302
112.831,255
112.856,205
112.881,158
112.906,114
112.931,70
112.956,18
112.981,-36
113.006,-88
113.031,-132
113.056,-178
113.081,-238
113.106,-306
113.131,-348
113.156,-324
113.181,-217
113.206,-57
113.231,99
113.256,215
113.281,287
113.306,343
113.331,403
113.356,463
113.381,501
113.406,509
113.431,499
113.456,495
113.481,506
113.506,521
113.531,523
113.556,510
113.581,489
113.606,469
113.631,446
113.656,414
113.681,372
113.706,327
113.731,287
113.756,247
113.781,200
113.806,145
113.831,92
113.856,49
113.881,7
113.906,-47
113.931,-117
113.956,-174
113.981,-177
114.006,-107
114.031,11
114.056,131
114.081,218
114.106,271
114.131,310
114.156,346
114.181,367
114.206,359
114.231,330
114.256,303
114.281,298
114.306,312
114.331,324
114.356,319
114.381,300
114.406,277
114.431,253
114.456,224
114.481,186
114.506,149
114.531,119
114.556,89
114.581,45
114.606,-11
114.631,-54
114.656,-46
114.681,25
114.706,134
114.731,236
114.756,309
114.781,356
114.806,397
114.831,433
114.856,453
114.881,443
114.906,411
114.931,381
114.956,370
114.981,373
115.006,375
115.031,362
115.056,333
115.081,295
115.106,253
115.131,203
115.156,140
115.181,64
115.206,-11
115.231,-64
115.256,-70
115.281,-18
115.306,78
115.331,185
115.356,270
115.381,319
115.406,345
115.431,363
115.456,374
115.481,362
115.506,322
115.531,267
115.556,227
115.581,213
115.606,212
115.631,196
115.656,157
115.681,110
115.706,74
115.731,45
115.756,0
115.781,-68
115.806,-139
115.831,-165
115.856,-118
115.881,-14
115.906,102
115.931,196
115.956,261
115.981,311
116.006,356
116.031,389
116.056,399
116.081,383
116.106,357
116.131,333
116.156,319
116.181,307
116.206,288
116.231,255
116.256,209
116.281,156
116.306,103
116.331,51
116.356,-8
116.381,-83
116.406,-161
116.431,-210
116.456,-193
116.481,-100
116.506,37
116.531,173
116.556,276
116.581,354
116.606,432
116.631,521
116.656,604
116.681,655
116.706,666
116.731,655
116.756,645
116.781,647
116.806,653
116.831,652
116.856,639
116.881,619
116.906,592
116.931,558
116.956,513
116.981,461
117.006,406
117.031,354
117.056,304
117.081,254
117.106,202
117.131,148
117.156,93
117.181,39
117.206,-18
117.231,-83
117.256,-158
117.281,-233
117.306,-291
117.331,-322
117.356,-335
117.381,-356
117.406,-401
117.431,-458
117.456,-480
117.481,-426
117.506,-290
117.531,-114
117.556,46
117.581,166
117.606,257
117.631,346
117.656,443
117.681,532
117.706,589
117.731,608
117.756,605
117.781,601
117.806,603
117.831,604
117.856,598
117.881,582
117.906,564
117.931,550
117.956,536
117.981,518
118.006,490
118.031,454
118.056,412
118.081,367
118.106,315
118.131,259
118.156,203
118.181,150
118.206,100
118.231,49
118.256,-3
118.281,-53
118.306,-93
118.331,-126
118.356,-165
118.381,-221
118.406,-288
118.431,-333
118.456,-320
118.481,-233
118.506,-96
118.531,46
118.556,161
118.581,241
118.606,306
118.631,372
118.656,436
118.681,483
118.706,500
118.731,496
118.756,487
118.781,489
118.806,501
118.831,513
118.856,516
118.881,507
118.906,489
118.931,466
118.956,441
118.981,412
119.006,379
119.031,343
119.056,303
119.081,261
119.106,220
119.131,183
119.156,149
119.181,115
119.206,77
119.231,38
119.256,3
119.281,-25
119.306,-55
119.331,-98
119.356,-156
119.381,-211
119.406,-230
119.431,-189
119.456,-94
119.481,23
119.506,128
119.531,204
119.556,258
119.581,310
119.606,367
119.631,419
119.656,450
119.681,459
119.706,454
119.731,451
119.756,454
119.781,459
119.806,459
119.831,454
119.856,445
119.881,434
119.906,417
119.931,393
119.956,364
119.981,335
120.006,308
120.031,279
120.056,243
120.081,201
120.106,161
120.131,126
120.156,94
120.181,58
120.206,19
120.231,-17
120.256,-49
120.281,-82
120.306,-127
120.331,-180
120.356,-218
120.381,-207
120.406,-134
120.431,-17
120.456,102
120.481,194
120.506,257
120.531,309
120.556,365
120.581,423
120.606,466
120.631,485
120.656,488
120.681,492
120.706,505
120.731,523
120.756,532
120.781,529
120.806,517
120.831,502
120.856,484
120.881,458
120.906,421
120.931,377
120.956,333
120.981,291
121.006,249
121.031,204
121.056,159
121.081,120
121.106,87
121.131,50
121.156,4
121.181,-48
121.206,-96
121.231,-132
121.256,-166
121.281,-214
121.306,-274
121.331,-319
121.356,-307
121.381,-224
121.406,-90
121.431,46
121.456,151
121.481,222
121.506,278
121.531,338
121.556,397
121.581,440
121.606,458
121.631,457
121.656,455
121.681,463
121.706,480
121.731,499
121.756,514
121.781,523
121.806,525
121.831,519
121.856,504
121.881,480
121.906,449
121.931,415
121.956,377
121.981,333
122.006,285
122.031,239
122.056,196
122.081,157
122.106,115
122.131,67
122.156,19
122.181,-25
122.206,-66
122.231,-114
122.256,-176
122.281,-241
122.306,-277
122.331,-251
122.356,-155
122.381,-17
122.406,118
122.431,219
122.456,285
122.481,336
122.506,389
122.531,439
122.556,470
122.581,473
122.606,461
122.631,454
122.656,462
122.681,477
122.706,486
122.731,482
122.756,472
122.781,460
122.806,447
122.831,426
122.856,396
122.881,360
122.906,323
122.931,283
122.956,240
122.981,193
123.006,150
123.031,114
123.056,81
123.081,41
123.106,-6
123.131,-54
123.156,-92
123.181,-126
123.206,-171
123.231,-230
123.256,-281
123.281,-285
123.306,-217
123.331,-87
123.356,58
123.381,180
123.406,264
123.431,321
123.456,372
123.481,420
123.506,457
123.531,475
123.556,476
123.581,471
123.606,471
123.631,478
123.656,487
123.681,493
123.706,491
123.731,479
123.756,461
123.781,439
123.806,416
123.831,387
123.856,351
123.881,309
123.906,265
123.931,223
123.956,182
123.981,140
124.006,99
124.031,61
124.056,23
124.081,-23
124.106,-82
124.131,-138
124.156,-155
124.181,-107
124.206,-1
124.231,123
124.256,223
124.281,280
124.306,309
124.331,335
124.356,361
124.381,373
124.406,362
124.431,339
124.456,327
124.481,335
124.506,351
124.531,353
124.556,337
124.581,314
124.606,296
124.631,279
124.656,249
124.681,202
124.706,150
124.731,104
124.756,61
124.781,6
124.806,-65
124.831,-127
124.856,-136
124.881,-71
124.906,43
124.931,160
124.956,243
124.981,291
125.006,326
125.031,359
125.056,383
125.081,385
125.106,364
125.131,338
125.156,321
125.181,316
125.206,315
125.231,310
125.256,298
125.281,275
125.306,240
125.331,194
125.356,144
125.381,95
125.406,42
125.431,-22
125.456,-95
125.481,-144
125.506,-134
125.531,-51
125.556,72
125.581,192
125.606,277
125.631,332
125.656,382
125.681,435
125.706,480
125.731,497
125.756,483
125.781,456
125.806,435
125.831,428
125.856,426
125.881,417
125.906,394
125.931,359
125.956,317
125.981,275
126.006,232
126.031,184
126.056,125
126.081,59
126.106,-2
126.131,-54
126.156,-103
126.181,-164
126.206,-245
126.231,-320
126.256,-344
126.281,-288
126.306,-160
126.331,-6
126.356,126
126.381,225
126.406,303
126.431,381
126.456,464
126.481,538
126.506,590
126.531,614
126.556,618
126.581,613
126.606,609
126.631,610
126.656,615
126.681,617
126.706,605
126.731,578
126.756,540
126.781,500
126.806,457
126.831,410
126.856,357
126.881,304
126.906,258
126.931,216
126.956,169
126.981,113
127.006,55
127.031,4
127.056,-37
127.081,-82
127.106,-134
127.131,-190
127.156,-240
127.181,-288
127.206,-344
127.231,-413
127.256,-467
127.281,-463
127.306,-374
127.331,-219
127.356,-50
127.381,86
127.406,181
127.431,257
127.456,340
127.481,432
127.506,513
127.531,566
127.556,587
127.581,591
127.606,591
127.631,595
127.656,601
127.681,605
127.706,606
127.731,599
127.756,581
127.781,550
127.806,508
127.831,463
127.856,420
127.881,380
127.906,339
127.931,291
127.956,237
127.981,184
128.006,138
128.031,96
128.056,52
128.081,0
128.106,-53
128.131,-101
128.156,-142
128.181,-189
128.206,-251
128.231,-316
128.256,-349
128.281,-314
128.306,-207
128.331,-61
128.356,73
128.381,170
128.406,236
128.431,296
128.456,364
128.481,433
128.506,486
128.531,510
128.556,511
128.581,506
128.606,506
128.631,515
128.656,527
128.681,534
128.706,531
128.731,518
128.756,497
128.781,470
128.806,438
128.831,402
128.856,364
128.881,325
128.906,286
128.931,245
128.956,202
128.981,159
129.006,118
129.031,78
129.056,35
129.081,-12
129.106,-60
129.131,-103
129.156,-141
129.181,-186
129.206,-243
129.231,-294
129.256,-306
129.281,-249
129.306,-129
129.331,14
129.356,133
129.381,211
129.406,262
129.431,313
129.456,375
129.481,435
129.506,473
129.531,487
129.556,487
129.581,489
129.606,501
129.631,516
129.656,527
129.681,529
129.706,524
129.731,511
129.756,491
129.781,463
129.806,431
129.831,395
129.856,358
129.881,319
129.906,276
129.931,233
129.956,189
129.981,148
130.006,105
130.031,58
130.056,7
130.081,-44
130.106,-89
130.131,-128
130.156,-170
130.181,-226
130.206,-287
130.231,-326
130.256,-307
130.281,-216
130.306,-75
130.331,71
130.356,186
130.381,263
130.406,321
130.431,378
130.456,436
130.481,482
130.506,503
130.531,504
130.556,501
130.581,508
130.606,525
130.631,543
130.656,551
130.681,547
130.706,533
130.731,513
130.756,487
130.781,455
130.806,418
130.831,379
130.856,339
130.881,296
130.906,251
130.931,205
130.956,160
130.981,116
131.006,68
131.031,15
131.056,-37
131.081,-83
131.106,-122
131.131,-164
131.156,-221
131.181,-288
131.206,-332
131.231,-317
131.256,-225
131.281,-77
131.306,76
131.331,195
131.356,272
131.381,332
131.406,395
131.431,460
131.456,505
131.481,517
131.506,505
131.531,493
131.556,498
131.581,518
131.606,536
131.631,541
131.656,535
131.681,523
131.706,507
131.731,480
131.756,442
131.781,396
131.806,349
131.831,303
131.856,255
131.881,204
131.906,155
131.931,113
131.956,74
131.981,28
132.006,-26
132.031,-84
132.056,-134
132.081,-177
132.106,-227
132.131,-292
132.156,-353
132.181,-367
132.206,-299
132.231,-156
132.256,15
132.281,161
132.306,260
132.331,325
132.356,385
132.381,449
132.406,501
132.431,525
132.456,524
132.481,517
132.506,522
132.531,540
132.556,556
132.581,561
132.606,554
132.631,540
132.656,522
132.681,497
132.706,461
132.731,420
132.756,377
132.781,333
132.806,284
132.831,231
132.856,180
132.881,137
132.906,98
132.931,53
132.956,-3
132.981,-62
133.006,-112
133.031,-152
133.056,-199
133.081,-265
133.106,-337
133.131,-374
133.156,-335
133.181,-214
133.206,-48
133.231,107
133.256,220
133.281,296
133.306,356
133.331,418
133.356,475
133.381,510
133.406,519
133.431,515
133.456,516
133.481,529
133.506,547
133.531,560
133.556,561
133.581,550
133.606,531
133.631,502
133.656,465
133.681,424
133.706,383
133.731,343
133.756,299
133.781,247
133.806,192
133.831,142
133.856,101
133.881,60
133.906,11
133.931,-47
133.956,-102
133.981,-145
134.006,-184
134.031,-236
134.056,-304
134.081,-360
134.106,-358
134.131,-269
134.156,-112
134.181,57
134.206,190
134.231,274
134.256,331
134.281,390
134.306,454
134.331,506
134.356,530
134.381,531
134.406,528
134.431,535
134.456,552
134.481,567
134.506,569
134.531,558
134.556,539
134.581,513
134.606,479
134.631,440
134.656,399
134.681,362
134.706,325
134.731,283
134.756,234
134.781,184
134.806,139
134.831,98
134.856,53
134.881,-1
134.906,-59
134.931,-109
134.956,-145
134.981,-183
135.006,-238
135.031,-308
135.056,-358
135.081,-342
135.106,-241
135.131,-82
135.156,77
135.181,196
135.206,271
135.231,327
135.256,388
135.281,449
135.306,492
135.331,505
135.356,498
135.381,495
135.406,507
135.431,529
135.456,545
135.481,546
135.506,533
135.531,514
135.556,491
135.581,463
135.606,428
135.631,390
135.656,353
135.681,315
135.706,272
135.731,225
135.756,179
135.781,139
135.806,104
135.831,64
135.856,14
135.881,-41
135.906,-91
135.931,-130
135.956,-170
135.981,-225
136.006,-292
136.031,-340
136.056,-325
136.081,-229
136.106,-77
136.131,78
136.156,194
136.181,267
136.206,321
136.231,379
136.256,442
136.281,489
136.306,507
136.331,504
136.356,500
136.381,512
136.406,534
136.431,551
136.456,553
136.481,544
136.506,530
136.531,511
136.556,485
136.581,447
136.606,403
136.631,362
136.656,325
136.681,288
136.706,245
136.731,199
136.756,154
136.781,112
136.806,70
136.831,22
136.856,-28
136.881,-74
136.906,-112
136.931,-154
136.956,-211
136.981,-280
137.006,-331
137.031,-324
137.056,-239
137.081,-97
137.106,56
137.131,179
137.156,261
137.181,318
137.206,373
137.231,431
137.256,479
137.281,504
137.306,507
137.331,505
137.356,513
137.381,531
137.406,547
137.431,551
137.456,540
137.481,522
137.506,499
137.531,473
137.556,438
137.581,397
137.606,353
137.631,310
137.656,266
137.681,221
137.706,175
137.731,132
137.756,94
137.781,55
137.806,9
137.831,-44
137.856,-95
137.881,-135
137.906,-171
137.931,-218
137.956,-279
137.981,-331
138.006,-334
138.031,-260
138.056,-123
138.081,32
138.106,162
138.131,251
138.156,312
138.181,369
138.206,426
138.231,473
138.256,498
138.281,503
138.306,503
138.331,512
138.356,528
138.381,544
138.406,549
138.431,545
138.456,535
138.481,517
138.506,490
138.531,453
138.556,413
138.581,374
138.606,335
138.631,294
138.656,247
138.681,200
138.706,157
138.731,119
138.756,77
138.781,28
138.806,-22
138.831,-65
138.856,-104
138.881,-151
138.906,-216
138.931,-281
138.956,-305
138.981,-253
139.006,-130
139.031,23
139.056,157
139.081,247
139.106,304
139.131,350
139.156,394
139.181,430
139.206,445
139.231,444
139.256,439
139.281,444
139.306,461
139.331,480
139.356,490
139.381,485
139.406,469
139.431,447
139.456,422
139.481,395
139.506,360
139.531,318
139.556,273
139.581,233
139.606,199
139.631,161
139.656,113
139.681,60
139.706,14
139.731,-22
139.756,-63
139.781,-122
139.806,-188
139.831,-219
139.856,-173
139.881,-49
139.906,105
139.931,232
139.956,310
139.981,357
140.006,402
140.031,449
140.056,479
140.081,477
140.106,453
140.131,432
140.156,428
140.181,432
140.206,426
140.231,408
140.256,382
140.281,356
140.306,324
140.331,279
140.356,224
140.381,166
140.406,114
140.431,62
140.456,9
140.481,-43
140.506,-93
140.531,-143
140.556,-206
140.581,-280
140.606,-335
140.631,-326
140.656,-230
140.681,-70
140.706,97
140.731,224
140.756,306
140.781,369
140.806,437
140.831,509
140.856,564
140.881,586
140.906,585
140.931,580
140.956,583
140.981,592
141.006,595
141.031,589
141.056,572
141.081,548
141.106,513
141.131,469
141.156,421
141.181,377
141.206,337
141.231,293
141.256,240
141.281,181
141.306,125
141.331,76
141.356,22
141.381,-42
141.406,-114
141.431,-180
141.456,-234
141.481,-289
141.506,-360
141.531,-441
141.556,-494
141.581,-470
141.606,-354
141.631,-177
141.656,0
141.681,137
141.706,233
141.731,316
141.756,408
141.781,504
141.806,580
141.831,619
141.856,627
141.881,624
141.906,629
141.931,642
141.956,652
141.981,650
142.006,635
142.031,611
142.056,582
142.081,544
142.106,497
142.131,444
142.156,390
142.181,338
142.206,287
142.231,234
142.256,179
142.281,124
142.306,70
142.331,12
142.356,-48
142.381,-108
142.406,-162
142.431,-214
142.456,-275
142.481,-352
142.506,-425
142.531,-452
142.556,-397
142.581,-259
142.606,-82
142.631,76
142.656,186
142.681,258
142.706,325
142.731,406
142.756,489
142.781,546
142.806,569
142.831,568
142.856,566
142.881,576
142.906,591
142.931,597
142.956,590
142.981,572
143.006,548
143.031,519
143.056,484
143.081,442
143.106,398
143.131,353
143.156,307
143.181,258
143.206,209
143.231,163
143.256,118
143.281,69
143.306,12
143.331,-49
143.356,-103
143.381,-145
143.406,-187
143.431,-245
143.456,-320
143.481,-382
143.506,-389
143.531,-314
143.556,-174
143.581,-15
143.606,119
143.631,215
143.656,287
143.681,356
143.706,428
143.731,491
143.756,530
143.781,545
143.806,545
143.831,545
143.856,550
143.881,559
143.906,563
143.931,557
143.956,539
143.981,511
144.006,478
144.031,442
144.056,407
144.081,369
144.106,326
144.131,277
144.156,228
144.181,183
144.206,143
144.231,103
144.256,57
144.281,6
144.306,-39
144.331,-74
144.356,-101
144.381,-139
144.406,-198
144.431,-269
144.456,-314
144.481,-294
144.506,-198
144.531,-55
144.556,84
144.581,189
144.606,259
144.631,317
144.656,378
144.681,437
144.706,478
144.731,494
144.756,495
144.781,492
144.806,492
144.831,491
144.856,486
144.881,478
144.906,469
144.931,457
144.956,439
144.981,413
145.006,386
145.031,359
145.056,331
145.081,298
145.106,260
145.131,223
145.156,190
145.181,159
145.206,123
145.231,85
145.256,49
145.281,17
145.306,-23
145.331,-79
145.356,-136
145.381,-159
145.406,-120
145.431,-22
145.456,95
145.481,194
145.506,256
145.531,294
145.556,328
145.581,360
145.606,378
145.631,376
145.656,359
145.681,346
145.706,348
145.731,361
145.756,375
145.781,378
145.806,367
145.831,345
145.856,318
145.881,288
145.906,255
145.931,217
145.956,174
145.981,134
146.006,99
146.031,64
146.056,19
146.081,-39
146.106,-91
146.131,-103
146.156,-54
146.181,44
146.206,155
146.231,240
146.256,292
146.281,325
146.306,354
146.331,380
146.356,388
146.381,374
146.406,351
146.431,333
146.456,327
146.481,326
146.506,321
146.531,309
146.556,288
146.581,256
146.606,214
146.631,166
146.656,120
146.681,75
146.706,23
146.731,-42
146.756,-107
146.781,-136
146.806,-102
146.831,-8
146.856,107
146.881,202
146.906,262
146.931,304
146.956,349
146.981,403
147.006,445
147.031,457
147.056,440
147.081,414
147.106,399
147.131,394
147.156,387
147.181,367
147.206,334
147.231,298
147.256,262
147.281,220
147.306,166
147.331,104
147.356,45
147.381,-4
147.406,-57
147.431,-124
147.456,-203
147.481,-265
147.506,-270
147.531,-199
147.556,-69
147.581,74
147.606,194
147.631,282
147.656,356
147.681,433
147.706,514
147.731,579
147.756,613
147.781,618
147.806,611
147.831,609
147.856,614
147.881,617
147.906,610
147.931,590
147.956,563
147.981,529
148.006,488
148.031,440
148.056,390
148.081,342
148.106,296
148.131,244
148.156,186
148.181,127
148.206,75
148.231,28
148.256,-20
148.281,-78
148.306,-140
148.331,-195
148.356,-241
148.381,-292
148.406,-361
148.431,-437
148.456,-477
148.481,-438
148.506,-314
148.531,-145
148.556,10
148.581,124
148.606,207
148.631,289
148.656,385
148.681,482
148.706,552
148.731,585
148.756,591
148.781,590
148.806,593
148.831,598
148.856,601
148.881,599
148.906,591
148.931,574
148.956,546
148.981,509
149.006,467
149.031,425
149.056,381
149.081,331
149.106,275
149.131,220
149.156,173
149.181,130
149.206,82
149.231,22
149.256,-41
149.281,-98
149.306,-144
149.331,-194
149.356,-258
149.381,-330
149.406,-376
149.431,-358
149.456,-265
149.481,-124
149.506,18
149.531,130
149.556,211
149.581,284
149.606,364
149.631,444
149.656,506
149.681,537
149.706,545
149.731,544
149.756,547
149.781,553
149.806,554
149.831,548
149.856,537
149.881,523
149.906,503
149.931,473
149.956,437
149.981,398
150.006,359
150.031,319
150.056,276
150.081,229
150.106,184
150.131,142
150.156,100
150.181,53
150.206,4
150.231,-38
150.256,-73
150.281,-108
150.306,-158
150.331,-221
150.356,-269
150.381,-264
150.406,-189
150.431,-65
150.456,64
150.481,163
150.506,229
150.531,284
150.556,345
150.581,407
150.606,451
150.631,466
150.656,462
150.681,459
150.706,466
150.731,481
150.756,491
150.781,492
150.806,484
150.831,470
150.856,448
150.881,418
150.906,383
150.931,348
150.956,315
150.981,279
151.006,236
151.031,189
151.056,144
151.081,107
151.106,71
151.131,31
151.156,-13
151.181,-56
151.206,-90
151.231,-123
151.256,-168
151.281,-227
151.306,-278
151.331,-280
151.356,-211
151.381,-86
151.406,50
151.431,159
151.456,232
151.481,285
151.506,341
151.531,397
151.556,440
151.581,459
151.606,462
151.631,467
151.656,482
151.681,501
151.706,513
151.731,512
151.756,502
151.781,490
151.806,473
151.831,450
151.856,422
151.881,392
151.906,361
151.931,325
151.956,283
151.981,241
152.006,201
152.031,165
152.056,126
152.081,81
152.106,38
152.131,1
152.156,-34
152.181,-81
152.206,-139
152.231,-184
152.256,-177
152.281,-102
152.306,20
152.331,144
152.356,236
152.381,296
152.406,344
152.431,392
152.456,430
152.481,445
152.506,438
152.531,427
152.556,431
152.581,448
152.606,465
152.631,468
152.656,458
152.681,439
152.706,418
152.731,392
152.756,360
152.781,324
152.806,285
152.831,246
152.856,203
152.881,157
152.906,110
152.931,62
152.956,10
152.981,-41
153.006,-88
153.031,-129
153.056,-171
153.081,-228
153.106,-298
153.131,-354
153.156,-356
153.181,-280
153.206,-141
153.231,13
153.256,142
153.281,233
153.306,305
153.331,377
153.356,451
153.381,510
153.406,540
153.431,546
153.456,545
153.481,550
153.506,562
153.531,573
153.556,576
153.581,571
153.606,559
153.631,540
153.656,511
153.681,474
153.706,433
153.731,389
153.756,343
153.781,292
153.806,239
153.831,188
153.856,142
153.881,95
153.906,41
153.931,-19
153.956,-77
153.981,-124
154.006,-170
154.031,-228
154.056,-303
154.081,-368
154.106,-378
154.131,-305
154.156,-162
154.181,1
154.206,138
154.231,233
154.256,302
154.281,371
154.306,444
154.331,504
154.356,534
154.381,537
154.406,533
154.431,538
154.456,555
154.481,570
154.506,574
154.531,565
154.556,549
154.581,529
154.606,502
154.631,466
154.656,423
154.681,379
154.706,337
154.731,293
154.756,244
154.781,192
154.806,141
154.831,97
154.856,55
154.881,8
154.906,-43
154.931,-93
154.956,-136
154.981,-181
155.006,-242
155.031,-315
155.056,-373
155.081,-373
155.106,-291
155.131,-147
155.156,10
155.181,138
155.206,224
155.231,288
155.256,354
155.281,425
155.306,485
155.331,518
155.356,526
155.381,527
155.406,537
155.431,556
155.456,572
155.481,576
155.506,566
155.531,549
155.556,528
155.581,501
155.606,464
155.631,421
155.656,378
155.681,339
155.706,301
155.731,256
155.756,207
155.781,160
155.806,119
155.831,80
155.856,34
155.881,-19
155.906,-73
155.931,-119
155.956,-164
155.981,-222
156.006,-295
156.031,-354
156.056,-356
156.081,-277
156.106,-136
156.131,16
156.156,134
156.181,211
156.206,268
156.231,327
156.256,389
156.281,438
156.306,465
156.331,475
156.356,486
156.381,505
156.406,526
156.431,537
156.456,534
156.481,522
156.506,507
156.531,490
156.556,469
156.581,441
156.606,407
156.631,374
156.656,344
156.681,311
156.706,273
156.731,229
156.756,187
156.781,151
156.806,117
156.831,77
156.856,30
156.881,-17
156.906,-54
156.931,-85
156.956,-126
156.981,-185
157.006,-243
157.031,-260
157.056,-204
157.081,-83
157.106,59
157.131,178
157.156,257
157.181,311
157.206,361
157.231,410
157.256,444
157.281,455
157.306,447
157.331,441
157.356,446
157.381,462
157.406,478
157.431,483
157.456,475
157.481,456
157.506,430
157.531,401
157.556,367
157.581,327
157.606,281
157.631,235
157.656,190
157.681,148
157.706,101
157.731,49
157.756,0
157.781,-41
157.806,-77
157.831,-124
157.856,-188
157.881,-249
157.906,-261
157.931,-194
157.956,-60
157.981,89
158.006,206
158.031,280
158.056,334
158.081,393
158.106,454
158.131,496
158.156,507
158.181,498
158.206,492
158.231,499
158.256,513
158.281,520
158.306,516
158.331,501
158.356,479
158.381,448
158.406,411
158.431,370
158.456,328
158.481,283
158.506,232
158.531,178
158.556,127
158.581,80
158.606,31
158.631,-25
158.656,-86
158.681,-142
158.706,-193
158.731,-252
158.756,-324
158.781,-387
158.806,-396
158.831,-318
158.856,-166
158.881,5
158.906,145
158.931,238
158.956,307
158.981,381
159.006,461
159.031,526
159.056,559
159.081,563
159.106,562
159.131,568
159.156,580
159.181,587
159.206,584
159.231,574
159.256,560
159.281,539
159.306,508
159.331,468
159.356,423
159.381,377
159.406,327
159.431,275
159.456,221
159.481,170
159.506,121
159.531,67
159.556,5
159.581,-59
159.606,-116
159.631,-166
159.656,-218
159.681,-284
159.706,-355
159.731,-395
159.756,-365
159.781,-254
159.806,-94
159.831,62
159.856,179
159.881,257
159.906,325
159.931,402
159.956,482
159.981,540
160.006,563
160.031,562
160.056,559
160.081,569
160.106,585
160.131,593
160.156,586
160.181,567
160.206,543
160.231,512
160.256,471
160.281,421
160.306,371
160.331,326
160.356,282
160.381,235
160.406,184
160.431,134
160.456,90
160.481,44
160.506,-9
160.531,-68
160.556,-123
160.581,-167
160.606,-213
160.631,-275
160.656,-346
160.681,-387
160.706,-352
160.731,-233
160.756,-70
160.781,76
160.806,175
160.831,242
160.856,306
160.881,382
160.906,451
160.931,490
160.956,497
160.981,493
161.006,500
161.031,518
161.056,537
161.081,545
161.106,541
161.131,529
161.156,510
161.181,484
161.206,454
161.231,421
161.256,384
161.281,339
161.306,286
161.331,235
161.356,193
161.381,155
161.406,111
161.431,58
161.456,6
161.481,-35
161.506,-74
161.531,-128
161.556,-200
161.581,-258
161.606,-255
161.631,-168
161.656,-24
161.681,117
161.706,219
161.731,283
161.756,337
161.781,396
161.806,448
161.831,474
161.856,471
161.881,460
161.906,459
161.931,471
161.956,482
161.981,484
162.006,475
162.031,459
162.056,437
162.081,406
162.106,367
162.131,326
162.156,286
162.181,245
162.206,200
162.231,150
162.256,99
162.281,49
162.306,-4
162.331,-59
162.356,-110
162.381,-152
162.406,-194
162.431,-249
162.456,-316
162.481,-363
162.506,-347
162.531,-248
162.556,-93
162.581,62
162.606,179
162.631,257
162.656,322
162.681,397
162.706,474
162.731,531
162.756,557
162.781,561
