df_hash,22ZHK4.2TBHGE
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HAY6
person_label,V36
date_time_start,2025-10-27_12-32-17.207000_+03
date_time_start_unix,1761553937.207
date_time_end,2025-10-27_12-39-34.139000_+03
length_difference_noticed,no

time,battery
10.588,53
20.582,53
30.595,53
40.570,53
50.564,53
60.558,53
70.551,53
80.691,53
90.636,53
100.581,53
110.575,53
120.569,53
130.660,53
140.606,53
150.648,53
160.837,53
170.612,53
180.581,53
190.575,53
200.568,53
210.562,53
220.557,53
230.551,53
240.544,53
250.586,53
260.531,53
270.671,53
280.574,52
290.561,52
300.559,52
310.549,52
320.543,52
330.585,52
340.531,52
350.527,52
360.518,52
370.721,52
380.562,52
390.557,52
400.542,52
410.633,52
420.581,52
430.550,52
