df_hash,22ZHK4.D641S7
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.TFPA
person_label,v106
date_time_start,2026-03-02_13-35-48.770000_+03
date_time_start_unix,1772444148.77
date_time_end,2026-03-02_13-44-33.021000_+03
length_difference_noticed,no

time,ppg_quality
58.116,61
59.126,59
60.136,54
61.146,48
63.166,39
65.186,42
67.206,45
69.216,57
70.226,56
72.246,56
74.266,63
76.286,65
78.306,66
79.316,72
80.326,81
82.346,93
83.356,92
85.376,86
87.396,84
89.416,84
90.426,84
91.436,83
93.456,81
94.466,80
96.486,82
98.506,81
100.526,80
101.526,79
102.536,78
104.556,81
105.566,85
106.576,85
107.586,82
109.606,78
110.616,78
111.626,79
113.646,80
116.676,74
118.696,74
119.706,75
120.716,73
122.736,71
123.746,72
125.766,74
127.786,78
129.806,82
131.826,82
133.836,83
134.846,83
135.856,81
136.866,79
138.886,80
140.906,81
142.926,82
144.946,83
145.956,85
146.966,87
147.976,88
148.986,88
149.996,88
152.016,85
154.036,82
156.056,80
157.066,80
158.076,80
160.096,80
161.106,80
163.126,81
165.146,82
167.166,83
169.186,76
170.196,72
171.206,75
172.216,77
173.226,78
174.236,75
176.256,66
178.276,62
180.296,66
181.306,67
182.316,66
183.326,65
185.346,68
186.356,70
187.366,71
189.386,78
190.396,80
191.406,77
192.416,71
194.436,60
196.456,58
198.476,58
199.486,54
200.496,53
202.516,54
203.526,56
204.536,63
205.546,68
207.566,63
209.586,65
211.606,74
212.616,77
213.626,81
214.636,81
215.646,82
218.676,86
220.696,84
222.716,82
224.736,84
226.756,84
227.766,83
228.776,82
229.786,81
231.806,81
233.826,81
235.846,77
237.866,76
238.876,74
239.886,70
240.896,65
242.916,59
243.926,55
244.936,45
246.956,38
247.966,39
248.976,47
252.006,52
254.026,38
256.046,64
259.076,59
260.086,62
261.096,39
262.106,53
263.116,64
264.126,70
265.136,66
267.156,52
269.176,36
271.196,35
273.216,23
274.226,40
276.246,26
278.266,31
280.286,25
281.296,22
283.316,28
284.326,5
285.336,16
287.356,39
288.366,46
289.376,41
290.386,52
291.396,42
293.416,40
294.426,36
296.446,33
297.456,26
298.466,22
300.486,32
301.496,49
302.506,51
305.536,53
306.546,52
307.556,51
308.566,47
309.576,45
310.586,45
311.596,45
313.616,50
315.636,57
317.656,39
320.686,3
321.696,1
322.706,7
323.716,11
324.726,17
326.746,11
328.766,35
329.776,53
330.786,52
331.796,57
333.816,59
335.836,47
337.856,50
339.876,52
340.886,56
342.906,48
344.926,43
346.946,62
348.966,66
349.976,70
350.986,70
351.996,75
354.016,83
356.036,86
358.056,68
360.076,54
362.096,49
364.116,47
365.126,46
367.146,55
369.166,74
371.186,83
373.206,89
375.226,88
376.236,87
377.246,86
378.256,84
380.276,84
381.286,84
382.296,84
384.316,82
386.336,79
387.346,76
389.366,74
391.386,68
392.396,60
393.406,59
394.416,60
396.436,59
397.446,59
398.456,48
400.476,37
401.486,38
402.496,40
404.516,42
406.536,43
409.566,56
411.586,54
413.606,56
414.616,49
415.626,39
416.636,40
417.646,40
419.666,49
420.676,56
421.686,85
422.696,74
424.716,64
425.726,74
426.736,71
427.746,66
428.756,58
430.776,49
432.796,24
433.806,44
434.816,46
435.826,45
436.836,45
437.846,43
439.866,32
440.876,25
441.886,31
442.896,36
443.906,33
444.916,37
445.926,38
446.936,43
447.946,49
448.956,56
450.976,83
452.996,79
454.006,75
455.016,77
456.026,77
457.036,72
458.046,70
459.056,70
460.066,71
462.086,76
464.106,76
466.126,74
468.146,76
469.156,82
470.166,82
471.176,78
472.186,77
473.196,76
474.206,70
475.216,64
477.236,46
479.256,21
480.266,14
481.276,23
482.286,24
484.306,29
485.316,38
486.326,45
487.336,58
488.346,70
489.356,81
490.366,87
492.386,84
493.396,85
495.416,85
497.436,86
499.456,85
501.476,62
502.486,51
503.496,45
505.516,35
506.526,19
507.536,6
508.546,3
516.626,16
518.646,17
520.666,19
