df_hash,22ZHK4.WCZFFA
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.XKHD
person_label,V44
date_time_start,2025-10-27_14-47-56.312000_+03
date_time_start_unix,1761562076.312
date_time_end,2025-10-27_14-56-44.155000_+03
length_difference_noticed,no

time,heart_rate
8.983,46
9.861,46
11.080,46
11.964,46
12.835,46
14.005,46
14.931,75
15.812,77
16.979,78
17.905,80
18.785,80
19.957,80
20.927,78
21.880,80
22.928,80
23.891,80
24.730,80
25.949,80
26.826,80
27.704,80
29.020,80
30.095,80
30.684,80
31.896,80
32.775,80
33.651,80
34.870,80
35.747,80
36.625,80
37.892,80
38.770,80
39.599,81
40.822,81
41.695,82
42.719,82
43.845,82
44.669,82
45.595,82
46.765,82
47.644,81
48.569,81
49.739,80
50.723,80
51.542,80
52.712,80
53.591,80
54.516,80
55.688,80
56.564,79
57.490,79
58.660,78
59.578,78
60.464,78
61.634,79
62.511,79
63.438,79
64.608,79
65.485,80
66.411,80
67.671,80
68.459,80
69.427,80
70.555,80
71.481,80
72.360,80
73.594,80
74.455,80
75.333,80
76.504,80
77.444,80
78.306,80
79.476,80
80.452,80
81.329,80
82.451,80
83.402,80
84.255,80
85.473,80
86.350,80
87.228,80
88.485,80
89.324,80
90.494,80
91.469,81
92.298,81
93.175,81
94.437,81
95.320,81
96.204,81
97.368,81
98.245,82
99.172,82
100.342,82
101.248,82
102.145,82
103.315,82
104.193,82
105.119,82
106.289,82
107.410,82
108.093,82
109.325,82
110.211,82
111.116,82
112.237,82
113.409,82
114.040,82
115.507,82
116.088,82
117.018,81
118.184,81
119.110,81
120.283,81
121.158,80
122.084,80
122.962,80
124.180,80
125.058,80
126.279,80
127.108,80
128.130,80
128.909,80
130.079,80
131.006,80
131.909,80
133.102,80
134.005,80
134.861,80
136.107,80
136.953,80
137.879,80
139.049,80
139.978,80
140.853,80
142.023,80
142.901,80
143.781,80
144.997,80
145.879,80
146.783,81
147.971,80
148.848,80
149.752,80
150.997,80
151.822,82
152.752,83
153.918,84
155.091,84
155.673,84
156.892,84
157.872,84
158.696,84
159.868,84
160.775,83
161.680,83
162.840,82
163.769,82
164.643,82
165.813,82
166.691,82
167.617,82
168.885,82
169.713,82
170.640,82
171.813,82
172.711,82
173.593,82
174.758,82
175.661,82
176.658,82
177.708,82
178.732,82
179.516,82
180.707,82
181.657,82
182.486,81
183.705,81
184.649,81
185.460,80
186.630,80
187.580,80
188.447,81
189.604,81
190.530,82
191.408,82
192.605,82
193.506,82
194.385,82
195.608,82
196.627,82
197.357,82
198.600,82
199.500,82
200.328,82
201.550,82
202.425,82
203.598,82
204.521,82
205.399,82
206.620,82
207.495,82
208.383,82
209.250,82
210.517,82
211.422,82
212.224,82
213.443,82
214.320,82
215.286,82
216.465,82
217.294,82
218.220,82
219.440,82
220.267,82
221.194,82
222.366,82
223.241,82
224.167,82
225.341,82
226.215,83
227.145,84
228.336,85
229.190,85
230.115,85
231.285,84
232.214,83
233.137,82
234.265,81
235.234,81
236.067,80
237.233,80
238.187,80
239.184,80
240.255,80
241.133,80
242.014,80
243.229,80
244.106,82
244.988,80
246.203,80
247.112,80
247.958,80
249.176,80
250.078,80
251.056,80
252.150,80
253.125,80
253.926,83
255.127,85
256.099,87
256.976,88
258.098,89
259.013,89
259.901,90
261.071,91
261.955,90
262.896,90
264.058,90
264.923,90
265.849,90
267.019,90
268.143,90
268.823,91
270.046,90
270.873,89
271.796,87
272.969,86
273.899,84
274.827,83
276.020,82
276.867,82
277.793,81
278.914,81
279.889,81
280.756,81
281.888,81
282.817,81
283.716,81
284.959,81
285.788,81
286.714,81
287.884,81
288.813,81
289.639,81
290.858,81
291.735,81
292.613,80
293.783,79
294.709,79
295.587,79
296.805,80
297.683,81
298.755,80
299.779,80
300.705,80
301.536,80
302.850,80
303.680,80
304.557,80
305.737,81
306.657,81
307.579,81
308.701,81
309.627,81
310.456,81
311.674,81
312.553,81
313.429,81
314.661,81
315.550,81
316.452,81
317.627,82
318.525,82
319.426,82
320.596,82
321.473,82
322.399,82
323.599,82
324.447,82
325.373,83
326.603,84
327.421,85
328.347,86
329.566,87
330.492,88
331.321,89
332.516,90
333.466,91
334.393,90
335.489,90
336.428,89
337.268,89
338.438,89
339.365,89
340.242,90
341.412,89
342.412,89
343.264,89
344.436,89
345.362,89
346.190,89
347.408,82
348.287,79
349.212,77
350.397,79
351.260,78
352.137,78
353.356,78
354.233,78
355.406,78
356.332,78
357.207,78
358.087,80
359.303,81
360.181,80
361.119,80
362.277,80
363.242,80
364.081,80
365.292,80
366.128,81
367.055,82
368.225,83
369.151,84
370.028,85
371.198,86
372.174,85
373.002,85
374.236,85
375.098,85
376.025,85
377.146,85
378.072,84
378.951,83
380.169,82
381.046,82
381.944,82
383.244,82
384.416,82
384.900,82
386.506,82
387.188,82
387.871,82
389.041,82
389.971,82
390.845,82
392.090,83
392.941,84
393.832,85
395.086,85
395.916,86
397.088,86
398.018,87
399.039,88
399.766,88
400.985,88
401.862,87
403.084,86
403.966,85
404.941,85
405.762,85
406.936,85
407.835,85
408.736,85
409.906,89
410.784,86
411.710,92
412.880,93
413.761,96
414.684,93
415.856,94
416.736,93
417.658,93
418.880,93
419.754,93
420.680,93
421.801,94
422.722,93
