df_hash,22ZHK4.WCZFFA
423.605,93
424.778,92
425.750,92
426.579,92
427.901,92
428.721,92
429.553,92
430.823,92
431.699,92
432.526,92
433.745,92
434.623,92
435.516,87
436.768,92
437.596,83
438.478,87
439.693,85
440.570,80
441.448,79
442.667,76
443.544,78
444.523,77
445.642,77
446.518,77
447.400,77
448.614,81
449.540,82
450.418,83
451.588,83
452.465,82
453.391,82
454.561,81
455.686,80
456.365,79
457.535,78
458.413,77
459.388,77
460.512,76
461.435,76
462.313,76
463.509,77
464.409,78
465.314,79
466.523,79
467.383,78
468.260,78
469.481,78
470.357,78
471.234,78
472.453,79
473.331,79
474.221,80
475.427,80
476.305,79
477.182,78
478.400,77
479.279,76
480.160,76
481.374,75
482.278,75
483.129,75
484.348,75
485.229,75
486.152,75
487.322,75
488.500,75
489.077,74
490.320,74
491.173,74
492.101,75
493.269,76
494.147,76
495.073,76
496.243,76
497.128,75
498.047,75
499.217,75
500.094,75
501.021,75
502.191,75
503.097,75
504.005,75
505.314,75
506.042,75
506.983,75
508.187,70
509.064,66
509.943,63
511.112,62
512.038,63
512.938,63
514.086,62
515.022,62
515.889,57
517.149,57
518.012,58
518.863,58
520.033,57
520.963,57
521.916,57
