df_hash,22ZHK4.WCZFFA
318.744,36.469
319.767,36.531
320.742,36.531
321.766,36.562
322.790,36.562
323.814,36.625
324.743,36.625
325.764,36.656
326.744,36.688
327.859,36.719
328.834,36.688
329.765,36.625
330.784,36.625
331.760,36.594
332.904,36.531
333.807,36.500
334.734,36.531
336.105,36.531
336.807,36.531
337.805,36.531
339.023,36.531
339.767,36.562
340.730,36.531
341.767,36.531
342.738,36.562
343.801,36.594
344.769,36.594
345.801,36.625
346.726,36.594
347.896,36.594
348.728,36.594
349.749,36.594
350.727,36.625
351.747,36.594
352.772,36.656
353.746,36.656
354.766,36.656
355.745,36.656
356.725,36.688
358.039,36.656
358.719,36.688
359.743,36.688
360.766,36.688
361.790,36.688
362.765,36.656
363.740,36.656
364.856,36.688
365.819,36.688
366.762,36.656
367.748,36.688
368.762,36.750
369.736,36.750
370.809,36.750
371.735,36.781
372.759,36.812
373.739,36.812
374.759,36.781
375.733,36.781
376.756,36.844
377.732,36.844
378.755,36.750
379.830,36.750
380.789,36.719
381.729,36.750
382.805,36.688
383.731,36.719
384.756,36.719
385.775,36.688
386.996,36.656
387.725,36.688
388.800,36.688
389.724,36.688
390.748,36.688
391.732,36.688
392.746,36.688
393.722,36.656
394.767,36.656
395.741,36.656
396.744,36.625
397.719,36.625
398.743,36.625
399.741,36.625
400.742,36.625
401.765,36.625
402.772,36.625
403.959,36.625
404.797,36.656
405.818,36.656
406.743,36.656
407.713,36.688
408.937,36.625
409.764,36.656
410.735,36.625
411.759,36.594
412.734,36.594
413.757,36.625
414.753,36.625
415.769,36.625
416.731,36.625
417.755,36.594
418.876,36.625
419.854,36.594
420.730,36.625
421.753,36.688
422.734,36.688
423.801,36.656
424.775,36.688
425.759,36.688
426.747,36.688
427.749,36.688
428.734,36.750
429.748,36.750
430.726,36.688
431.747,36.688
432.724,36.719
433.794,36.719
434.871,36.750
435.745,36.719
436.917,36.688
437.744,36.719
438.718,36.719
439.764,36.750
440.814,36.750
441.740,36.812
442.716,36.750
443.739,36.719
445.155,36.719
445.738,36.750
446.755,36.781
447.788,36.750
448.712,36.750
449.736,36.719
450.781,36.688
451.735,36.688
452.710,36.719
453.733,36.750
455.005,36.750
455.734,36.750
456.804,36.750
457.736,36.781
458.754,36.750
459.798,36.719
460.753,36.750
461.974,36.750
462.752,36.781
463.727,36.781
464.754,36.750
466.021,36.688
466.757,36.656
467.773,36.656
468.753,36.656
470.015,36.688
470.747,36.656
471.723,36.656
472.746,36.625
473.769,36.656
474.747,36.656
475.720,36.656
476.743,36.656
477.718,36.656
478.742,36.688
479.746,36.719
480.742,36.719
481.716,36.688
482.740,36.719
483.715,36.656
484.738,36.688
485.717,36.719
486.737,36.750
487.712,36.750
488.776,36.781
489.812,36.750
490.829,36.750
491.716,36.781
492.733,36.781
493.709,36.781
494.732,36.781
495.953,36.781
496.731,36.750
497.706,36.719
498.734,36.719
499.705,36.750
500.733,36.750
501.704,36.719
502.758,36.750
503.702,36.750
504.726,36.750
505.749,36.719
506.725,36.719
507.749,36.656
508.724,36.594
509.747,36.500
510.969,36.375
511.763,36.250
512.721,36.125
513.744,35.969
514.719,35.812
515.744,35.719
516.720,35.594
517.810,35.500
518.717,35.406
519.741,35.281
520.959,35.188
521.756,35.125
