df_hash,22ZHK4.WCZFFA
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.XKHD
person_label,V44
date_time_start,2025-10-27_14-47-56.312000_+03
date_time_start_unix,1761562076.312
date_time_end,2025-10-27_14-56-44.155000_+03
length_difference_noticed,no

time,temperature
4.837,35.375
5.766,35.406
6.790,35.375
8.109,35.375
8.790,35.375
9.764,35.375
10.831,35.375
11.960,35.406
12.786,35.438
13.810,35.438
14.807,35.500
15.808,35.531
16.791,35.562
17.759,35.562
19.082,35.562
19.813,35.594
20.782,35.625
22.058,35.594
22.780,35.594
23.808,35.625
24.784,35.625
25.803,35.656
26.781,35.625
27.802,35.688
28.777,35.688
29.800,35.688
30.847,35.688
31.801,35.719
32.783,35.750
33.806,35.750
34.773,35.750
35.797,35.750
36.810,35.750
37.795,35.719
38.968,35.750
39.843,35.750
40.817,35.781
41.793,35.812
42.768,35.812
43.841,35.812
44.767,35.812
45.790,35.844
47.061,35.875
47.789,35.906
48.764,35.875
49.788,35.906
50.768,35.875
51.838,35.875
52.765,35.844
53.785,35.844
54.761,35.812
56.225,35.812
56.759,35.844
57.977,35.875
58.807,35.875
59.781,35.875
60.902,35.875
61.829,35.875
62.756,35.906
63.779,35.906
64.775,35.906
65.806,35.938
66.899,35.906
67.825,35.906
68.949,35.938
69.831,35.969
70.808,35.969
71.874,36.000
72.888,35.969
73.788,35.969
74.797,36.000
75.772,35.969
76.796,36.094
77.779,36.094
78.843,36.062
80.070,36.031
80.793,36.094
81.834,36.125
82.792,36.156
83.767,36.188
84.791,36.156
85.802,36.188
86.789,36.094
88.154,36.094
88.798,36.125
89.769,36.125
90.839,36.062
92.008,36.031
92.786,36.000
93.782,36.000
94.785,36.062
96.198,36.031
96.783,36.031
97.807,36.062
98.782,36.094
99.758,36.094
100.930,36.094
101.756,36.094
102.828,36.125
103.757,36.094
104.799,36.062
105.755,36.094
107.167,36.062
107.752,36.031
108.776,36.031
109.851,36.031
111.068,36.062
111.804,36.094
112.773,36.094
113.797,36.094
114.772,36.125
115.844,36.094
117.014,36.125
117.800,36.125
118.770,36.125
119.799,36.156
120.768,36.156
121.792,36.094
122.816,36.094
123.791,36.125
124.844,36.156
125.796,36.188
126.765,36.156
128.034,36.219
128.764,36.219
129.787,36.250
130.762,36.250
131.906,36.312
132.761,36.344
133.785,36.312
134.760,36.281
136.078,36.312
136.759,36.344
137.840,36.281
138.784,36.281
139.830,36.281
140.756,36.281
141.780,36.250
142.755,36.250
143.778,36.250
144.754,36.250
145.875,36.219
147.051,36.188
147.776,36.156
148.774,36.156
149.828,36.188
150.993,36.188
151.774,36.219
153.097,36.188
153.772,36.219
154.789,36.219
155.820,36.312
156.746,36.344
157.868,36.375
158.745,36.344
159.774,36.344
161.044,36.344
161.968,36.344
162.743,36.375
163.823,36.375
164.789,36.375
165.764,36.344
166.793,36.344
167.764,36.312
168.839,36.312
169.763,36.312
170.786,36.344
171.810,36.375
172.790,36.375
173.760,36.375
174.790,36.344
175.758,36.344
176.783,36.375
177.758,36.375
178.930,36.438
179.760,36.438
180.807,36.438
181.755,36.438
182.830,36.438
183.851,36.438
184.778,36.438
186.096,36.469
187.020,36.469
187.751,36.531
188.775,36.469
189.945,36.469
190.774,36.500
191.946,36.469
192.872,36.438
193.804,36.438
194.771,36.469
195.746,36.438
196.770,36.406
197.826,36.406
198.774,36.375
199.793,36.281
200.767,36.312
202.184,36.281
202.815,36.344
203.839,36.344
204.772,36.312
205.740,36.344
206.789,36.375
207.985,36.344
208.763,36.375
209.835,36.438
210.762,36.438
212.032,36.469
212.761,36.438
213.833,36.438
214.903,36.469
215.782,36.438
216.758,36.438
217.782,36.438
218.854,36.438
219.780,36.469
220.755,36.469
221.779,36.469
222.754,36.500
223.778,36.500
224.753,36.500
225.777,36.531
227.141,36.562
227.775,36.562
228.750,36.531
229.842,36.531
230.749,36.531
231.773,36.500
232.800,36.500
233.795,36.500
234.748,36.469
235.770,36.469
236.746,36.406
237.773,36.406
238.744,36.438
239.865,36.438
240.745,36.438
242.010,36.438
242.890,36.438
243.814,36.438
244.790,36.438
245.764,36.406
246.739,36.469
247.766,36.469
248.738,36.500
249.761,36.469
250.786,36.469
251.760,36.531
252.881,36.531
253.759,36.562
254.737,36.562
255.758,36.562
256.831,36.562
257.757,36.594
258.786,36.594
259.805,36.594
260.779,36.594
261.754,36.562
262.880,36.531
263.800,36.531
264.777,36.500
265.752,36.500
266.815,36.406
267.752,36.406
268.776,36.406
269.749,36.438
270.773,36.438
271.748,36.469
272.772,36.469
273.893,36.500
274.781,36.500
275.746,36.469
276.818,36.594
277.804,36.594
278.768,36.562
279.744,36.594
280.774,36.594
281.742,36.531
282.814,36.531
283.746,36.531
284.765,36.562
285.740,36.594
286.812,36.625
287.769,36.625
288.821,36.625
289.741,36.594
290.760,36.594
292.031,36.625
292.908,36.625
293.735,36.625
294.764,36.625
295.782,36.594
296.757,36.562
297.781,36.562
298.877,36.562
299.731,36.562
300.755,36.594
301.778,36.562
302.862,36.594
303.728,36.562
304.833,36.562
305.928,36.594
306.755,36.562
307.729,36.562
308.750,36.594
309.873,36.594
310.748,36.625
311.772,36.625
312.747,36.625
313.773,36.594
314.749,36.594
315.778,36.531
316.773,36.531
317.793,36.500
