df_hash,22ZHK4.3NGMYT
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.VVA5
person_label,V18
date_time_start,2025-05-23_10-26-57.429000_+03
date_time_start_unix,1747985217.429
date_time_end,2025-05-23_10-35-12.468000_+03
length_difference_noticed,no

time,acc_mag
110.179,0.978
110.209,0.976
110.239,0.979
110.269,0.972
110.299,0.981
110.329,0.976
110.359,0.977
110.389,0.975
110.419,0.977
110.449,0.967
110.479,0.977
110.509,0.987
110.539,0.982
110.569,0.985
110.599,0.986
110.629,0.993
110.659,0.993
110.689,0.984
110.719,0.973
110.749,0.987
110.779,0.961
110.809,0.963
110.839,0.964
110.869,0.971
110.899,0.967
110.929,0.978
110.959,0.992
110.989,0.982
111.019,0.998
111.049,0.986
111.079,0.985
111.109,0.975
111.139,0.973
111.169,0.986
111.199,0.990
111.229,0.979
111.259,0.968
111.289,0.972
111.319,0.969
111.349,0.978
111.379,0.981
111.409,0.991
111.439,0.981
111.469,0.983
111.499,0.979
111.529,0.973
111.559,0.973
111.589,0.973
111.619,0.979
111.649,0.978
111.679,0.970
111.709,0.992
111.739,0.984
111.769,0.977
111.799,0.984
111.829,0.979
111.859,0.984
111.889,0.996
111.919,0.996
111.949,0.989
111.979,0.998
112.009,0.976
112.039,0.979
112.069,0.970
112.099,0.986
112.129,0.978
112.159,0.990
112.189,0.987
112.219,0.979
112.249,0.978
112.279,0.983
112.309,0.984
112.339,0.980
112.369,0.978
112.399,0.978
112.429,0.989
112.459,0.989
112.489,0.997
112.519,1.000
112.549,0.992
112.579,0.980
112.609,0.977
112.639,0.962
112.669,0.988
112.699,0.985
112.729,0.991
112.759,0.988
112.789,0.986
112.819,0.981
112.849,0.985
112.879,0.990
112.909,0.987
112.939,0.991
112.969,0.985
112.999,0.976
113.029,0.981
113.059,0.980
113.089,0.980
113.119,0.974
113.149,0.986
113.179,0.980
113.209,0.985
113.239,0.988
113.269,0.985
113.299,0.990
113.329,0.989
113.359,0.984
113.389,0.987
113.419,0.995
113.449,0.985
113.479,0.980
113.509,0.980
113.539,0.979
113.569,0.975
113.599,0.985
113.629,0.981
113.659,0.988
113.689,0.991
113.719,0.997
113.749,0.988
113.779,0.985
113.809,0.987
113.839,0.967
113.869,0.981
113.899,0.982
113.929,0.987
113.959,0.989
113.989,0.985
114.019,0.986
114.049,0.982
114.079,0.979
114.109,0.979
114.139,0.987
114.169,0.985
114.199,0.986
114.229,0.982
114.259,0.990
114.289,0.985
114.319,0.992
114.349,0.981
114.379,0.978
114.409,0.984
114.439,0.992
114.469,0.980
114.499,0.999
114.529,0.981
114.559,0.983
114.589,0.984
114.619,0.994
114.649,0.994
114.679,0.975
114.709,0.983
114.739,0.987
114.769,0.987
114.799,0.987
114.829,0.988
114.859,0.992
114.889,0.989
114.919,0.990
114.949,0.977
114.979,0.989
115.009,0.987
115.039,0.991
115.069,0.982
115.099,0.986
115.129,0.988
115.159,0.987
115.189,0.988
115.219,0.991
115.249,0.983
115.279,0.978
115.309,0.991
115.339,0.995
115.369,0.979
115.399,0.992
115.429,0.987
115.459,0.982
115.489,0.982
115.519,0.985
115.549,0.986
115.579,0.986
115.609,0.987
115.639,0.981
115.669,0.989
115.699,0.990
115.729,0.991
115.759,0.986
115.789,0.989
115.819,0.981
115.849,0.985
115.879,0.987
115.909,0.987
115.939,0.986
115.969,0.986
115.999,0.990
116.029,0.984
116.059,0.986
116.089,0.989
116.119,0.988
116.149,0.991
116.179,0.981
116.209,0.983
116.239,0.992
116.269,0.978
116.299,0.989
116.329,0.992
116.359,0.981
116.389,0.986
116.419,0.985
116.449,0.989
116.479,0.982
116.509,0.994
116.539,0.981
116.569,0.985
116.599,0.993
116.629,0.984
116.659,0.985
116.689,0.989
116.719,0.984
116.749,0.988
116.779,0.989
116.809,0.983
116.839,0.986
116.869,0.991
116.899,0.988
116.929,0.989
116.959,0.986
116.989,0.987
117.019,0.992
117.049,0.991
117.079,0.989
117.109,0.984
117.139,0.985
117.169,0.995
117.199,0.975
117.229,0.997
117.259,0.988
117.289,0.984
117.319,0.985
117.349,0.987
117.379,0.988
117.409,0.987
117.439,0.994
117.469,0.982
117.499,0.990
117.529,0.990
117.559,0.989
117.589,0.988
117.619,0.991
117.649,0.988
117.679,0.989
117.709,0.989
117.739,0.987
117.769,0.988
117.799,0.992
117.829,0.990
117.859,0.989
117.889,0.985
117.919,0.989
117.949,0.988
117.979,0.989
118.009,0.989
118.039,0.987
118.069,0.988
118.099,0.995
118.129,0.983
118.159,1.000
118.189,0.985
118.219,0.983
118.249,0.989
118.279,0.983
118.309,0.988
118.339,0.995
118.369,0.990
118.399,0.983
118.429,0.995
118.459,0.992
118.489,0.989
118.519,0.994
118.549,0.985
118.579,0.987
118.609,0.989
118.639,0.986
118.669,0.987
118.699,0.986
118.729,0.986
118.759,0.989
118.789,0.987
118.819,0.991
118.849,0.993
118.879,0.987
118.909,0.988
118.939,0.981
118.969,0.987
118.999,0.990
119.029,0.981
119.059,0.998
119.089,0.993
119.119,0.983
119.149,0.989
119.179,0.987
119.209,0.990
119.239,0.983
119.269,0.994
119.299,0.979
119.329,0.993
119.359,0.985
119.389,0.990
119.419,0.988
119.449,0.988
119.479,0.986
119.509,0.987
119.539,0.992
119.569,0.988
119.599,0.991
119.629,0.988
119.659,0.987
119.689,0.988
119.719,0.989
119.749,0.991
119.779,0.993
119.809,0.987
119.839,0.989
119.869,0.989
119.899,0.993
119.929,0.994
119.959,0.985
119.989,0.993
120.019,0.981
120.049,0.983
120.079,0.987
120.109,0.990
120.139,0.988
120.169,0.991
120.199,0.984
120.229,0.987
120.259,0.992
120.289,0.991
120.319,0.990
120.349,0.988
120.379,0.986
120.409,0.991
120.439,0.993
120.469,0.989
120.499,0.987
120.529,0.987
120.559,0.991
120.589,0.994
120.619,0.988
120.649,0.991
120.679,0.990
120.709,0.994
120.739,0.988
120.769,0.984
120.799,0.990
120.829,0.992
120.859,0.982
120.889,0.999
120.919,0.986
120.949,0.980
120.979,0.989
121.009,0.987
121.039,0.989
121.069,0.988
121.099,0.993
121.129,0.985
121.159,0.994
121.189,0.990
121.219,0.988
121.249,0.988
121.279,0.989
121.309,0.993
121.339,0.988
121.369,0.991
121.399,0.987
121.429,0.989
121.459,0.991
121.489,0.989
121.519,0.985
121.549,0.987
121.579,0.989
121.609,0.991
121.639,0.989
121.669,0.988
121.699,0.988
121.729,0.996
121.759,0.982
121.789,0.998
121.819,0.989
121.849,0.982
121.879,0.988
121.909,0.990
121.939,0.988
121.969,0.991
121.999,0.997
122.029,0.977
122.059,0.991
122.089,0.990
122.119,0.990
122.149,0.989
122.179,0.987
122.209,0.987
122.239,0.989
122.269,0.989
122.299,0.988
122.329,0.993
122.359,0.990
122.389,0.986
122.419,0.987
122.449,0.989
122.479,0.992
122.509,0.994
122.539,0.988
122.569,0.984
122.599,0.985
122.629,0.991
122.659,0.984
122.689,0.998
122.719,0.994
122.749,0.980
122.779,0.981
122.809,0.990
122.839,0.987
122.869,0.998
122.899,0.996
122.929,0.985
122.959,0.988
122.989,0.990
123.019,0.991
123.049,0.992
123.079,0.995
123.109,0.994
123.139,0.988
123.169,0.984
123.199,0.989
123.229,0.988
123.259,0.987
123.289,0.989
123.319,0.984
123.349,0.991
123.379,0.995
123.409,0.993
123.439,0.986
123.469,0.986
123.499,0.986
123.529,0.997
123.559,0.981
123.589,0.995
123.619,0.992
123.649,0.982
123.679,0.987
123.709,0.991
123.739,0.991
123.769,0.991
123.799,0.996
123.829,0.981
123.859,0.995
123.889,0.991
123.919,0.985
123.949,0.992
123.979,0.989
124.009,0.988
124.039,0.989
124.069,0.991
124.099,0.991
124.129,0.991
124.159,0.989
124.189,0.990
124.219,0.989
124.249,0.990
124.279,0.992
124.309,0.991
124.339,0.985
124.369,0.985
124.399,0.986
124.429,0.993
124.459,0.986
124.489,0.993
124.519,0.991
124.549,0.984
124.579,0.987
124.609,0.986
124.639,0.990
124.669,0.991
124.699,0.997
124.729,0.980
124.759,0.989
124.789,0.992
124.819,0.987
124.849,0.991
124.879,0.985
124.909,0.987
124.939,0.991
124.969,0.988
124.999,0.989
125.029,0.989
125.059,0.989
125.089,0.988
125.119,0.989
125.149,0.989
125.179,0.988
125.209,0.991
125.239,0.989
125.269,0.987
125.299,0.988
125.329,0.984
125.359,0.987
125.389,0.988
125.419,0.995
125.449,0.989
125.479,0.998
125.509,0.982
125.539,0.992
125.569,0.992
125.599,0.991
125.629,0.991
125.659,0.990
125.689,0.988
125.719,0.987
125.749,0.994
125.779,0.989
125.809,0.987
125.839,0.987
125.869,0.990
125.899,0.988
125.929,0.990
125.959,0.985
125.989,0.992
126.019,0.991
126.049,0.988
126.079,0.988
126.109,0.991
126.139,0.989
126.169,0.989
126.199,0.994
126.229,0.992
126.259,0.994
126.289,0.986
126.319,0.990
126.349,0.989
126.379,0.992
126.409,0.995
126.439,0.983
126.469,0.994
126.499,0.984
126.529,0.983
126.559,0.993
126.589,0.992
126.619,0.992
126.649,0.988
126.679,0.993
126.709,0.983
126.739,0.992
126.769,0.990
126.799,0.988
126.829,0.986
126.859,0.986
126.889,0.988
126.919,0.991
126.949,0.991
126.979,0.990
127.009,0.990
127.039,0.990
127.069,0.987
127.099,0.990
127.129,0.991
127.159,0.985
127.189,0.988
127.219,0.989
127.249,0.985
127.279,0.996
127.309,0.987
127.339,0.981
127.369,0.986
127.399,1.000
127.429,0.980
127.459,0.999
127.489,0.990
127.519,0.982
127.549,0.993
127.579,0.993
127.609,0.989
127.639,0.998
127.669,0.978
127.699,0.991
127.729,0.993
127.759,0.991
127.789,0.990
127.819,0.987
127.849,0.991
127.879,0.989
127.909,0.991
127.939,0.983
127.969,0.988
127.999,0.990
128.029,0.994
128.059,0.987
128.089,0.991
128.119,0.991
128.149,0.991
128.179,0.988
128.209,0.988
128.239,0.985
128.269,0.991
128.299,0.996
128.329,0.987
128.359,0.995
128.389,0.983
128.419,0.985
128.449,0.988
128.479,0.994
128.509,0.994
128.539,0.996
128.569,0.989
128.599,0.992
128.629,0.991
128.659,0.989
128.689,0.990
128.719,0.984
128.749,0.991
128.779,0.991
128.809,0.989
128.839,0.993
128.869,0.993
128.899,0.989
128.929,0.992
128.959,0.990
128.989,0.991
129.019,0.989
129.049,0.988
129.079,0.990
129.109,0.995
129.139,0.985
129.169,0.998
129.199,0.992
129.229,0.987
129.259,0.987
129.289,0.991
129.319,0.992
129.349,0.993
129.379,0.991
129.409,0.983
129.439,0.993
129.469,0.996
129.499,0.990
129.529,0.993
129.559,0.989
129.589,0.988
129.619,0.989
129.649,0.989
129.679,0.989
129.709,0.991
129.739,0.994
129.769,0.993
129.799,0.991
129.829,0.988
129.859,0.983
129.889,0.990
129.919,0.994
129.949,0.991
129.979,0.994
130.009,0.987
130.039,0.986
130.069,0.992
130.099,0.993
130.129,0.995
130.159,0.986
130.189,0.990
130.219,0.988
130.249,0.995
130.279,0.992
130.309,0.991
130.339,0.991
130.369,0.988
130.399,0.990
130.429,0.990
130.459,0.990
130.489,0.986
130.519,0.990
130.549,0.991
130.579,0.993
130.609,0.994
130.639,0.993
130.669,0.991
130.699,0.995
130.729,0.993
130.759,0.986
130.789,0.997
130.819,0.990
130.849,0.986
130.879,0.991
130.909,0.992
130.939,0.995
130.969,0.993
130.999,0.999
131.029,0.990
131.059,0.989
131.089,0.994
131.119,0.995
131.149,0.989
131.179,0.991
131.209,0.991
131.239,0.992
131.269,0.993
131.299,0.989
131.329,0.993
131.359,0.992
131.389,0.992
131.419,0.992
131.449,0.994
131.479,0.993
131.509,0.987
131.539,0.991
131.569,0.997
131.599,0.995
131.629,0.993
131.659,0.991
131.689,0.989
131.719,0.992
131.749,0.990
131.779,0.990
131.809,1.000
131.839,0.985
131.869,0.993
131.899,0.990
131.929,0.982
131.959,0.991
131.989,0.997
132.019,0.989
132.049,0.993
132.079,0.991
132.109,0.990
132.139,0.988
132.169,0.995
132.199,0.990
132.229,0.986
132.259,0.987
132.289,0.986
132.319,0.989
132.349,0.992
132.379,0.993
132.409,0.988
132.439,0.991
132.469,0.993
132.499,0.991
132.529,0.991
132.559,0.992
132.589,0.991
132.619,0.991
132.649,0.991
132.679,0.990
132.709,0.991
132.739,0.993
132.769,0.989
132.799,0.989
132.829,0.991
132.859,0.990
132.889,0.987
132.919,1.002
132.949,0.988
132.979,0.993
133.009,0.991
133.039,0.989
133.069,0.991
133.099,0.990
133.129,0.989
133.159,0.990
133.189,0.997
133.219,0.982
133.249,0.993
133.279,0.993
133.309,0.987
133.339,0.989
133.369,0.985
133.399,0.992
133.429,0.986
133.459,0.990
133.489,0.997
133.519,0.989
133.549,0.991
133.579,0.991
133.609,0.992
133.639,0.993
133.669,0.989
133.699,0.986
133.729,0.989
133.759,0.991
133.789,0.994
133.819,0.988
133.849,0.991
133.879,0.990
133.909,0.991
133.939,0.996
133.969,0.986
133.999,0.995
134.029,0.990
134.059,0.980
134.089,0.992
134.119,0.993
134.149,0.991
134.179,0.991
134.209,0.996
134.239,0.983
134.269,0.993
134.299,0.991
134.329,0.992
134.359,0.993
134.389,0.986
134.419,0.990
134.449,0.993
134.479,0.991
134.509,0.993
134.539,0.994
134.569,0.990
134.599,0.991
134.629,0.993
134.659,0.994
134.689,0.992
134.719,0.989
134.749,0.992
134.779,0.993
134.809,0.991
134.839,0.992
134.869,0.984
134.899,0.987
134.929,0.993
134.959,0.990
134.989,0.988
135.019,0.997
135.049,0.994
135.079,0.983
135.109,0.983
135.139,0.992
135.169,0.993
135.199,0.991
135.229,0.996
135.259,0.987
135.289,0.988
135.319,0.995
135.349,0.990
135.379,0.989
135.409,0.995
135.439,0.983
135.469,0.985
135.499,0.992
135.529,0.992
135.559,0.993
135.589,0.993
135.619,0.990
135.649,0.992
135.679,0.987
135.709,0.989
135.739,0.993
135.769,0.997
135.799,0.993
135.829,0.992
135.859,0.988
135.889,0.986
135.919,0.989
135.949,0.997
135.979,0.992
136.009,0.998
136.039,0.994
136.069,0.983
136.099,0.982
136.129,0.993
136.159,0.996
136.189,0.987
136.219,0.994
136.249,0.984
136.279,0.998
136.309,0.992
136.339,0.994
136.369,0.991
136.399,0.994
136.429,0.988
136.459,0.991
136.489,0.986
136.519,0.994
136.549,0.993
136.579,0.990
136.609,0.991
136.639,0.990
136.669,0.993
136.699,0.995
136.729,0.989
136.759,0.993
136.789,0.989
136.819,0.992
136.849,0.995
136.879,0.992
136.909,0.994
136.939,0.992
136.969,0.991
136.999,0.987
137.029,0.993
137.059,0.994
137.089,0.993
137.119,1.000
137.149,0.983
137.179,0.995
137.209,1.000
137.239,0.991
137.269,0.991
137.299,0.991
137.329,0.987
137.359,0.991
137.389,0.989
137.419,0.992
137.449,0.994
137.479,0.992
137.509,0.992
137.539,0.993
137.569,0.991
137.599,0.993
137.629,0.991
137.659,0.990
137.689,0.988
137.719,0.991
137.749,0.995
137.779,0.984
137.809,0.997
137.839,0.993
137.869,0.990
137.899,0.987
137.929,0.994
137.959,0.992
137.989,0.992
138.019,0.997
138.049,0.989
138.079,0.989
138.109,0.999
138.139,0.994
138.169,0.991
138.199,0.992
138.229,0.991
138.259,0.990
138.289,0.991
138.319,0.992
138.349,0.992
138.379,0.995
138.409,0.993
138.439,0.994
138.469,0.993
138.499,0.988
138.529,0.991
138.559,0.990
138.589,0.993
138.619,0.986
138.649,0.991
138.679,0.987
138.709,0.994
138.739,0.987
138.769,0.995
138.799,0.996
138.829,0.985
138.859,0.989
138.889,0.992
138.919,0.989
138.949,0.991
138.979,0.992
139.009,0.991
139.039,0.992
139.069,0.997
139.099,0.995
139.129,0.990
139.159,0.988
139.189,0.990
139.219,0.991
139.249,0.995
139.279,0.990
139.309,0.987
139.339,0.992
139.369,0.992
139.399,0.989
139.429,0.984
139.459,0.993
139.489,0.992
139.519,0.989
139.549,0.993
139.579,0.988
139.609,0.991
139.639,0.989
139.669,0.991
139.699,0.989
139.729,0.994
139.759,0.996
139.789,0.986
139.819,0.990
139.849,0.992
139.879,0.992
139.909,0.992
139.939,0.994
139.969,0.987
139.999,0.991
140.029,0.994
140.059,0.993
140.089,0.990
140.119,0.992
140.149,0.990
140.179,0.992
140.209,0.990
140.239,0.994
140.269,0.990
140.299,0.991
140.329,0.994
140.359,0.990
140.389,0.995
140.419,0.994
140.449,0.994
140.479,0.988
140.509,0.993
140.539,0.990
140.569,0.991
140.599,0.997
140.629,0.987
140.659,0.997
140.689,0.990
140.719,0.985
140.749,0.994
140.779,0.991
140.809,0.991
140.839,0.992
140.869,0.994
140.899,0.984
140.929,0.998
140.959,0.995
140.989,0.991
141.019,0.990
141.049,0.989
141.079,0.991
141.109,0.992
141.139,0.992
141.169,0.993
141.199,0.993
141.229,0.992
141.259,0.991
141.289,0.991
141.319,0.992
141.349,0.992
141.379,0.989
141.409,0.987
141.439,0.990
141.469,0.993
141.499,0.997
141.529,0.988
141.559,0.992
141.589,0.991
141.619,0.984
141.649,0.992
141.679,0.993
141.709,0.991
141.739,0.991
141.769,0.994
141.799,0.981
141.829,0.991
141.859,0.998
141.889,0.994
141.919,0.992
141.949,0.989
141.979,0.989
142.009,0.991
142.039,0.993
142.069,0.995
142.099,0.993
142.129,0.990
142.159,0.992
142.189,0.989
142.219,0.985
142.249,0.992
142.279,0.993
142.309,0.987
142.339,0.990
142.369,0.990
142.399,0.992
142.429,0.990
142.459,0.997
142.489,0.993
142.519,0.996
142.549,0.987
142.579,0.987
142.609,0.992
142.639,0.992
142.669,0.991
142.699,0.990
142.729,0.992
142.759,0.990
142.789,0.997
142.819,0.993
142.849,0.992
142.879,0.988
142.909,0.987
142.939,0.993
142.969,0.990
142.999,0.994
143.029,0.992
143.059,0.994
143.089,0.990
143.119,0.990
143.149,0.993
143.179,0.992
143.209,0.991
143.239,0.990
143.269,0.992
143.299,0.989
143.329,0.992
143.359,0.990
143.389,0.990
143.419,0.997
143.449,0.985
143.479,0.998
143.509,0.997
143.539,0.980
143.569,0.986
143.599,0.989
143.629,0.989
143.659,0.991
143.689,0.999
143.719,0.987
143.749,0.991
143.779,0.998
143.809,0.995
143.839,0.992
143.869,0.991
143.899,0.994
143.929,0.992
143.959,0.985
143.989,0.993
144.019,0.993
144.049,0.993
144.079,0.991
144.109,0.993
144.139,0.991
144.169,0.992
144.199,0.993
144.229,0.991
144.259,0.987
144.289,0.988
144.319,0.992
144.349,0.989
144.379,0.994
144.409,1.000
144.439,0.986
144.469,0.996
144.499,0.992
144.529,0.986
144.559,0.988
144.589,0.995
144.619,0.994
144.649,0.988
144.679,0.996
144.709,0.991
144.739,0.996
144.769,0.994
144.799,0.990
144.829,0.993
144.859,0.986
144.889,0.991
144.919,0.989
144.949,0.994
144.979,0.994
145.009,0.995
145.039,0.991
145.069,0.989
145.099,0.989
145.129,0.994
145.159,0.993
145.189,0.988
145.219,0.995
145.249,0.987
145.279,0.990
145.309,0.994
145.339,0.998
145.369,0.982
145.399,0.996
145.429,0.994
145.459,0.983
145.489,0.988
145.519,0.995
145.549,0.995
145.579,0.997
145.609,0.996
145.639,0.983
145.669,0.983
145.699,0.998
145.729,0.995
145.759,0.992
145.789,0.994
145.819,0.989
145.849,0.992
145.879,0.991
145.909,0.992
145.939,0.990
145.969,0.991
145.999,0.991
146.029,0.992
146.059,0.994
146.089,0.995
146.119,0.991
146.149,0.995
146.179,0.995
146.209,0.989
146.239,0.991
146.269,0.991
146.299,0.994
146.329,0.994
146.359,0.999
146.389,0.987
146.419,0.997
146.449,0.989
146.479,0.991
146.509,0.989
146.539,0.987
146.569,0.988
146.599,0.995
146.629,0.998
146.659,0.985
146.689,0.991
146.719,0.999
146.749,0.993
146.779,0.989
146.809,0.992
146.839,0.990
146.869,0.991
146.899,0.990
146.929,0.990
146.959,0.993
146.989,0.992
147.019,0.993
147.049,0.991
147.079,0.993
147.109,0.990
147.139,0.991
147.169,0.990
147.199,0.991
147.229,0.993
147.259,0.996
147.289,0.991
147.319,0.988
147.349,0.992
147.379,0.992
147.409,0.991
147.439,0.998
147.469,0.987
147.499,0.997
147.529,0.995
147.559,0.986
147.589,0.992
147.619,0.996
147.649,0.993
147.679,0.992
147.709,0.994
147.739,0.996
147.769,0.991
147.799,0.998
147.829,0.993
147.859,0.992
147.889,0.989
147.919,0.991
147.949,0.991
147.979,0.995
148.009,0.992
148.039,0.991
148.069,0.990
148.099,0.992
148.129,0.991
148.159,0.990
148.189,0.991
148.219,0.990
148.249,0.990
148.279,0.989
148.309,0.993
148.339,0.994
148.369,0.992
148.399,0.994
148.429,0.987
148.459,0.989
148.489,0.986
148.519,0.992
148.549,0.995
148.579,0.995
148.609,0.995
148.639,0.986
148.669,0.988
148.699,0.989
148.729,0.989
148.759,0.993
148.789,0.992
148.819,0.996
148.849,0.986
148.879,0.991
148.909,1.000
148.939,0.992
148.969,0.993
148.999,0.987
149.029,0.991
149.059,0.992
149.089,0.989
149.119,0.992
149.149,0.992
149.179,0.990
149.209,0.988
149.239,0.989
149.269,0.984
149.299,0.992
149.329,0.996
149.359,0.991
149.389,0.989
149.419,0.986
149.449,0.985
149.479,0.993
149.509,0.997
149.539,0.990
149.569,0.996
149.599,0.984
149.629,0.989
149.659,0.998
149.689,0.997
149.719,0.992
149.749,0.994
149.779,0.982
149.809,0.995
149.839,0.997
149.869,0.992
149.899,0.997
149.929,0.989
149.959,0.986
149.989,0.993
150.019,0.993
150.049,0.991
150.079,0.988
150.109,0.993
150.139,0.993
150.169,0.995
150.199,0.994
150.229,0.992
150.259,0.992
150.289,0.994
150.319,0.995
150.349,0.994
150.379,1.000
150.409,0.994
150.439,0.988
150.469,0.991
150.499,0.996
150.529,0.993
150.559,0.995
150.589,0.993
150.619,0.982
150.649,0.996
150.679,0.994
150.709,0.991
150.739,0.992
150.769,0.991
150.799,0.992
150.829,0.992
150.859,0.993
150.889,0.998
150.919,0.996
150.949,0.994
150.979,0.989
151.009,0.988
151.039,0.990
151.069,0.993
151.099,0.994
151.129,0.992
151.159,0.997
151.189,0.988
151.219,0.987
151.249,0.993
151.279,0.995
151.309,0.995
151.339,0.992
151.369,0.997
151.399,0.991
151.429,0.999
151.459,0.991
151.489,0.992
151.519,0.993
151.549,0.987
151.579,0.995
151.609,0.991
151.639,0.991
151.669,0.991
151.699,0.996
151.729,0.998
151.759,0.989
151.789,0.998
151.819,0.992
151.849,0.996
151.879,0.986
151.909,0.997
151.939,0.998
151.969,0.986
151.999,0.989
152.029,0.988
152.059,0.988
152.089,0.998
152.119,1.024
152.149,0.997
152.179,0.986
152.209,0.989
152.239,0.990
152.269,0.989
152.299,0.989
152.329,1.004
152.359,0.995
152.389,0.992
152.419,0.988
152.449,0.991
152.479,0.992
152.509,0.993
152.539,0.996
152.569,0.996
152.599,0.985
152.629,0.989
152.659,0.994
152.689,0.995
152.719,1.003
152.749,0.993
152.779,0.992
152.809,0.987
152.839,0.985
152.869,0.991
152.899,0.991
152.929,0.991
152.959,0.993
152.989,0.996
153.019,0.988
153.049,0.992
153.079,0.993
153.109,0.988
153.139,0.991
153.169,0.993
153.199,0.990
153.229,0.989
153.259,0.995
153.289,0.999
153.319,0.994
153.349,0.991
153.379,0.996
153.409,0.993
153.439,0.992
153.469,0.990
153.499,0.992
153.529,0.991
153.559,0.993
153.589,0.993
153.619,1.000
153.649,0.985
153.679,0.997
153.709,0.996
153.739,0.988
153.769,0.994
153.799,0.996
153.829,0.991
153.859,0.995
153.889,0.999
153.919,0.984
153.949,0.990
153.979,0.994
154.009,0.992
154.039,0.993
154.069,0.999
154.099,0.990
154.129,0.993
154.159,0.994
154.189,0.997
154.219,0.990
154.249,0.996
154.279,0.990
154.309,0.995
154.339,0.994
154.369,0.992
154.399,0.992
154.429,0.989
154.459,0.994
154.489,0.992
154.519,0.991
154.549,1.000
154.579,0.987
154.609,0.995
154.639,0.992
154.669,0.987
154.699,0.995
154.729,0.990
154.759,0.994
154.789,0.989
154.819,0.994
154.849,0.991
154.879,1.000
154.909,0.998
154.939,0.991
154.969,0.996
154.999,0.993
155.029,0.990
155.059,0.995
155.089,0.996
155.119,0.996
155.149,0.996
155.179,0.992
155.209,0.998
155.239,0.990
155.269,0.994
155.299,0.994
155.329,0.989
155.359,0.995
155.389,0.992
155.419,0.994
155.449,0.992
155.479,0.995
155.509,0.998
155.539,0.990
155.569,0.996
155.599,0.990
155.629,0.989
155.659,0.994
155.689,0.997
155.719,0.997
155.749,0.989
155.779,0.996
155.809,0.992
155.839,0.997
155.869,0.997
155.899,0.990
155.929,0.995
155.959,0.991
155.989,0.993
156.019,0.997
156.049,1.000
156.079,1.002
156.109,0.989
156.139,0.990
156.169,0.997
156.199,0.994
156.229,0.989
156.259,0.996
156.289,0.995
156.319,0.992
156.349,0.998
156.379,0.990
156.409,0.996
156.439,0.992
156.469,0.993
156.499,0.999
156.529,0.992
156.559,0.995
156.589,0.988
156.619,0.987
156.649,0.994
156.679,1.000
156.709,0.995
156.739,0.992
156.769,0.990
156.799,0.988
156.829,1.002
156.859,0.995
156.889,0.995
156.919,0.993
156.949,0.990
156.979,0.991
157.009,0.991
157.039,0.996
157.069,0.994
157.099,0.995
157.129,0.993
157.159,0.996
157.189,0.995
157.219,0.994
157.249,0.991
157.279,0.991
157.309,0.992
157.339,0.993
157.369,1.000
157.399,0.989
157.429,1.000
157.459,0.997
157.489,0.989
157.519,0.991
157.549,0.995
157.579,0.991
157.609,0.990
157.639,0.999
157.669,0.989
157.699,0.996
157.729,0.996
157.759,0.992
157.789,0.994
157.819,0.993
157.849,0.991
157.879,0.992
157.909,0.992
157.939,0.995
157.969,0.998
157.999,0.999
158.029,0.995
158.059,0.993
158.089,0.990
158.119,0.991
158.149,0.993
158.179,0.989
158.209,0.994
158.239,0.993
158.269,1.003
158.299,0.987
158.329,0.997
158.359,0.994
158.389,0.991
158.419,0.992
158.449,0.997
158.479,0.994
158.509,0.995
158.539,0.999
158.569,0.985
158.599,0.993
158.629,0.995
158.659,0.992
158.689,0.993
158.719,0.993
158.749,0.994
158.779,0.994
158.809,0.995
158.839,0.993
158.869,0.994
158.899,0.995
158.929,0.993
158.959,0.996
158.989,0.994
159.019,0.995
159.049,0.993
159.079,0.993
159.109,0.992
159.139,0.997
159.169,0.989
159.199,0.993
159.229,0.995
159.259,0.987
159.289,0.992
159.319,0.999
159.349,0.998
159.379,0.997
159.409,1.001
159.439,0.986
159.469,0.988
159.499,1.000
159.529,0.990
159.559,0.993
159.589,0.994
159.619,0.993
159.649,0.991
159.679,0.992
159.709,0.995
159.739,0.991
159.769,0.993
159.799,0.995
159.829,0.997
159.859,0.998
159.889,0.995
159.919,0.989
159.949,0.994
159.979,0.997
160.009,0.991
160.039,0.997
160.069,0.997
160.099,0.989
160.129,0.990
160.159,0.994
160.189,0.994
160.219,0.994
160.249,0.997
160.279,0.987
160.309,0.991
160.339,0.998
160.369,0.994
160.399,0.996
160.429,0.988
160.459,0.994
160.489,0.992
160.519,0.996
160.549,0.997
160.579,0.997
160.609,0.994
160.639,0.993
160.669,0.996
160.699,0.996
160.729,0.992
160.759,0.995
160.789,0.991
160.819,0.994
160.849,0.989
160.879,1.005
160.909,0.987
160.939,0.985
160.969,0.993
160.999,0.995
161.029,0.993
161.059,0.996
161.089,0.996
161.119,0.987
161.149,0.998
161.179,0.993
161.209,0.994
161.239,0.995
161.269,0.993
161.299,0.995
161.329,0.993
161.359,0.993
161.389,0.996
161.419,0.997
161.449,0.996
161.479,0.991
161.509,0.992
161.539,0.995
161.569,0.995
161.599,0.992
161.629,1.004
161.659,0.994
161.689,0.999
161.719,0.987
161.749,0.990
161.779,0.995
161.809,0.997
161.839,0.991
161.869,0.997
161.899,0.988
161.929,0.996
161.959,0.995
161.989,0.996
162.019,0.999
162.049,0.996
