df_hash,22ZHK4.3NGMYT
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.VVA5
person_label,V18
date_time_start,2025-05-23_10-26-57.429000_+03
date_time_start_unix,1747985217.429
date_time_end,2025-05-23_10-35-12.468000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.609,-0.727,0.695,-0.059
4.619,-0.723,0.691,-0.059
4.629,-0.725,0.693,-0.064
4.639,-0.725,0.691,-0.061
4.649,-0.723,0.689,-0.066
4.659,-0.725,0.689,-0.064
4.669,-0.723,0.689,-0.062
4.679,-0.721,0.688,-0.064
4.689,-0.719,0.689,-0.068
4.699,-0.721,0.695,-0.066
4.709,-0.721,0.701,-0.064
4.719,-0.725,0.695,-0.068
4.728,-0.725,0.695,-0.066
4.738,-0.721,0.693,-0.068
4.748,-0.721,0.691,-0.070
4.758,-0.721,0.695,-0.070
4.768,-0.715,0.689,-0.070
4.778,-0.715,0.693,-0.068
4.788,-0.717,0.695,-0.068
4.798,-0.715,0.695,-0.068
4.808,-0.717,0.699,-0.068
4.818,-0.719,0.699,-0.070
4.828,-0.719,0.701,-0.072
4.838,-0.721,0.703,-0.070
4.848,-0.713,0.697,-0.072
4.857,-0.711,0.699,-0.072
4.867,-0.709,0.699,-0.070
4.877,-0.703,0.703,-0.066
4.887,-0.707,0.703,-0.066
4.897,-0.707,0.703,-0.066
4.907,-0.715,0.713,-0.068
4.917,-0.709,0.711,-0.068
4.927,-0.707,0.703,-0.072
4.937,-0.711,0.705,-0.070
4.947,-0.713,0.711,-0.072
4.957,-0.713,0.715,-0.070
4.967,-0.711,0.713,-0.070
4.977,-0.705,0.711,-0.062
4.987,-0.697,0.697,-0.066
4.996,-0.697,0.693,-0.062
5.006,-0.703,0.693,-0.064
5.016,-0.705,0.693,-0.064
5.026,-0.707,0.695,-0.062
5.036,-0.703,0.697,-0.061
5.046,-0.707,0.697,-0.062
5.056,-0.699,0.695,-0.055
5.066,-0.705,0.701,-0.057
5.076,-0.703,0.701,-0.061
5.086,-0.705,0.707,-0.061
5.096,-0.699,0.711,-0.064
5.106,-0.705,0.709,-0.072
5.116,-0.709,0.709,-0.078
5.125,-0.707,0.711,-0.082
5.135,-0.709,0.705,-0.080
5.145,-0.713,0.715,-0.084
5.155,-0.709,0.711,-0.086
5.165,-0.705,0.715,-0.086
5.175,-0.707,0.711,-0.088
5.185,-0.705,0.713,-0.088
5.195,-0.703,0.717,-0.088
5.205,-0.705,0.721,-0.090
5.215,-0.703,0.719,-0.088
5.225,-0.693,0.723,-0.086
5.235,-0.695,0.717,-0.084
5.245,-0.689,0.715,-0.086
5.255,-0.689,0.715,-0.082
5.264,-0.688,0.719,-0.082
5.274,-0.688,0.715,-0.082
5.284,-0.689,0.717,-0.084
5.294,-0.689,0.713,-0.084
5.304,-0.689,0.709,-0.084
5.314,-0.693,0.713,-0.082
5.324,-0.695,0.721,-0.088
5.334,-0.693,0.715,-0.088
5.344,-0.693,0.711,-0.086
5.354,-0.695,0.711,-0.086
5.364,-0.695,0.711,-0.086
5.374,-0.697,0.713,-0.084
5.384,-0.691,0.713,-0.084
5.393,-0.691,0.713,-0.084
5.403,-0.693,0.713,-0.084
5.413,-0.691,0.717,-0.084
5.423,-0.691,0.715,-0.084
5.433,-0.691,0.711,-0.082
5.443,-0.689,0.707,-0.080
5.453,-0.695,0.705,-0.086
5.463,-0.695,0.711,-0.082
5.473,-0.695,0.719,-0.082
5.483,-0.695,0.717,-0.084
5.493,-0.691,0.713,-0.084
5.503,-0.691,0.709,-0.088
5.513,-0.688,0.713,-0.090
5.523,-0.688,0.711,-0.090
5.532,-0.688,0.709,-0.086
5.542,-0.688,0.713,-0.094
5.552,-0.688,0.715,-0.094
5.562,-0.688,0.713,-0.088
5.572,-0.688,0.719,-0.086
