df_hash,22ZHK4.AG46P6
121.994,1.016
122.024,1.021
122.054,1.026
122.084,1.018
122.114,1.019
122.144,1.021
122.174,1.021
122.204,1.021
122.234,1.020
122.264,1.022
122.294,1.022
122.324,1.019
122.354,1.025
122.384,1.028
122.414,1.021
122.444,1.021
122.474,1.021
122.504,1.020
122.534,1.015
122.564,1.021
122.594,1.020
122.624,1.023
122.654,1.024
122.684,1.019
122.714,1.017
122.744,1.030
122.774,1.018
122.804,1.020
122.834,1.024
122.864,1.023
122.894,1.023
122.924,1.024
122.954,1.022
122.984,1.017
123.014,1.027
123.044,1.017
123.074,1.017
123.104,1.026
123.134,1.016
123.164,1.019
123.194,1.022
123.224,1.024
123.254,1.024
123.284,1.026
123.314,1.021
123.344,1.016
123.374,1.021
123.404,1.021
123.434,1.021
123.464,1.018
123.494,1.021
123.524,1.021
123.554,1.028
123.584,1.024
123.614,1.024
123.644,1.025
123.674,1.011
123.704,1.022
123.734,1.022
123.764,1.019
123.794,1.024
123.824,1.020
123.854,1.021
123.884,1.018
123.914,1.026
123.944,1.020
123.974,1.024
124.004,1.016
124.034,1.020
124.064,1.020
124.094,1.022
124.124,1.023
124.154,1.018
124.184,1.028
124.214,1.021
124.244,1.018
124.274,1.019
124.304,1.023
124.334,1.017
124.364,1.027
124.394,1.023
124.424,1.013
124.454,1.030
124.484,1.021
124.514,1.025
124.544,1.026
124.574,1.017
124.604,1.019
124.634,1.026
124.664,1.022
124.694,1.026
124.724,1.024
124.754,1.018
124.784,1.017
124.814,1.020
124.844,1.019
124.874,1.022
124.904,1.026
124.934,1.019
124.964,1.020
124.994,1.026
125.024,1.019
125.054,1.021
125.084,1.023
125.114,1.015
125.144,1.021
125.174,1.023
125.204,1.017
125.234,1.026
125.264,1.020
125.294,1.019
125.324,1.021
125.354,1.022
125.384,1.023
125.414,1.030
125.444,1.020
125.474,1.021
125.504,1.020
125.534,1.018
125.564,1.018
125.594,1.024
125.624,1.024
125.654,1.023
125.684,1.022
125.714,1.023
125.744,1.022
125.774,1.026
125.804,1.021
125.834,1.024
125.864,1.020
125.894,1.026
125.924,1.020
125.954,1.027
125.984,1.028
126.014,1.015
126.044,1.022
126.074,1.021
126.104,1.019
126.134,1.018
126.164,1.021
126.194,1.024
126.224,1.026
126.254,1.016
126.284,1.021
126.314,1.025
126.344,1.020
126.374,1.020
126.404,1.026
126.434,1.022
126.464,1.024
126.494,1.024
126.524,1.018
126.554,1.020
126.584,1.021
126.614,1.025
126.644,1.024
126.674,1.019
126.704,1.024
126.734,1.021
126.764,1.021
126.794,1.022
126.824,1.023
126.854,1.015
126.884,1.023
126.914,1.033
126.944,1.022
126.974,1.017
127.004,1.026
127.034,1.021
127.064,1.017
127.094,1.024
127.124,1.020
127.154,1.018
127.184,1.021
127.214,1.020
127.244,1.020
127.274,1.023
127.304,1.028
127.334,1.024
127.364,1.017
127.394,1.024
127.424,1.022
127.454,1.020
127.484,1.020
127.514,1.019
127.544,1.022
127.574,1.021
127.604,1.025
127.634,1.021
127.664,1.021
127.694,1.024
127.724,1.026
127.754,1.020
127.784,1.021
127.814,1.021
127.844,1.017
127.874,1.021
127.904,1.032
127.934,1.021
127.964,1.026
127.994,1.021
128.024,1.010
128.054,1.020
128.084,1.022
128.114,1.021
128.144,1.021
128.174,1.018
128.204,1.018
128.234,1.026
128.264,1.026
128.294,1.018
128.324,1.028
128.354,1.019
128.384,1.021
128.414,1.021
128.444,1.017
128.474,1.018
128.504,1.020
128.534,1.025
128.564,1.020
128.594,1.022
128.624,1.022
128.654,1.022
128.684,1.022
128.714,1.028
128.744,1.026
128.774,1.009
128.804,1.022
128.834,1.020
128.864,1.020
128.894,1.017
128.924,1.024
128.954,1.024
128.984,1.021
129.014,1.026
129.044,1.021
129.074,1.020
129.104,1.021
129.134,1.018
129.164,1.021
129.194,1.021
129.224,1.022
129.254,1.022
129.284,1.025
129.314,1.020
129.344,1.028
129.374,1.021
129.404,1.020
129.434,1.027
129.464,1.018
129.494,1.030
129.524,1.020
129.554,1.020
129.584,1.026
129.614,1.018
129.644,1.023
129.674,1.027
129.704,1.018
129.734,1.021
129.764,1.025
129.794,1.016
129.824,1.017
129.854,1.022
129.884,1.023
129.914,1.023
129.944,1.025
129.974,1.016
130.004,1.020
130.034,1.029
130.064,1.026
130.094,1.022
130.124,1.011
130.154,1.022
130.184,1.023
130.214,1.018
130.244,1.029
130.274,1.027
130.304,1.019
130.334,1.018
130.364,1.022
130.394,1.021
130.424,1.021
130.454,1.018
130.484,1.020
130.514,1.021
130.544,1.026
130.574,1.021
130.604,1.020
130.634,1.020
130.664,1.027
130.694,1.021
130.724,1.025
130.754,1.021
130.784,1.016
130.814,1.021
130.844,1.026
130.874,1.015
130.904,1.020
130.934,1.023
130.964,1.025
130.994,1.028
131.024,1.019
131.054,1.021
131.084,1.017
131.114,1.020
131.144,1.021
131.174,1.024
131.204,1.018
131.234,1.023
131.264,1.022
131.294,1.029
131.324,1.022
131.354,1.018
131.384,1.026
131.414,1.021
131.444,1.022
131.474,1.022
131.504,1.020
131.534,1.015
131.564,1.024
131.594,1.027
131.624,1.024
131.654,1.019
131.684,1.022
131.714,1.015
131.744,1.018
131.774,1.022
131.804,1.023
131.834,1.018
131.864,1.023
131.894,1.022
131.924,1.026
131.954,1.015
131.984,1.024
132.014,1.024
132.044,1.021
132.074,1.021
132.104,1.021
132.134,1.021
132.164,1.021
132.194,1.026
132.224,1.032
132.254,1.021
132.284,1.015
132.314,1.020
132.344,1.019
132.374,1.016
132.404,1.020
132.434,1.023
132.464,1.024
132.494,1.028
132.524,1.018
132.554,1.023
132.584,1.022
132.614,1.025
132.644,1.031
132.674,1.020
132.704,1.020
132.734,1.016
132.764,1.021
132.794,1.025
132.824,1.028
132.854,1.026
132.884,1.021
132.914,1.018
132.944,1.026
132.974,1.026
133.004,1.020
133.034,1.020
133.064,1.017
133.094,1.018
133.124,1.021
133.154,1.027
133.184,1.023
133.214,1.019
133.244,1.023
133.274,1.025
133.304,1.019
133.334,1.017
133.364,1.016
133.394,1.026
133.424,1.023
133.454,1.018
133.484,1.022
133.514,1.025
133.544,1.021
133.574,1.021
133.604,1.033
133.634,1.018
133.664,1.030
133.694,1.015
133.724,1.021
133.754,1.018
133.784,1.022
133.814,1.021
133.844,1.019
133.874,1.026
133.904,1.028
133.934,1.026
133.964,1.021
133.994,1.021
134.024,1.021
134.054,1.020
134.084,1.019
134.114,1.025
134.144,1.021
134.174,1.027
134.204,1.007
134.234,1.021
134.264,1.026
134.294,1.018
134.324,1.021
134.354,1.020
134.384,1.019
134.414,1.020
134.444,1.026
134.474,1.019
134.504,1.025
134.534,1.022
134.564,1.021
134.594,1.019
134.624,1.021
134.654,1.023
134.684,1.022
134.714,1.022
134.744,1.022
134.774,1.023
134.804,1.019
134.834,1.024
134.864,1.021
134.894,1.016
134.924,1.022
134.954,1.012
134.984,1.021
135.014,1.028
135.044,1.024
135.074,1.019
135.104,1.021
135.134,1.019
135.164,1.018
135.194,1.025
135.224,1.022
135.254,1.021
135.284,1.020
135.314,1.019
135.344,1.022
135.374,1.022
135.404,1.022
135.434,1.023
135.464,1.021
135.494,1.017
135.524,1.018
135.554,1.024
135.584,1.020
135.614,1.023
135.644,1.026
135.674,1.014
135.704,1.025
135.734,1.022
135.764,1.019
135.794,1.022
135.824,1.020
135.854,1.021
135.884,1.027
135.914,1.015
135.944,1.021
135.974,1.025
136.004,1.019
136.034,1.025
136.064,1.023
136.094,1.018
136.124,1.020
136.154,1.022
136.184,1.017
136.214,1.022
136.244,1.023
136.274,1.021
136.304,1.024
136.334,1.018
136.364,1.022
136.394,1.022
136.424,1.022
136.454,1.018
136.484,1.021
136.514,1.025
136.544,1.025
136.574,1.014
136.604,1.022
136.634,1.021
136.664,1.018
136.694,1.025
136.724,1.020
136.754,1.023
136.784,1.025
136.814,1.018
136.844,1.024
136.874,1.021
136.904,1.020
136.934,1.024
136.964,1.022
136.994,1.022
137.024,1.021
137.054,1.018
137.084,1.016
137.114,1.018
137.144,1.029
137.174,1.023
137.204,1.014
137.234,1.028
137.264,1.022
137.294,1.021
137.324,1.021
137.354,1.020
137.384,1.020
137.414,1.021
137.444,1.026
137.474,1.024
137.504,1.016
137.534,1.026
137.564,1.022
137.594,1.017
137.624,1.030
137.654,1.024
137.684,1.016
137.714,1.020
137.744,1.024
137.774,1.026
137.804,1.023
137.834,1.023
137.864,1.021
137.894,1.021
137.924,1.016
137.954,1.023
137.984,1.024
138.014,1.017
138.044,1.023
138.074,1.020
138.104,1.018
138.134,1.030
138.164,1.024
138.194,1.023
138.224,1.016
138.254,1.021
138.284,1.017
138.314,1.019
138.344,1.031
138.374,1.029
138.404,1.015
138.434,1.026
138.464,1.020
138.494,1.021
138.524,1.022
138.554,1.019
138.584,1.017
138.614,1.029
138.644,1.026
138.674,1.021
138.704,1.027
138.734,1.015
138.764,1.019
138.794,1.021
138.824,1.016
138.854,1.014
138.884,1.028
138.914,1.027
138.944,1.023
138.974,1.022
139.004,1.027
139.034,1.024
139.064,1.021
139.094,1.014
139.124,1.020
139.154,1.018
139.184,1.022
139.214,1.030
139.244,1.023
139.274,1.024
139.304,1.012
139.334,1.021
139.364,1.031
139.394,1.026
139.424,1.021
139.454,1.015
139.484,1.017
139.514,1.020
139.544,1.031
139.574,1.027
139.604,1.024
139.634,1.020
139.664,1.021
139.694,1.020
139.724,1.021
139.754,1.023
139.784,1.029
139.814,1.027
139.844,1.022
139.874,1.025
139.904,1.009
139.934,1.031
139.964,1.026
139.994,1.019
140.024,1.023
140.054,1.021
140.084,1.020
140.114,1.029
140.144,1.022
140.174,1.021
140.204,1.023
140.234,1.022
140.264,1.020
140.294,1.021
140.324,1.024
140.354,1.026
140.384,1.021
140.414,1.023
140.444,1.022
140.474,1.026
140.504,1.027
140.534,1.011
140.564,1.027
140.594,1.020
140.624,1.019
140.654,1.021
140.684,1.018
140.714,1.021
140.744,1.029
140.774,1.018
140.804,1.021
140.834,1.020
140.864,1.020
140.894,1.023
140.924,1.022
140.954,1.021
140.984,1.025
141.014,1.019
141.044,1.024
141.074,1.021
141.104,1.022
141.134,1.024
141.164,1.023
141.194,1.028
141.224,1.012
141.254,1.031
141.284,1.026
141.314,1.021
141.344,1.021
141.374,1.021
141.404,1.021
141.434,1.031
141.464,1.017
141.494,1.023
141.524,1.022
141.554,1.019
141.584,1.028
141.614,1.020
141.644,1.019
141.674,1.026
141.704,1.026
141.734,1.024
141.764,1.021
141.794,1.025
141.824,1.024
141.854,1.021
141.884,1.022
141.914,1.027
141.944,1.015
141.974,1.031
142.004,1.024
142.034,1.018
142.064,1.026
142.094,1.021
142.124,1.021
142.154,1.030
142.184,1.013
142.214,1.024
142.244,1.023
142.274,1.020
142.304,1.020
142.334,1.026
142.364,1.020
142.394,1.020
142.424,1.025
142.454,1.024
142.484,1.022
142.514,1.022
142.544,1.021
142.574,1.015
142.604,1.018
142.634,1.021
142.664,1.021
142.694,1.029
142.724,1.020
142.754,1.019
142.784,1.024
142.814,1.024
142.844,1.021
142.874,1.022
142.904,1.022
142.934,1.022
142.964,1.021
142.994,1.020
143.024,1.021
143.054,1.022
143.084,1.023
143.114,1.021
143.144,1.025
143.174,1.024
143.204,1.020
143.234,1.025
143.264,1.020
143.294,1.017
143.324,1.019
143.354,1.021
143.384,1.025
143.414,1.021
143.444,1.015
143.474,1.021
143.504,1.028
143.534,1.030
143.564,1.017
143.594,1.022
143.624,1.023
143.654,1.015
143.684,1.020
143.714,1.021
143.744,1.024
143.774,1.021
143.804,1.024
143.834,1.023
143.864,1.021
143.894,1.017
143.924,1.027
143.954,1.027
143.984,1.027
144.014,1.023
144.044,1.017
144.074,1.017
144.104,1.023
144.134,1.033
144.164,1.021
144.194,1.021
144.224,1.021
144.254,1.023
144.284,1.021
144.314,1.020
144.344,1.021
144.374,1.022
144.404,1.026
144.434,1.025
144.464,1.028
144.494,1.021
144.524,1.017
144.554,1.023
144.584,1.017
144.614,1.021
144.644,1.022
144.674,1.021
144.704,1.021
144.734,1.020
144.764,1.026
144.794,1.026
144.824,1.024
144.854,1.017
144.884,1.022
144.914,1.019
144.944,1.019
144.974,1.024
145.004,1.025
145.034,1.019
145.064,1.022
145.094,1.030
145.124,1.026
145.154,1.025
145.184,1.030
145.214,1.010
145.244,1.023
145.274,1.026
145.304,1.020
145.334,1.023
145.364,1.026
145.394,1.017
145.424,1.025
145.454,1.023
145.484,1.021
145.514,1.021
145.544,1.021
145.574,1.023
145.604,1.024
145.634,1.022
145.664,1.021
145.694,1.021
145.724,1.022
145.754,1.021
145.784,1.031
145.814,1.005
145.844,1.018
145.874,1.020
145.904,1.022
145.934,1.028
145.964,1.027
145.994,1.016
146.024,1.021
146.054,1.027
146.084,1.022
146.114,1.024
146.144,1.019
146.174,1.013
146.204,1.016
146.234,1.026
146.264,1.025
146.294,1.028
146.324,1.025
146.354,1.020
146.384,1.023
146.414,1.009
146.444,1.026
146.474,1.022
146.504,1.020
146.534,1.029
146.564,1.023
146.594,1.022
146.624,1.021
146.654,1.024
146.684,1.022
146.714,1.022
146.744,1.018
146.774,1.021
146.804,1.020
146.834,1.019
146.864,1.024
146.894,1.024
146.924,1.022
146.954,1.021
146.984,1.023
147.014,1.011
147.044,1.025
147.074,1.028
147.104,1.016
147.134,1.019
147.164,1.022
147.194,1.019
147.224,1.028
147.254,1.023
147.284,1.024
147.314,1.020
147.344,1.018
147.374,1.019
147.404,1.024
147.434,1.023
147.464,1.021
147.494,1.022
147.524,1.020
147.554,1.021
147.584,1.022
147.614,1.017
147.644,1.025
147.674,1.018
147.704,1.020
147.734,1.023
147.764,1.020
147.794,1.030
147.824,1.021
147.854,1.021
147.884,1.023
147.914,1.021
147.944,1.018
147.974,1.021
148.004,1.024
148.034,1.020
148.064,1.021
148.094,1.024
148.124,1.026
148.154,1.029
148.184,1.016
148.214,1.024
148.244,1.020
148.274,1.018
148.304,1.021
148.334,1.023
148.364,1.025
148.394,1.027
148.424,1.021
148.454,1.026
148.484,1.017
148.514,1.020
148.544,1.020
148.574,1.016
148.604,1.024
148.634,1.022
148.664,1.024
148.694,1.024
148.724,1.021
148.754,1.012
148.784,1.028
148.814,1.024
148.844,1.017
148.874,1.021
148.904,1.021
148.934,1.022
148.964,1.028
148.994,1.020
149.024,1.024
149.054,1.022
149.084,1.020
149.114,1.018
149.144,1.020
149.174,1.022
149.204,1.021
149.234,1.023
149.264,1.019
149.294,1.018
149.324,1.021
149.354,1.020
149.384,1.026
149.414,1.020
149.444,1.021
149.474,1.020
149.504,1.021
149.534,1.031
149.564,1.020
149.594,1.023
149.624,1.021
149.654,1.018
149.684,1.021
149.714,1.021
149.744,1.021
149.774,1.018
149.804,1.025
149.834,1.018
149.864,1.019
149.894,1.026
149.924,1.027
149.954,1.024
149.984,1.019
150.014,1.019
150.044,1.018
150.074,1.021
150.104,1.033
150.134,1.020
150.164,1.026
150.194,1.021
150.224,1.021
150.254,1.021
150.284,1.022
150.314,1.021
150.344,1.026
150.374,1.022
150.404,1.021
150.434,1.023
150.464,1.013
150.494,1.023
150.524,1.020
150.554,1.011
150.584,1.023
150.614,1.029
150.644,1.018
150.674,1.026
150.704,1.024
150.734,1.024
150.764,1.022
150.794,1.021
150.824,1.020
150.854,1.021
150.884,1.022
150.914,1.025
150.944,1.027
150.974,1.019
151.004,1.024
151.034,1.021
151.064,1.025
151.094,1.023
151.124,1.016
151.154,1.021
151.184,1.021
151.214,1.020
151.244,1.024
151.274,1.024
151.304,1.020
151.334,1.021
151.364,1.023
151.394,1.021
151.424,1.020
151.454,1.024
151.484,1.020
151.514,1.025
151.544,1.021
151.574,1.020
151.604,1.024
151.634,1.020
151.664,1.028
151.694,1.020
151.724,1.023
151.754,1.021
151.784,1.017
151.814,1.020
151.844,1.029
151.874,1.021
151.904,1.023
151.934,1.021
151.964,1.020
151.994,1.021
152.024,1.021
152.054,1.026
152.084,1.020
152.114,1.023
152.144,1.023
152.174,1.023
152.204,1.026
152.234,1.018
152.264,1.031
152.294,1.022
152.324,1.021
152.354,1.021
152.384,1.018
152.414,1.021
152.444,1.030
152.474,1.022
152.504,1.023
152.534,1.021
152.564,1.018
152.594,1.020
152.624,1.024
152.654,1.024
152.684,1.021
152.714,1.025
152.744,1.028
152.774,1.030
152.804,1.030
152.834,1.011
152.864,1.026
152.894,1.024
152.924,1.021
152.954,1.020
152.984,1.018
153.014,1.021
153.044,1.030
153.074,1.021
153.104,1.027
153.134,1.015
153.164,1.021
153.194,1.021
153.224,1.021
153.254,1.022
153.284,1.020
153.314,1.024
153.344,1.027
153.374,1.026
153.404,1.027
153.434,1.017
153.464,1.021
153.494,1.022
153.524,1.015
153.554,1.021
153.584,1.021
153.614,1.018
153.644,1.028
153.674,1.024
153.704,1.027
153.734,1.015
153.764,1.019
153.794,1.022
153.824,1.019
153.854,1.023
153.884,1.022
153.914,1.027
153.944,1.021
153.974,1.017
154.004,1.027
154.034,1.019
154.064,1.022
154.094,1.021
154.124,1.018
154.154,1.020
154.184,1.021
154.214,1.019
154.244,1.033
154.274,1.022
154.304,1.021
154.334,1.024
154.364,1.019
154.394,1.023
154.424,1.021
154.454,1.024
154.484,1.020
154.514,1.025
154.544,1.020
154.574,1.021
154.604,1.027
154.634,1.022
154.664,1.021
154.694,1.012
154.724,1.021
154.754,1.016
154.784,1.020
154.814,1.022
154.844,1.034
154.874,1.018
154.904,1.023
154.934,1.023
154.964,1.022
154.994,1.022
155.024,1.023
155.054,1.024
155.084,1.021
155.114,1.030
155.144,1.023
155.174,1.023
155.204,1.027
155.234,1.021
155.264,1.023
155.294,1.020
155.324,1.018
155.354,1.022
155.384,1.024
155.414,1.025
155.444,1.022
155.474,1.018
155.504,1.025
155.534,1.020
155.564,1.014
155.594,1.020
155.624,1.024
155.654,1.020
155.684,1.022
155.714,1.022
155.744,1.031
155.774,1.026
155.804,1.023
155.834,1.021
155.864,1.010
155.894,1.024
155.924,1.022
155.954,1.021
155.984,1.028
156.014,1.017
156.044,1.022
156.074,1.032
156.104,1.021
156.134,1.023
156.164,1.021
156.194,1.018
156.224,1.020
156.254,1.025
156.284,1.021
156.314,1.022
156.344,1.020
156.374,1.024
156.404,1.029
156.434,1.025
156.464,1.026
156.494,1.016
156.524,1.031
156.554,1.021
156.584,1.021
156.614,1.023
156.644,1.021
156.674,1.023
156.704,1.029
156.734,1.022
156.764,1.022
156.794,1.021
156.824,1.020
156.854,1.021
156.884,1.021
156.914,1.022
156.944,1.024
156.974,1.023
157.004,1.027
157.034,1.024
157.064,1.023
157.094,1.027
157.124,1.012
157.154,1.027
157.184,1.024
157.214,1.019
157.244,1.023
157.274,1.019
157.304,1.021
157.334,1.027
157.364,1.020
157.394,1.025
157.424,1.021
157.454,1.020
157.484,1.019
157.514,1.024
157.544,1.021
157.574,1.018
157.604,1.024
157.634,1.023
157.664,1.022
157.694,1.017
157.724,1.018
157.754,1.016
157.784,1.019
157.814,1.033
157.844,1.018
157.874,1.021
157.904,1.023
157.934,1.021
157.964,1.024
157.994,1.024
158.024,1.021
158.054,1.021
158.084,1.015
158.114,1.022
158.144,1.021
158.174,1.022
158.204,1.026
158.234,1.024
158.264,1.025
158.294,1.025
158.324,1.018
158.354,1.018
158.384,1.020
158.414,1.018
158.444,1.031
158.474,1.020
158.504,1.017
158.534,1.023
158.564,1.021
158.594,1.028
158.624,1.021
158.654,1.021
158.684,1.019
158.714,1.021
158.744,1.019
158.774,1.020
158.804,1.022
158.834,1.021
158.864,1.022
158.894,1.030
158.924,1.024
158.954,1.026
158.984,1.026
159.014,1.014
159.044,1.022
159.074,1.024
159.104,1.020
159.134,1.022
159.164,1.025
159.194,1.022
159.224,1.027
159.254,1.021
159.284,1.028
159.314,1.021
159.344,1.022
159.374,1.020
159.404,1.019
159.434,1.024
159.464,1.021
159.494,1.024
159.524,1.021
159.554,1.027
159.584,1.025
159.614,1.019
159.644,1.023
159.674,1.025
159.704,1.017
159.734,1.022
159.764,1.023
159.794,1.017
159.824,1.021
159.854,1.025
159.884,1.023
159.914,1.021
159.944,1.019
159.974,1.023
160.004,1.022
160.034,1.021
160.064,1.024
160.094,1.019
160.124,1.014
160.154,1.023
160.184,1.023
160.214,1.026
160.244,1.018
160.274,1.017
160.304,1.015
160.334,1.028
160.364,1.027
160.394,1.030
160.424,1.020
160.454,1.019
160.484,1.021
160.514,1.017
160.544,1.019
160.574,1.024
160.604,1.027
160.634,1.020
160.664,1.023
160.694,1.023
160.724,1.029
160.754,1.024
160.784,1.019
160.814,1.022
160.844,1.021
160.874,1.019
160.904,1.026
160.934,1.021
160.964,1.016
160.994,1.029
161.024,1.021
161.054,1.024
161.084,1.021
161.114,1.022
161.144,1.020
161.174,1.026
161.204,1.020
161.234,1.023
161.264,1.026
161.294,1.023
161.324,1.029
161.354,1.011
161.384,1.028
161.414,1.021
161.444,1.021
161.474,1.024
161.504,1.018
161.534,1.023
161.564,1.030
161.594,1.021
161.624,1.027
161.654,1.022
161.684,1.019
161.714,1.020
161.744,1.023
161.774,1.022
161.804,1.026
161.834,1.027
161.864,1.021
161.894,1.028
161.924,1.029
161.954,1.014
161.984,1.032
162.014,1.025
162.044,1.018
162.074,1.021
162.104,1.021
162.134,1.021
162.164,1.031
162.194,1.018
162.224,1.021
162.254,1.022
162.284,1.023
162.314,1.020
162.344,1.023
162.374,1.021
162.404,1.024
162.434,1.022
162.464,1.025
162.494,1.023
162.524,1.027
162.554,1.027
162.584,1.009
162.614,1.027
162.644,1.031
162.674,1.018
162.704,1.021
162.734,1.021
162.764,1.023
162.794,1.030
162.824,1.017
162.854,1.025
162.884,1.023
162.914,1.019
162.944,1.019
162.974,1.021
163.004,1.024
163.034,1.021
163.064,1.023
163.094,1.023
163.124,1.022
163.154,1.022
163.184,1.021
163.214,1.021
163.244,1.021
163.274,1.017
163.304,1.024
163.334,1.026
163.364,1.019
163.394,1.019
163.424,1.021
163.454,1.024
163.484,1.033
163.514,1.017
163.544,1.021
163.574,1.022
163.604,1.022
163.634,1.025
163.664,1.022
163.694,1.021
163.724,1.021
163.754,1.023
163.784,1.021
163.814,1.023
163.844,1.028
163.874,1.021
163.904,1.021
163.934,1.027
163.964,1.017
163.994,1.026
164.024,1.025
164.054,1.019
164.084,1.021
164.114,1.021
164.144,1.023
164.174,1.032
164.204,1.017
164.234,1.021
164.264,1.025
164.294,1.022
164.324,1.023
164.354,1.023
164.384,1.023
164.414,1.021
164.444,1.020
164.474,1.021
164.504,1.026
164.534,1.026
164.564,1.019
164.594,1.024
164.624,1.024
164.654,1.017
164.684,1.032
164.714,1.024
164.744,1.018
164.774,1.024
164.804,1.026
164.834,1.020
164.864,1.032
164.894,1.019
164.924,1.022
164.954,1.025
164.984,1.023
165.014,1.021
165.044,1.025
165.074,1.022
165.104,1.024
165.134,1.028
165.164,1.022
165.194,1.024
165.224,1.025
165.254,1.022
165.284,1.022
165.314,1.020
165.344,1.027
165.374,1.029
165.404,1.020
165.434,1.021
165.464,1.021
165.494,1.022
165.524,1.026
165.554,1.018
165.584,1.024
165.614,1.023
165.644,1.018
165.674,1.024
165.704,1.021
165.734,1.021
165.764,1.021
165.794,1.023
165.824,1.022
165.854,1.021
165.884,1.027
165.914,1.023
165.944,1.024
165.974,1.026
166.004,1.014
166.034,1.023
166.064,1.026
166.094,1.018
166.124,1.024
166.154,1.025
166.184,1.023
166.214,1.030
166.244,1.017
166.274,1.020
166.304,1.025
166.334,1.019
166.364,1.024
166.394,1.021
166.424,1.024
166.454,1.021
166.484,1.026
166.514,1.022
166.544,1.030
166.574,1.022
166.604,1.021
166.634,1.024
166.664,1.019
166.694,1.021
166.724,1.024
166.754,1.018
166.784,1.023
166.814,1.030
166.844,1.025
166.874,1.024
166.904,1.021
166.934,1.018
166.964,1.021
166.994,1.023
167.024,1.021
167.054,1.020
167.084,1.025
167.114,1.023
167.144,1.023
167.174,1.029
167.204,1.024
167.234,1.016
167.264,1.021
167.294,1.027
167.324,1.023
167.354,1.025
167.384,1.021
167.414,1.018
167.444,1.026
167.474,1.031
167.504,1.013
167.534,1.023
167.564,1.021
167.594,1.018
167.624,1.025
167.654,1.021
167.684,1.026
167.714,1.026
167.744,1.020
167.774,1.023
167.804,1.027
167.834,1.026
167.864,1.017
167.894,1.029
167.924,1.019
167.954,1.025
167.984,1.029
168.014,1.020
168.044,1.021
168.074,1.025
168.104,1.025
168.134,1.021
168.164,1.035
168.194,1.021
168.224,1.023
168.254,1.020
168.284,1.021
168.314,1.019
168.344,1.021
168.374,1.023
168.404,1.027
168.434,1.024
168.464,1.027
168.494,1.024
168.524,1.016
168.554,1.024
168.584,1.016
168.614,1.020
168.644,1.031
168.674,1.021
168.704,1.025
168.734,1.028
168.764,1.022
168.794,1.023
168.824,1.027
168.854,1.021
168.884,1.024
168.914,1.020
168.944,1.020
168.974,1.024
169.004,1.026
169.034,1.022
169.064,1.021
169.094,1.025
169.124,1.024
169.154,1.020
169.184,1.025
169.214,1.026
169.244,1.014
169.274,1.032
169.304,1.026
169.334,1.023
169.364,1.025
169.394,1.021
169.424,1.023
169.454,1.031
169.484,1.018
169.514,1.024
169.544,1.026
169.574,1.018
169.604,1.023
169.634,1.022
169.664,1.021
169.694,1.025
169.724,1.021
169.754,1.021
169.784,1.029
169.814,1.024
169.844,1.021
169.874,1.021
169.904,1.016
169.934,1.026
169.964,1.028
169.994,1.021
170.024,1.021
170.054,1.022
170.084,1.022
170.114,1.025
170.144,1.021
170.174,1.024
170.204,1.025
170.234,1.020
170.264,1.022
170.294,1.024
170.324,1.021
170.354,1.024
170.384,1.024
170.414,1.022
170.444,1.025
170.474,1.024
170.504,1.022
170.534,1.022
170.564,1.014
170.594,1.027
170.624,1.027
170.654,1.020
170.684,1.021
170.714,1.024
170.744,1.020
170.774,1.027
170.804,1.023
170.834,1.020
170.864,1.022
170.894,1.021
170.924,1.023
170.954,1.020
170.984,1.022
171.014,1.020
171.044,1.021
171.074,1.023
171.104,1.025
171.134,1.024
171.164,1.030
171.194,1.032
171.224,1.015
171.254,1.024
171.284,1.023
171.314,1.017
171.344,1.024
171.374,1.022
171.404,1.021
171.434,1.032
171.464,1.023
171.494,1.022
171.524,1.020
171.554,1.021
171.584,1.023
171.614,1.028
171.644,1.021
171.674,1.024
171.704,1.022
171.734,1.026
171.764,1.022
171.794,1.023
171.824,1.028
171.854,1.020
171.884,1.022
171.914,1.021
171.944,1.013
171.974,1.024
172.004,1.026
172.034,1.021
172.064,1.026
172.094,1.026
172.124,1.026
172.154,1.022
172.184,1.025
172.214,1.022
172.244,1.021
172.274,1.025
172.304,1.022
172.334,1.024
172.364,1.024
172.394,1.013
172.424,1.029
172.454,1.025
172.484,1.022
172.514,1.022
172.544,1.021
172.574,1.014
172.604,1.027
172.634,1.029
172.664,1.027
172.694,1.018
172.724,1.022
172.754,1.023
172.784,1.023
172.814,1.022
172.844,1.022
172.874,1.027
172.904,1.027
172.934,1.021
172.964,1.024
172.994,1.017
173.024,1.029
173.054,1.016
173.084,1.023
173.114,1.028
173.144,1.021
173.174,1.020
173.204,1.021
173.234,1.021
173.264,1.029
173.294,1.023
173.324,1.022
173.354,1.031
173.384,1.021
173.414,1.022
173.444,1.021
173.474,1.026
173.504,1.022
173.534,1.032
173.564,1.024
173.594,1.024
173.624,1.028
173.654,1.013
173.684,1.025
173.714,1.021
173.744,1.022
173.774,1.024
173.804,1.023
173.834,1.028
173.864,1.031
173.894,1.017
173.924,1.026
173.954,1.024
173.984,1.020
174.014,1.020
174.044,1.023
174.074,1.024
174.104,1.021
174.134,1.028
174.164,1.026
174.194,1.027
174.224,1.028
174.254,1.016
174.284,1.029
174.314,1.021
174.344,1.021
174.374,1.026
