df_hash,22ZHK4.EG2MBW
430.061,77
431.815,77
432.154,77
433.033,77
434.254,77
435.155,77
436.005,69
437.175,62
438.101,57
438.978,54
440.148,53
441.075,52
441.954,53
443.196,53
444.054,62
444.951,68
446.145,71
447.043,74
447.948,75
449.120,76
450.019,77
450.873,76
452.092,76
452.975,76
453.879,76
455.066,76
456.020,76
456.869,76
458.042,77
458.917,73
459.846,74
461.013,74
461.890,74
462.817,73
463.987,73
464.913,73
465.888,73
466.960,73
467.887,73
468.824,73
469.935,74
470.811,74
471.738,73
472.910,73
473.834,73
474.713,73
475.902,73
476.808,73
477.739,73
478.904,75
479.781,75
480.707,74
481.829,72
482.811,70
483.730,69
484.851,70
485.729,70
486.606,69
487.825,69
488.703,69
489.580,69
