df_hash,22ZHK4.EG2MBW
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.SYEB
person_label,V123
date_time_start,2026-04-06_14-06-02.091000_+03
date_time_start_unix,1775466362.091
date_time_end,2026-04-06_14-14-17.869000_+03
length_difference_noticed,no

time,heart_rate
15.503,74
16.410,75
17.550,74
18.489,71
19.410,70
20.573,70
21.450,70
22.623,72
23.549,74
24.668,76
25.305,76
26.520,76
27.447,75
28.280,75
29.502,75
30.484,74
31.399,74
32.823,74
33.594,75
34.271,75
35.442,75
36.319,75
37.245,75
38.415,75
39.396,75
40.224,75
41.390,75
42.319,75
43.294,75
44.384,74
45.389,73
46.166,72
47.441,73
48.311,74
49.192,74
50.310,75
51.414,75
52.115,75
53.332,74
54.258,74
55.087,72
56.306,72
57.183,72
58.066,73
59.328,74
60.166,75
61.039,76
62.253,77
63.130,77
64.035,77
65.226,77
66.135,76
67.030,75
68.200,75
69.077,75
70.250,75
71.174,76
72.149,76
72.980,77
74.147,77
75.025,76
75.951,75
77.123,74
78.006,74
78.924,74
80.109,74
80.999,75
81.898,77
83.081,78
83.945,79
84.872,79
86.046,79
87.005,79
87.848,79
89.090,79
89.943,79
90.848,79
92.282,79
92.933,80
93.792,80
95.016,80
95.942,80
96.822,79
97.936,78
98.933,77
99.740,76
100.958,76
101.836,76
102.714,77
103.932,77
104.809,78
105.736,77
106.905,77
107.808,76
108.663,74
109.903,72
110.805,71
111.683,71
112.859,71
113.730,73
114.608,74
115.850,75
116.704,75
117.630,73
119.144,71
119.682,70
120.607,70
121.776,70
122.651,71
123.577,72
124.748,73
125.624,73
126.551,74
127.769,74
128.893,74
129.524,74
130.694,74
131.575,74
132.604,74
133.668,74
134.617,75
135.472,75
136.650,76
137.537,76
138.445,76
139.615,76
140.541,76
141.419,76
142.589,76
143.515,76
144.392,76
145.952,76
146.492,76
147.394,77
148.585,78
149.462,80
150.340,79
151.561,80
152.452,79
153.313,79
154.532,78
155.435,78
156.290,78
157.506,78
158.386,79
159.456,80
160.479,80
161.357,80
162.287,80
163.453,79
164.577,77
165.268,76
166.426,76
167.364,76
168.240,77
169.400,78
170.277,79
171.204,78
172.398,77
173.255,75
174.227,74
175.730,73
176.273,74
177.249,75
178.321,76
179.247,77
180.125,76
181.294,75
182.221,73
183.098,72
184.271,73
185.207,74
186.079,75
187.342,76
188.171,77
189.046,78
190.215,79
191.239,78
192.019,78
193.260,76
194.115,75
194.993,73
196.168,73
197.089,74
197.966,74
199.205,74
200.067,74
200.945,75
202.110,75
203.036,76
204.015,76
205.086,76
206.020,76
206.887,76
208.057,76
208.985,77
209.861,78
211.084,78
211.968,78
212.834,77
214.102,77
214.931,77
215.808,77
217.027,77
217.904,79
218.782,77
220.000,77
220.878,77
221.755,76
223.023,76
223.854,78
224.729,79
225.949,79
226.825,79
227.703,78
228.921,78
229.800,77
230.725,77
231.896,76
232.804,76
233.699,76
234.869,77
235.799,78
236.672,79
237.842,78
238.866,78
239.651,77
240.816,76
241.693,76
242.620,76
243.789,76
244.667,76
245.593,76
246.812,76
247.643,78
248.615,79
249.737,79
250.618,79
251.672,79
252.808,80
253.588,80
254.514,80
255.684,79
256.563,78
257.536,77
258.658,76
259.584,76
260.461,76
261.634,78
262.527,79
263.435,79
264.667,78
265.482,76
266.412,75
267.583,73
268.502,70
269.382,70
270.552,70
271.430,72
272.366,73
273.607,74
274.468,74
275.333,73
276.780,73
277.426,73
278.332,73
279.479,73
280.409,73
281.277,73
282.474,75
283.373,76
284.546,78
285.423,79
286.347,79
287.224,78
288.394,78
289.320,77
290.198,76
291.427,75
292.296,75
293.221,75
294.341,75
295.544,75
296.145,76
297.315,77
298.260,77
299.122,77
300.289,77
301.215,76
302.092,75
303.704,74
304.201,73
305.066,73
306.346,74
307.162,75
308.040,76
309.213,79
310.158,81
311.022,81
312.233,81
313.110,79
314.024,78
315.227,76
316.083,75
316.961,74
318.183,73
319.057,73
319.934,73
321.153,73
322.229,73
322.914,73
324.127,76
325.250,76
325.882,75
327.101,75
327.978,75
328.855,76
330.074,77
330.951,77
331.850,77
333.048,76
333.925,74
334.803,75
336.021,75
336.923,75
337.776,74
339.049,74
339.873,74
340.800,74
341.969,74
342.846,75
343.723,75
344.965,76
345.820,77
346.697,77
347.916,77
348.793,78
349.674,78
350.893,77
351.767,77
352.645,77
353.864,77
354.741,80
355.671,81
356.837,82
357.714,83
358.641,84
359.860,83
360.701,83
361.625,81
362.784,80
363.702,79
364.588,78
365.817,79
366.635,78
367.562,78
368.732,78
369.609,77
370.544,75
371.710,74
372.627,72
373.509,73
374.755,74
375.556,75
376.483,76
377.653,76
378.579,75
379.469,75
380.626,75
381.562,74
382.454,73
383.600,73
384.530,73
385.404,74
386.622,75
387.512,75
388.426,75
389.548,75
390.484,75
391.356,74
392.570,74
393.447,75
394.325,76
395.544,77
396.421,79
397.447,81
398.522,81
399.410,82
400.272,82
401.491,81
402.368,81
403.538,80
404.464,79
405.342,78
406.223,79
407.458,79
408.319,79
409.199,80
410.412,80
411.289,80
412.228,80
413.385,79
414.263,78
415.140,78
416.365,78
417.242,78
418.114,78
419.338,78
420.248,78
421.088,78
422.306,78
423.186,77
424.110,77
425.283,77
426.168,77
427.084,78
428.692,77
429.133,77
