df_hash,22ZHK4.EG2MBW
14.700,0.948
14.730,0.947
14.760,0.949
14.790,0.949
14.820,0.949
14.850,0.945
14.880,0.949
14.910,0.943
14.940,0.949
14.970,0.948
15.000,0.947
15.030,0.948
15.060,0.947
15.090,0.942
15.120,0.949
15.150,0.949
15.180,0.946
15.210,0.943
15.240,0.950
15.270,0.946
15.300,0.950
15.330,0.948
15.360,0.946
15.390,0.944
15.420,0.952
15.450,0.950
15.480,0.944
15.510,0.944
15.540,0.948
15.570,0.951
15.600,0.948
15.630,0.948
15.660,0.948
15.690,0.947
15.720,0.949
15.750,0.948
15.780,0.947
15.810,0.944
15.840,0.947
15.870,0.950
15.900,0.948
15.930,0.944
15.960,0.947
15.990,0.942
16.020,0.950
16.050,0.947
16.080,0.944
16.110,0.945
16.140,0.950
16.170,0.949
16.200,0.947
16.230,0.947
16.260,0.942
16.290,0.946
16.320,0.952
16.350,0.950
16.380,0.947
16.410,0.945
16.440,0.949
16.470,0.947
16.500,0.946
16.530,0.947
16.560,0.950
16.590,0.948
16.620,0.949
16.650,0.944
16.680,0.946
16.710,0.948
16.740,0.948
16.770,0.949
16.800,0.948
16.830,0.943
16.860,0.947
16.890,0.939
16.920,0.949
16.950,0.949
16.980,0.943
17.010,0.946
17.040,0.947
17.070,0.945
17.100,0.947
17.130,0.948
17.160,0.940
17.190,0.944
17.220,0.951
17.250,0.946
17.280,0.940
17.310,0.946
17.340,0.951
17.370,0.946
17.400,0.946
17.430,0.948
17.460,0.944
17.490,0.946
17.520,0.947
17.550,0.948
17.580,0.949
17.610,0.946
17.640,0.947
17.670,0.951
17.700,0.951
17.730,0.943
17.760,0.947
17.790,0.945
17.820,0.951
17.850,0.949
17.880,0.940
17.910,0.947
17.940,0.945
17.970,0.944
18.000,0.946
18.030,0.950
18.060,0.939
18.090,0.948
18.120,0.952
18.150,0.947
18.180,0.944
18.210,0.950
18.240,0.946
18.270,0.945
18.300,0.950
18.330,0.947
18.360,0.946
18.390,0.948
18.420,0.947
18.450,0.947
18.480,0.949
18.510,0.951
18.540,0.949
18.570,0.941
18.600,0.951
18.630,0.943
18.660,0.949
18.690,0.950
18.720,0.944
18.750,0.943
18.780,0.952
18.810,0.948
18.840,0.951
18.870,0.947
18.900,0.939
18.930,0.950
18.960,0.953
18.990,0.948
19.020,0.944
19.050,0.947
19.080,0.948
19.110,0.950
19.140,0.946
19.170,0.947
19.200,0.946
19.230,0.942
19.260,0.947
19.290,0.945
19.320,0.945
19.350,0.949
19.380,0.944
19.410,0.942
19.440,0.947
19.470,0.948
19.500,0.957
19.530,0.944
19.560,0.941
19.590,0.945
19.620,0.949
19.650,0.949
19.680,0.942
19.710,0.940
19.740,0.942
19.770,0.951
19.800,0.950
19.830,0.946
19.860,0.942
19.890,0.943
19.920,0.950
19.950,0.950
19.980,0.946
20.010,0.947
20.040,0.947
20.070,0.944
20.100,0.946
20.130,0.948
20.160,0.947
20.190,0.943
20.220,0.950
20.250,0.944
20.280,0.950
20.310,0.955
20.340,0.946
20.370,0.943
20.400,0.946
20.430,0.947
20.460,0.947
20.490,0.948
20.520,0.945
20.550,0.942
20.580,0.949
20.610,0.954
20.640,0.944
20.670,0.943
20.700,0.948
20.730,0.947
20.760,0.949
20.790,0.945
20.820,0.945
20.850,0.945
20.880,0.949
20.910,0.948
20.940,0.945
20.970,0.944
21.000,0.942
21.030,0.944
21.060,0.939
21.090,0.947
21.120,0.951
21.150,0.948
21.180,0.945
21.210,0.945
21.240,0.947
21.270,0.944
21.300,0.954
21.330,0.947
21.360,0.950
21.390,0.951
21.420,0.946
21.450,0.944
21.480,0.944
21.510,0.946
21.540,0.949
21.570,0.944
21.600,0.947
21.630,0.951
21.660,0.949
21.690,0.949
21.720,0.948
21.750,0.947
21.780,0.946
21.810,0.946
21.840,0.943
21.870,0.946
21.900,0.956
21.930,0.948
21.960,0.944
21.990,0.946
22.020,0.944
22.050,0.944
22.080,0.945
22.110,0.947
22.140,0.942
22.170,0.948
22.200,0.952
22.230,0.943
22.260,0.946
22.290,0.948
22.320,0.942
22.350,0.949
22.380,0.946
22.410,0.947
22.440,0.946
22.470,0.948
22.500,0.950
22.530,0.956
22.560,0.949
22.590,0.942
22.620,0.944
22.650,0.947
22.680,0.954
22.710,0.958
22.740,0.942
22.770,0.937
22.800,0.945
22.830,0.949
22.860,0.947
22.890,0.946
22.920,0.942
22.950,0.948
22.980,0.952
23.010,0.949
23.040,0.941
23.070,0.945
23.100,0.948
23.130,0.951
23.160,0.948
23.190,0.947
23.220,0.947
23.250,0.945
23.280,0.951
23.310,0.949
23.340,0.956
23.370,0.942
23.400,0.943
23.430,0.951
23.460,0.952
23.490,0.949
23.520,0.938
23.550,0.942
23.580,0.942
23.610,0.949
23.640,0.953
23.670,0.954
23.700,0.941
23.730,0.946
23.760,0.950
23.790,0.947
23.820,0.946
23.850,0.943
23.880,0.947
23.910,0.949
23.940,0.950
23.970,0.947
24.000,0.948
24.030,0.946
24.060,0.949
24.090,0.950
24.120,0.950
24.150,0.946
24.180,0.944
24.210,0.941
24.240,0.943
24.270,0.953
24.300,0.950
24.330,0.941
24.360,0.946
24.390,0.951
24.420,0.951
24.450,0.947
24.480,0.951
24.510,0.942
24.540,0.949
24.570,0.952
24.600,0.946
24.630,0.948
24.660,0.948
24.690,0.947
24.720,0.951
24.750,0.954
24.780,0.946
24.810,0.946
24.840,0.946
24.870,0.945
24.900,0.944
24.930,0.948
24.960,0.946
24.990,0.950
25.020,0.945
25.050,0.945
25.080,0.943
25.110,0.958
25.140,0.949
25.170,0.941
25.200,0.950
25.230,0.951
25.260,0.948
25.290,0.946
25.320,0.951
25.350,0.948
25.380,0.947
25.410,0.949
25.440,0.947
25.470,0.945
25.500,0.944
25.530,0.947
25.560,0.948
25.590,0.948
25.620,0.952
25.650,0.947
25.680,0.946
25.710,0.947
25.740,0.941
25.770,0.950
25.800,0.952
25.830,0.947
25.860,0.937
25.890,0.949
25.920,0.953
25.950,0.954
25.980,0.945
26.010,0.942
26.040,0.947
26.070,0.949
26.100,0.948
26.130,0.947
26.160,0.945
26.190,0.941
26.220,0.947
26.250,0.949
26.280,0.947
26.310,0.949
26.340,0.948
26.370,0.945
26.400,0.948
26.430,0.946
26.460,0.949
26.490,0.947
26.520,0.947
26.550,0.949
26.580,0.951
26.610,0.951
26.640,0.946
26.670,0.942
26.700,0.948
26.730,0.949
26.760,0.953
26.790,0.945
26.820,0.942
26.850,0.948
26.880,0.951
26.910,0.952
26.940,0.951
26.970,0.948
27.000,0.942
27.030,0.951
27.060,0.951
27.090,0.942
27.120,0.948
27.150,0.947
27.180,0.946
27.210,0.949
27.240,0.947
27.270,0.948
27.300,0.948
27.330,0.948
27.360,0.947
27.390,0.948
27.420,0.949
27.450,0.945
27.480,0.946
27.510,0.946
27.540,0.947
27.570,0.953
27.600,0.951
27.630,0.947
27.660,0.944
27.690,0.950
27.720,0.944
27.750,0.945
27.780,0.953
27.810,0.945
27.840,0.948
27.870,0.949
27.900,0.950
27.930,0.945
27.960,0.947
27.990,0.944
28.020,0.949
28.050,0.947
28.080,0.950
28.110,0.947
28.140,0.947
28.170,0.952
28.200,0.945
28.230,0.946
28.260,0.947
28.290,0.947
28.320,0.951
28.350,0.943
28.380,0.948
28.410,0.952
28.440,0.946
28.470,0.947
28.500,0.946
28.530,0.947
28.560,0.945
28.590,0.949
28.620,0.947
28.650,0.946
28.680,0.950
28.710,0.948
28.740,0.946
28.770,0.951
28.800,0.948
28.830,0.947
28.860,0.953
28.890,0.946
28.920,0.946
28.950,0.947
28.980,0.951
29.010,0.946
29.040,0.944
29.070,0.948
29.100,0.946
29.130,0.944
29.160,0.951
29.190,0.947
29.220,0.955
29.250,0.954
29.280,0.940
29.310,0.946
29.340,0.949
29.370,0.951
29.400,0.947
29.430,0.953
29.460,0.944
29.490,0.950
29.520,0.953
29.550,0.941
29.580,0.947
29.610,0.951
29.640,0.948
29.670,0.948
29.700,0.948
29.730,0.951
29.760,0.947
29.790,0.949
29.820,0.951
29.850,0.945
29.880,0.951
29.910,0.946
29.940,0.936
29.970,0.952
30.000,0.950
30.030,0.949
30.060,0.948
30.090,0.940
30.120,0.946
30.150,0.951
30.180,0.948
30.210,0.949
30.240,0.947
30.270,0.945
30.300,0.952
30.330,0.951
30.360,0.946
30.390,0.946
30.420,0.949
30.450,0.948
30.480,0.949
30.510,0.947
30.540,0.945
30.570,0.945
30.600,0.947
30.630,0.956
30.660,0.950
30.690,0.945
30.720,0.937
30.750,0.951
30.780,0.956
30.810,0.952
30.840,0.940
30.870,0.941
30.900,0.947
30.930,0.953
30.960,0.950
30.990,0.945
31.020,0.946
31.050,0.944
31.080,0.954
31.110,0.954
31.140,0.948
31.170,0.943
31.200,0.945
31.230,0.949
31.260,0.949
31.290,0.945
31.320,0.945
31.350,0.948
31.380,0.948
31.410,0.952
31.440,0.950
31.470,0.948
31.500,0.934
31.530,0.944
31.560,0.950
31.590,0.951
31.620,0.947
31.650,0.941
31.680,0.948
31.710,0.948
31.740,0.951
31.770,0.948
31.800,0.949
31.830,0.942
31.860,0.949
31.890,0.954
31.920,0.948
31.950,0.947
31.980,0.943
32.010,0.950
32.040,0.949
32.070,0.946
32.100,0.946
32.130,0.951
32.160,0.948
32.190,0.949
32.220,0.948
32.250,0.948
32.280,0.945
32.310,0.944
32.340,0.944
32.370,0.955
32.400,0.954
32.430,0.947
32.460,0.947
32.490,0.949
32.520,0.950
32.550,0.947
32.580,0.951
32.610,0.949
32.640,0.944
32.670,0.949
32.700,0.955
32.730,0.947
32.760,0.947
32.790,0.949
32.820,0.949
32.850,0.950
32.880,0.949
32.910,0.950
32.940,0.948
32.970,0.949
33.000,0.950
33.030,0.952
33.060,0.944
33.090,0.947
33.120,0.944
33.150,0.949
33.180,0.942
33.210,0.951
33.240,0.950
33.270,0.945
33.300,0.950
33.330,0.952
33.360,0.950
33.390,0.945
33.420,0.949
33.450,0.947
33.480,0.947
33.510,0.950
33.540,0.948
33.570,0.943
33.600,0.946
33.630,0.950
33.660,0.949
33.690,0.949
33.720,0.949
33.750,0.950
33.780,0.950
33.810,0.952
33.840,0.945
33.870,0.947
33.900,0.953
33.930,0.949
33.960,0.945
33.990,0.946
34.020,0.943
34.050,0.954
34.080,0.947
34.110,0.945
34.140,0.949
34.170,0.946
34.200,0.947
34.230,0.952
34.260,0.949
34.290,0.942
34.320,0.949
34.350,0.951
34.380,0.946
34.410,0.945
34.440,0.950
34.470,0.950
34.500,0.952
34.530,0.948
34.560,0.950
34.590,0.948
34.620,0.950
34.650,0.948
34.680,0.948
34.710,0.952
34.740,0.950
34.770,0.945
34.800,0.952
34.830,0.948
34.860,0.957
34.890,0.952
34.920,0.938
34.950,0.943
34.980,0.951
35.010,0.950
35.040,0.951
35.070,0.952
35.100,0.944
35.130,0.951
35.160,0.953
35.190,0.945
35.220,0.946
35.250,0.947
35.280,0.947
35.310,0.951
35.340,0.948
35.370,0.947
35.400,0.950
35.430,0.948
35.460,0.947
35.490,0.949
35.520,0.949
35.550,0.947
35.580,0.943
35.610,0.948
35.640,0.951
35.670,0.955
35.700,0.945
35.730,0.941
35.760,0.947
35.790,0.950
35.820,0.950
35.850,0.948
35.880,0.947
35.910,0.944
35.940,0.952
35.970,0.954
36.000,0.951
36.030,0.947
36.060,0.948
36.090,0.951
36.120,0.950
36.150,0.948
36.180,0.948
36.210,0.948
36.240,0.949
36.270,0.948
36.300,0.949
36.330,0.946
36.360,0.946
36.390,0.957
36.420,0.946
36.450,0.954
36.480,0.957
36.510,0.947
36.540,0.946
36.570,0.948
36.600,0.947
36.630,0.952
36.660,0.951
36.690,0.947
36.720,0.943
36.750,0.953
36.780,0.948
36.810,0.950
36.840,0.950
36.870,0.947
36.900,0.949
36.930,0.949
36.960,0.945
36.990,0.948
37.020,0.952
37.050,0.949
37.080,0.948
37.110,0.947
37.140,0.948
37.170,0.949
37.200,0.949
37.230,0.945
37.260,0.947
37.290,0.952
37.320,0.951
37.350,0.951
37.380,0.948
37.410,0.944
37.440,0.950
37.470,0.950
37.500,0.945
37.530,0.943
37.560,0.949
37.590,0.954
37.620,0.944
37.650,0.952
37.680,0.950
37.710,0.947
37.740,0.952
37.770,0.947
37.800,0.948
37.830,0.951
37.860,0.954
37.890,0.945
37.920,0.950
37.950,0.951
37.980,0.949
38.010,0.949
38.040,0.945
38.070,0.952
38.100,0.957
38.130,0.947
38.160,0.944
38.190,0.951
38.220,0.947
38.250,0.948
38.280,0.951
38.310,0.947
38.340,0.951
38.370,0.951
38.400,0.948
38.430,0.943
38.460,0.949
38.490,0.942
38.520,0.947
38.550,0.954
38.580,0.951
38.610,0.948
38.640,0.951
38.670,0.946
38.700,0.949
38.730,0.953
38.760,0.942
38.790,0.948
38.820,0.948
38.850,0.960
38.880,0.957
38.910,0.947
38.940,0.946
38.970,0.951
39.000,0.950
39.030,0.946
39.060,0.952
39.090,0.949
39.120,0.948
39.150,0.954
39.180,0.950
39.210,0.949
39.240,0.949
39.270,0.944
39.300,0.952
39.330,0.951
39.360,0.948
39.390,0.951
39.420,0.947
39.450,0.946
39.480,0.950
39.510,0.949
39.540,0.948
39.570,0.947
39.600,0.945
39.630,0.950
39.660,0.951
39.690,0.954
39.720,0.947
39.750,0.949
39.780,0.946
39.810,0.952
39.840,0.952
39.870,0.957
39.900,0.942
39.930,0.949
39.960,0.954
39.990,0.954
40.020,0.946
40.050,0.948
40.080,0.950
40.110,0.947
40.140,0.949
40.170,0.948
40.200,0.951
40.230,0.949
40.260,0.948
40.290,0.954
40.320,0.955
40.350,0.953
40.380,0.950
40.410,0.952
40.440,0.945
40.470,0.949
40.500,0.953
40.530,0.950
40.560,0.952
40.590,0.951
40.620,0.949
40.650,0.952
40.680,0.948
40.710,0.946
40.740,0.948
40.770,0.950
40.800,0.954
40.830,0.947
40.860,0.949
40.890,0.950
40.920,0.950
40.950,0.955
40.980,0.950
41.010,0.948
41.040,0.952
41.070,0.949
41.100,0.947
41.130,0.950
41.160,0.954
41.190,0.955
41.220,0.947
41.250,0.943
41.280,0.949
41.310,0.948
41.340,0.957
41.370,0.954
41.400,0.947
41.430,0.950
41.460,0.947
41.490,0.948
41.520,0.949
41.550,0.950
41.580,0.943
41.610,0.950
41.640,0.954
41.670,0.947
41.700,0.946
41.730,0.949
41.760,0.952
41.790,0.951
41.820,0.951
41.850,0.950
41.880,0.947
41.910,0.950
41.940,0.949
41.970,0.950
42.000,0.957
42.030,0.948
42.060,0.946
42.090,0.950
42.120,0.948
42.150,0.954
42.180,0.954
42.210,0.945
42.240,0.941
42.270,0.951
42.300,0.955
42.330,0.955
42.360,0.953
42.390,0.952
42.420,0.945
42.450,0.949
42.480,0.954
42.510,0.948
42.540,0.951
42.570,0.951
42.600,0.948
42.630,0.948
42.660,0.957
42.690,0.953
42.720,0.954
42.750,0.950
42.780,0.949
42.810,0.951
42.840,0.957
42.870,0.947
42.900,0.946
42.930,0.949
42.960,0.943
42.990,0.950
43.020,0.958
43.050,0.956
43.080,0.950
43.110,0.943
43.140,0.947
43.170,0.947
43.200,0.951
43.230,0.946
43.260,0.946
43.290,0.949
43.320,0.955
43.350,0.951
43.380,0.956
43.410,0.952
43.440,0.950
43.470,0.950
43.500,0.950
43.530,0.951
43.560,0.953
43.590,0.949
43.620,0.951
43.650,0.949
43.680,0.949
43.710,0.955
43.740,0.951
43.770,0.951
43.800,0.947
43.830,0.947
43.860,0.956
43.890,0.949
43.920,0.944
43.950,0.942
43.980,0.948
44.010,0.952
44.040,0.953
44.070,0.951
44.100,0.946
44.130,0.951
44.160,0.953
44.190,0.945
44.220,0.949
44.250,0.948
44.280,0.951
44.310,0.950
44.340,0.952
44.370,0.952
44.400,0.953
44.430,0.946
44.460,0.952
44.490,0.951
44.520,0.946
44.550,0.950
44.580,0.950
44.610,0.945
44.640,0.951
44.670,0.944
44.700,0.954
44.730,0.949
44.760,0.944
44.790,0.952
44.820,0.952
44.850,0.947
44.880,0.950
44.910,0.952
44.940,0.945
44.970,0.953
45.000,0.952
45.030,0.947
45.060,0.950
45.090,0.953
45.120,0.949
45.150,0.951
45.180,0.952
45.210,0.952
45.240,0.954
45.270,0.948
45.300,0.948
45.330,0.952
45.360,0.951
45.390,0.947
45.420,0.946
45.450,0.950
45.480,0.956
45.510,0.953
45.540,0.944
45.570,0.943
45.600,0.951
45.630,0.957
45.660,0.950
45.690,0.949
45.720,0.945
45.750,0.950
45.780,0.960
45.810,0.950
45.840,0.942
45.870,0.950
45.900,0.953
45.930,0.955
45.960,0.950
45.990,0.950
46.020,0.947
46.050,0.951
46.080,0.949
46.110,0.952
46.140,0.952
46.170,0.953
46.200,0.952
46.230,0.949
46.260,0.952
46.290,0.951
46.320,0.947
46.350,0.948
46.380,0.949
46.410,0.953
46.440,0.951
46.470,0.948
46.500,0.947
46.530,0.947
46.560,0.956
46.590,0.951
46.620,0.943
46.650,0.947
46.680,0.953
46.710,0.951
46.740,0.949
46.770,0.954
46.800,0.949
46.830,0.948
46.860,0.948
46.890,0.953
46.920,0.952
46.950,0.952
46.980,0.952
47.010,0.945
47.040,0.952
47.070,0.957
47.100,0.951
47.130,0.947
47.160,0.951
47.190,0.950
47.220,0.953
47.250,0.951
47.280,0.949
47.310,0.951
47.340,0.951
47.370,0.951
47.400,0.946
47.430,0.949
47.460,0.948
47.490,0.946
47.520,0.954
47.550,0.956
47.580,0.951
47.610,0.944
47.640,0.945
47.670,0.950
47.700,0.951
47.730,0.951
47.760,0.951
47.790,0.943
47.820,0.945
47.850,0.957
47.880,0.952
47.910,0.944
47.940,0.950
47.970,0.951
48.000,0.952
48.030,0.952
48.060,0.945
48.090,0.945
48.120,0.949
48.150,0.955
48.180,0.955
48.210,0.953
48.240,0.950
48.270,0.957
48.300,0.950
48.330,0.950
48.360,0.946
48.390,0.951
48.420,0.952
48.450,0.949
48.480,0.954
48.510,0.949
48.540,0.947
48.570,0.945
48.600,0.947
48.630,0.949
48.660,0.956
48.690,0.949
48.720,0.943
48.750,0.948
48.780,0.952
48.810,0.949
48.840,0.950
48.870,0.950
48.900,0.944
48.930,0.957
48.960,0.954
48.990,0.945
49.020,0.945
49.050,0.948
49.080,0.953
49.110,0.954
49.140,0.953
49.170,0.951
49.200,0.950
49.230,0.952
49.260,0.953
49.290,0.956
49.320,0.952
49.350,0.945
49.380,0.942
49.410,0.950
49.440,0.954
49.470,0.954
49.500,0.950
49.530,0.945
49.560,0.945
49.590,0.954
49.620,0.953
49.650,0.950
49.680,0.953
49.710,0.941
49.740,0.949
49.770,0.955
49.800,0.949
49.830,0.952
49.860,0.952
49.890,0.949
49.920,0.949
49.950,0.954
49.980,0.952
50.010,0.953
50.040,0.954
50.070,0.950
50.100,0.950
50.130,0.953
50.160,0.952
50.190,0.952
50.220,0.950
50.250,0.950
50.280,0.953
50.310,0.954
50.340,0.942
50.370,0.948
50.400,0.954
50.430,0.957
50.460,0.950
50.490,0.948
50.520,0.947
50.550,0.949
50.580,0.957
50.610,0.955
50.640,0.950
50.670,0.946
50.700,0.950
50.730,0.945
50.760,0.953
50.790,0.952
50.820,0.950
50.850,0.950
50.880,0.948
50.910,0.951
50.940,0.948
50.970,0.952
51.000,0.951
51.030,0.949
51.060,0.947
51.090,0.950
51.120,0.952
51.150,0.956
51.180,0.951
51.210,0.944
51.240,0.951
51.270,0.951
51.300,0.954
51.330,0.946
51.360,0.952
51.390,0.946
51.420,0.950
51.450,0.957
51.480,0.948
51.510,0.948
51.540,0.948
51.570,0.952
51.600,0.953
51.630,0.951
51.660,0.950
51.690,0.951
51.720,0.949
51.750,0.950
51.780,0.949
51.810,0.950
51.840,0.948
51.870,0.949
51.900,0.953
51.930,0.944
51.960,0.947
51.990,0.951
52.020,0.949
52.050,0.952
52.080,0.943
52.110,0.950
52.140,0.953
52.170,0.951
52.200,0.955
52.230,0.948
52.260,0.945
52.290,0.955
52.320,0.955
52.350,0.948
52.380,0.950
52.410,0.953
52.440,0.953
52.470,0.954
52.500,0.953
52.530,0.949
52.560,0.946
52.590,0.950
52.620,0.949
52.650,0.948
52.680,0.956
52.710,0.954
52.740,0.947
52.770,0.946
52.800,0.952
52.830,0.954
52.860,0.955
52.890,0.950
52.920,0.943
52.950,0.945
52.980,0.957
53.010,0.954
53.040,0.955
53.070,0.954
53.100,0.944
53.130,0.958
53.160,0.955
53.190,0.944
53.220,0.950
53.250,0.952
53.280,0.951
53.310,0.953
53.340,0.952
53.370,0.948
53.400,0.946
53.430,0.951
53.460,0.950
53.490,0.950
53.520,0.952
53.550,0.951
53.580,0.951
53.610,0.947
53.640,0.948
53.670,0.948
53.700,0.956
53.730,0.949
53.760,0.947
53.790,0.948
53.820,0.951
53.850,0.951
53.880,0.950
53.910,0.955
53.940,0.947
53.970,0.953
54.000,0.952
54.030,0.953
54.060,0.950
54.090,0.947
54.120,0.949
54.150,0.951
54.180,0.949
54.210,0.953
54.240,0.951
54.270,0.952
54.300,0.951
54.330,0.950
54.360,0.952
54.390,0.953
54.420,0.950
54.450,0.954
54.480,0.945
54.510,0.946
54.540,0.956
54.570,0.950
54.600,0.951
54.630,0.950
54.660,0.951
54.690,0.952
54.720,0.952
54.750,0.950
54.780,0.948
54.810,0.950
54.840,0.956
54.870,0.948
54.900,0.945
54.930,0.949
54.960,0.952
54.990,0.951
55.020,0.951
55.050,0.953
55.080,0.948
55.110,0.950
55.140,0.954
55.170,0.951
55.200,0.950
55.230,0.949
55.260,0.950
55.290,0.949
55.320,0.946
55.350,0.946
55.380,0.954
55.410,0.953
55.440,0.947
55.470,0.947
55.500,0.953
55.530,0.951
55.560,0.950
55.590,0.950
55.620,0.948
55.650,0.951
55.680,0.955
55.710,0.949
55.740,0.949
55.770,0.953
55.800,0.949
55.830,0.950
55.860,0.949
55.890,0.955
55.920,0.954
55.950,0.948
55.980,0.949
56.010,0.951
56.040,0.952
56.070,0.949
56.100,0.950
56.130,0.949
56.160,0.954
56.190,0.954
56.220,0.946
56.250,0.945
56.280,0.950
56.310,0.953
56.340,0.952
56.370,0.951
56.400,0.947
56.430,0.949
56.460,0.954
56.490,0.951
56.520,0.949
56.550,0.951
56.580,0.953
56.610,0.954
56.640,0.954
56.670,0.949
56.700,0.951
56.730,0.948
56.760,0.951
56.790,0.952
56.820,0.953
56.850,0.950
56.880,0.948
56.910,0.951
56.940,0.951
56.970,0.959
57.000,0.949
57.030,0.951
57.060,0.954
57.090,0.949
