df_hash,22ZHK4.EG2MBW
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.SYEB
person_label,V123
date_time_start,2026-04-06_14-06-02.091000_+03
date_time_start_unix,1775466362.091
date_time_end,2026-04-06_14-14-17.869000_+03
length_difference_noticed,no

time,acc_mag
5.310,0.951
5.340,0.948
5.370,0.950
5.400,0.947
5.430,0.943
5.460,0.944
5.490,0.944
5.520,0.943
5.550,0.945
5.580,0.947
5.610,0.949
5.640,0.936
5.670,0.942
5.700,0.944
5.730,0.946
5.760,0.946
5.790,0.942
5.820,0.943
5.850,0.947
5.880,0.948
5.910,0.947
5.940,0.946
5.970,0.941
6.000,0.948
6.030,0.950
6.060,0.943
6.090,0.940
6.120,0.943
6.150,0.947
6.180,0.948
6.210,0.947
6.240,0.941
6.270,0.944
6.300,0.947
6.330,0.947
6.360,0.945
6.390,0.944
6.420,0.945
6.450,0.948
6.480,0.948
6.510,0.945
6.540,0.949
6.570,0.938
6.600,0.951
6.630,0.948
6.660,0.942
6.690,0.945
6.720,0.945
6.750,0.942
6.780,0.946
6.810,0.947
6.840,0.944
6.870,0.943
6.900,0.950
6.930,0.949
6.960,0.944
6.990,0.945
7.020,0.945
7.050,0.943
7.080,0.947
7.110,0.948
7.140,0.945
7.170,0.950
7.200,0.946
7.230,0.947
7.260,0.943
7.290,0.941
7.320,0.948
7.350,0.947
7.380,0.954
7.410,0.948
7.440,0.944
7.470,0.947
7.500,0.949
7.530,0.950
7.560,0.946
7.590,0.943
7.620,0.943
7.650,0.946
7.680,0.948
7.710,0.948
7.740,0.946
7.770,0.943
7.800,0.952
7.830,0.951
7.860,0.946
7.890,0.944
7.920,0.944
7.950,0.946
7.980,0.945
8.010,0.946
8.040,0.943
8.070,0.945
8.100,0.944
8.130,0.951
8.160,0.948
8.190,0.948
8.220,0.941
8.250,0.945
8.280,0.949
8.310,0.944
8.340,0.944
8.370,0.944
8.400,0.942
8.430,0.952
8.460,0.946
8.490,0.944
8.520,0.944
8.550,0.948
8.580,0.945
8.610,0.944
8.640,0.946
8.670,0.946
8.700,0.944
8.730,0.949
8.760,0.947
8.790,0.944
8.820,0.949
8.850,0.948
8.880,0.949
8.910,0.948
8.940,0.946
8.970,0.949
9.000,0.946
9.030,0.945
9.060,0.945
9.090,0.944
9.120,0.943
9.150,0.945
9.180,0.950
9.210,0.945
9.240,0.941
9.270,0.948
9.300,0.941
9.330,0.950
9.360,0.949
9.390,0.942
9.420,0.947
9.450,0.947
9.480,0.948
9.510,0.945
9.540,0.947
9.570,0.942
9.600,0.947
9.630,0.952
9.660,0.944
9.690,0.940
9.720,0.947
9.750,0.945
9.780,0.950
9.810,0.949
9.840,0.947
9.870,0.946
9.900,0.950
9.930,0.950
9.960,0.946
9.990,0.944
10.020,0.946
10.050,0.944
10.080,0.947
10.110,0.950
10.140,0.943
10.170,0.946
10.200,0.942
10.230,0.951
10.260,0.941
10.290,0.943
10.320,0.947
10.350,0.949
10.380,0.951
10.410,0.950
10.440,0.948
10.470,0.942
10.500,0.951
10.530,0.951
10.560,0.945
10.590,0.946
10.620,0.948
10.650,0.950
10.680,0.952
10.710,0.953
10.740,0.949
10.770,0.946
10.800,0.947
10.830,0.949
10.860,0.949
10.890,0.946
10.920,0.946
10.950,0.949
10.980,0.944
11.010,0.938
11.040,0.948
11.070,0.951
11.100,0.953
11.130,0.944
11.160,0.943
11.190,0.943
11.220,0.946
11.250,0.947
11.280,0.943
11.310,0.939
11.340,0.948
11.370,0.953
11.400,0.945
11.430,0.942
11.460,0.943
11.490,0.945
11.520,0.947
11.550,0.947
11.580,0.945
11.610,0.947
11.640,0.948
11.670,0.947
11.700,0.948
11.730,0.951
11.760,0.946
11.790,0.943
11.820,0.945
11.850,0.948
11.880,0.957
11.910,0.952
11.940,0.938
11.970,0.941
12.000,0.945
12.030,0.948
12.060,0.952
12.090,0.945
12.120,0.941
12.150,0.945
12.180,0.953
12.210,0.947
12.240,0.947
12.270,0.946
12.300,0.944
12.330,0.947
12.360,0.950
12.390,0.947
12.420,0.950
12.450,0.947
12.480,0.947
12.510,0.952
12.540,0.950
12.570,0.938
12.600,0.948
12.630,0.950
12.660,0.954
12.690,0.949
12.720,0.945
12.750,0.949
12.780,0.951
12.810,0.944
12.840,0.948
12.870,0.947
12.900,0.941
12.930,0.944
12.960,0.953
12.990,0.948
13.020,0.941
13.050,0.945
13.080,0.947
13.110,0.949
13.140,0.949
13.170,0.943
13.200,0.943
13.230,0.942
13.260,0.946
13.290,0.946
13.320,0.949
13.350,0.946
13.380,0.948
13.410,0.945
13.440,0.951
13.470,0.951
13.500,0.939
13.530,0.941
13.560,0.947
13.590,0.948
13.620,0.948
13.650,0.948
13.680,0.947
13.710,0.944
13.740,0.952
13.770,0.950
13.800,0.944
13.830,0.941
13.860,0.945
13.890,0.949
13.920,0.947
13.950,0.948
13.980,0.946
14.010,0.946
14.040,0.946
14.070,0.947
14.100,0.946
14.130,0.948
14.160,0.948
14.190,0.949
14.220,0.944
14.250,0.950
14.280,0.953
14.310,0.943
14.340,0.942
14.370,0.946
14.400,0.946
14.430,0.951
14.460,0.949
14.490,0.947
14.520,0.946
14.550,0.950
14.580,0.947
14.610,0.945
14.640,0.944
14.670,0.944
