df_hash,22ZHK4.QEBF70
153.458,53
153.483,10
153.508,-50
153.533,-116
153.558,-170
153.583,-204
153.608,-226
153.633,-251
153.658,-278
153.683,-277
153.708,-210
153.733,-62
153.758,132
153.783,314
153.808,438
153.833,501
153.858,532
153.883,556
153.908,573
153.933,575
153.958,561
153.983,551
154.008,557
154.033,574
154.058,583
154.083,574
154.108,553
154.133,533
154.158,510
154.183,471
154.208,411
154.233,345
154.258,293
154.283,255
154.308,210
154.333,142
154.358,63
154.383,19
154.408,48
154.433,145
154.458,265
154.483,355
154.508,395
154.533,397
154.558,384
154.583,365
154.608,335
154.633,294
154.658,257
154.683,240
154.708,246
154.733,259
154.758,259
154.783,243
154.808,224
154.833,209
154.858,192
154.883,164
154.908,124
154.933,89
154.958,67
154.983,47
155.008,6
155.033,-55
155.058,-102
155.083,-87
155.108,9
155.133,152
155.158,279
155.183,350
155.208,367
155.233,361
155.258,352
155.283,336
155.308,307
155.333,272
155.358,253
155.383,263
155.408,289
155.433,309
155.458,313
155.483,308
155.508,302
155.533,291
155.558,266
155.583,231
155.608,201
155.633,181
155.658,157
155.683,110
155.708,45
155.733,3
155.758,29
155.783,129
155.808,257
155.833,355
155.858,396
155.883,396
155.908,382
155.933,365
155.958,337
155.983,299
156.008,266
156.033,256
156.058,263
156.083,269
156.108,262
156.133,248
156.158,240
156.183,233
156.208,210
156.233,166
156.258,118
156.283,85
156.308,65
156.333,32
156.358,-23
156.383,-70
156.408,-58
156.433,31
156.458,160
156.483,266
156.508,312
156.533,315
156.558,312
156.583,319
156.608,322
156.633,305
156.658,273
156.683,248
156.708,242
156.733,248
156.758,253
156.783,257
156.808,263
156.833,265
156.858,253
156.883,227
156.908,202
156.933,190
156.958,182
156.983,157
157.008,112
157.033,82
157.058,109
157.083,198
157.108,308
157.133,386
157.158,410
157.183,400
157.208,383
157.233,368
157.258,344
157.283,308
157.308,275
157.333,258
157.358,254
157.383,252
157.408,246
157.433,245
157.458,251
157.483,252
157.508,234
157.533,199
157.558,166
157.583,145
157.608,124
157.633,84
157.658,31
157.683,3
157.708,34
157.733,121
157.758,222
157.783,297
157.808,332
157.833,338
157.858,329
157.883,309
157.908,279
157.933,251
157.958,238
157.983,240
158.008,246
158.033,246
158.058,240
158.083,235
158.108,229
158.133,215
158.158,193
158.183,175
158.208,166
158.233,153
158.258,118
158.283,68
158.308,41
158.333,74
158.358,167
158.383,277
158.408,357
158.433,388
158.458,385
158.483,367
158.508,339
158.533,299
158.558,255
158.583,223
158.608,214
158.633,219
158.658,225
158.683,223
158.708,213
158.733,200
158.758,182
158.783,161
158.808,139
158.833,116
158.858,80
158.883,26
158.908,-24
158.933,-33
158.958,29
158.983,151
159.008,277
159.033,354
159.058,373
159.083,359
159.108,345
159.133,339
159.158,330
159.183,317
159.208,307
159.233,307
159.258,312
159.283,314
159.308,312
159.333,310
159.358,304
159.383,286
159.408,251
159.433,212
159.458,182
159.483,151
159.508,97
159.533,17
159.558,-47
159.583,-37
159.608,65
159.633,216
159.658,337
159.683,386
159.708,382
159.733,366
159.758,359
159.783,349
159.808,322
159.833,290
159.858,276
159.883,285
159.908,292
159.933,277
159.958,246
159.983,223
160.008,217
160.033,212
160.058,190
160.083,152
160.108,118
160.133,99
160.158,75
160.183,26
160.208,-35
160.233,-65
160.258,-18
160.283,99
160.308,236
160.333,334
160.358,370
160.383,366
160.408,353
160.433,344
160.458,334
160.483,316
160.508,300
160.533,297
160.558,310
160.583,324
160.608,327
160.633,317
160.658,305
160.683,296
160.708,280
160.733,245
160.758,196
160.783,151
160.808,130
160.833,126
160.858,113
160.883,74
160.908,26
160.933,13
160.958,69
160.983,180
161.008,294
161.033,363
161.058,376
161.083,360
161.108,343
161.133,328
161.158,306
161.183,276
161.208,255
161.233,261
161.258,282
161.283,295
161.308,285
161.333,264
161.358,251
161.383,247
161.408,234
161.433,200
161.458,159
161.483,133
161.508,126
161.533,111
161.558,67
161.583,12
161.608,-5
161.633,45
161.658,151
161.683,258
161.708,324
161.733,347
161.758,350
161.783,348
161.808,335
161.833,304
161.858,264
161.883,237
161.908,232
161.933,235
161.958,230
161.983,216
162.008,203
162.033,196
162.058,182
162.083,153
162.108,116
162.133,90
162.158,81
162.183,70
162.208,40
162.233,3
162.258,1
162.283,66
162.308,187
162.333,311
162.358,391
162.383,417
162.408,414
162.433,410
162.458,408
162.483,394
162.508,366
162.533,338
162.558,326
162.583,329
162.608,330
162.633,319
162.658,301
162.683,288
162.708,278
162.733,261
162.758,229
162.783,192
162.808,169
162.833,161
162.858,145
162.883,98
162.908,28
162.933,-14
162.958,15
162.983,119
163.008,243
163.033,328
163.058,351
163.083,342
163.108,336
163.133,341
163.158,338
163.183,315
163.208,290
163.233,290
163.258,314
163.283,334
163.308,328
163.333,305
163.358,293
163.383,295
163.408,278
163.433,210
163.458,102
163.483,0
163.508,-60
163.533,-96
163.558,-143
163.583,-206
163.608,-233
163.633,-167
163.658,-13
163.683,159
163.708,282
163.733,340
163.758,367
163.783,397
163.808,428
163.833,439
163.858,431
163.883,427
163.908,443
163.933,468
163.958,475
163.983,464
164.008,455
164.033,460
164.058,460
164.083,430
164.108,373
164.133,327
164.158,314
164.183,305
164.208,235
164.233,76
164.258,-128
164.283,-287
164.308,-328
164.333,-248
164.358,-99
164.383,55
164.408,175
164.433,244
164.458,266
164.483,257
164.508,240
164.533,227
164.558,217
164.583,201
164.608,187
164.633,197
164.658,247
164.683,320
164.708,375
164.733,380
164.758,340
164.783,283
164.808,234
164.833,202
164.858,189
164.883,197
164.908,220
164.933,237
164.958,218
164.983,162
165.008,106
165.033,99
165.058,155
165.083,245
165.108,319
165.133,356
165.158,365
165.183,364
165.208,354
165.233,328
165.258,287
165.283,250
165.308,231
165.333,229
165.358,234
165.383,238
165.408,245
165.433,250
165.458,244
165.483,221
165.508,191
165.533,170
165.558,158
165.583,135
165.608,91
165.633,46
165.658,43
165.683,105
165.708,207
165.733,301
165.758,352
165.783,365
165.808,362
165.833,356
165.858,342
165.883,314
165.908,284
165.933,264
165.958,259
165.983,259
166.008,258
166.033,256
166.058,256
166.083,250
166.108,232
166.133,203
166.158,177
166.183,157
166.208,129
166.233,79
166.258,19
166.283,-11
166.308,16
166.333,95
166.358,181
166.383,237
166.408,254
166.433,249
166.458,233
166.483,210
166.508,183
166.533,168
166.558,178
166.583,210
166.608,240
166.633,256
166.658,263
166.683,273
166.708,284
166.733,282
166.758,261
166.783,237
166.808,229
166.833,227
166.858,203
166.883,147
166.908,97
166.933,105
166.958,190
166.983,311
167.008,404
167.033,439
167.058,433
167.083,420
167.108,410
167.133,389
167.158,352
167.183,314
167.208,295
167.233,292
167.258,286
167.283,268
167.308,247
167.333,237
167.358,232
167.383,213
167.408,175
167.433,139
167.458,118
167.483,102
167.508,64
167.533,4
167.558,-35
167.583,-7
167.608,91
167.633,207
167.658,278
167.683,291
167.708,278
167.733,275
167.758,282
167.783,279
167.808,255
167.833,229
167.858,220
167.883,225
167.908,223
167.933,210
167.958,197
167.983,196
168.008,197
168.033,181
168.058,147
168.083,115
168.108,98
168.133,81
168.158,40
168.183,-21
168.208,-60
168.233,-34
168.258,53
168.283,153
168.308,218
168.333,241
168.358,246
168.383,253
168.408,254
168.433,240
168.458,219
168.483,217
168.508,244
168.533,284
168.558,314
168.583,326
168.608,332
168.633,339
168.658,341
168.683,333
168.708,331
168.733,348
168.758,374
168.783,370
168.808,303
168.833,183
168.858,54
168.883,-35
168.908,-67
168.933,-40
168.958,49
168.983,204
169.008,395
169.033,565
169.058,666
169.083,701
169.108,718
169.133,746
169.158,761
169.183,704
169.208,551
169.233,341
169.258,150
169.283,31
169.308,-1
169.333,36
169.358,124
169.383,226
169.408,292
169.433,279
169.458,201
169.483,125
169.508,118
169.533,185
169.558,265
169.583,294
169.608,264
169.633,219
169.658,197
169.683,191
169.708,171
169.733,129
169.758,89
169.783,76
169.808,85
169.833,83
169.858,55
169.883,11
169.908,-28
169.933,-62
169.958,-110
169.983,-175
170.008,-238
170.033,-267
170.058,-256
170.083,-224
170.108,-196
170.133,-166
170.158,-108
170.183,-3
170.208,131
170.233,245
170.258,296
170.283,281
170.308,244
170.333,240
170.358,303
170.383,423
170.408,559
170.433,674
170.458,751
170.483,792
170.508,805
170.533,793
170.558,754
170.583,689
170.608,599
170.633,485
170.658,351
170.683,224
170.708,149
170.733,171
170.758,288
170.783,446
170.808,574
170.833,636
170.858,640
170.883,615
170.908,565
170.933,475
170.958,350
170.983,224
171.008,143
171.033,115
171.058,103
171.083,68
171.108,10
171.133,-28
171.158,-12
171.183,53
171.208,131
171.233,182
171.258,190
171.283,148
171.308,55
171.333,-73
171.358,-189
171.383,-229
171.408,-164
171.433,-30
171.458,94
171.483,154
171.508,144
171.533,99
171.558,45
171.583,-16
171.608,-83
171.633,-138
171.658,-160
171.683,-159
171.708,-167
171.733,-200
171.758,-232
171.783,-215
171.808,-142
171.833,-62
171.858,-41
171.883,-89
171.908,-142
171.933,-124
171.958,-15
171.983,123
172.008,207
172.033,195
172.058,116
172.083,40
172.108,28
172.133,110
172.158,274
172.183,489
172.208,709
172.233,894
172.258,1026
172.283,1108
172.308,1162
172.333,1205
172.358,1242
172.383,1273
172.408,1301
172.433,1323
172.458,1334
172.483,1323
172.508,1293
172.533,1259
172.558,1230
172.583,1187
172.608,1079
172.633,858
172.658,524
172.683,139
172.708,-214
172.733,-477
172.758,-642
172.783,-727
172.808,-750
172.833,-711
172.858,-613
172.883,-478
172.908,-346
172.933,-248
172.958,-186
172.983,-143
173.008,-102
173.033,-63
173.058,-33
173.083,-20
173.108,-16
173.133,-4
173.158,26
173.183,75
173.208,129
173.233,169
173.258,187
173.283,189
173.308,186
173.333,189
173.358,189
173.383,171
173.408,127
173.433,69
173.458,13
173.483,-37
173.508,-99
173.533,-180
173.558,-265
173.583,-315
173.608,-305
173.633,-246
173.658,-174
173.683,-115
173.708,-59
173.733,20
173.758,132
173.783,251
173.808,348
173.833,413
173.858,463
173.883,512
173.908,559
173.933,588
173.958,595
173.983,584
174.008,560
174.033,518
174.058,454
174.083,379
174.108,309
174.133,248
174.158,188
174.183,120
174.208,52
174.233,1
174.258,-35
174.283,-76
174.308,-129
174.333,-161
174.358,-114
174.383,35
174.408,246
174.433,445
174.458,590
174.483,698
174.508,801
174.533,887
174.558,900
174.583,808
174.608,655
174.633,540
174.658,538
174.683,635
174.708,766
174.733,884
174.758,998
174.783,1130
174.808,1258
174.833,1316
174.858,1262
174.883,1129
174.908,997
174.933,897
174.958,759
174.983,468
175.008,-5
175.033,-538
175.058,-922
175.083,-1020
175.108,-871
175.133,-654
175.158,-540
175.183,-567
175.208,-638
175.233,-629
175.258,-494
175.283,-284
175.308,-81
175.333,74
175.358,196
175.383,308
175.408,401
175.433,440
175.458,397
175.483,285
175.508,145
175.533,19
175.558,-73
175.583,-134
175.608,-165
175.633,-163
175.658,-131
175.683,-86
175.708,-52
175.733,-44
175.758,-50
175.783,-38
175.808,14
175.833,107
175.858,216
175.883,309
175.908,371
175.933,406
175.958,426
175.983,436
176.008,435
176.033,422
176.058,407
176.083,402
176.108,413
176.133,430
176.158,438
176.183,430
176.208,414
176.233,400
176.258,390
176.283,375
176.308,349
176.333,319
176.358,296
176.383,280
176.408,254
176.433,205
176.458,141
176.483,98
176.508,109
176.533,180
176.558,278
176.583,361
176.608,409
176.633,429
176.658,435
176.683,430
176.708,409
176.733,373
176.758,337
176.783,318
176.808,316
176.833,314
176.858,299
176.883,275
176.908,255
176.933,240
176.958,215
176.983,169
177.008,111
177.033,64
177.058,37
177.083,10
177.108,-36
177.133,-98
177.158,-134
177.183,-104
177.208,-8
177.233,111
177.258,208
177.283,267
177.308,304
177.333,338
177.358,363
177.383,366
177.408,345
177.433,319
177.458,310
177.483,319
177.508,329
177.533,324
177.558,305
177.583,282
177.608,256
177.633,220
177.658,169
177.683,117
177.708,78
177.733,50
177.758,15
177.783,-39
177.808,-96
177.833,-114
177.858,-63
177.883,45
177.908,166
177.933,253
177.958,293
177.983,304
178.008,310
178.033,318
178.058,318
178.083,306
178.108,291
178.133,287
178.158,299
178.183,313
178.208,319
178.233,312
178.258,301
178.283,290
178.308,273
178.333,246
178.358,214
178.383,190
178.408,181
178.433,171
178.458,144
178.483,104
178.508,87
178.533,134
178.558,254
178.583,411
178.608,550
178.633,638
178.658,684
178.683,712
178.708,734
178.733,740
178.758,718
178.783,677
178.808,642
178.833,625
178.858,614
178.883,585
178.908,532
178.933,469
178.958,411
178.983,353
179.008,271
179.033,145
179.058,-26
179.083,-226
179.108,-425
179.133,-585
179.158,-661
179.183,-619
179.208,-464
179.233,-249
179.258,-47
179.283,93
179.308,170
179.333,203
179.358,200
179.383,155
179.408,74
179.433,-7
179.458,-47
179.483,-28
179.508,24
179.533,80
179.558,135
179.583,206
179.608,295
179.633,376
179.658,414
179.683,401
179.708,366
179.733,337
179.758,315
179.783,291
179.808,272
179.833,285
179.858,345
179.883,427
179.908,483
179.933,491
179.958,476
179.983,481
180.008,518
180.033,558
180.058,560
180.083,515
180.108,445
180.133,375
180.158,309
180.183,232
180.208,135
180.233,17
180.258,-106
180.283,-215
180.308,-282
180.333,-297
180.358,-278
180.383,-269
180.408,-293
180.433,-330
180.458,-326
180.483,-251
180.508,-136
180.533,-42
180.558,0
180.583,24
180.608,73
180.633,146
180.658,190
180.683,161
180.708,81
180.733,16
180.758,16
180.783,71
180.808,142
180.833,209
180.858,287
180.883,394
180.908,524
180.933,656
180.958,782
180.983,902
181.008,1001
181.033,1045
181.058,1020
181.083,965
181.108,947
181.133,996
181.158,1060
181.183,1046
181.208,908
181.233,690
181.258,478
181.283,326
181.308,228
181.333,155
181.358,105
181.383,93
181.408,121
181.433,157
181.458,163
181.483,135
181.508,104
181.533,90
181.558,85
181.583,66
181.608,23
181.633,-26
181.658,-58
181.683,-64
181.708,-49
181.733,-17
181.758,23
181.783,48
181.808,14
181.833,-104
181.858,-290
181.883,-479
181.908,-607
181.933,-650
181.958,-621
181.983,-544
182.008,-425
182.033,-266
182.058,-86
182.083,81
182.108,211
182.133,304
182.158,374
182.183,424
182.208,448
182.233,444
182.258,437
182.283,461
182.308,530
182.333,624
182.358,711
182.383,772
182.408,809
182.433,829
182.458,830
182.483,807
182.508,769
182.533,735
182.558,714
182.583,696
182.608,659
182.633,595
182.658,515
182.683,435
182.708,358
182.733,272
182.758,166
182.783,47
182.808,-66
182.833,-159
182.858,-216
182.883,-226
182.908,-178
182.933,-77
182.958,48
182.983,161
183.008,228
183.033,240
183.058,210
183.083,160
183.108,113
183.133,84
183.158,81
183.183,94
183.208,107
183.233,105
183.258,91
183.283,85
183.308,99
183.333,121
183.358,118
183.383,74
183.408,6
183.433,-37
183.458,-23
183.483,44
183.508,128
183.533,189
183.558,214
183.583,224
183.608,241
183.633,266
183.658,283
183.683,279
183.708,261
183.733,252
183.758,268
183.783,303
183.808,331
183.833,337
183.858,328
183.883,320
183.908,318
183.933,300
183.958,249
183.983,175
184.008,125
184.033,147
184.058,248
184.083,382
184.108,487
184.133,529
184.158,517
184.183,486
184.208,461
184.233,446
184.258,431
184.283,409
184.308,382
184.333,355
184.358,326
184.383,287
184.408,229
184.433,154
184.458,73
184.483,2
184.508,-51
184.533,-93
184.558,-137
184.583,-184
184.608,-211
184.633,-179
184.658,-70
184.683,90
184.708,246
184.733,348
184.758,386
184.783,388
184.808,383
184.833,376
184.858,357
184.883,325
184.908,297
184.933,289
184.958,296
184.983,295
185.008,269
185.033,227
185.058,186
185.083,153
185.108,116
185.133,61
185.158,-6
185.183,-56
185.208,-57
185.233,5
185.258,121
185.283,258
185.308,375
185.333,440
185.358,441
185.383,401
185.408,361
185.433,353
185.458,374
185.483,392
185.508,374
185.533,319
185.558,250
185.583,191
185.608,152
185.633,131
185.658,126
185.683,140
185.708,164
185.733,175
185.758,157
185.783,122
185.808,111
185.833,159
185.858,259
185.883,366
185.908,434
185.933,450
185.958,438
185.983,428
186.008,429
186.033,427
186.058,413
186.083,392
186.108,380
186.133,387
186.158,407
186.183,424
186.208,427
186.233,407
186.258,361
186.283,286
186.308,185
186.333,68
186.358,-42
186.383,-123
186.408,-153
186.433,-129
186.458,-63
186.483,22
186.508,101
186.533,159
186.558,198
186.583,223
186.608,239
186.633,246
186.658,243
186.683,235
186.708,232
186.733,233
186.758,231
186.783,215
186.808,187
186.833,154
186.858,121
186.883,86
186.908,45
186.933,5
186.958,-9
186.983,25
187.008,111
187.033,218
187.058,305
187.083,345
187.108,344
187.133,323
187.158,302
187.183,283
187.208,266
187.233,256
187.258,260
187.283,282
187.308,309
187.333,320
187.358,306
187.383,279
187.408,254
187.433,238
187.458,221
187.483,188
187.508,141
187.533,104
187.558,102
187.583,146
187.608,221
187.633,296
187.658,343
187.683,356
187.708,342
187.733,318
187.758,296
187.783,280
187.808,268
187.833,260
187.858,255
187.883,254
187.908,251
187.933,243
187.958,227
187.983,208
188.008,194
188.033,182
188.058,159
188.083,117
188.108,66
188.133,33
188.158,47
188.183,112
188.208,203
188.233,281
188.258,322
188.283,327
188.308,314
188.333,297
188.358,281
188.383,267
188.408,255
188.433,250
188.458,253
188.483,255
188.508,246
188.533,224
188.558,200
188.583,181
188.608,168
188.633,147
188.658,107
188.683,60
188.708,37
188.733,67
188.758,151
188.783,256
188.808,338
188.833,376
188.858,379
188.883,373
188.908,370
188.933,360
188.958,332
188.983,294
189.008,269
189.033,269
189.058,280
189.083,272
189.108,232
189.133,178
189.158,143
189.183,136
189.208,136
189.233,110
189.258,55
189.283,8
189.308,11
189.333,82
189.358,192
189.383,294
189.408,353
189.433,368
189.458,359
189.483,347
189.508,339
189.533,328
189.558,313
189.583,298
189.608,296
189.633,308
189.658,320
189.683,315
189.708,284
189.733,239
189.758,197
189.783,165
189.808,136
189.833,97
189.858,49
189.883,20
189.908,39
189.933,115
189.958,221
189.983,311
190.008,353
190.033,348
190.058,322
190.083,299
190.108,285
190.133,272
190.158,256
190.183,246
190.208,252
190.233,270
190.258,285
190.283,279
190.308,253
190.333,226
190.358,211
190.383,201
190.408,178
190.433,133
190.458,83
190.483,64
190.508,98
190.533,173
190.558,252
190.583,301
190.608,312
190.633,300
190.658,282
190.683,263
190.708,240
190.733,216
190.758,203
190.783,210
190.808,228
190.833,239
190.858,229
190.883,203
190.908,178
190.933,171
190.958,178
190.983,178
191.008,157
191.033,123
191.058,106
191.083,134
191.108,207
191.133,294
191.158,354
191.183,365
191.208,336
191.233,293
191.258,253
191.283,214
191.308,171
191.333,127
191.358,95
191.383,82
191.408,77
191.433,65
191.458,43
191.483,21
191.508,10
191.533,3
191.558,-18
191.583,-60
191.608,-103
191.633,-110
191.658,-62
191.683,29
191.708,134
191.733,222
191.758,281
191.783,313
191.808,322
191.833,312
191.858,300
191.883,315
191.908,378
191.933,480
191.958,583
191.983,643
192.008,641
192.033,596
192.058,545
192.083,504
192.108,453
192.133,355
192.158,206
192.183,52
192.208,-28
192.233,12
192.258,159
192.283,337
192.308,470
192.333,532
192.358,546
192.383,545
192.408,547
192.433,546
192.458,542
192.483,542
192.508,541
192.533,516
192.558,438
192.583,317
192.608,206
192.633,163
192.658,197
192.683,262
192.708,300
192.733,288
192.758,250
192.783,222
192.808,217
192.833,223
192.858,223
192.883,214
192.908,197
192.933,172
192.958,133
192.983,79
193.008,17
193.033,-43
193.058,-91
193.083,-107
193.108,-71
193.133,12
193.158,105
193.183,159
193.208,161
193.233,150
193.258,174
193.283,218
193.308,206
193.333,65
193.358,-179
193.383,-408
193.408,-494
193.433,-401
193.458,-205
193.483,-16
193.508,104
193.533,166
193.558,201
193.583,225
193.608,235
193.633,239
193.658,250
193.683,280
193.708,318
193.733,349
193.758,365
193.783,367
193.808,358
193.833,338
193.858,311
193.883,291
193.908,279
193.933,261
193.958,218
193.983,161
194.008,135
194.033,181
194.058,293
194.083,413
194.108,486
194.133,498
194.158,479
194.183,462
194.208,451
194.233,434
194.258,409
194.283,390
194.308,386
194.333,387
194.358,379
194.383,355
194.408,328
194.433,302
194.458,275
194.483,239
194.508,200
194.533,167
194.558,134
194.583,86
194.608,22
194.633,-25
194.658,-11
194.683,76
194.708,195
194.733,282
194.758,310
194.783,298
194.808,286
194.833,287
194.858,288
194.883,279
194.908,265
194.933,260
194.958,266
194.983,269
195.008,262
195.033,251
195.058,247
195.083,243
195.108,227
195.133,197
195.158,169
195.183,153
195.208,138
195.233,105
195.258,53
195.283,18
195.308,38
195.333,117
195.358,218
195.383,295
195.408,330
195.433,337
195.458,331
195.483,317
195.508,291
195.533,259
195.558,237
195.583,233
195.608,240
195.633,242
195.658,236
195.683,225
195.708,214
195.733,201
195.758,182
195.783,164
195.808,148
195.833,130
195.858,94
195.883,45
195.908,11
195.933,31
195.958,110
195.983,213
196.008,288
196.033,313
196.058,303
196.083,290
196.108,286
196.133,280
196.158,265
196.183,253
196.208,257
196.233,277
196.258,297
196.283,302
196.308,298
196.333,297
196.358,300
196.383,298
196.408,283
196.433,265
196.458,256
196.483,250
196.508,228
196.533,182
196.558,137
196.583,136
196.608,199
196.633,301
196.658,396
196.683,449
196.708,460
196.733,445
196.758,415
196.783,376
196.808,333
196.833,299
196.858,281
196.883,275
196.908,267
196.933,251
196.958,230
196.983,210
197.008,193
197.033,176
197.058,158
197.083,141
197.108,119
197.133,80
197.158,24
197.183,-29
197.208,-47
197.233,-7
197.258,76
197.283,162
197.308,215
197.333,227
197.358,213
197.383,193
197.408,175
197.433,161
197.458,151
197.483,151
197.508,159
197.533,172
197.558,183
197.583,190
197.608,193
197.633,194
197.658,191
197.683,190
197.708,191
197.733,190
197.758,177
197.783,148
197.808,115
197.833,107
197.858,143
197.883,218
197.908,301
197.933,360
197.958,382
197.983,379
198.008,366
198.033,351
198.058,333
198.083,311
198.108,293
198.133,287
198.158,294
198.183,301
198.208,293
198.233,270
198.258,241
198.283,220
198.308,208
198.333,195
198.358,167
198.383,124
198.408,86
198.433,82
198.458,128
198.483,210
198.508,294
198.533,345
198.558,354
198.583,335
198.608,310
198.633,291
198.658,275
198.683,256
198.708,240
198.733,236
198.758,243
198.783,249
198.808,238
198.833,209
198.858,178
198.883,161
198.908,155
198.933,142
198.958,104
198.983,50
199.008,14
199.033,27
199.058,95
199.083,188
199.108,266
199.133,305
199.158,309
199.183,299
199.208,291
199.233,288
199.258,285
199.283,276
199.308,265
199.333,259
199.358,260
199.383,261
199.408,251
199.433,227
199.458,201
199.483,186
199.508,184
199.533,178
199.558,150
199.583,104
199.608,70
199.633,82
199.658,148
199.683,238
199.708,312
199.733,349
199.758,355
199.783,348
199.808,340
199.833,331
199.858,325
199.883,328
199.908,342
199.933,359
199.958,368
199.983,366
200.008,360
200.033,354
200.058,344
200.083,324
200.108,302
200.133,290
200.158,286
200.183,270
200.208,229
200.233,183
200.258,174
200.283,225
200.308,309
200.333,363
200.358,346
200.383,270
200.408,178
200.433,109
200.458,67
200.483,45
200.508,42
200.533,59
200.558,80
200.583,71
200.608,10
200.633,-86
200.658,-177
200.683,-222
200.708,-215
200.733,-171
200.758,-111
200.783,-50
200.808,-7
200.833,8
200.858,13
200.883,48
200.908,153
200.933,323
200.958,503
200.983,627
201.008,668
201.033,648
201.058,612
201.083,583
201.108,562
201.133,544
201.158,535
201.183,541
201.208,551
201.233,551
201.258,532
201.283,503
201.308,476
201.333,451
201.358,406
201.383,320
201.408,186
201.433,24
201.458,-117
201.483,-190
201.508,-167
201.533,-68
201.558,44
201.583,105
201.608,94
201.633,48
201.658,25
201.683,55
201.708,115
201.733,168
201.758,195
201.783,210
201.808,232
201.833,261
201.858,278
201.883,272
201.908,247
201.933,215
201.958,183
201.983,155
202.008,135
202.033,128
202.058,126
202.083,114
202.108,86
202.133,64
202.158,79
202.183,141
202.208,223
202.233,283
202.258,304
202.283,298
202.308,286
202.333,275
202.358,258
202.383,237
202.408,230
202.433,250
202.458,282
202.483,303
202.508,301
202.533,291
202.558,292
202.583,305
202.608,308
202.633,293
202.658,274
202.683,269
202.708,273
202.733,264
202.758,229
202.783,194
202.808,196
202.833,250
202.858,328
202.883,391
202.908,419
202.933,421
202.958,410
202.983,385
203.008,338
203.033,273
203.058,208
203.083,160
203.108,130
203.133,112
203.158,106
203.183,114
203.208,134
203.233,153
203.258,159
203.283,151
203.308,140
203.333,130
203.358,110
203.383,74
203.408,41
203.433,42
203.458,98
203.483,189
203.508,276
203.533,327
203.558,342
203.583,339
203.608,332
203.633,325
203.658,314
203.683,305
203.708,304
203.733,313
203.758,324
203.783,328
203.808,320
203.833,302
203.858,277
203.883,251
203.908,224
203.933,195
203.958,157
203.983,102
204.008,37
204.033,-8
204.058,-9
204.083,44
204.108,126
204.133,201
204.158,242
204.183,252
204.208,246
204.233,235
204.258,223
204.283,209
204.308,199
204.333,200
204.358,210
204.383,221
204.408,225
204.433,225
204.458,227
204.483,237
204.508,256
204.533,272
204.558,272
204.583,245
204.608,193
204.633,135
204.658,101
204.683,114
204.708,171
204.733,247
204.758,308
204.783,336
204.808,336
204.833,326
204.858,317
204.883,308
204.908,297
204.933,282
204.958,271
204.983,267
205.008,268
205.033,267
205.058,256
205.083,240
205.108,224
205.133,214
205.158,208
205.183,194
205.208,164
205.233,122
205.258,89
205.283,87
205.308,125
205.333,189
205.358,251
205.383,289
205.408,298
205.433,293
205.458,286
205.483,280
205.508,270
205.533,255
205.558,242
205.583,239
205.608,247
205.633,254
205.658,246
205.683,223
205.708,201
205.733,193
205.758,195
205.783,185
205.808,145
205.833,86
205.858,42
205.883,49
205.908,112
205.933,200
205.958,273
205.983,306
206.008,306
206.033,292
206.058,282
206.083,279
206.108,277
206.133,269
206.158,256
206.183,245
206.208,243
206.233,247
206.258,248
206.283,237
206.308,216
206.333,198
206.358,191
206.383,182
206.408,151
206.433,93
206.458,37
206.483,26
206.508,80
206.533,173
206.558,256
206.583,299
206.608,307
206.633,304
206.658,305
206.683,302
206.708,287
206.733,268
206.758,259
206.783,266
206.808,278
206.833,283
206.858,284
206.883,288
206.908,294
206.933,291
206.958,272
206.983,241
207.008,209
207.033,174
207.058,128
207.083,80
207.108,62
207.133,101
207.158,189
207.183,280
207.208,328
207.233,325
207.258,302
207.283,287
207.308,283
207.333,274
207.358,257
207.383,245
207.408,251
207.433,265
207.458,268
207.483,254
207.508,238
207.533,234
207.558,234
207.583,218
207.608,184
207.633,150
207.658,132
207.683,118
207.708,84
207.733,26
207.758,-19
207.783,-6
207.808,73
207.833,182
207.858,267
207.883,307
207.908,319
207.933,324
207.958,329
207.983,326
208.008,316
208.033,311
208.058,320
208.083,338
208.108,351
208.133,353
208.158,348
208.183,340
208.208,321
208.233,286
208.258,244
208.283,210
208.308,191
208.333,168
208.358,124
208.383,68
208.408,39
208.433,66
208.458,138
208.483,210
208.508,249
208.533,253
208.558,249
208.583,252
208.608,254
208.633,243
208.658,221
208.683,206
208.708,210
208.733,225
208.758,236
208.783,238
208.808,234
208.833,230
208.858,221
208.883,204
208.908,186
208.933,175
208.958,163
208.983,134
209.008,84
209.033,38
209.058,33
209.083,84
209.108,166
209.133,235
209.158,267
209.183,272
209.208,270
209.233,270
209.258,266
209.283,258
209.308,252
209.333,260
209.358,275
209.383,285
209.408,284
209.433,280
209.458,278
209.483,278
209.508,271
209.533,259
209.558,251
209.583,248
209.608,235
209.633,197
209.658,146
209.683,115
209.708,137
209.733,207
209.758,286
209.783,334
209.808,344
209.833,333
209.858,321
209.883,312
209.908,300
209.933,285
209.958,279
209.983,293
210.008,327
210.033,368
210.058,399
210.083,411
210.108,394
210.133,347
210.158,278
210.183,199
210.208,123
210.233,53
210.258,-11
210.283,-62
210.308,-79
210.333,-43
210.358,36
210.383,126
210.408,188
210.433,210
210.458,207
210.483,206
210.508,219
210.533,241
