df_hash,22ZHK4.QEBF70
451.126,60
452.003,61
452.929,61
454.100,61
455.003,60
455.905,60
457.073,60
457.951,60
458.904,60
460.047,60
460.949,60
461.851,60
463.099,60
463.899,60
464.825,62
465.996,61
466.872,62
467.799,61
468.969,57
469.895,55
470.821,56
471.942,56
472.869,56
473.752,55
474.918,75
475.878,86
476.779,92
477.918,85
478.817,87
479.841,86
480.864,86
481.839,86
482.668,91
483.838,92
484.764,94
485.642,95
486.814,94
487.740,94
488.618,94
489.785,94
490.712,94
491.589,94
492.759,94
493.686,94
494.563,94
495.812,94
496.659,94
497.586,94
498.756,94
499.633,94
500.511,94
501.730,94
502.611,94
503.485,94
504.703,94
505.581,94
506.458,94
507.681,93
508.555,93
509.530,93
510.651,93
511.531,93
512.606,93
513.625,93
514.504,87
515.459,90
516.599,91
517.476,84
518.354,87
519.573,86
520.450,86
521.328,85
