df_hash,22ZHK4.QEBF70
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.12ZE
person_label,v128
date_time_start,2026-04-07_17-29-37.024000_+03
date_time_start_unix,1775564977.024
date_time_end,2026-04-07_17-38-24.003000_+03
length_difference_noticed,no

time,heart_rate
36.261,90
37.426,90
38.330,90
39.252,90
40.403,90
41.326,90
42.203,90
43.373,90
44.303,90
45.177,90
46.347,91
47.273,92
48.151,92
49.323,93
50.249,94
51.130,95
52.588,94
53.221,94
54.098,94
55.321,94
56.199,94
57.072,94
58.291,94
59.168,94
60.046,94
61.265,94
62.142,94
63.021,94
64.238,94
65.165,94
65.993,94
67.212,93
68.090,92
69.016,91
70.209,91
71.063,91
71.990,91
73.183,91
74.037,91
74.964,91
76.133,91
77.011,91
77.944,91
79.109,90
80.021,90
80.911,91
82.081,91
82.958,92
83.886,92
85.055,92
85.981,91
86.858,91
88.028,91
88.955,91
89.832,91
91.002,91
92.172,91
92.806,91
94.102,91
94.903,91
95.780,88
96.998,86
97.876,85
98.757,86
99.972,87
100.893,88
101.727,88
102.946,88
103.823,88
104.996,88
105.920,88
106.800,88
107.723,88
108.894,88
109.771,88
110.719,88
111.867,89
112.770,90
113.671,90
114.841,90
115.735,90
116.645,90
117.815,91
118.692,90
119.619,90
120.788,90
121.666,90
122.592,93
123.762,94
124.640,96
125.566,96
126.736,96
127.613,95
128.540,95
129.710,97
130.587,95
131.562,95
132.684,94
133.708,93
134.488,92
135.657,92
136.584,91
137.461,90
138.633,90
139.557,90
140.435,90
141.605,90
142.531,90
143.410,90
144.604,90
145.505,90
146.483,87
147.552,86
148.527,84
149.356,83
150.843,82
151.452,82
152.369,82
153.549,83
154.431,82
155.310,82
156.522,82
157.401,86
158.284,87
159.496,88
160.374,88
161.251,88
162.470,88
163.373,88
164.225,88
165.444,88
166.321,88
167.199,88
168.417,88
169.303,88
170.172,88
171.391,88
172.272,88
173.195,85
174.418,85
175.267,85
176.169,86
177.339,87
178.216,86
179.143,86
180.312,86
181.190,86
182.116,86
183.289,86
184.202,86
185.106,91
186.264,93
187.186,96
188.064,98
189.234,99
190.160,97
191.037,97
192.208,98
193.134,97
194.035,98
195.184,97
196.161,97
196.985,97
198.159,97
199.081,97
199.961,97
201.129,97
202.066,97
202.935,97
204.103,97
205.029,97
205.906,97
207.100,96
208.002,96
208.880,96
210.099,96
210.976,97
211.854,98
213.073,98
213.951,98
214.854,98
216.047,98
216.924,98
217.801,98
219.020,97
219.897,96
220.775,95
222.008,95
222.871,94
223.798,94
224.969,95
225.845,96
226.771,97
227.943,97
228.819,96
229.745,96
230.940,96
231.908,96
232.720,96
233.892,96
234.849,97
235.699,96
236.863,97
237.789,96
238.666,96
239.861,96
240.763,96
241.640,96
242.815,96
243.736,96
244.616,96
245.833,99
246.710,97
247.601,97
248.806,97
249.685,97
250.586,97
251.780,97
252.685,90
253.608,96
254.756,95
255.631,95
256.658,95
257.728,96
258.661,96
259.486,95
260.730,95
261.579,95
262.456,89
263.675,92
264.553,91
265.430,91
266.649,90
267.527,90
268.404,91
269.625,90
270.521,90
271.405,90
272.597,90
273.534,90
274.352,90
275.602,92
276.449,90
277.375,90
278.545,86
279.422,84
280.349,85
281.519,85
282.396,85
283.324,84
284.492,90
285.370,86
286.296,91
287.466,88
288.458,89
289.274,88
290.441,88
291.319,90
292.244,90
293.414,90
294.292,90
295.218,90
296.413,90
297.269,90
298.192,90
299.362,90
300.288,90
301.166,90
302.339,90
303.262,90
304.139,90
305.309,91
306.236,90
307.113,91
308.283,91
309.210,92
310.112,91
311.406,92
312.199,91
313.061,91
314.243,90
315.203,90
316.035,90
317.274,90
318.131,90
319.009,90
320.228,83
321.105,87
321.983,85
323.201,89
324.079,86
324.956,90
326.175,91
327.053,92
327.956,92
329.150,92
330.027,92
330.953,92
332.172,91
333.001,91
333.879,91
335.097,91
335.980,91
336.901,91
338.266,91
338.949,91
339.878,91
341.086,91
341.922,91
342.848,85
344.019,83
344.896,85
345.822,86
346.992,85
347.870,85
348.796,86
349.966,87
351.092,87
351.770,88
352.940,87
353.821,87
354.744,87
355.914,87
356.791,87
357.723,87
358.945,87
359.814,87
360.693,87
361.862,89
362.788,90
363.672,89
364.835,89
365.788,89
366.639,89
367.809,89
368.735,89
369.613,89
370.794,89
371.709,89
372.587,89
373.757,89
374.683,89
375.561,89
376.731,89
377.658,89
378.535,89
379.705,82
380.632,80
381.514,82
382.679,76
383.605,79
384.483,78
385.701,78
386.579,71
387.456,66
388.675,62
389.553,65
390.725,58
391.649,60
392.547,60
393.404,60
394.623,59
395.521,59
396.382,59
397.596,59
398.474,59
399.352,59
400.570,59
401.448,59
402.329,59
403.560,59
404.422,59
405.348,61
406.521,60
407.396,62
408.273,61
409.492,61
410.369,61
411.254,61
412.471,61
413.354,61
414.227,61
415.440,61
416.319,60
417.220,60
418.413,60
419.314,60
420.168,60
421.420,60
422.266,60
423.145,60
424.361,60
425.242,61
426.116,61
427.338,60
428.212,60
429.090,60
430.312,55
431.186,54
432.262,53
433.283,53
434.272,53
435.086,53
436.260,53
437.134,53
438.060,53
439.231,53
440.108,53
441.034,53
442.265,53
443.085,53
444.008,62
445.208,66
446.055,68
446.982,71
448.152,68
449.030,61
449.978,64
