Time_sec,Conductance_microS,Stage,HeartRate_BPM,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
1,39.904341313004466,Calibration,,,0.0963679897119386,
2,37.048192659493395,Calibration,,,0.046810234109801896,
3,37.600798340150355,Calibration,,,0.05639863464094519,
4,39.14372322569331,Calibration,,,0.08317031345261883,
5,39.6657604362599,Calibration,,,0.09222831274991639,
6,37.97170348656181,Calibration,,,0.06283430337787788,
7,38.11129565447384,Calibration,,,0.06525640228818952,
8,39.380528533949565,Calibration,,,0.08727918207800556,
9,40.33585244177116,Calibration,,,0.10385524813342639,
10,41.20690067241421,Calibration,,,0.11896902565996248,
11,41.74455504896219,Calibration,,,0.12829800234282163,
12,42.13815753434471,Calibration,,,0.1351274983324654,
13,41.793632238604864,Calibration,,,0.1291495530374822,
14,38.48495507651194,Calibration,,,0.07173986115614295,
15,37.878787878787875,Calibration,,,0.061222101234259085,
16,39.80880626526916,Calibration,,,0.09471033700493237,
17,40.57672510932384,Calibration,,,0.10803469053574544,
18,41.20690067241421,Calibration,,,0.11896902565996248,
19,41.54856487102079,Calibration,,,0.1248973273370233,
20,41.99028932569055,Normal,,,0.13256179975203597,
21,42.53393357220391,Normal,,,0.1419947081792977,
22,42.88206959159545,Normal,,,0.14803530405097898,
23,43.231895454901135,Normal,,,0.15410522083058975,
24,43.53311259143042,Normal,,,0.15933171533287804,
25,43.78511840152792,Normal,,,0.1637043316992488,
26,43.98734747937103,Normal,,,0.16721325943067988,
27,43.58344857523527,Normal,,,0.16020510768251206,
28,44.39352014422566,Normal,,,0.17426086377451877,
29,43.68420339889313,Normal,,,0.16195333003796764,
30,43.78511840152792,Normal,,,0.1637043316992488,
31,43.88615405005567,Normal,,,0.16545742671784547,
32,44.0379836416506,Normal,,,0.16809186025273304,
33,44.546426062510214,Normal,,,0.17691397292524558,
34,44.546426062510214,Normal,,,0.17691397292524558,
35,44.59746329628771,Normal,,,0.1777995328400087,
36,42.782432506434475,Normal,,,0.14630647585807421,
37,42.13815753434471,Normal,,,0.1351274983324654,
38,40.43210600327824,Normal,,,0.1055253679540945,
39,37.554580888999546,Normal,,,0.05559670399007732,
40,38.39134137043268,Normal,,,0.07011554613276938,
41,39.85656419676867,Normal,,,0.09553899691883672,
42,41.45077720207254,Normal,,,0.12320058883124474,
43,41.99028932569055,Normal,,,0.13256179975203597,
44,42.583561723169375,Normal,,,0.1428558187428215,
