Time_sec,Conductance_microS,Stage,HeartRate_BPM,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
1,114.8478782428734,Calibration,,,0.9288949731289522,
2,103.93422210951134,Calibration,,,0.6456602987641564,
3,99.85361460099494,Calibration,,,0.5397590751263603,
4,101.42646175816684,Calibration,,,0.5805781046929388,
5,101.3273887931908,Calibration,,,0.5780069316020477,
6,101.3273887931908,Calibration,,,0.5780069316020477,
7,104.13759492141776,Calibration,,,0.6509382946484945,
8,108.5030592437554,Calibration,,,0.7642322128991088,
9,105.16032216916298,Calibration,,,0.6774804373951056,
10,111.95650713610776,Calibration,,,0.8538571907501278,
11,114.96063173166353,Calibration,,,0.931821187524084,
12,117.5877116137855,Calibration,,,1.0,
13,111.62794851272504,Calibration,,,0.8453303328789987,
14,105.57231809361733,Calibration,,,0.6881726866355535,
15,111.62794851272504,Calibration,,,0.8453303328789987,
16,106.60946713390042,Calibration,,,0.715089108328038,
17,106.08953957139826,Calibration,,,0.7015957828962045,
18,105.26315789473684,Calibration,,,0.6801492628455375,
19,105.46910019037172,Calibration,,,0.685493942788657,
20,104.74999319125044,Normal,,,0.6668314492813767,
21,104.54542603306564,Normal,,,0.6615224573426364,
22,104.44333270319189,Normal,,,0.6588728987814849,
23,103.73131928603809,Normal,,,0.6403945001690858,
24,104.54542603306564,Normal,,,0.6615224573426364,
25,104.74999319125044,Normal,,,0.6668314492813767,
26,104.95492186106068,Normal,,,0.672149823284776,
27,105.88240276818952,Normal,,,0.6962201027126911,
28,105.36608392197851,Normal,,,0.6828204318335676,
29,105.98586996381644,Normal,,,0.6989053162747387,
30,106.08953957139826,Normal,,,0.7015957828962045,
31,106.401202759196,Normal,,,0.7096841650505166,
32,106.08953957139826,Normal,,,0.7015957828962045,
33,106.92271091841263,Normal,,,0.7232185106308919,
34,107.13199089806604,Normal,,,0.7286498112109978,
35,106.71379147698288,Normal,,,0.717796566853413,
36,107.13199089806604,Normal,,,0.7286498112109978,
37,106.92271091841263,Normal,,,0.7232185106308919,
38,107.02730587654828,Normal,,,0.7259329922441795,
39,108.07924802782392,Normal,,,0.7532333294571472,
40,107.23688090808191,Normal,,,0.7313719501045028,
41,107.23688090808191,Normal,,,0.7313719501045028,
42,107.76256888722216,Normal,,,0.745014771700661,
43,108.07924802782392,Normal,,,0.7532333294571472,
44,107.55197718177251,Normal,,,0.7395494287955806,
45,107.76256888722216,Normal,,,0.745014771700661,
46,107.76256888722216,Normal,,,0.745014771700661,
47,107.13199089806604,Normal,,,0.7286498112109978,
48,107.55197718177251,Normal,,,0.7395494287955806,
49,107.6572279986306,Normal,,,0.7422809314629868,
50,107.23688090808191,Normal,,,0.7313719501045028,
51,106.92271091841263,Normal,,,0.7232185106308919,
52,107.13199089806604,Normal,,,0.7286498112109978,
53,106.50523313463007,Normal,,,0.7123839944340031,
54,105.77891360824567,Normal,,,0.693534319125706,
55,104.85246733583512,Normal,,,0.6694908908669994,
56,104.74999319125044,Normal,,,0.6668314492813767,
57,104.95492186106068,Normal,,,0.672149823284776,
58,104.95492186106068,Normal,,,0.672149823284776,
59,104.95492186106068,Normal,,,0.672149823284776,
60,104.64771915063724,Normal,,,0.6641772008576519,
61,104.74999319125044,Normal,,,0.6668314492813767,
62,104.95492186106068,Normal,,,0.672149823284776,
63,105.36608392197851,Normal,,,0.6828204318335676,
64,104.85246733583512,Normal,,,0.6694908908669994,
65,104.85246733583512,Normal,,,0.6694908908669994,
66,105.16032216916298,Normal,,,0.6774804373951056,
67,104.85246733583512,Normal,,,0.6694908908669994,
68,104.95492186106068,Normal,,,0.672149823284776,
69,104.85246733583512,Normal,,,0.6694908908669994,
70,105.46910019037172,Normal,,,0.685493942788657,
71,105.36608392197851,Normal,,,0.6828204318335676,
72,104.95492186106068,Normal,,,0.672149823284776,
73,105.36608392197851,Normal,,,0.6828204318335676,
74,105.98586996381644,Normal,,,0.6989053162747387,
75,105.46910019037172,Normal,,,0.685493942788657,
76,105.05757680496797,Normal,,,0.6748139570319109,
77,105.36608392197851,Normal,,,0.6828204318335676,
78,104.64771915063724,Normal,,,0.6641772008576519,
79,104.44333270319189,Normal,,,0.6588728987814849,
