df_hash,22ZHK4.DV5PWR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.EPNQ
person_label,V74 (2)
date_time_start,2025-11-03_13-31-17.499000_+03
date_time_start_unix,1762162277.499
date_time_end,2025-11-03_13-39-35.191000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.589,-0.236,0.982,0.090
4.599,-0.234,0.982,0.090
4.609,-0.234,0.980,0.092
4.619,-0.234,0.984,0.096
4.628,-0.238,0.984,0.094
4.638,-0.234,0.986,0.096
4.648,-0.240,0.982,0.090
4.658,-0.242,0.979,0.088
4.668,-0.240,0.980,0.088
4.678,-0.242,0.984,0.090
4.688,-0.242,0.988,0.096
4.698,-0.240,0.992,0.092
4.708,-0.240,0.986,0.094
4.718,-0.242,0.988,0.092
4.728,-0.238,0.980,0.088
4.738,-0.240,0.980,0.088
4.748,-0.236,0.982,0.092
4.758,-0.238,0.982,0.094
4.768,-0.236,0.982,0.090
4.777,-0.234,0.984,0.096
4.787,-0.232,0.988,0.096
4.797,-0.238,0.986,0.092
4.807,-0.236,0.984,0.090
4.817,-0.238,0.984,0.088
4.827,-0.234,0.984,0.094
4.837,-0.238,0.982,0.094
4.847,-0.238,0.986,0.094
4.857,-0.238,0.990,0.090
4.867,-0.236,0.988,0.092
4.877,-0.236,0.988,0.092
4.887,-0.236,0.984,0.090
4.897,-0.236,0.986,0.090
4.907,-0.234,0.979,0.094
4.917,-0.234,0.988,0.092
4.926,-0.234,0.988,0.096
4.936,-0.234,0.982,0.094
4.946,-0.229,0.984,0.090
4.956,-0.232,0.984,0.092
4.966,-0.232,0.980,0.092
4.976,-0.232,0.986,0.092
4.986,-0.234,0.986,0.094
4.996,-0.232,0.990,0.096
5.006,-0.234,0.990,0.096
5.016,-0.230,0.988,0.096
5.026,-0.230,0.986,0.094
5.036,-0.234,0.988,0.092
5.046,-0.234,0.988,0.092
5.056,-0.236,0.984,0.092
5.066,-0.238,0.984,0.094
5.076,-0.238,0.984,0.092
5.085,-0.234,0.984,0.094
5.095,-0.236,0.984,0.094
5.105,-0.236,0.982,0.094
5.115,-0.240,0.979,0.094
5.125,-0.238,0.982,0.094
5.135,-0.236,0.984,0.092
5.145,-0.238,0.982,0.092
5.155,-0.242,0.980,0.092
5.165,-0.238,0.986,0.092
5.175,-0.238,0.986,0.092
5.185,-0.242,0.988,0.094
5.195,-0.238,0.990,0.092
5.205,-0.238,0.992,0.092
5.215,-0.236,0.988,0.092
5.225,-0.232,0.988,0.094
5.234,-0.234,0.988,0.100
5.244,-0.234,0.986,0.096
5.254,-0.234,0.988,0.094
5.264,-0.234,0.988,0.096
5.274,-0.234,0.988,0.098
5.284,-0.236,0.986,0.096
5.294,-0.236,0.986,0.096
5.304,-0.240,0.986,0.094
5.314,-0.240,0.982,0.094
5.324,-0.244,0.984,0.094
5.334,-0.242,0.982,0.096
5.344,-0.242,0.982,0.096
5.354,-0.240,0.986,0.092
5.364,-0.240,0.984,0.096
5.374,-0.238,0.982,0.096
5.383,-0.238,0.980,0.098
5.393,-0.234,0.980,0.094
5.403,-0.238,0.982,0.094
5.413,-0.236,0.984,0.096
5.423,-0.236,0.986,0.098
5.433,-0.238,0.986,0.094
5.443,-0.240,0.986,0.098
5.453,-0.238,0.986,0.098
5.463,-0.240,0.988,0.098
5.473,-0.234,0.988,0.098
5.483,-0.236,0.990,0.098
