df_hash,22ZHK4.DV5PWR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.EPNQ
person_label,V74 (2)
date_time_start,2025-11-03_13-31-17.499000_+03
date_time_start_unix,1762162277.499
date_time_end,2025-11-03_13-39-35.191000_+03
length_difference_noticed,no

time,perfusion_ir
36.129,0.210
36.880,0.210
38.038,0.210
38.721,0.210
39.739,0.210
40.519,0.210
41.348,0.220
42.223,0.210
43.200,0.210
44.221,0.210
44.809,0.220
46.028,0.220
46.756,0.220
47.835,0.220
48.709,0.220
49.737,0.220
50.659,0.220
51.387,0.220
52.320,0.220
53.145,0.220
54.121,0.220
55.046,0.220
56.116,0.220
56.910,0.220
57.971,0.220
58.708,0.220
59.730,0.220
60.604,0.220
61.484,0.220
62.210,0.220
63.188,0.220
64.114,0.220
64.947,0.220
65.923,0.220
66.753,0.210
67.721,0.210
68.696,0.210
69.532,0.210
70.646,0.210
71.624,0.220
72.453,0.220
73.422,0.220
74.303,0.220
75.177,0.220
76.110,0.220
76.984,0.220
77.910,0.220
78.739,0.220
79.717,0.220
80.786,0.220
81.564,0.220
82.596,0.220
83.520,0.220
84.415,0.220
88.879,0.220
90.689,0.220
91.414,0.230
92.490,0.230
93.364,0.230
94.342,0.230
95.460,0.230
96.245,0.230
97.219,0.230
98.196,0.230
99.065,0.230
100.095,0.230
100.969,0.230
101.844,0.230
102.967,0.230
103.649,0.230
104.590,0.230
105.600,0.230
106.624,0.230
107.752,0.230
108.477,0.230
109.555,0.230
111.255,0.240
113.454,0.240
115.450,0.230
116.423,0.230
117.511,0.230
118.616,0.230
119.414,0.230
120.420,0.230
121.541,0.230
122.662,0.240
123.393,0.240
124.466,0.240
125.587,0.240
126.319,0.240
127.394,0.250
128.266,0.250
129.201,0.250
130.070,0.250
131.002,0.250
132.120,0.250
132.994,0.250
133.897,0.250
134.801,0.250
135.779,0.250
136.655,0.250
137.629,0.250
138.601,0.250
139.530,0.250
140.456,0.250
141.529,0.250
142.313,0.250
143.236,0.250
144.115,0.240
145.237,0.240
146.109,0.240
147.041,0.240
147.967,0.240
148.939,0.240
149.090,0.240
150.891,0.240
151.717,0.230
152.641,0.230
153.573,0.230
154.691,0.230
155.663,0.230
156.492,0.230
157.427,0.230
158.299,0.220
159.371,0.220
160.248,0.220
161.221,0.220
162.196,0.220
163.031,0.220
164.051,0.220
164.833,0.220
165.803,0.220
166.737,0.220
167.753,0.220
168.780,0.220
169.515,0.220
170.390,0.220
171.364,0.210
172.199,0.210
173.167,0.210
174.189,0.210
174.971,0.210
175.901,0.210
176.731,0.210
177.698,0.210
178.535,0.210
179.407,0.210
180.432,0.210
181.208,0.210
182.184,0.210
183.210,0.210
184.136,0.210
185.071,0.210
185.940,0.210
186.922,0.210
187.743,0.210
188.721,0.210
189.596,0.210
190.519,0.200
191.448,0.200
192.226,0.200
193.203,0.200
194.176,0.200
195.007,0.210
196.080,0.210
197.201,0.210
197.932,0.210
198.721,0.200
199.764,0.200
200.810,0.210
201.540,0.210
202.522,0.200
203.340,0.200
204.416,0.200
205.437,0.200
206.125,0.200
207.192,0.200
208.024,0.200
209.146,0.200
209.732,0.200
210.611,0.200
211.559,0.200
212.411,0.200
213.237,0.200
214.212,0.200
215.043,0.200
216.065,0.200
216.849,0.200
217.920,0.200
218.756,0.200
219.775,0.200
220.845,0.200
221.823,0.200
222.700,0.200
223.681,0.200
224.744,0.210
225.384,0.210
231.432,0.200
255.165,0.200
255.896,0.200
257.700,0.200
258.187,0.200
258.776,0.200
260.431,0.190
264.525,0.190
271.932,0.190
274.424,0.190
279.010,0.190
279.052,0.200
281.246,0.200
283.879,0.190
287.489,0.190
289.972,0.180
293.481,0.170
294.266,0.170
295.139,0.170
295.972,0.170
302.360,0.170
303.476,0.170
311.568,0.180
312.398,0.180
314.152,0.180
316.635,0.190
317.407,0.190
319.908,0.190
323.073,0.190
326.146,0.180
327.023,0.180
328.640,0.180
331.017,0.170
333.215,0.180
337.256,0.180
337.361,0.180
338.914,0.180
340.727,0.180
345.011,0.170
345.794,0.170
346.574,0.170
348.383,0.170
352.128,0.170
353.541,0.180
354.663,0.180
355.348,0.180
359.733,0.180
362.168,0.180
363.048,0.180
364.513,0.180
367.874,0.170
372.710,0.170
379.723,0.170
383.038,0.160
388.551,0.160
393.563,0.160
393.620,0.160
395.131,0.170
396.052,0.170
396.891,0.180
398.051,0.170
398.736,0.170
399.415,0.170
400.839,0.160
405.123,0.160
409.177,0.160
411.996,0.160
416.380,0.160
432.083,0.170
433.105,0.170
448.912,0.170
469.426,0.170
470.347,0.170
471.176,0.180
472.102,0.180
475.024,0.180
