df_hash,22ZHK4.DV5PWR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.EPNQ
person_label,V74 (2)
date_time_start,2025-11-03_13-31-17.499000_+03
date_time_start_unix,1762162277.499
date_time_end,2025-11-03_13-39-35.191000_+03
length_difference_noticed,no

time,spo2
35.992,95
36.877,95
37.839,95
38.717,95
39.645,95
40.472,95
41.302,95
42.129,95
43.104,95
43.932,95
44.761,95
45.736,95
46.711,95
47.831,95
48.661,95
49.733,95
50.519,95
51.294,95
52.317,95
53.098,95
54.117,95
54.952,95
55.933,95
56.900,95
57.729,95
58.657,95
59.534,95
60.558,95
61.478,95
62.165,95
63.185,95
63.968,95
64.944,95
65.772,95
66.747,95
67.576,95
68.551,95
69.528,95
70.501,95
71.492,95
72.450,95
73.279,95
74.256,95
75.084,95
76.106,95
76.887,95
77.870,95
78.693,95
79.714,95
80.641,95
81.497,95
82.591,95
83.516,95
84.403,95
88.590,95
90.683,95
91.366,95
92.486,95
93.316,95
94.339,95
95.266,95
96.241,95
97.216,95
98.190,95
99.023,95
100.091,95
100.966,95
101.798,95
102.725,95
103.602,95
104.586,95
105.552,95
106.621,95
107.748,95
108.473,95
109.549,95
111.252,95
113.451,95
115.447,95
116.400,95
117.501,95
118.520,95
119.393,95
120.326,95
121.397,95
122.371,95
123.346,95
124.320,95
125.297,95
126.270,95
127.391,95
128.221,95
129.198,95
130.039,95
130.999,95
131.974,95
132.903,95
133.872,95
134.763,95
135.773,95
136.605,95
137.539,95
138.552,95
139.482,95
140.410,95
141.300,95
142.306,95
143.232,95
144.112,95
145.234,95
146.014,95
147.034,95
147.964,95
148.936,95
149.085,95
150.886,95
151.577,95
152.547,95
153.570,95
154.496,95
155.472,95
156.447,95
157.276,94
158.251,94
159.226,94
160.201,94
161.180,94
162.005,94
163.027,94
163.956,94
164.783,94
165.758,94
166.734,94
167.564,94
168.777,94
169.511,94
170.386,94
171.361,94
172.144,94
173.122,94
173.948,94
174.924,94
175.898,94
176.726,94
177.556,94
178.392,94
179.361,94
180.385,94
181.163,94
182.138,94
183.207,94
184.089,94
185.066,94
185.895,94
186.916,94
187.696,94
188.718,94
189.561,94
190.379,94
191.353,94
192.180,94
193.155,94
194.131,94
194.960,94
195.935,94
196.910,94
197.886,94
198.718,94
199.741,94
200.718,94
201.537,94
202.519,94
203.295,94
204.270,94
205.247,94
206.075,94
207.051,94
207.880,94
208.855,94
209.727,95
210.604,95
211.555,95
212.363,95
213.222,95
214.167,95
214.996,94
215.824,95
216.799,94
217.775,94
218.753,94
219.772,94
220.710,94
221.674,94
222.697,94
223.675,94
224.601,94
225.283,94
231.426,94
255.021,94
255.893,94
257.451,94
258.139,94
258.772,94
260.384,94
264.522,94
271.887,94
274.418,94
279.000,94
279.049,94
281.243,94
283.875,94
287.486,94
289.925,94
293.434,94
294.263,94
295.092,94
295.966,95
302.357,95
303.435,95
311.521,95
312.394,95
314.007,95
316.590,95
317.375,95
319.857,95
323.027,95
326.124,95
327.019,95
328.635,95
330.974,96
333.212,96
337.212,96
337.357,96
338.880,96
340.720,96
344.865,96
345.791,96
346.568,96
348.374,96
351.836,96
353.496,96
354.471,96
355.343,96
359.639,96
362.123,96
362.951,96
364.464,96
367.830,96
372.704,96
379.624,96
382.990,96
388.547,96
393.518,96
393.614,96
395.078,96
395.906,96
396.880,96
398.003,96
398.733,96
399.368,96
400.828,96
405.120,96
409.172,96
411.993,96
416.332,96
432.030,95
433.101,95
448.907,95
469.420,95
470.299,95
471.173,95
471.956,95
474.883,95
