df_hash,22ZHK4.DV5PWR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.EPNQ
person_label,V74 (2)
date_time_start,2025-11-03_13-31-17.499000_+03
date_time_start_unix,1762162277.499
date_time_end,2025-11-03_13-39-35.191000_+03
length_difference_noticed,no

time,respiration_rate
58.749,11
63.249,11
67.809,12
72.589,12
77.169,11
81.789,12
86.979,12
91.779,13
96.609,13
101.309,13
106.049,13
110.759,15
114.989,15
119.929,15
124.919,15
129.739,14
134.439,13
139.179,13
143.899,12
148.669,12
153.359,13
158.059,13
162.879,13
167.559,14
172.169,15
176.709,15
181.259,14
186.009,15
190.569,14
195.139,14
199.839,15
204.479,15
209.079,16
213.519,16
217.999,17
222.919,17
227.809,18
232.159,18
240.509,18
247.279,17
317.619,20
321.689,20
327.989,20
356.559,20
360.899,20
365.199,20
369.229,20
373.319,20
382.809,24
386.839,24
390.869,24
395.179,24
408.279,24
