df_hash,22ZHK4.DV5PWR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.EPNQ
person_label,V74 (2)
date_time_start,2025-11-03_13-31-17.499000_+03
date_time_start_unix,1762162277.499
date_time_end,2025-11-03_13-39-35.191000_+03
length_difference_noticed,no

time,quality
14.731,58
15.615,78
16.827,85
17.948,78
18.629,81
19.898,86
20.724,84
21.799,76
23.066,66
23.654,68
24.531,60
25.751,63
26.635,76
27.647,73
28.722,81
29.898,84
30.526,78
31.842,81
32.920,81
33.502,80
34.719,82
35.596,82
36.475,84
37.692,87
38.570,83
39.447,81
40.619,85
41.545,86
42.421,80
43.639,80
44.593,82
45.589,80
46.613,80
47.536,86
48.368,84
49.636,78
50.510,79
51.439,84
52.561,78
53.447,73
54.365,80
55.536,85
56.412,84
57.338,88
58.510,87
59.437,84
60.314,85
61.630,86
62.408,87
63.286,80
64.456,81
65.386,85
66.259,84
67.480,86
68.355,89
69.279,86
70.451,82
71.335,81
72.301,83
73.572,87
74.600,86
75.226,85
76.399,83
77.277,81
78.300,82
79.376,82
80.261,84
81.179,86
82.441,87
83.465,85
84.159,80
85.369,72
86.247,56
87.131,40
88.294,39
89.221,46
90.098,38
91.268,49
92.195,71
93.072,82
94.290,85
95.214,87
96.091,88
97.654,87
98.142,88
99.237,90
100.238,87
101.165,82
102.042,82
103.212,83
104.089,84
105.016,85
106.234,83
107.106,82
108.038,85
109.209,82
110.038,75
110.963,78
112.178,79
113.060,74
113.938,52
115.117,52
116.081,53
116.912,48
118.081,46
119.055,73
119.885,80
121.114,82
121.980,82
122.904,83
124.077,83
124.954,85
126.121,82
127.051,82
127.928,82
129.146,82
130.119,83
130.901,81
131.874,83
133.190,85
133.973,86
134.996,88
136.114,82
136.901,79
137.778,79
138.947,79
139.874,81
140.750,84
141.975,86
142.846,84
143.768,81
144.942,84
145.819,86
146.699,84
147.915,84
148.891,84
149.765,86
150.986,89
151.767,87
152.790,85
153.912,83
154.740,81
155.715,79
156.837,81
157.760,85
158.640,83
159.811,82
160.737,83
161.857,81
162.784,82
163.711,80
164.588,79
165.915,84
166.687,88
167.859,86
169.072,86
169.901,86
170.632,81
171.754,79
172.634,81
173.511,82
174.728,85
175.607,82
176.577,86
177.848,87
178.871,83
179.511,79
180.783,78
181.553,81
182.479,81
183.697,81
184.576,85
185.454,87
186.866,85
187.549,84
188.670,82
189.794,85
190.668,82
191.598,82
192.619,81
193.496,82
194.374,82
195.593,82
196.470,86
197.444,83
198.572,84
199.444,82
200.370,79
201.589,79
202.512,84
203.636,85
204.515,86
205.538,84
206.610,81
207.489,81
208.417,82
209.534,84
210.556,84
211.505,81
212.314,86
213.873,88
214.556,83
215.239,81
216.458,85
217.335,84
218.262,79
219.720,76
220.309,78
221.239,81
222.646,82
223.334,82
224.227,83
225.573,80
226.306,59
227.183,58
228.353,49
229.473,24
230.157,22
231.376,26
232.257,33
233.130,34
234.349,46
235.226,39
236.201,21
237.323,26
238.253,24
239.172,0
240.372,28
241.174,33
242.101,31
243.316,0
244.148,0
245.169,23
246.292,24
247.132,27
248.050,31
249.458,52
250.189,33
251.167,27
252.530,0
253.169,32
253.995,33
255.468,38
256.186,49
257.014,68
258.237,67
259.160,54
259.946,47
261.161,39
262.039,35
262.917,26
264.135,38
265.012,57
265.938,40
267.109,34
268.009,37
268.915,28
270.085,28
271.055,36
272.029,38
273.056,41
274.028,42
274.908,48
276.105,52
277.007,48
277.882,51
279.199,57
279.930,48
280.879,58
282.029,52
282.998,66
283.827,60
285.000,64
285.923,73
286.805,77
288.071,84
288.904,82
289.778,80
290.948,78
292.117,81
292.751,78
293.922,78
294.798,83
295.736,79
297.190,78
298.075,84
298.698,81
299.870,73
300.795,71
301.718,65
302.899,65
303.769,68
304.647,60
306.108,57
306.742,70
307.863,71
308.842,68
309.810,67
310.643,73
311.813,74
312.985,71
313.617,76
314.786,73
315.807,78
316.787,80
317.760,80
318.735,75
319.709,68
320.734,67
321.760,65
322.537,64
323.707,43
324.634,0
325.511,0
326.730,24
327.607,0
328.583,35
329.706,71
330.584,84
331.459,81
332.921,80
333.555,62
334.524,50
335.846,52
336.530,38
337.456,42
338.625,60
339.556,79
340.429,81
341.793,82
342.527,83
343.406,61
344.574,52
345.697,49
346.379,46
347.649,45
348.476,48
349.447,68
350.617,79
351.446,81
352.324,83
353.593,86
354.422,84
355.471,84
356.519,77
357.539,77
358.322,78
359.505,78
360.463,76
361.294,81
362.660,81
363.391,74
364.268,69
365.583,66
366.412,71
367.290,73
368.411,73
369.339,71
370.215,80
371.437,74
372.554,79
373.383,79
374.410,72
375.577,72
376.305,56
377.381,41
378.260,27
379.138,41
380.383,29
381.235,23
382.206,23
383.331,44
384.208,78
385.132,70
386.302,57
387.277,34
388.114,33
389.519,35
390.209,33
391.082,29
392.250,55
393.177,46
394.148,55
395.276,60
396.441,46
397.027,61
398.247,64
399.173,45
400.001,50
401.220,66
402.100,72
402.977,65
404.195,69
405.071,66
405.949,62
407.175,70
408.045,49
409.023,56
410.479,42
411.022,40
412.042,46
413.213,31
414.041,0
414.919,0
416.088,0
417.023,0
417.892,0
419.159,22
419.989,27
420.866,27
422.179,0
423.011,0
423.840,0
425.059,0
425.936,27
426.814,33
428.080,22
429.156,32
