df_hash,22ZHK4.DV5PWR
429.787,35
431.019,41
431.884,29
432.909,33
433.980,36
434.911,37
435.787,41
436.954,45
437.877,69
439.000,74
439.976,77
440.948,74
441.780,57
442.901,43
443.827,30
444.707,36
446.066,42
446.846,54
447.922,50
448.849,39
449.776,37
450.652,48
451.872,42
452.750,33
453.626,45
454.846,71
455.722,82
456.602,83
458.157,84
458.697,85
459.720,71
461.133,65
461.815,74
462.596,69
463.768,67
464.647,83
465.577,86
466.988,83
467.666,81
468.738,82
469.859,83
470.980,83
471.663,80
472.687,77
473.759,79
474.491,83
475.755,85
476.601,67
477.467,64
478.686,14
479.561,15
480.471,77
481.657,30
482.535,75
483.412,100
484.874,100
485.508,100
486.507,100
487.606,0
488.531,0
489.409,0
490.578,25
491.521,43
492.390,43
