df_hash,22ZHK4.9VZJG1
318.887,36.844
319.965,36.875
320.886,36.906
321.909,36.906
322.985,36.938
323.911,36.938
324.883,36.938
326.296,36.938
326.889,36.938
327.906,36.938
328.940,36.875
329.904,36.875
330.928,36.844
331.903,36.844
332.927,36.812
333.901,36.812
334.929,36.812
335.901,36.781
336.945,36.812
337.900,36.844
338.923,36.844
339.898,36.844
340.922,36.875
341.897,36.875
342.952,36.875
343.896,36.875
344.919,36.875
345.894,36.875
346.922,36.875
347.893,36.875
348.925,36.875
349.895,36.875
351.163,36.875
351.891,36.875
352.914,36.875
353.912,36.875
354.913,36.906
355.888,36.906
356.912,36.906
357.888,36.906
358.911,36.875
359.898,36.906
360.910,36.875
362.245,36.875
362.908,36.875
363.883,36.875
364.907,36.875
366.082,36.875
366.906,36.875
367.881,36.875
368.909,36.938
369.880,36.906
370.906,36.938
371.878,36.969
372.902,36.938
373.877,36.938
374.900,36.938
375.925,36.906
376.903,36.875
377.929,36.875
378.901,36.812
379.922,36.812
380.970,36.812
381.921,36.812
382.896,36.812
383.919,36.844
384.895,36.812
385.918,36.844
387.040,36.875
387.928,36.875
388.892,36.906
389.916,36.938
390.894,36.938
391.915,36.906
392.890,36.969
393.914,36.938
394.889,36.969
395.948,36.938
396.888,36.906
397.911,36.906
398.886,36.906
399.910,36.875
401.180,36.875
402.103,36.875
402.884,36.875
403.907,36.875
404.965,36.875
405.906,36.906
406.900,36.906
407.905,36.906
408.947,36.906
409.904,36.906
410.879,36.938
411.902,36.906
412.901,36.938
413.912,36.906
414.932,36.875
415.937,36.844
416.972,36.844
417.904,36.875
418.874,36.875
419.900,36.906
420.924,36.875
421.896,36.875
422.951,36.875
423.895,36.875
424.919,36.875
425.893,36.875
426.917,36.906
427.894,36.875
428.916,36.875
429.891,36.844
430.915,36.844
432.041,36.875
432.914,36.875
433.892,36.875
434.921,36.969
435.888,36.938
436.911,36.938
438.132,36.906
438.910,36.906
439.885,36.938
441.103,36.906
441.884,36.906
442.907,36.875
443.891,36.844
444.906,36.750
445.981,36.781
446.905,36.812
447.880,36.844
448.907,36.875
449.884,36.875
450.903,36.906
451.878,36.906
452.903,36.938
453.876,36.969
454.900,37.000
455.875,37.000
456.899,36.969
457.874,37.000
458.999,36.969
460.021,36.938
460.897,36.906
461.872,36.938
462.895,36.906
463.873,36.906
464.894,36.906
466.113,36.875
466.893,36.906
467.935,36.938
468.892,36.938
470.014,36.938
470.890,36.969
471.865,36.969
472.890,36.969
473.912,37.000
474.888,36.969
475.914,36.969
477.003,36.938
477.910,36.938
478.885,36.906
479.915,36.875
480.917,36.875
481.908,36.844
482.883,36.875
483.949,36.875
485.174,36.875
485.905,36.875
486.898,36.844
487.907,36.844
488.879,36.875
489.903,36.906
491.024,36.875
491.902,36.875
492.886,36.844
493.907,36.844
494.876,36.844
495.899,36.875
496.874,36.906
497.898,36.875
498.873,36.875
499.897,36.875
500.872,36.906
501.896,36.906
502.871,36.906
503.894,36.906
504.872,36.875
505.893,36.812
506.868,36.750
507.892,36.656
508.918,36.562
509.890,36.438
510.882,36.281
511.922,36.156
512.864,35.969
513.888,35.781
514.863,35.656
516.033,35.438
516.876,35.156
517.886,34.812
518.861,34.406
519.884,33.938
