df_hash,22ZHK4.9VZJG1
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.P9YT
person_label,V19
date_time_start,2025-05-23_10-38-40.608000_+03
date_time_start_unix,1747985920.608
date_time_end,2025-05-23_10-47-26.620000_+03
length_difference_noticed,no

time,temperature
4.957,35.562
5.957,35.562
6.933,35.562
7.957,35.594
8.932,35.625
9.955,35.625
10.931,35.656
11.954,35.656
12.931,35.719
13.954,35.750
14.928,35.781
15.957,35.812
17.073,35.844
17.950,35.812
18.926,35.844
19.949,35.812
20.975,35.812
21.953,35.812
23.020,35.812
23.947,35.812
24.922,35.812
25.946,35.812
26.921,35.812
27.945,35.875
28.920,35.906
29.955,35.906
30.967,35.938
31.942,35.969
33.163,35.969
33.948,35.969
34.966,35.906
35.940,35.938
36.963,35.938
38.351,35.938
38.968,35.906
39.937,35.875
40.961,35.938
41.936,35.938
42.962,35.938
43.935,35.938
44.958,36.156
45.933,36.125
46.957,36.125
47.932,36.156
48.958,36.219
49.931,36.250
50.955,36.250
51.978,36.281
52.953,36.312
53.928,36.312
54.960,36.156
55.927,36.188
57.003,36.219
57.926,36.250
59.196,36.219
59.925,36.250
60.949,36.250
61.924,36.250
62.947,36.281
63.974,36.281
64.947,36.344
66.313,36.344
66.948,36.344
67.920,36.312
68.944,36.375
69.953,36.344
70.942,36.344
71.917,36.312
72.941,36.312
73.916,36.312
74.943,36.281
75.940,36.281
76.939,36.312
77.916,36.312
78.937,36.312
79.961,36.375
80.938,36.406
81.911,36.406
82.935,36.406
83.962,36.406
85.277,36.406
85.957,36.406
86.932,36.375
87.956,36.312
88.931,36.281
89.955,36.312
90.958,36.312
91.954,36.375
92.970,36.375
93.958,36.375
94.927,36.438
95.951,36.438
96.926,36.469
97.950,36.562
98.925,36.625
99.949,36.625
100.926,36.625
101.948,36.594
102.923,36.562
103.946,36.594
104.921,36.562
106.042,36.625
106.920,36.625
107.944,36.594
108.919,36.594
109.942,36.594
110.921,36.562
111.941,36.562
112.917,36.562
113.940,36.562
114.915,36.562
115.938,36.562
117.157,36.500
117.943,36.531
118.961,36.500
119.937,36.562
121.011,36.562
121.935,36.531
122.910,36.562
123.934,36.594
124.913,36.594
125.933,36.594
126.959,36.625
127.934,36.625
128.906,36.656
129.931,36.625
130.979,36.625
131.929,36.625
132.972,36.625
133.942,36.562
134.956,36.531
135.927,36.469
136.950,36.469
137.926,36.469
138.990,36.438
139.927,36.438
140.947,36.469
142.166,36.500
142.947,36.500
143.921,36.562
144.945,36.625
145.921,36.688
146.944,36.688
147.921,36.688
148.943,36.750
149.919,36.750
150.945,36.719
151.917,36.719
152.940,36.688
153.915,36.688
154.939,36.656
155.915,36.656
156.938,36.656
157.913,36.656
158.961,36.625
159.912,36.625
160.935,36.625
161.910,36.594
162.934,36.625
163.926,36.625
164.961,36.625
165.908,36.625
167.184,36.656
167.914,36.625
168.930,36.688
169.910,36.688
170.931,36.688
171.904,36.688
172.928,36.688
173.903,36.656
174.978,36.656
175.902,36.656
176.926,36.625
177.977,36.625
178.924,36.594
179.899,36.594
180.923,36.594
182.047,36.594
182.921,36.625
183.946,36.656
184.921,36.656
185.953,36.656
186.920,36.625
187.943,36.688
189.308,36.688
189.942,36.719
190.917,36.719
191.943,36.812
193.062,36.781
193.940,36.781
194.915,36.812
195.940,36.812
196.913,36.844
197.940,36.781
198.912,36.812
199.936,36.812
200.911,36.812
201.935,36.750
202.983,36.750
203.934,36.750
204.943,36.750
205.992,36.781
206.907,36.812
207.931,36.781
208.906,36.781
209.931,36.781
210.905,36.781
211.928,36.750
212.904,36.750
213.927,36.781
214.902,36.781
215.926,36.750
216.901,36.688
217.924,36.750
219.048,36.719
219.924,36.719
220.898,36.750
221.922,36.750
222.897,36.750
223.929,36.750
224.929,36.750
225.923,36.781
226.895,36.812
227.919,36.750
229.139,36.750
229.917,36.781
230.941,36.750
231.921,36.750
232.939,36.750
233.920,36.719
234.939,36.625
235.914,36.594
236.937,36.625
237.912,36.656
238.969,36.688
239.911,36.656
240.936,36.656
241.910,36.656
242.934,36.656
243.909,36.656
244.936,36.750
245.907,36.750
246.934,36.719
247.906,36.719
248.931,36.688
249.956,36.688
250.929,36.719
251.904,36.719
252.927,36.719
253.902,36.781
254.926,36.750
255.916,36.719
256.925,36.750
257.900,36.750
258.972,36.750
259.902,36.750
260.923,36.750
261.898,36.750
262.921,36.781
263.899,36.750
265.163,36.750
265.895,36.812
266.974,36.781
267.909,36.812
268.922,36.812
269.892,36.781
270.916,36.781
271.891,36.812
272.916,36.750
273.894,36.781
274.968,36.781
275.893,36.781
276.913,36.781
277.888,36.781
278.911,36.812
279.940,36.781
280.911,36.812
281.934,36.781
282.909,36.812
283.933,36.844
284.908,36.844
285.932,36.812
287.007,36.844
287.930,36.844
288.907,36.812
290.175,36.812
290.911,36.812
291.927,36.781
292.905,36.781
293.926,36.781
294.901,36.812
295.925,36.812
296.913,36.812
297.947,36.781
298.899,36.812
300.242,36.875
301.234,36.875
301.922,36.875
302.898,36.875
303.931,36.875
304.895,36.844
305.974,36.844
306.933,36.844
307.918,36.844
308.905,36.844
309.917,36.812
310.997,36.812
311.921,36.812
312.890,36.844
313.917,36.812
314.940,36.812
315.913,36.812
316.888,36.812
317.919,36.844
