df_hash,22ZHK4.S8VSPF
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9DLG
person_label,V46
date_time_start,2025-10-27_15-17-34.481000_+03
date_time_start_unix,1761563854.481
date_time_end,2025-10-27_15-25-50.085000_+03
length_difference_noticed,no

time,temperature
15.460,34.969
16.418,35.000
17.393,35.000
18.417,35.000
19.440,35.000
20.415,34.969
21.537,34.969
22.560,35.000
23.389,35.000
24.462,34.969
25.397,34.969
26.606,34.969
27.430,35.031
28.509,35.031
29.484,35.031
30.458,35.062
31.435,35.062
32.654,35.062
33.481,35.062
34.455,35.094
35.435,35.125
36.551,35.125
37.401,35.125
38.404,35.125
39.396,35.156
40.403,35.156
41.730,35.156
42.402,35.156
43.377,35.156
44.452,35.156
45.424,35.125
46.789,35.125
47.411,35.094
48.398,35.094
49.475,35.031
50.397,35.031
51.420,35.062
52.602,35.062
53.477,35.125
54.443,35.125
55.454,35.156
56.442,35.188
57.416,35.312
58.511,35.344
59.421,35.406
60.537,35.438
61.414,35.438
62.490,35.438
63.413,35.406
64.388,35.406
65.559,35.406
66.443,35.438
67.465,35.375
68.386,35.375
69.410,35.375
70.385,35.344
71.408,35.344
72.431,35.375
73.625,35.375
74.459,35.406
75.413,35.406
76.381,35.406
77.505,35.375
78.380,35.375
79.647,35.406
80.475,35.438
81.503,35.438
82.645,35.438
83.449,35.438
84.817,35.438
85.400,35.438
86.657,35.469
87.398,35.469
88.422,35.500
89.544,35.500
90.667,35.469
91.397,35.469
92.568,35.500
93.486,35.500
94.422,35.531
95.442,35.531
96.417,35.500
97.508,35.500
98.536,35.406
99.501,35.406
100.474,35.406
101.487,35.438
102.462,35.438
103.437,35.438
104.511,35.438
105.631,35.438
106.460,35.438
107.491,35.438
108.459,35.531
109.384,35.562
110.409,35.594
111.384,35.562
112.456,35.562
113.382,35.562
114.406,35.531
115.384,35.531
116.502,35.562
117.380,35.562
118.404,35.562
119.379,35.562
120.548,35.531
121.379,35.562
122.454,35.562
123.622,35.594
124.404,35.562
125.424,35.594
126.400,35.562
127.425,35.594
128.397,35.625
129.372,35.625
130.397,35.656
131.617,35.656
132.395,35.688
133.371,35.719
134.442,35.750
135.369,35.750
136.441,35.750
137.368,35.719
138.391,35.719
139.366,35.688
140.392,35.719
141.368,35.719
142.396,35.688
143.364,35.656
144.398,35.656
145.411,35.625
146.487,35.656
147.415,35.625
148.394,35.656
149.409,35.656
150.435,35.656
151.415,35.656
152.482,35.688
153.411,35.688
154.381,35.688
155.405,35.719
156.380,35.781
157.552,35.781
158.379,35.781
159.403,35.750
160.378,35.719
161.401,35.688
162.377,35.719
163.400,35.688
164.475,35.688
165.399,35.688
166.374,35.656
167.641,35.625
168.374,35.625
169.396,35.688
170.712,35.688
171.395,35.719
172.370,35.688
173.394,35.688
174.369,35.719
175.392,35.688
176.369,35.688
177.391,35.719
178.393,35.719
179.406,35.688
180.389,35.688
181.688,35.719
182.364,35.719
183.388,35.719
184.611,35.750
185.401,35.750
186.370,35.781
187.396,35.781
188.360,35.750
189.384,35.750
190.364,35.781
191.383,35.719
192.358,35.750
193.403,35.750
194.405,35.719
195.626,35.688
196.404,35.688
197.379,35.625
198.406,35.656
199.526,35.688
200.402,35.719
201.377,35.688
202.400,35.688
203.375,35.688
204.596,35.781
205.382,35.781
206.398,35.781
207.373,35.812
208.402,35.812
209.520,35.781
210.413,35.781
211.378,35.812
212.394,35.844
213.369,35.844
214.444,35.750
215.382,35.750
216.394,35.781
217.367,35.812
218.390,35.844
219.373,35.875
220.389,35.875
221.382,35.875
222.394,35.875
223.558,35.875
224.387,35.875
225.462,35.875
226.386,35.938
227.361,35.906
228.384,35.875
229.412,35.875
230.383,35.844
231.410,35.844
232.413,35.844
233.357,35.875
234.381,35.844
235.404,35.844
236.382,35.812
237.354,35.844
238.378,35.844
239.358,35.844
240.672,35.844
241.401,35.812
242.376,35.812
243.399,35.750
244.374,35.781
245.398,35.781
246.377,35.781
247.397,35.688
248.518,35.688
249.396,35.688
250.371,35.688
251.465,35.781
252.369,35.750
253.393,35.812
254.413,35.812
255.392,35.812
256.368,35.844
257.391,35.906
258.612,35.906
259.389,35.969
260.365,35.969
261.388,35.906
262.461,35.938
263.387,35.938
264.362,35.938
265.386,35.906
266.410,35.875
267.385,35.875
268.360,35.875
269.384,35.844
270.358,35.844
271.383,35.812
272.506,35.844
273.381,35.812
274.356,35.844
275.380,35.875
276.355,35.875
277.378,35.906
278.353,35.875
279.377,35.875
280.404,35.812
281.376,35.844
282.351,35.812
283.375,35.812
284.350,35.844
285.373,35.812
286.351,35.812
287.429,35.781
288.347,35.781
289.371,35.781
290.448,35.812
291.370,35.812
292.394,35.781
293.368,35.781
294.392,35.656
295.367,35.719
296.391,35.812
297.366,35.844
298.390,35.844
299.464,35.875
300.389,35.875
301.369,35.875
302.387,35.969
303.367,35.938
304.386,36.062
305.385,36.031
306.385,35.906
307.360,35.938
308.384,35.906
309.402,35.938
310.382,35.938
311.357,35.938
312.381,35.875
313.648,35.875
314.380,35.875
315.355,35.875
316.379,35.875
317.354,35.844
318.382,35.906
319.353,35.906
320.376,35.875
321.351,35.875
322.375,35.875
323.351,35.906
324.453,35.938
325.349,35.969
326.394,35.969
327.643,36.000
328.371,35.969
