df_hash,22ZHK4.S8VSPF
329.346,35.938
330.370,35.969
331.346,35.938
332.369,35.938
333.344,35.938
334.372,35.906
335.391,35.875
336.371,35.906
337.341,35.875
338.365,35.906
339.486,35.906
340.370,35.938
341.388,35.938
342.441,35.938
343.386,35.906
344.508,35.875
345.535,35.938
346.360,35.906
347.391,36.000
348.409,36.000
349.482,36.031
350.614,36.031
351.381,36.031
352.356,36.062
353.393,36.062
354.355,36.094
355.379,36.062
356.354,36.125
357.378,36.000
358.353,36.000
359.376,35.969
360.351,36.000
361.386,36.000
362.350,35.969
363.373,35.969
364.349,35.938
365.373,35.875
366.377,35.875
367.371,35.875
368.346,35.875
369.370,35.906
370.670,35.875
371.369,35.875
372.590,35.906
373.368,35.969
374.343,36.000
375.368,36.031
376.402,36.031
377.365,36.031
378.340,36.031
379.364,36.031
380.339,36.031
381.755,36.000
382.338,35.969
383.559,35.938
384.385,35.906
385.360,35.906
386.484,35.938
387.359,35.938
388.363,35.969
389.406,35.969
390.383,35.969
391.503,35.969
392.381,35.875
393.355,35.875
394.379,35.875
395.354,35.875
396.770,35.844
397.394,35.844
398.377,35.875
399.352,35.875
400.375,35.875
401.350,35.875
402.374,36.000
403.349,36.000
404.373,36.000
405.384,36.031
406.372,36.031
407.369,36.062
408.371,36.031
409.346,36.031
410.370,36.062
411.396,36.062
412.760,36.000
413.347,36.031
414.367,36.062
415.390,36.062
416.365,36.062
417.489,36.031
418.364,36.031
419.398,36.062
420.363,36.031
421.338,36.000
422.362,36.031
423.337,36.000
424.607,36.000
425.336,35.969
426.380,36.000
427.334,36.000
428.604,36.031
429.364,36.000
430.375,36.031
431.332,36.062
432.404,36.062
433.720,36.062
434.354,36.062
435.329,36.094
436.353,36.062
437.376,36.062
438.352,36.031
439.619,35.969
440.351,35.969
441.375,35.938
442.350,35.906
443.373,35.906
444.448,35.906
445.382,35.906
446.347,35.906
447.412,35.938
448.346,35.938
449.370,35.969
450.393,35.969
451.368,36.000
452.343,36.031
453.367,36.000
454.585,36.000
455.366,36.000
456.340,36.031
457.365,36.000
458.348,36.031
459.364,36.062
460.338,36.031
461.362,36.031
462.437,36.031
463.361,36.031
464.336,36.031
465.650,36.000
466.335,35.969
467.358,35.969
468.333,35.969
469.357,35.969
470.332,35.906
471.457,35.906
472.366,35.938
473.403,35.938
474.330,35.938
475.354,35.938
476.403,35.938
477.352,35.938
478.327,35.906
479.383,35.938
480.326,35.938
481.350,35.969
482.571,35.938
483.349,35.906
484.372,35.875
485.385,35.906
486.371,35.875
487.443,35.875
488.418,35.844
489.345,35.875
