df_hash,22ZHK4.S8VSPF
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9DLG
person_label,V46
date_time_start,2025-10-27_15-17-34.481000_+03
date_time_start_unix,1761563854.481
date_time_end,2025-10-27_15-25-50.085000_+03
length_difference_noticed,no

time,perfusion_ir
51.323,0.300
52.249,0.300
53.324,0.300
54.056,0.310
54.835,0.300
55.739,0.300
61.270,0.300
62.100,0.310
62.928,0.300
64.634,0.300
65.411,0.300
67.218,0.310
69.025,0.310
72.678,0.310
74.284,0.300
75.267,0.300
76.140,0.300
80.670,0.310
81.749,0.310
82.377,0.310
82.430,0.310
85.158,0.310
85.935,0.310
86.960,0.310
87.888,0.310
89.476,0.320
90.281,0.320
91.250,0.320
92.085,0.320
92.872,0.320
93.835,0.320
97.343,0.320
97.550,0.320
106.563,0.330
107.487,0.330
108.319,0.330
109.293,0.330
110.122,0.340
111.042,0.340
111.678,0.340
113.480,0.350
115.245,0.350
116.212,0.350
118.710,0.350
119.773,0.350
121.575,0.360
122.450,0.370
123.427,0.370
124.400,0.370
125.231,0.380
127.035,0.390
130.597,0.390
131.385,0.390
135.177,0.380
136.834,0.370
137.663,0.370
140.295,0.370
142.050,0.370
142.976,0.370
143.804,0.370
145.607,0.370
146.585,0.370
147.409,0.370
149.070,0.360
150.142,0.360
150.877,0.350
153.509,0.350
154.483,0.340
156.140,0.340
159.600,0.330
160.478,0.330
161.453,0.320
170.374,0.320
173.981,0.320
178.665,0.320
179.390,0.320
180.221,0.320
184.660,0.320
189.828,0.310
192.271,0.310
196.016,0.300
197.479,0.300
201.915,0.300
202.746,0.300
203.671,0.310
204.402,0.310
212.591,0.310
230.974,0.310
233.459,0.310
237.893,0.310
303.518,0.310
308.581,0.320
326.765,0.320
