df_hash,22ZHK4.S8VSPF
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.9DLG
person_label,V46
date_time_start,2025-10-27_15-17-34.481000_+03
date_time_start_unix,1761563854.481
date_time_end,2025-10-27_15-25-50.085000_+03
length_difference_noticed,no

time,battery
21.293,42
31.429,42
41.426,42
51.328,42
61.374,42
71.315,42
81.406,42
91.347,42
101.413,42
111.286,42
121.284,42
131.274,42
141.365,42
151.408,42
161.304,42
171.300,42
181.389,42
191.285,42
201.280,42
211.276,42
221.266,42
231.406,41
241.354,41
251.248,41
261.291,41
271.285,41
281.278,41
291.276,41
301.364,41
311.299,41
321.254,41
331.250,41
341.241,41
351.348,41
361.283,41
371.271,41
381.265,41
391.308,41
401.253,41
411.393,41
421.241,41
431.234,41
441.228,41
451.270,41
461.265,41
471.276,41
481.252,41
