df_hash,22ZHK4.QRYGM8
248.456,0.968
248.486,0.958
248.516,0.960
248.546,0.964
248.576,0.962
248.606,0.963
248.636,0.961
248.666,0.955
248.696,0.965
248.726,0.959
248.756,0.958
248.786,0.960
248.816,0.958
248.846,0.966
248.876,0.967
248.906,0.966
248.936,0.961
248.966,0.961
248.996,0.960
249.026,0.965
249.056,0.963
249.086,0.966
249.116,0.964
249.146,0.960
249.176,0.963
249.206,0.961
249.236,0.963
249.266,0.966
249.296,0.959
249.326,0.960
249.356,0.964
249.386,0.965
249.416,0.966
249.446,0.959
249.476,0.961
249.506,0.960
249.536,0.959
249.566,0.962
249.596,0.962
249.626,0.963
249.656,0.961
249.686,0.965
249.716,0.968
249.746,0.964
249.776,0.961
249.806,0.959
249.836,0.962
249.866,0.957
249.896,0.960
249.926,0.958
249.956,0.964
249.986,0.965
250.016,0.963
250.046,0.959
250.076,0.954
250.106,0.947
250.136,0.959
250.166,0.963
250.196,0.966
250.226,0.969
250.256,0.961
250.286,0.964
250.316,0.956
250.346,0.956
250.376,0.960
250.406,0.957
250.436,0.962
250.466,0.962
250.496,0.963
250.526,0.958
250.556,0.957
250.586,0.958
250.616,0.960
250.646,0.949
250.676,0.966
250.706,0.968
250.736,0.961
250.766,0.962
250.796,0.962
250.826,0.965
250.856,0.959
250.886,0.959
250.916,0.962
250.946,0.957
250.976,0.966
251.006,0.967
251.036,0.956
251.066,0.958
251.096,0.964
251.126,0.962
251.156,0.964
251.186,0.964
251.216,0.963
251.246,0.968
251.276,0.958
251.306,0.955
251.336,0.968
251.366,0.965
251.396,0.969
251.426,0.966
251.456,0.948
251.486,0.948
251.516,0.970
251.546,0.976
251.576,0.965
251.606,0.952
251.636,0.957
251.666,0.962
251.696,0.960
251.726,0.964
251.756,0.969
251.786,0.961
251.816,0.956
251.846,0.945
251.876,0.946
251.906,0.948
251.936,0.943
251.966,0.956
251.996,0.964
252.026,0.972
252.056,0.976
252.086,0.971
252.116,0.962
252.146,0.959
252.176,0.956
252.206,0.958
252.236,0.951
252.266,0.962
252.296,0.970
252.326,0.969
252.356,0.953
252.386,0.956
252.416,0.945
252.446,0.956
252.476,0.954
252.506,0.954
252.536,0.950
252.566,0.948
252.596,0.955
252.626,0.953
252.656,0.952
252.686,0.960
252.716,0.973
252.746,0.971
252.776,0.986
252.806,0.970
252.836,0.952
252.866,0.944
252.896,0.964
252.926,0.963
252.956,0.971
252.986,0.971
253.016,0.983
253.046,0.977
253.076,0.976
253.106,0.973
253.136,0.940
253.166,0.931
253.196,0.966
253.226,0.984
253.256,0.982
253.286,0.978
253.316,0.959
253.346,0.963
253.376,0.993
253.406,1.000
253.436,1.003
253.466,0.996
253.496,0.973
253.526,0.949
253.556,0.937
253.586,0.915
253.616,0.868
253.646,0.919
253.676,0.938
253.706,1.008
253.736,1.029
253.766,1.023
253.796,1.064
253.826,1.048
253.856,0.918
253.886,0.898
253.916,0.938
253.946,1.012
253.976,0.981
254.006,0.951
254.036,0.959
254.066,0.978
254.096,0.951
254.126,0.972
254.156,0.985
254.186,0.973
254.216,0.963
254.246,0.970
254.276,0.974
254.306,0.972
254.336,0.979
254.366,0.979
254.396,0.976
254.426,0.968
254.456,0.974
254.486,0.971
254.516,0.964
254.546,0.952
254.576,0.965
254.606,0.973
254.636,0.979
254.666,0.982
254.696,0.998
254.726,0.994
254.756,1.010
254.786,1.003
254.816,1.005
254.846,1.000
254.876,1.008
254.906,0.994
254.936,0.982
254.966,0.962
254.996,0.951
255.026,0.975
255.056,0.972
255.086,0.943
255.116,0.948
255.146,0.968
255.176,0.986
255.206,1.001
255.236,1.025
255.266,1.014
255.296,1.002
255.326,0.987
255.356,0.979
255.386,0.979
255.416,0.981
255.446,0.989
255.476,0.981
255.506,0.990
255.536,0.984
255.566,0.987
255.596,0.978
255.626,0.986
255.656,0.980
255.686,0.979
255.716,0.983
255.746,0.995
255.776,0.985
255.806,0.992
255.836,0.997
255.866,0.987
255.896,0.985
255.926,0.983
255.956,0.981
255.986,0.982
256.016,0.987
256.046,0.975
256.076,0.984
256.106,0.989
256.136,0.984
256.166,0.977
256.196,0.980
256.226,0.977
256.256,0.986
256.286,0.989
256.316,0.985
256.346,0.986
256.376,0.989
256.406,0.982
256.436,0.987
256.466,0.989
256.496,0.982
256.526,0.989
256.556,0.988
256.586,0.986
256.616,0.984
256.646,0.983
256.676,0.986
256.706,0.987
256.736,0.992
256.766,0.986
256.796,0.985
256.826,0.978
256.856,0.993
256.886,0.982
256.916,0.982
256.946,0.987
256.976,0.984
257.006,0.985
257.036,0.986
257.066,0.985
257.096,0.977
257.126,0.988
257.156,0.986
257.186,0.989
257.216,0.987
257.246,0.985
257.276,0.985
257.306,0.985
257.336,0.985
257.366,0.983
257.396,0.981
257.426,0.990
257.456,0.984
257.486,0.988
257.516,0.988
257.546,0.992
257.576,0.991
257.606,0.983
257.636,0.988
257.666,0.984
257.696,0.987
257.726,0.990
257.756,0.984
257.786,0.990
257.816,0.989
257.846,0.978
257.876,0.983
257.906,0.986
257.936,0.989
257.966,0.983
257.996,0.986
258.026,0.987
258.056,0.989
258.086,0.992
258.116,0.981
258.146,0.990
258.176,0.988
258.206,0.994
258.236,0.985
258.266,0.986
258.296,0.990
258.326,0.986
258.356,0.985
258.386,0.984
258.416,0.982
258.446,0.992
258.476,0.981
258.506,0.988
258.536,0.991
258.566,0.985
258.596,0.981
258.626,0.983
258.656,0.981
258.686,0.982
258.716,0.980
258.746,0.979
258.776,0.998
258.806,1.010
258.836,1.019
258.866,0.982
258.896,0.938
258.926,0.956
258.956,0.940
258.986,0.953
259.016,0.965
259.046,1.041
259.076,1.092
259.106,1.063
259.136,0.976
259.166,0.876
259.196,0.906
259.226,0.975
259.256,1.013
259.286,1.024
259.316,0.998
259.346,0.948
259.376,0.960
259.406,0.963
259.436,0.951
259.466,0.958
259.496,0.966
259.526,0.968
259.556,0.976
259.586,0.986
259.616,0.986
259.646,0.995
259.676,0.979
259.706,0.973
259.736,0.966
259.766,0.969
259.796,0.978
259.826,0.972
259.856,0.975
259.886,0.982
259.916,0.979
259.946,0.999
259.976,1.013
260.006,1.011
260.036,0.999
260.066,0.991
260.096,0.982
260.126,0.987
260.156,0.977
260.186,0.960
260.216,0.961
260.246,0.983
260.276,1.009
260.306,1.017
260.336,0.999
260.366,0.992
260.396,0.988
260.426,0.991
260.456,0.984
260.486,0.984
260.516,0.983
260.546,0.994
260.576,0.967
260.606,0.979
260.636,0.990
260.666,0.991
260.696,1.006
260.726,0.994
260.756,0.987
260.786,0.989
260.816,0.987
260.846,0.983
260.876,0.982
260.906,0.983
260.936,0.984
260.966,0.983
260.996,0.982
261.026,0.980
261.056,0.983
261.086,0.989
261.116,0.995
261.146,0.982
261.176,0.988
261.206,0.995
261.236,0.990
261.266,0.983
261.296,0.983
261.326,0.990
261.356,0.994
261.386,0.986
261.416,0.985
261.446,0.979
261.476,0.981
261.506,0.974
261.536,0.982
261.566,0.979
261.596,0.994
261.626,0.979
261.656,0.989
261.686,0.986
261.716,0.986
261.746,0.995
261.776,0.985
261.806,0.996
261.836,0.997
261.866,0.998
261.896,0.988
261.926,0.978
261.956,0.992
261.986,1.016
262.016,1.015
262.046,1.009
262.076,0.982
262.106,0.973
262.136,0.968
262.166,0.951
262.196,0.929
262.226,0.954
262.256,0.971
262.286,0.973
262.316,0.995
262.346,1.030
262.376,1.040
262.406,1.034
262.436,1.026
262.466,1.013
262.496,1.008
262.526,1.003
262.556,1.003
262.586,1.004
262.616,1.002
262.646,1.005
262.676,1.008
262.706,0.992
262.736,1.000
262.766,1.000
262.796,0.986
262.826,0.992
262.856,1.003
262.886,1.014
262.916,1.011
262.946,1.001
262.976,0.990
263.006,0.983
263.036,0.988
263.066,0.997
263.096,1.022
263.126,1.027
263.156,1.020
263.186,1.019
263.216,1.021
263.246,1.010
263.276,1.004
263.306,1.001
263.336,1.005
263.366,1.011
263.396,1.025
263.426,1.021
263.456,1.044
263.486,1.021
263.516,0.984
263.546,0.995
263.576,0.976
263.606,1.000
263.636,1.006
263.666,1.010
263.696,1.011
263.726,1.003
263.756,0.966
263.786,0.997
263.816,0.997
263.846,1.001
263.876,1.010
263.906,1.000
263.936,0.989
263.966,0.999
263.996,1.000
264.026,1.014
264.056,0.985
264.086,0.990
264.116,1.002
264.146,1.008
264.176,1.016
264.206,1.030
264.236,1.024
264.266,0.994
264.296,0.989
264.326,0.998
264.356,1.007
264.386,1.000
264.416,1.008
264.446,1.002
264.476,1.009
264.506,1.005
264.536,0.987
264.566,0.998
264.596,0.993
264.626,0.998
264.656,1.005
264.686,1.007
264.716,1.005
264.746,1.002
264.776,1.008
264.806,1.016
264.836,1.006
264.866,1.016
264.896,1.010
264.926,0.991
264.956,1.010
264.986,1.003
265.016,0.998
265.046,1.006
265.076,1.007
265.106,1.003
265.136,1.008
265.166,1.003
265.196,1.015
265.226,1.021
265.256,1.006
265.286,1.000
265.316,1.013
265.346,1.006
265.376,1.010
265.406,1.000
265.436,0.993
265.466,0.999
265.496,0.996
265.526,0.984
265.556,1.006
265.586,1.012
265.616,0.996
265.646,0.996
265.676,0.985
265.706,0.988
265.736,0.976
265.766,0.966
265.796,0.986
265.826,0.999
265.856,1.004
265.886,1.013
265.916,1.012
265.946,1.009
265.976,1.019
266.006,1.049
266.036,1.053
266.066,1.035
266.096,1.009
266.126,0.978
266.156,0.957
266.186,0.955
266.216,0.951
266.246,0.963
266.276,0.986
266.306,0.986
266.336,1.009
266.366,1.021
266.396,1.035
266.426,1.041
266.456,1.038
266.486,1.030
266.516,1.031
266.546,1.008
266.576,0.991
266.606,0.986
266.636,0.984
266.666,0.999
266.696,1.001
266.726,1.000
266.756,1.008
266.786,1.008
266.816,1.011
266.846,1.001
266.876,1.007
266.906,1.005
266.936,1.011
266.966,1.011
266.996,1.014
267.026,1.010
267.056,1.011
267.086,1.009
267.116,1.004
267.146,0.998
267.176,1.011
267.206,1.010
267.236,1.011
267.266,1.007
267.296,1.008
267.326,1.008
267.356,1.003
267.386,1.000
267.416,1.010
267.446,1.004
267.476,1.004
267.506,1.011
267.536,1.010
267.566,1.004
267.596,1.007
267.626,1.011
267.656,1.003
267.686,1.003
267.716,1.015
267.746,1.010
267.776,1.005
267.806,0.999
267.836,1.012
267.866,1.010
267.896,1.010
267.926,1.007
267.956,1.004
267.986,0.999
268.016,1.013
268.046,1.009
268.076,1.009
268.106,1.012
268.136,1.009
268.166,1.012
268.196,1.007
268.226,1.006
268.256,1.008
268.286,1.011
268.316,1.009
268.346,1.004
268.376,0.999
268.406,1.012
268.436,1.007
268.466,1.009
268.496,1.012
268.526,1.012
268.556,1.015
268.586,1.008
268.616,1.004
268.646,1.007
268.676,1.011
268.706,1.013
268.736,1.004
268.766,1.006
268.796,1.024
268.826,1.021
268.856,1.012
268.886,1.015
268.916,1.017
268.946,1.018
268.976,1.021
269.006,1.013
269.036,1.011
269.066,1.004
269.096,0.991
269.126,0.995
269.156,1.002
269.186,0.996
269.216,1.002
269.246,1.009
269.276,1.011
269.306,1.005
269.336,0.996
269.366,0.994
269.396,0.989
269.426,0.988
269.456,0.991
269.486,0.993
269.516,0.999
269.546,1.010
269.576,1.000
269.606,1.005
269.636,1.009
269.666,0.996
269.696,1.003
269.726,1.011
269.756,1.006
269.786,1.005
269.816,1.008
269.846,0.999
269.876,1.005
269.906,1.003
269.936,1.010
269.966,1.016
269.996,1.008
270.026,1.001
270.056,1.012
270.086,1.007
270.116,1.009
270.146,1.009
270.176,1.005
270.206,1.005
270.236,1.005
270.266,1.001
270.296,1.008
270.326,1.006
270.356,1.012
270.386,1.007
270.416,1.001
270.446,1.010
270.476,1.011
270.506,1.007
270.536,1.009
270.566,0.998
270.596,1.016
270.626,0.966
270.656,0.977
270.686,1.098
270.716,1.163
270.746,0.917
270.776,1.080
270.806,1.122
270.836,1.003
270.866,0.941
270.896,0.976
270.926,0.958
270.956,0.994
270.986,1.017
271.016,1.007
271.046,1.023
271.076,1.006
271.106,1.006
271.136,1.007
271.166,0.986
271.196,0.981
271.226,0.975
271.256,0.980
271.286,1.001
271.316,0.991
271.346,0.997
271.376,0.990
271.406,0.985
271.436,1.000
271.466,0.983
271.496,0.980
271.526,0.973
271.556,1.012
271.586,1.010
271.616,0.950
271.646,0.999
271.676,0.972
271.706,1.041
271.736,1.022
271.766,0.933
271.796,1.016
271.826,0.902
271.856,0.926
271.886,0.968
271.916,0.923
271.946,0.947
271.976,0.941
272.006,0.965
272.036,0.950
272.066,0.933
272.096,1.001
272.126,0.989
272.156,0.985
272.186,0.973
272.216,0.944
272.246,0.917
272.276,0.924
272.306,0.946
272.336,0.955
272.366,0.979
272.396,0.962
272.426,0.937
272.456,0.920
272.486,0.935
272.516,0.907
272.546,0.946
272.576,0.941
272.606,0.891
272.636,0.910
272.666,0.877
272.696,0.925
272.726,0.993
272.756,0.955
272.786,0.931
272.816,0.988
272.846,0.982
272.876,1.021
272.906,1.051
272.936,0.980
272.966,1.073
272.996,1.035
273.026,1.141
273.056,1.021
273.086,0.998
273.116,0.953
273.146,0.910
273.176,0.952
273.206,1.009
273.236,1.056
273.266,0.990
273.296,0.912
273.326,0.894
273.356,0.962
273.386,1.050
273.416,1.117
273.446,1.219
273.476,1.278
273.506,1.174
273.536,0.955
273.566,0.855
273.596,0.854
273.626,0.832
273.656,0.862
273.686,0.924
273.716,0.993
273.746,0.965
273.776,0.934
273.806,0.977
273.836,1.043
273.866,1.059
273.896,1.085
273.926,1.052
273.956,1.038
273.986,1.020
274.016,1.045
274.046,1.064
274.076,1.028
274.106,1.029
274.136,1.026
274.166,0.986
274.196,1.012
274.226,0.997
274.256,1.002
274.286,1.014
274.316,1.015
274.346,1.024
274.376,1.024
274.406,1.025
274.436,1.009
274.466,1.005
274.496,1.005
274.526,0.998
274.556,1.002
274.586,1.004
274.616,1.009
274.646,1.006
274.676,1.001
274.706,1.004
274.736,1.011
274.766,1.006
274.796,0.998
274.826,1.008
274.856,1.004
274.886,1.008
274.916,1.005
274.946,1.011
274.976,0.998
275.006,1.002
275.036,1.022
275.066,1.026
275.096,1.022
275.126,1.018
275.156,1.019
275.186,1.001
275.216,1.020
275.246,1.018
275.276,1.014
275.306,1.006
275.336,1.009
275.366,1.010
275.396,1.005
275.426,1.016
275.456,1.027
275.486,1.022
275.516,1.020
275.546,1.013
275.576,1.019
275.606,1.020
275.636,1.013
275.666,1.015
275.696,1.020
275.726,1.014
275.756,1.009
275.786,1.012
275.816,1.012
275.846,1.022
275.876,1.019
275.906,1.012
275.936,1.012
275.966,1.011
275.996,1.013
276.026,1.012
276.056,1.013
276.086,1.019
276.116,1.018
276.146,1.019
276.176,1.015
276.206,1.018
276.236,1.016
276.266,1.011
276.296,1.016
276.326,1.020
276.356,1.022
276.386,1.021
276.416,1.010
276.446,1.021
276.476,1.019
276.506,1.021
276.536,1.020
276.566,1.011
276.596,1.015
276.626,1.021
276.656,1.015
276.686,1.021
276.716,1.015
276.746,1.015
276.776,1.016
276.806,1.021
276.836,1.012
276.866,1.010
276.896,1.008
276.926,1.008
276.956,1.024
276.986,1.009
277.016,1.017
277.046,1.028
277.076,1.052
277.106,1.074
277.136,0.983
277.166,0.988
277.196,1.017
277.226,1.014
277.256,1.012
277.286,1.008
277.316,1.002
277.346,1.011
277.376,1.017
277.406,1.023
277.436,1.021
277.466,1.017
277.496,1.010
277.526,1.015
277.556,1.017
277.586,1.011
277.616,1.015
277.646,1.005
277.676,1.017
277.706,1.021
277.736,1.013
277.766,1.014
277.796,1.018
277.826,1.013
277.856,1.007
277.886,1.013
277.916,1.011
277.946,1.014
277.976,1.019
278.006,1.017
278.036,1.017
278.066,1.018
278.096,1.015
278.126,1.017
278.156,1.014
278.186,1.025
278.216,1.025
278.246,1.028
278.276,1.024
278.306,1.032
278.336,1.051
278.366,1.043
278.396,1.024
278.426,1.016
278.456,1.000
278.486,0.997
278.516,0.980
278.546,0.982
278.576,1.042
278.606,1.016
278.636,1.006
278.666,0.996
278.696,0.980
278.726,0.974
278.756,0.980
278.786,0.983
278.816,0.982
278.846,0.967
278.876,0.979
278.906,0.992
278.936,0.984
278.966,0.990
278.996,0.997
279.026,0.997
279.056,1.008
279.086,1.004
279.116,1.016
279.146,0.965
279.176,0.983
279.206,1.013
279.236,0.999
279.266,0.982
279.296,0.991
279.326,0.998
279.356,1.001
279.386,0.983
279.416,0.992
279.446,1.005
279.476,0.995
279.506,0.990
279.536,0.992
279.566,0.988
279.596,0.991
279.626,0.997
279.656,0.998
279.686,0.996
279.716,0.994
279.746,0.996
279.776,0.999
279.806,1.002
279.836,0.998
279.866,0.994
279.896,0.986
279.926,0.982
279.956,0.982
279.986,0.982
280.016,0.984
280.046,0.979
280.076,0.989
280.106,1.015
280.136,1.014
280.166,1.016
280.196,1.001
280.226,0.991
280.256,0.984
280.286,0.977
280.316,0.988
280.346,1.006
280.376,1.018
280.406,1.025
280.436,1.027
280.466,1.026
280.496,1.019
280.526,1.012
280.556,1.022
280.586,1.021
280.616,1.005
280.646,1.011
280.676,0.998
280.706,1.002
280.736,1.012
280.766,1.006
280.796,1.013
280.826,1.013
280.856,1.014
280.886,1.012
280.916,1.008
280.946,1.005
280.976,1.006
281.006,1.009
281.036,1.021
281.066,1.019
281.096,1.018
281.126,1.015
281.156,1.014
281.186,1.017
281.216,1.019
281.246,1.010
281.276,1.010
281.306,1.011
281.336,1.013
281.366,1.015
281.396,1.015
281.426,1.005
281.456,1.004
281.486,1.011
281.516,1.013
281.546,1.012
281.576,1.010
281.606,1.007
281.636,1.012
281.666,1.015
281.696,1.012
281.726,1.007
281.756,1.012
281.786,1.009
281.816,1.008
281.846,1.016
281.876,1.012
281.906,1.009
281.936,1.011
281.966,1.010
281.996,1.011
282.026,1.013
282.056,1.005
282.086,1.012
282.116,1.014
282.146,1.013
282.176,1.011
282.206,1.008
282.236,1.009
282.266,1.011
282.296,1.009
282.326,1.007
282.356,1.012
282.386,1.014
282.416,1.014
282.446,1.018
282.476,1.012
282.506,1.012
282.536,1.011
282.566,1.008
282.596,1.007
282.626,1.009
282.656,1.018
282.686,1.008
282.716,1.011
282.746,1.012
282.776,1.017
282.806,1.009
282.836,1.011
282.866,1.012
282.896,1.008
282.926,1.014
282.956,1.017
282.986,1.006
283.016,1.015
283.046,1.012
283.076,1.011
283.106,1.013
283.136,1.006
283.166,1.013
283.196,1.014
283.226,1.006
283.256,1.011
283.286,1.016
283.316,1.012
283.346,1.006
283.376,1.009
283.406,1.012
283.436,1.016
283.466,1.018
283.496,1.008
283.526,1.010
283.556,1.012
283.586,1.019
283.616,1.006
283.646,1.009
283.676,1.016
283.706,1.017
283.736,1.014
283.766,1.009
283.796,1.006
283.826,1.007
283.856,1.014
283.886,1.007
283.916,1.012
283.946,1.012
283.976,1.011
284.006,1.007
284.036,1.012
284.066,1.017
284.096,1.015
284.126,1.009
284.156,1.012
284.186,1.009
284.216,1.011
284.246,1.016
284.276,1.011
284.306,1.008
284.336,1.018
284.366,1.016
284.396,1.013
284.426,1.011
284.456,1.010
284.486,1.016
284.516,1.016
284.546,1.013
284.576,1.009
284.606,1.016
284.636,1.016
284.666,1.010
284.696,1.003
284.726,1.015
284.756,1.018
284.786,1.015
284.816,1.010
284.846,1.007
284.876,1.010
284.906,1.018
284.936,1.011
284.966,1.016
284.996,1.016
285.026,1.015
285.056,1.016
285.086,1.008
285.116,1.007
285.146,1.010
285.176,1.008
285.206,1.014
285.236,1.011
285.266,1.008
285.296,1.014
285.326,1.008
285.356,1.013
285.386,1.017
285.416,1.013
285.446,1.019
285.476,1.014
285.506,1.007
285.536,1.007
285.566,1.015
285.596,1.012
285.626,1.012
285.656,1.011
285.686,1.013
285.716,1.014
285.746,1.014
285.776,1.007
285.806,1.010
285.836,1.008
285.866,1.010
285.896,1.008
285.926,1.011
285.956,1.015
285.986,1.013
286.016,1.002
286.046,1.017
286.076,1.016
286.106,1.018
286.136,1.011
286.166,1.006
286.196,1.008
286.226,1.015
286.256,1.012
286.286,1.008
286.316,1.008
286.346,1.017
286.376,1.010
286.406,1.008
286.436,1.008
286.466,1.010
286.496,1.011
286.526,1.017
286.556,1.014
286.586,1.008
286.616,1.019
286.646,1.013
286.676,1.003
286.706,1.010
286.736,1.015
286.766,1.017
286.796,1.006
286.826,1.013
286.856,1.011
286.886,1.009
286.916,1.016
286.946,1.018
286.976,1.008
287.006,1.021
287.036,1.026
287.066,1.021
287.096,1.015
287.126,1.010
287.156,1.003
287.186,1.003
287.216,1.013
287.246,1.013
287.276,1.007
287.306,1.004
287.336,1.009
287.366,1.006
287.396,1.013
287.426,1.007
287.456,1.012
287.486,1.003
287.516,1.006
287.546,1.007
287.576,1.007
287.606,1.011
287.636,1.017
287.666,1.010
287.696,1.010
287.726,1.011
287.756,1.007
287.786,1.010
287.816,1.012
287.846,1.016
287.876,1.014
287.906,1.015
287.936,1.009
287.966,1.006
287.996,1.015
288.026,1.013
288.056,1.011
288.086,1.008
288.116,1.013
288.146,1.011
288.176,1.013
288.206,1.013
288.236,1.012
288.266,1.017
288.296,1.009
288.326,1.011
288.356,1.017
288.386,1.011
288.416,1.013
288.446,1.012
288.476,1.009
288.506,1.012
288.536,1.010
288.566,1.014
288.596,1.013
288.626,1.009
288.656,1.014
288.686,1.013
288.716,1.011
288.746,1.015
288.776,1.011
288.806,1.008
288.836,1.011
288.866,1.014
288.896,1.019
288.926,1.008
288.956,1.012
288.986,1.013
289.016,1.009
289.046,1.013
289.076,1.014
289.106,1.009
289.136,1.012
289.166,1.009
289.196,1.015
289.226,1.014
289.256,1.015
289.286,1.010
289.316,1.008
289.346,1.006
289.376,1.015
289.406,1.017
289.436,1.012
289.466,1.017
289.496,1.007
289.526,1.011
289.556,1.018
289.586,1.011
289.616,1.005
289.646,1.012
289.676,1.021
289.706,1.012
289.736,1.010
289.766,1.014
289.796,1.013
289.826,1.016
289.856,1.013
289.886,1.011
289.916,1.010
289.946,1.013
289.976,1.010
290.006,1.011
290.036,1.005
290.066,1.015
290.096,1.015
290.126,1.011
290.156,1.005
290.186,1.009
290.216,1.018
290.246,1.016
290.276,1.009
290.306,1.010
290.336,1.016
290.366,1.011
290.396,1.014
290.426,1.011
290.456,1.013
290.486,1.017
290.516,1.011
290.546,1.009
290.576,1.010
290.606,1.016
290.636,1.009
290.666,1.011
290.696,1.012
290.726,1.014
290.756,1.016
290.786,1.011
290.816,1.011
290.846,1.011
290.876,1.021
290.906,1.013
290.936,1.007
290.966,1.013
290.996,1.006
291.026,1.011
291.056,1.017
291.086,1.013
291.116,1.012
291.146,1.016
291.176,1.015
291.206,1.012
291.236,1.010
291.266,1.011
291.296,1.013
291.326,1.010
291.356,1.012
291.386,1.016
291.416,1.013
291.446,1.013
291.476,1.013
291.506,1.008
291.536,1.007
291.566,1.019
291.596,1.018
291.626,1.013
291.656,1.012
291.686,1.014
291.716,1.009
291.746,1.011
291.776,1.010
291.806,1.014
291.836,1.011
291.866,1.021
291.896,1.016
291.926,1.005
291.956,1.009
291.986,1.005
292.016,1.010
292.046,1.017
292.076,1.011
292.106,1.012
292.136,1.017
292.166,1.017
292.196,1.009
292.226,1.006
292.256,1.009
292.286,1.009
292.316,1.021
292.346,1.018
292.376,1.017
292.406,1.023
292.436,1.001
292.466,1.034
292.496,1.029
292.526,1.021
292.556,1.014
292.586,0.993
292.616,1.012
292.646,0.957
292.676,0.944
292.706,0.944
292.736,0.976
292.766,0.983
292.796,0.978
292.826,0.969
292.856,0.988
292.886,0.971
292.916,0.966
292.946,0.973
292.976,0.964
293.006,0.948
293.036,0.955
293.066,0.946
293.096,0.965
293.126,0.985
293.156,1.009
293.186,1.002
293.216,1.019
293.246,0.978
293.276,0.996
293.306,0.939
293.336,0.997
293.366,0.939
293.396,0.947
293.426,0.995
293.456,0.959
293.486,0.981
293.516,1.001
293.546,1.000
293.576,0.978
293.606,0.986
293.636,0.997
293.666,1.006
293.696,1.002
293.726,1.000
293.756,1.010
293.786,1.007
293.816,0.995
293.846,1.002
293.876,1.008
293.906,0.999
293.936,1.005
293.966,1.006
293.996,1.010
294.026,1.010
294.056,1.011
294.086,1.006
294.116,1.006
294.146,1.010
294.176,1.007
294.206,1.002
294.236,1.010
294.266,1.008
294.296,1.011
294.326,1.013
294.356,1.013
294.386,1.013
294.416,1.006
294.446,1.016
294.476,1.017
294.506,1.012
294.536,1.011
294.566,1.017
294.596,1.011
294.626,1.016
294.656,1.014
294.686,1.008
294.716,1.012
294.746,1.022
294.776,1.013
294.806,1.009
294.836,1.019
294.866,1.016
294.896,1.014
294.926,1.015
294.956,1.014
294.986,1.012
295.016,1.022
295.046,1.023
295.076,1.023
295.106,1.031
295.136,1.018
295.166,1.014
295.196,1.021
295.226,1.016
295.256,1.020
295.286,1.017
295.316,1.016
295.346,1.016
295.376,1.015
295.406,1.018
295.436,1.009
295.466,1.012
295.496,1.002
295.526,1.011
295.556,1.019
295.586,1.008
295.616,1.015
295.646,1.021
295.676,1.014
295.706,1.009
295.736,1.017
295.766,1.010
295.796,1.013
295.826,1.012
295.856,1.009
295.886,1.020
295.916,1.028
295.946,1.021
295.976,1.017
296.006,1.012
296.036,1.019
296.066,1.013
296.096,1.011
296.126,1.021
296.156,1.016
296.186,1.007
296.216,1.000
296.246,0.994
296.276,1.001
296.306,0.999
296.336,1.004
296.366,1.008
296.396,0.990
296.426,0.996
296.456,1.003
296.486,1.001
296.516,1.005
296.546,1.006
296.576,0.999
296.606,1.000
296.636,1.003
296.666,1.018
296.696,1.019
296.726,1.008
296.756,1.011
296.786,0.993
296.816,1.013
296.846,1.009
296.876,1.017
296.906,1.017
296.936,1.007
296.966,1.008
296.996,1.028
297.026,1.021
297.056,1.025
297.086,1.011
297.116,1.006
297.146,1.021
297.176,1.021
297.206,1.019
297.236,1.018
297.266,1.013
297.296,1.008
297.326,1.027
297.356,1.011
297.386,1.006
297.416,1.007
297.446,1.000
297.476,1.008
297.506,1.006
297.536,0.999
297.566,1.009
297.596,1.003
297.626,0.998
297.656,1.010
297.686,1.002
297.716,1.003
297.746,1.010
297.776,0.995
297.806,0.987
297.836,0.998
297.866,0.995
297.896,0.991
297.926,1.003
297.956,1.016
297.986,1.007
298.016,1.045
298.046,1.030
298.076,1.050
298.106,1.043
298.136,1.030
298.166,1.024
298.196,1.019
298.226,1.008
298.256,1.010
298.286,1.010
298.316,1.021
298.346,1.014
298.376,1.016
298.406,1.012
298.436,1.010
298.466,1.006
298.496,1.006
298.526,1.009
298.556,1.012
298.586,1.016
298.616,1.013
298.646,1.017
298.676,1.017
298.706,1.018
298.736,1.021
298.766,1.011
298.796,1.006
298.826,1.010
298.856,1.014
298.886,1.017
298.916,1.011
298.946,1.022
298.976,1.019
299.006,1.012
299.036,1.020
299.066,1.021
299.096,1.024
299.126,1.021
299.156,1.014
299.186,1.008
299.216,1.021
299.246,1.019
299.276,1.015
299.306,1.016
299.336,1.014
299.366,1.018
299.396,1.022
299.426,1.017
299.456,1.014
299.486,1.021
299.516,1.016
299.546,1.014
299.576,1.015
299.606,1.021
299.636,1.023
299.666,1.021
299.696,1.016
299.726,1.019
299.756,1.022
299.786,1.017
299.816,1.016
299.846,1.021
299.876,1.017
299.906,1.016
299.936,1.016
299.966,1.024
299.996,1.016
300.026,1.018
300.056,1.014
300.086,1.014
300.116,1.017
300.146,1.020
300.176,1.008
300.206,1.025
300.236,1.017
300.266,1.018
300.296,1.032
300.326,1.021
300.356,1.012
300.386,1.014
300.416,1.018
300.446,1.026
300.476,1.021
300.506,1.019
300.536,1.016
300.566,1.014
300.596,1.019
300.626,1.017
300.656,1.028
300.686,1.023
300.716,1.017
300.746,1.020
300.776,1.014
300.806,1.013
300.836,1.021
