df_hash,22ZHK4.LDJS1X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.K7SC
person_label,V9
date_time_start,2025-05-22_11-15-08.285000_+03
date_time_start_unix,1747901708.285
date_time_end,2025-05-22_11-23-57.022000_+03
length_difference_noticed,no

time,quality
8.739,100
9.800,0
10.924,0
11.702,0
12.579,0
13.749,63
14.677,74
15.556,71
17.064,75
17.651,79
18.526,76
19.745,82
20.623,84
21.501,79
22.720,79
23.597,82
24.474,78
25.694,82
26.619,79
27.448,82
28.667,79
29.843,76
30.422,79
32.007,73
32.519,74
33.396,73
34.809,72
35.492,76
36.515,69
37.592,77
38.465,82
39.394,78
40.808,75
41.441,74
42.611,74
43.539,76
44.413,80
45.339,78
46.814,80
47.489,83
48.605,82
49.483,81
50.510,77
51.287,80
52.605,81
53.383,78
54.307,83
55.480,82
56.359,79
57.235,76
58.465,77
59.331,75
60.208,77
61.427,81
62.305,76
63.230,79
64.547,77
65.626,82
66.302,78
67.375,79
68.352,79
69.167,77
70.348,77
71.524,77
72.247,81
73.718,76
74.200,76
75.077,79
76.549,77
77.219,78
78.246,74
79.415,81
80.245,79
81.024,76
82.243,76
83.121,80
84.242,73
85.266,73
86.174,73
87.167,80
88.237,76
89.262,80
90.044,78
91.165,79
92.042,80
93.165,75
94.233,79
95.260,79
95.893,74
97.256,66
97.990,69
98.918,72
100.086,80
101.204,78
101.893,80
103.157,80
103.939,80
104.866,77
106.036,72
106.915,68
107.847,74
109.016,77
109.887,77
110.814,75
111.982,73
112.912,78
113.893,78
114.957,82
115.929,79
116.759,77
117.929,75
118.855,75
119.829,79
120.904,74
121.833,81
122.708,78
123.880,80
124.851,78
125.680,82
126.898,78
127.778,78
128.656,76
129.967,80
130.752,80
131.627,75
132.848,73
134.013,79
134.601,78
136.116,82
136.892,76
137.623,77
138.988,79
139.671,81
140.549,78
141.767,80
142.645,81
143.523,78
144.835,83
145.619,79
146.844,75
147.717,74
148.642,77
149.713,70
150.764,58
151.661,66
152.793,66
153.663,59
154.589,73
155.467,77
156.782,77
157.516,74
158.443,74
159.616,80
160.533,76
161.711,80
162.778,75
163.512,79
164.388,75
165.655,75
166.776,76
167.368,77
168.539,81
169.552,77
170.627,78
171.505,77
172.432,79
173.455,78
174.528,63
175.405,52
176.282,63
177.527,54
178.379,50
179.256,63
180.718,74
181.352,78
182.327,75
183.546,75
184.327,79
185.204,75
186.423,78
187.300,77
188.470,79
189.397,75
190.521,74
191.152,76
192.763,77
193.300,78
194.220,71
195.344,77
196.372,76
197.245,78
198.343,76
199.195,78
200.123,78
201.678,74
202.215,81
203.095,80
204.265,79
205.166,78
206.069,77
207.628,77
208.117,79
209.044,75
210.213,80
211.235,78
212.017,80
213.187,78
214.113,80
215.183,81
216.206,78
217.098,76
217.966,77
219.184,78
220.109,74
220.939,73
222.157,78
223.034,75
223.915,78
225.130,77
226.105,75
226.886,80
228.113,77
228.982,79
229.861,77
231.084,81
231.956,76
232.927,78
234.052,75
234.977,75
235.953,80
237.074,77
238.195,79
238.878,77
240.243,77
240.880,76
241.803,76
243.070,75
243.899,73
244.777,61
245.995,67
246.824,66
247.751,65
249.164,73
250.139,80
250.724,84
251.899,80
253.067,81
253.756,81
255.212,82
255.989,82
256.972,79
257.842,82
259.071,68
259.646,70
260.888,68
261.742,74
262.669,77
263.841,76
264.862,81
265.631,78
266.812,78
267.691,70
268.764,70
269.786,79
270.668,80
271.541,82
272.762,82
273.832,80
274.519,73
275.734,50
276.611,43
277.586,55
278.756,42
279.732,41
280.803,63
281.973,75
282.655,70
283.494,59
284.753,64
285.532,64
286.556,53
287.674,60
288.556,74
289.432,76
290.603,78
291.820,75
292.406,80
293.576,76
294.504,73
295.380,73
296.549,79
297.488,80
298.645,82
299.524,79
300.450,81
301.329,77
302.790,75
303.472,77
304.349,79
305.711,85
306.397,83
307.515,83
308.639,82
309.372,79
310.249,78
311.565,80
312.347,78
313.514,84
314.441,84
315.321,83
316.440,82
317.427,78
318.338,79
319.219,78
320.389,84
321.266,83
322.189,79
323.603,81
324.239,85
325.118,82
326.391,81
327.506,84
328.237,85
329.311,81
330.188,78
331.114,82
332.378,80
333.161,77
334.231,81
335.259,83
336.232,79
337.062,79
338.349,80
339.109,79
340.249,79
341.403,82
342.132,78
343.009,78
344.324,79
345.211,81
346.125,80
347.153,76
348.081,83
349.050,79
350.172,81
351.150,79
351.932,82
353.101,81
354.028,77
355.149,78
356.074,80
357.094,75
357.880,77
359.099,76
359.973,80
360.910,78
362.072,78
363.090,79
363.825,79
365.044,78
365.922,80
366.799,79
368.209,81
368.895,82
369.795,82
370.991,81
371.966,78
372.941,82
374.062,78
374.843,79
376.061,80
376.984,78
377.816,78
378.743,77
379.925,77
380.792,78
381.862,82
382.888,83
383.813,78
384.692,74
386.101,75
386.835,76
387.663,71
388.931,71
390.052,68
390.638,71
391.856,74
392.734,73
393.612,76
394.830,73
395.756,76
396.587,77
397.804,77
398.697,79
399.609,78
400.777,78
401.701,80
402.693,84
403.752,84
404.629,78
405.604,73
407.033,74
407.654,71
408.533,68
409.901,81
410.577,81
411.503,75
412.816,79
413.796,78
414.622,74
415.647,67
416.526,72
417.452,72
418.959,70
419.641,49
420.424,31
421.741,35
422.473,45
