df_hash,22ZHK4.LDJS1X
423.398,55
424.568,57
425.737,60
426.426,67
427.983,81
428.663,79
429.351,76
430.515,77
431.450,75
432.319,52
433.489,42
434.423,50
435.436,51
436.464,33
437.389,37
438.364,52
439.438,46
440.363,38
441.241,48
442.711,66
443.337,66
444.529,68
445.388,74
446.562,84
447.193,78
448.504,81
449.577,80
450.208,79
451.383,75
452.258,75
453.136,80
454.354,78
455.235,82
456.204,82
457.425,83
458.251,81
459.132,80
460.353,81
461.180,84
462.154,82
463.522,81
464.153,81
465.032,80
466.249,82
467.129,81
468.004,81
469.621,82
470.195,82
470.980,82
472.209,82
473.076,78
473.952,79
475.317,80
476.094,81
476.974,84
478.190,84
479.022,82
479.998,83
481.121,85
482.222,84
482.923,84
484.186,82
484.973,81
485.896,83
487.068,83
487.989,82
489.061,84
490.040,86
491.024,85
491.843,80
493.111,77
493.891,80
494.817,69
495.987,67
496.914,61
497.792,65
499.058,71
499.884,69
500.765,77
502.176,76
502.861,75
503.787,68
504.946,58
506.026,55
506.856,68
508.129,64
509.101,46
509.686,36
510.867,35
511.785,34
512.806,42
513.832,58
514.756,67
515.636,77
516.803,80
517.827,77
518.607,81
519.780,82
520.703,74
521.644,11
522.752,23
