df_hash,22ZHK4.LDJS1X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.K7SC
person_label,V9
date_time_start,2025-05-22_11-15-08.285000_+03
date_time_start_unix,1747901708.285
date_time_end,2025-05-22_11-23-57.022000_+03
length_difference_noticed,no

time,temperature
5.264,35.781
6.239,35.812
7.262,35.812
8.238,35.844
9.261,35.875
10.482,35.844
11.260,35.844
12.235,35.844
13.259,35.875
14.283,35.875
15.306,35.906
16.233,35.906
17.256,35.969
18.231,36.031
19.255,36.031
20.330,36.094
21.256,36.094
22.231,36.156
23.284,36.188
24.228,36.219
25.273,36.219
26.567,36.219
27.266,36.219
28.225,36.188
29.249,36.188
30.224,36.156
31.349,36.219
32.322,36.219
33.247,36.219
34.221,36.188
35.299,36.188
36.415,36.219
37.244,36.281
38.268,36.281
39.243,36.281
40.324,36.344
41.257,36.312
42.265,36.312
43.291,36.312
44.264,36.375
45.239,36.375
46.267,36.469
47.243,36.469
48.262,36.531
49.288,36.500
50.260,36.500
51.235,36.562
52.259,36.531
53.234,36.562
54.257,36.531
55.232,36.562
56.257,36.500
57.478,36.469
58.255,36.500
59.230,36.531
60.254,36.531
61.230,36.500
62.253,36.562
63.240,36.594
64.253,36.594
65.235,36.594
66.307,36.625
67.299,36.656
68.346,36.656
69.274,36.625
70.247,36.688
71.528,36.688
72.251,36.688
73.242,36.656
74.245,36.656
75.221,36.656
76.539,36.656
77.260,36.688
78.252,36.688
79.266,36.688
80.250,36.688
81.270,36.688
82.634,36.719
83.216,36.719
84.248,36.719
85.311,36.719
86.238,36.750
87.310,36.719
88.245,36.719
89.267,36.719
90.298,36.688
91.259,36.688
92.234,36.688
93.264,36.781
94.240,36.812
95.265,36.750
96.289,36.719
97.260,36.750
98.231,36.750
99.254,36.812
100.670,36.812
101.261,36.844
102.228,36.875
103.252,36.812
104.226,36.812
105.396,36.844
106.274,36.844
107.249,36.875
108.225,36.875
109.248,36.844
110.369,36.844
111.247,36.812
112.232,36.812
113.246,36.844
114.221,36.812
115.536,36.812
116.365,36.875
117.251,36.875
118.218,36.875
119.242,36.844
120.217,36.875
121.487,36.875
122.216,36.844
123.239,36.844
124.214,36.875
125.238,36.906
126.508,36.875
127.237,36.875
128.212,36.906
129.241,36.906
130.225,36.938
131.478,36.938
132.308,37.000
133.238,37.000
134.279,37.000
135.232,36.969
136.353,36.969
137.574,36.969
138.259,36.969
139.230,36.969
140.253,36.969
141.475,36.969
142.252,36.906
143.232,36.938
144.251,36.969
145.236,36.938
146.250,36.938
147.497,36.969
148.248,37.000
149.224,37.000
150.261,37.000
151.222,37.000
152.538,37.031
153.319,37.031
154.250,37.000
155.220,37.031
156.244,37.062
157.245,37.031
158.250,37.062
159.217,37.031
160.241,37.062
161.216,37.062
162.240,37.062
163.262,37.031
164.239,37.062
165.214,37.031
166.293,37.031
167.212,37.000
168.291,36.969
169.212,37.000
170.234,37.000
171.358,37.000
172.234,36.969
173.306,36.938
174.232,36.938
175.207,36.875
176.231,36.875
177.255,36.906
178.230,36.938
179.205,36.906
180.229,36.906
181.262,36.938
182.227,36.938
183.287,36.969
184.226,37.000
185.249,37.000
186.371,37.000
187.253,36.938
188.475,36.938
189.300,36.875
190.222,36.875
191.272,36.875
192.221,36.875
193.244,36.906
194.225,36.906
195.244,36.938
196.364,36.938
197.251,37.031
198.218,37.031
199.290,37.125
200.216,37.125
201.239,37.125
202.224,37.125
203.239,37.094
204.214,37.062
205.237,37.062
206.212,37.125
207.236,37.125
208.211,37.125
209.235,37.125
210.258,37.094
211.242,37.125
212.309,37.125
213.233,37.156
214.212,37.156
215.237,37.125
216.219,37.125
217.328,37.094
218.205,37.031
219.229,37.062
220.253,37.094
221.227,37.094
222.228,37.062
223.231,37.031
224.303,37.062
225.227,37.094
226.203,37.062
227.519,37.094
228.591,37.125
229.223,37.125
230.199,37.094
231.223,37.125
232.257,37.094
233.222,37.062
234.246,37.062
235.218,37.062
236.244,37.031
237.218,37.031
238.261,36.938
239.217,36.906
240.248,36.938
241.263,36.938
242.268,36.969
243.214,37.031
244.246,37.062
245.213,37.062
246.236,37.125
247.300,37.062
248.318,37.156
249.210,37.156
250.234,37.125
251.209,37.094
252.232,37.125
253.240,37.094
254.232,37.031
255.218,37.031
256.230,37.000
257.228,37.062
258.229,37.062
259.206,37.094
260.228,37.094
261.203,37.125
262.227,37.125
263.202,37.156
264.429,37.188
265.201,37.188
266.224,37.219
267.199,37.219
268.224,37.250
269.295,37.281
270.222,37.250
271.216,37.219
272.220,37.219
273.196,37.188
274.219,37.188
275.194,37.156
276.218,37.188
277.193,37.125
278.217,37.125
279.192,37.062
280.413,37.062
281.190,37.094
282.215,37.094
283.238,37.094
284.213,37.062
285.236,37.094
286.212,37.062
287.240,37.094
288.286,37.062
289.234,37.094
290.209,37.125
291.262,37.094
292.208,37.094
293.283,37.094
294.307,37.094
295.231,37.094
296.206,37.125
297.242,37.125
298.350,37.125
299.245,37.125
300.203,37.125
301.232,37.156
302.201,37.156
303.429,37.156
304.201,37.156
305.225,37.156
306.199,37.156
307.223,37.156
308.490,37.156
309.230,37.188
310.198,37.156
311.221,37.125
312.196,37.125
313.219,37.156
314.229,37.156
315.242,37.156
316.445,37.094
317.221,37.094
318.289,36.969
