df_hash,22ZHK4.LDJS1X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.K7SC
person_label,V9
date_time_start,2025-05-22_11-15-08.285000_+03
date_time_start_unix,1747901708.285
date_time_end,2025-05-22_11-23-57.022000_+03
length_difference_noticed,no

time,respiration_rate
63.715,16
67.935,17
72.305,17
76.505,17
80.725,17
140.305,18
144.865,18
148.885,18
153.455,18
158.245,17
166.505,16
170.555,16
175.145,16
179.955,16
218.795,18
223.005,17
227.035,17
235.225,18
239.425,18
243.755,18
247.955,18
329.435,18
333.815,19
338.125,20
342.455,20
346.635,19
350.705,20
355.455,19
359.655,18
363.935,18
368.215,17
372.465,17
376.635,17
380.935,18
385.365,18
390.565,18
394.715,18
399.245,18
486.305,18
490.755,19
