df_hash,22ZHK4.LDJS1X
391.028,96
392.003,96
392.877,96
393.807,96
394.684,96
395.611,96
396.445,96
397.270,96
398.243,96
399.074,96
399.949,96
400.875,96
401.752,96
402.578,96
403.369,96
404.236,96
405.070,96
406.726,96
408.579,96
409.505,96
410.334,96
411.162,96
412.021,96
412.868,96
413.502,96
414.376,96
415.254,96
416.039,96
416.866,96
417.206,96
419.007,96
421.009,96
421.598,96
422.840,96
423.545,96
424.227,96
425.448,96
426.180,96
426.725,96
427.590,96
428.128,96
428.811,96
429.502,96
430.189,96
431.003,96
438.121,96
439.633,96
441.290,96
442.118,96
443.923,96
444.910,96
445.726,96
446.603,96
447.431,96
448.264,96
449.920,97
450.893,97
451.870,97
452.697,97
453.818,97
454.505,97
456.310,97
457.280,97
458.497,97
459.085,97
460.063,97
460.887,97
461.862,97
462.692,97
465.469,97
466.444,97
467.278,97
468.248,97
469.226,97
470.056,97
471.029,97
471.858,97
472.687,97
473.660,97
474.641,97
475.464,97
476.446,97
477.294,97
478.242,97
479.266,97
480.189,97
481.025,97
481.851,97
482.825,97
483.655,97
484.631,97
485.457,97
486.334,97
487.263,97
488.092,97
489.162,97
489.894,97
490.722,97
491.697,97
492.526,97
493.355,97
494.229,96
495.061,96
501.009,96
501.691,96
502.521,96
503.495,96
505.201,96
507.001,96
511.685,96
512.516,96
513.437,96
514.236,96
514.906,96
515.744,96
516.562,96
517.299,96
518.071,96
518.945,96
