df_hash,22ZHK4.LDJS1X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.K7SC
person_label,V9
date_time_start,2025-05-22_11-15-08.285000_+03
date_time_start_unix,1747901708.285
date_time_end,2025-05-22_11-23-57.022000_+03
length_difference_noticed,no

time,spo2
24.672,96
25.409,97
26.229,96
27.066,96
28.081,96
28.863,96
29.154,96
31.205,96
32.225,96
33.006,96
33.765,96
34.566,96
35.257,96
36.077,96
36.908,96
38.031,96
38.608,96
39.444,96
40.272,96
41.242,96
42.170,96
43.000,96
43.877,96
44.754,96
45.535,96
46.555,96
47.352,96
48.317,96
49.143,96
50.019,96
50.800,96
51.628,96
52.899,96
53.432,96
54.319,96
55.282,96
56.092,96
56.942,96
57.771,96
58.892,96
59.429,96
60.305,96
61.087,96
62.011,96
62.748,95
63.429,95
64.397,95
65.133,95
66.058,95
66.936,95
67.765,95
68.593,95
69.435,95
70.254,95
71.229,95
72.054,95
72.884,95
73.760,95
74.542,95
75.371,95
76.200,95
77.029,95
77.906,95
78.588,95
79.563,95
80.391,95
81.221,95
82.049,95
82.878,95
83.706,95
84.535,95
85.319,95
86.099,95
86.923,95
87.761,95
88.626,95
89.751,95
90.284,95
90.921,95
91.776,95
92.580,95
93.310,95
94.146,95
94.967,95
95.942,95
96.771,95
97.648,95
98.575,95
99.404,95
100.233,95
101.253,95
102.038,95
103.056,95
103.840,95
104.616,95
105.497,95
106.237,95
107.106,95
107.888,95
108.717,95
109.546,95
110.567,95
111.351,95
112.179,95
113.007,95
114.080,95
114.693,95
115.588,95
116.612,95
117.243,95
118.027,95
118.903,95
119.684,95
120.369,95
121.197,95
122.026,95
122.853,95
123.733,95
124.415,95
125.289,95
126.150,95
126.753,95
127.584,95
128.315,95
129.142,95
130.163,95
130.847,95
131.529,95
132.505,95
133.140,95
134.064,95
134.845,95
135.674,95
136.404,95
137.185,95
138.014,95
138.742,95
139.428,95
140.302,96
140.942,96
141.816,96
143.182,96
144.010,96
145.180,96
146.399,96
147.182,96
148.739,96
149.471,96
150.107,96
150.933,96
151.761,96
152.590,96
153.375,96
154.151,96
154.833,96
155.662,96
156.490,96
157.324,96
158.053,96
158.880,96
159.709,96
160.682,96
161.367,96
162.057,96
162.878,96
163.705,96
164.756,96
165.509,96
166.241,96
167.117,96
167.898,96
168.727,96
169.603,96
170.283,96
171.212,96
171.944,96
172.628,96
173.354,96
173.992,96
174.726,96
175.552,96
177.209,96
178.037,96
178.929,96
180.426,96
181.207,96
182.129,96
182.913,96
183.791,96
184.616,96
185.548,96
187.205,96
188.178,95
189.007,95
189.836,95
190.956,95
191.493,95
192.321,95
193.101,95
194.125,95
194.756,95
195.540,95
196.514,95
197.052,95
197.880,95
199.537,95
200.415,95
201.288,95
202.072,95
202.901,95
203.875,95
204.753,95
205.387,95
206.261,96
207.190,96
207.874,96
208.751,96
209.435,96
210.409,96
211.091,96
211.773,96
212.651,96
213.433,96
214.162,96
214.993,95
215.822,95
216.503,95
217.379,95
218.988,95
219.877,95
220.694,95
221.524,95
222.352,95
223.181,95
224.014,95
224.740,95
225.571,95
226.411,95
227.094,95
227.910,95
228.738,95
229.567,95
230.398,95
231.237,96
232.054,96
233.125,96
233.616,96
234.450,96
235.270,96
236.100,96
236.928,96
237.757,96
238.675,96
239.561,96
240.400,96
241.412,96
242.096,96
242.972,96
243.847,96
244.582,96
245.411,96
247.262,96
248.071,96
248.872,96
249.701,96
250.578,96
251.409,96
252.282,96
253.113,96
254.041,96
254.870,96
255.699,96
256.380,96
257.257,96
261.938,96
262.718,96
263.551,96
264.181,96
265.011,96
265.837,96
266.672,96
267.640,96
268.470,96
269.444,96
270.128,96
271.199,95
271.834,95
272.670,95
273.347,95
274.028,95
274.710,95
275.451,95
276.169,95
276.954,95
277.781,95
278.611,95
279.439,95
280.170,95
281.739,96
282.366,96
283.100,96
283.780,96
284.607,96
286.264,96
287.093,96
287.777,96
288.654,96
289.481,96
290.310,96
291.187,96
292.113,96
292.799,96
293.624,96
294.602,96
295.428,96
296.452,96
297.281,96
298.207,96
299.230,96
299.865,96
300.693,96
301.568,96
303.229,96
304.058,96
305.032,96
305.763,95
306.543,95
307.566,95
308.202,95
309.030,95
310.004,95
311.808,95
312.397,95
313.225,95
314.051,95
314.882,95
315.711,95
316.683,95
318.633,95
319.368,95
320.145,95
320.999,95
321.949,95
322.927,95
323.655,95
324.484,95
325.410,95
326.289,96
327.119,96
328.091,96
328.928,96
329.757,96
330.724,96
331.553,96
332.527,96
334.042,96
335.750,96
336.672,96
337.501,96
338.621,96
339.206,96
340.036,96
340.913,96
341.694,96
342.522,96
343.351,96
344.179,96
345.057,96
345.836,96
346.701,96
347.401,96
348.271,96
349.103,96
350.029,96
350.714,96
351.394,96
352.263,96
352.954,96
353.785,96
354.614,96
355.586,96
356.314,96
357.192,96
358.075,96
358.762,96
359.876,96
360.559,96
361.389,96
362.362,96
363.142,95
363.922,96
364.752,96
365.580,96
366.415,96
367.385,96
368.262,96
369.042,96
369.870,96
370.731,96
371.528,96
372.259,96
373.116,96
373.916,96
374.747,96
375.574,96
376.549,96
377.386,96
378.252,96
379.091,96
380.012,96
380.890,96
382.693,96
383.521,96
384.351,96
385.325,96
385.617,96
387.859,96
390.297,96
