df_hash,22ZHK4.LDJS1X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.K7SC
person_label,V9
date_time_start,2025-05-22_11-15-08.285000_+03
date_time_start_unix,1747901708.285
date_time_end,2025-05-22_11-23-57.022000_+03
length_difference_noticed,no

time,battery
6.141,36
16.158,36
26.132,36
36.223,36
46.117,36
56.159,35
66.161,35
76.147,35
86.179,35
96.134,35
106.128,35
116.122,35
126.167,35
136.122,35
146.152,35
156.146,35
166.140,35
176.134,35
186.227,35
196.121,35
206.115,35
216.178,35
226.200,35
236.150,35
246.139,35
256.137,35
266.165,35
276.120,35
286.115,35
296.108,35
306.130,35
316.096,34
326.090,34
336.083,34
346.138,34
356.120,34
366.114,34
376.119,34
386.107,34
396.095,34
406.089,34
416.180,34
426.076,34
436.076,34
446.133,34
456.106,34
466.100,34
476.099,34
486.088,34
496.082,34
506.135,34
516.070,34
