df_hash,22ZHK4.TV3FRY
423.820,92
425.057,93
425.929,93
426.794,93
428.259,92
428.841,91
429.768,90
430.961,89
431.896,89
432.742,89
433.911,89
434.863,89
435.715,88
437.132,87
437.812,85
438.689,84
439.859,83
440.788,83
441.663,84
443.275,83
443.759,83
444.746,83
445.861,83
446.733,83
447.611,83
448.829,83
449.707,83
450.584,83
451.809,82
452.685,83
453.558,83
454.777,83
455.654,82
456.532,82
457.751,82
458.633,82
459.506,82
460.747,82
461.699,82
462.534,82
463.699,82
464.576,84
465.502,84
466.672,83
467.845,83
468.476,82
469.695,82
470.524,82
471.450,83
472.621,82
473.550,82
474.424,82
475.594,82
476.524,82
477.399,82
478.568,83
479.547,84
480.478,86
481.542,88
482.468,89
483.345,89
484.617,89
485.447,89
486.368,88
487.538,88
488.498,88
489.321,88
490.512,88
491.409,88
492.271,88
493.486,88
494.366,88
495.244,88
496.459,88
497.337,88
498.214,91
499.459,91
500.509,93
501.215,93
502.407,93
503.348,92
504.266,92
505.381,91
506.359,92
507.307,93
508.355,92
509.305,92
510.256,90
511.377,90
512.312,90
513.132,90
514.302,90
515.277,90
516.106,90
517.282,90
518.203,90
519.081,91
520.250,91
521.187,92
522.059,93
523.224,94
524.199,94
525.028,93
526.269,92
527.124,91
528.026,90
529.197,90
530.098,89
530.999,89
532.194,89
533.074,89
533.949,89
535.171,89
536.045,89
536.965,90
538.142,91
539.021,90
539.897,90
541.116,90
541.993,88
542.895,89
544.093,89
545.064,90
545.844,91
547.063,91
547.955,91
548.871,91
550.046,91
550.915,91
551.841,91
553.206,95
553.893,92
554.815,95
555.985,94
556.864,93
557.810,92
559.017,92
559.885,92
560.763,93
561.987,93
562.907,93
563.765,92
564.906,92
565.845,92
566.762,92
568.029,92
568.806,94
569.684,92
570.854,92
572.024,92
572.658,92
573.881,91
574.813,91
575.632,91
576.850,91
577.728,94
578.605,94
579.828,93
580.750,92
581.579,91
582.844,91
583.680,91
584.600,91
585.790,92
586.653,91
587.527,91
588.746,91
589.623,92
590.572,92
591.720,93
592.624,94
593.525,95
594.694,94
595.668,94
596.548,94
597.667,94
598.571,94
599.490,94
600.647,94
601.518,94
602.450,94
603.615,94
604.492,94
605.495,94
606.590,97
607.759,95
608.441,97
609.760,97
610.498,97
611.373,97
612.536,97
613.537,97
614.355,97
615.510,97
616.436,97
617.314,97
618.493,97
619.446,97
620.337,97
621.458,96
622.530,95
623.314,94
624.480,94
625.358,94
626.358,94
627.406,94
628.332,94
629.260,96
630.431,97
631.306,98
632.207,97
633.415,96
634.623,94
635.167,93
636.482,92
637.354,91
638.153,90
639.399,89
640.279,88
641.105,87
642.473,86
643.201,85
644.079,85
645.299,85
646.176,84
647.101,84
648.275,83
649.153,82
650.097,82
651.456,82
652.151,83
653.244,83
654.219,83
655.145,83
656.023,83
657.193,83
658.070,83
658.996,83
660.180,83
661.134,87
661.970,84
663.140,85
664.067,84
664.944,84
666.120,83
667.040,83
667.918,83
669.146,83
670.028,83
670.944,83
672.111,82
673.015,82
673.866,81
675.084,81
675.967,81
676.849,82
678.192,82
678.936,83
679.815,84
681.032,84
681.910,83
682.859,83
684.006,83
684.883,83
685.810,83
686.985,83
687.857,83
688.857,88
689.963,85
690.858,85
691.768,85
692.980,83
693.928,84
694.731,83
