df_hash,22ZHK4.TV3FRY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.BYSR
person_label,V149
date_time_start,2026-06-08_17-46-39.600000_+03
date_time_start_unix,1780922799.6
date_time_end,2026-06-08_17-58-20.159000_+03
length_difference_noticed,no

time,heart_rate
9.193,46
10.071,46
11.312,46
12.167,46
13.045,46
14.311,46
15.140,46
16.068,46
17.237,85
18.114,84
18.994,84
20.161,87
21.088,89
22.211,89
23.162,88
24.061,83
24.962,80
26.114,81
27.036,81
27.913,81
29.083,80
30.304,83
30.890,83
32.105,84
33.283,83
33.893,87
35.088,88
36.008,86
36.835,87
38.054,86
38.934,86
39.808,85
41.078,85
41.906,84
42.837,84
44.003,84
44.882,84
45.755,84
46.974,84
47.852,84
49.022,84
49.969,85
50.972,85
51.703,86
52.972,86
53.799,88
54.726,89
55.896,89
56.773,90
57.762,89
58.869,89
59.780,89
60.685,89
61.949,89
62.721,87
63.647,88
64.817,88
65.695,88
66.630,88
68.184,89
68.668,89
69.890,91
70.765,92
71.691,93
72.590,92
73.787,92
74.665,89
75.542,88
76.733,87
77.638,87
78.531,87
79.694,87
80.710,87
81.490,87
82.709,87
83.635,87
84.468,87
85.634,86
86.560,85
87.438,85
88.608,85
89.534,85
90.415,86
91.634,87
92.507,88
93.385,88
94.702,87
95.491,90
96.359,91
97.580,93
98.464,93
99.396,92
100.552,91
101.429,89
102.312,88
103.525,87
104.464,86
105.336,86
106.499,86
107.431,86
108.304,86
109.493,86
110.350,86
111.280,86
112.450,88
113.445,89
114.459,88
115.421,88
116.307,86
117.224,85
118.394,83
119.272,83
120.247,82
121.368,82
122.259,82
123.177,83
124.404,82
125.219,82
126.146,82
127.320,84
128.244,82
129.120,84
130.289,84
131.216,84
132.094,85
133.265,85
134.288,86
135.067,86
136.237,87
137.163,87
138.041,88
139.211,88
140.137,87
141.017,87
142.185,86
143.111,87
143.988,86
145.308,89
146.085,90
146.962,92
148.181,90
149.059,90
149.989,87
151.157,85
152.105,83
153.206,82
154.129,82
155.006,82
156.176,83
157.102,83
157.980,83
158.863,83
160.076,83
160.959,84
161.881,86
163.050,87
164.223,86
164.806,90
166.026,90
166.902,89
167.804,89
168.998,89
170.134,84
170.753,86
171.972,84
172.849,86
173.732,86
174.951,85
175.867,85
176.706,85
177.945,85
178.797,85
179.677,85
180.902,85
181.776,85
182.701,85
183.867,85
184.793,81
186.015,78
186.841,77
187.775,76
188.645,76
189.816,77
190.988,79
191.620,80
192.842,81
193.666,82
194.592,82
195.787,82
196.935,82
197.568,82
198.761,82
199.711,82
200.540,82
201.710,82
202.592,82
203.514,82
204.689,87
205.662,88
206.488,90
208.050,89
208.591,89
209.495,89
210.682,89
211.557,90
212.435,90
213.605,90
214.531,90
215.409,90
216.628,90
217.800,90
218.382,90
219.702,91
220.774,92
221.411,94
222.575,95
223.453,94
224.330,94
225.549,94
226.426,89
227.357,87
228.523,85
229.449,84
230.278,84
231.496,85
232.622,85
233.256,85
234.768,85
235.397,84
236.275,84
237.444,84
238.325,84
239.257,83
240.421,83
241.300,83
242.222,84
243.441,85
244.272,84
245.196,84
246.366,83
247.292,83
248.171,84
249.440,86
250.266,84
251.143,89
252.317,90
253.296,88
254.117,88
255.677,86
256.213,85
257.143,85
258.261,85
259.187,86
260.065,87
261.344,87
262.162,88
263.044,88
264.258,89
265.135,90
266.305,92
267.231,93
268.117,94
268.987,94
270.205,94
271.082,93
271.960,93
273.179,93
274.321,94
274.941,95
276.153,96
277.030,96
277.960,96
279.130,95
280.299,94
280.930,92
282.296,91
282.978,91
283.905,90
285.102,90
285.952,89
286.902,89
288.048,89
288.928,89
289.852,91
291.022,92
291.899,92
292.826,92
293.996,92
294.874,93
295.799,94
296.969,93
297.847,96
298.777,94
299.943,94
300.869,94
301.748,94
302.966,94
303.843,94
304.823,96
305.893,97
306.817,98
307.696,97
308.865,94
309.888,93
310.669,92
312.083,92
312.768,91
313.642,91
314.863,91
315.739,91
316.619,90
317.856,90
318.712,90
319.615,90
320.809,90
321.835,90
322.586,90
323.817,92
324.744,93
325.538,94
326.756,94
327.634,94
328.511,94
329.741,94
330.632,94
331.535,93
332.704,92
333.630,90
334.508,89
335.678,89
336.848,89
337.530,89
338.683,89
339.602,89
340.455,89
341.644,89
342.552,89
343.429,89
344.746,89
345.525,89
346.412,89
347.627,88
348.499,88
349.726,86
350.567,86
351.477,86
352.651,87
353.521,88
354.448,89
355.325,89
356.505,88
357.421,86
358.347,85
359.468,84
360.395,85
361.281,84
362.442,88
363.368,90
364.248,92
365.709,90
366.347,90
367.317,89
368.448,89
369.469,89
370.197,89
371.415,89
372.295,90
373.171,89
374.447,89
375.264,92
376.288,90
377.657,90
378.336,90
379.115,90
380.341,90
381.286,91
382.144,91
383.308,90
384.209,93
385.112,93
386.330,95
387.258,96
388.085,96
389.267,96
390.133,95
391.068,94
392.229,93
393.165,93
394.033,94
395.204,93
396.178,93
397.007,94
398.181,94
399.103,94
400.031,95
401.200,95
402.078,95
402.980,93
404.180,92
405.071,90
406.224,88
407.147,86
408.049,85
408.904,84
410.121,84
410.998,85
411.879,84
413.095,84
413.972,84
414.850,83
416.069,83
416.946,83
418.172,83
419.042,87
419.928,89
420.868,91
422.260,91
422.894,92
