df_hash,22ZHK4.LYE8RS
123.988,0.999
124.018,1.000
124.048,0.998
124.078,1.001
124.108,1.002
124.138,0.998
124.168,1.003
124.198,0.994
124.228,1.009
124.258,1.000
124.288,0.998
124.318,0.995
124.348,1.002
124.378,1.004
124.408,1.003
124.438,1.003
124.468,0.995
124.498,1.001
124.528,1.003
124.558,1.000
124.588,1.000
124.618,0.998
124.648,1.002
124.678,1.000
124.708,1.001
124.738,0.999
124.768,1.000
124.798,1.001
124.828,1.001
124.858,1.001
124.888,0.998
124.918,1.003
124.948,1.002
124.978,1.002
125.008,1.000
125.038,0.996
125.068,1.007
125.098,1.000
125.128,1.008
125.158,1.006
125.188,0.999
125.218,0.995
125.248,0.998
125.278,1.002
125.308,0.999
125.338,1.007
125.368,1.000
125.398,1.003
125.428,1.000
125.458,1.001
125.488,1.003
125.518,1.003
125.548,0.999
125.578,1.005
125.608,0.999
125.638,0.999
125.668,0.999
125.698,1.004
125.728,1.000
125.758,0.996
125.788,0.998
125.818,1.001
125.848,1.001
125.878,1.000
125.908,1.001
125.938,0.999
125.968,0.998
125.998,1.000
126.028,1.003
126.058,0.995
126.088,1.002
126.118,0.998
126.148,1.002
126.178,1.001
126.208,0.996
126.238,0.998
126.268,1.002
126.298,1.002
126.328,1.000
126.358,1.005
126.388,0.999
126.418,0.997
126.448,0.999
126.478,1.002
126.508,1.005
126.538,1.004
126.568,1.001
126.598,0.992
126.628,0.996
126.658,1.001
126.688,1.006
126.718,0.998
126.748,1.001
126.778,0.998
126.808,1.002
126.838,1.002
126.868,1.002
126.898,0.999
126.928,0.999
126.958,1.002
126.988,1.001
127.018,1.002
127.048,1.006
127.078,0.990
127.108,1.002
127.138,1.002
127.168,1.007
127.198,1.000
127.228,0.995
127.258,0.998
127.288,1.001
127.318,1.001
127.348,1.007
127.378,0.998
127.408,1.001
127.438,0.998
127.468,1.003
127.498,1.006
127.528,0.999
127.558,1.000
127.588,1.005
127.618,1.006
127.648,1.009
127.678,1.003
127.708,0.998
127.738,0.999
127.768,0.999
127.798,1.004
127.828,0.997
127.858,1.007
127.888,1.002
127.918,1.000
127.948,1.009
127.978,1.002
128.008,0.997
128.038,1.000
128.068,1.004
128.098,1.005
128.128,1.001
128.158,1.005
128.188,0.997
128.218,1.004
128.248,1.000
128.278,1.004
128.308,1.000
128.338,1.000
128.368,1.003
128.398,1.003
128.428,1.007
128.458,1.000
128.488,1.000
128.518,1.001
128.548,1.002
128.578,1.000
128.608,0.999
128.638,1.002
128.668,1.001
128.698,0.999
128.728,1.000
128.758,1.000
128.788,1.000
128.818,1.002
128.848,1.003
128.878,0.997
128.908,1.002
128.938,1.006
128.968,0.996
128.998,1.009
129.028,1.003
129.058,0.998
129.088,0.998
129.118,1.001
129.148,1.001
129.178,1.006
129.208,1.007
129.238,0.994
129.268,1.005
129.298,1.003
129.328,1.002
129.358,0.996
129.388,1.000
129.418,1.003
129.448,1.004
129.478,0.998
129.508,1.004
129.538,1.003
129.568,1.003
129.598,1.000
129.628,1.003
129.658,1.001
129.688,1.001
129.718,1.000
129.748,1.002
129.778,0.999
129.808,1.002
129.838,0.999
129.868,1.004
129.898,1.000
129.928,0.997
129.958,1.007
129.988,0.999
130.018,1.006
130.048,1.004
130.078,1.000
130.108,1.000
130.138,1.002
130.168,0.998
130.198,1.006
130.228,1.000
130.258,1.001
130.288,0.999
130.318,1.004
130.348,1.000
130.378,1.002
130.408,0.999
130.438,1.002
130.468,0.999
130.498,1.002
130.528,1.002
130.558,1.002
130.588,1.002
130.618,1.000
130.648,1.000
130.678,1.003
130.708,1.000
130.738,1.003
130.768,0.999
130.798,1.002
130.828,1.003
130.858,1.002
130.888,1.004
130.918,1.002
130.948,1.001
130.978,1.007
131.008,0.997
131.038,1.004
131.068,1.003
131.098,1.001
131.128,0.998
131.158,0.999
131.188,1.005
131.218,1.003
131.248,1.004
131.278,0.996
131.308,1.001
131.338,1.001
131.368,1.001
131.398,0.997
131.428,1.001
131.458,1.003
131.488,1.003
131.518,1.001
131.548,1.003
131.578,1.002
131.608,1.002
131.638,0.999
131.668,0.999
131.698,1.000
131.728,1.000
131.758,1.001
131.788,1.001
131.818,1.004
131.848,1.002
131.878,1.000
131.908,1.003
131.938,1.006
131.968,1.002
131.998,1.004
132.028,1.001
132.058,1.003
132.088,1.005
132.118,1.003
132.148,0.995
132.178,0.998
132.208,1.004
132.238,1.006
132.268,0.999
132.298,0.998
132.328,0.999
132.358,1.000
132.388,1.001
132.418,1.001
132.448,1.001
132.478,1.000
132.508,1.004
132.538,1.005
132.568,1.001
132.598,1.001
132.628,0.999
132.658,1.000
132.688,1.002
132.718,1.002
132.748,1.000
132.778,1.000
132.808,0.997
132.838,0.998
132.868,1.000
132.898,1.002
132.928,1.003
132.958,0.997
132.988,1.001
133.018,1.005
133.048,1.000
133.078,1.007
133.108,0.998
133.138,0.992
133.168,1.000
133.198,1.000
133.228,1.000
133.258,1.006
133.288,1.000
133.318,0.997
133.348,1.003
133.378,1.000
133.408,1.000
133.438,1.002
133.468,1.000
133.498,1.001
133.528,1.003
133.558,1.000
133.588,0.999
133.618,1.005
133.648,1.000
133.678,1.006
133.708,1.000
133.738,1.000
133.768,1.004
133.798,1.001
133.828,0.998
133.858,1.002
133.888,1.004
133.918,1.003
133.948,1.002
133.978,0.997
134.008,1.005
134.038,1.001
134.068,0.999
134.098,0.997
134.128,1.005
134.158,1.000
134.188,1.001
134.218,1.003
134.248,0.999
134.278,1.000
134.308,1.004
134.338,1.001
134.368,1.000
134.398,1.002
134.428,1.001
134.458,1.003
134.488,1.003
134.518,1.000
134.548,1.003
134.578,1.001
134.608,1.005
134.638,1.000
134.668,0.999
134.698,0.998
134.728,1.000
134.758,1.003
134.788,1.003
134.818,1.004
134.848,0.999
134.878,1.006
134.908,0.996
134.938,1.007
134.968,1.007
134.998,0.996
135.028,1.001
135.058,1.000
135.088,1.001
135.118,1.003
135.148,1.008
135.178,0.997
135.208,0.998
135.238,1.005
135.268,1.002
135.298,1.002
135.328,0.999
135.358,1.003
135.388,1.004
135.418,1.000
135.448,1.001
135.478,1.003
135.508,0.999
135.538,0.999
135.568,1.002
135.598,0.996
135.628,1.003
135.658,0.998
135.688,0.997
135.718,0.997
135.748,1.003
135.778,1.001
135.808,0.991
135.838,0.990
135.868,0.986
135.898,1.003
135.928,1.000
135.958,1.009
135.988,1.006
136.018,1.010
136.048,1.021
136.078,1.019
136.108,0.994
136.138,0.979
136.168,0.994
136.198,1.003
136.228,1.000
136.258,0.996
136.288,0.997
136.318,0.999
136.348,1.004
136.378,1.007
136.408,1.005
136.438,1.001
136.468,1.003
136.498,1.000
136.528,0.999
136.558,1.001
136.588,1.006
136.618,0.997
136.648,0.997
136.678,1.002
136.708,0.997
136.738,1.004
136.768,0.996
136.798,1.006
136.828,1.001
136.858,1.000
136.888,0.996
136.918,1.004
136.948,1.005
136.978,0.996
137.008,1.001
137.038,0.997
137.068,1.000
137.098,1.000
137.128,1.002
137.158,0.999
137.188,1.001
137.218,0.998
137.248,1.004
137.278,1.001
137.308,0.999
137.338,1.001
137.368,1.006
137.398,1.001
137.428,1.002
137.458,1.000
137.488,1.001
137.518,1.004
137.548,1.001
137.578,0.996
137.608,1.004
137.638,0.997
137.668,1.011
137.698,1.004
137.728,1.002
137.758,0.997
137.788,0.999
137.818,1.000
137.848,1.005
137.878,0.989
137.908,0.980
137.938,0.988
137.968,1.007
137.998,1.017
138.028,1.034
138.058,1.012
138.088,1.002
138.118,0.978
138.148,0.985
138.178,0.989
138.208,1.014
138.238,1.019
138.268,1.009
138.298,1.004
138.328,0.995
138.358,0.992
138.388,0.996
138.418,1.000
138.448,1.011
138.478,0.994
138.508,1.005
138.538,1.013
138.568,1.013
138.598,1.020
138.628,0.994
138.658,1.005
138.688,1.012
138.718,1.005
138.748,1.010
138.778,1.026
138.808,1.037
138.838,1.036
138.868,1.016
138.898,1.016
138.928,1.016
138.958,1.007
138.988,0.989
139.018,0.997
139.048,1.020
139.078,1.013
139.108,1.014
139.138,1.013
139.168,1.015
139.198,1.020
139.228,1.021
139.258,1.028
139.288,1.021
139.318,1.025
139.348,1.020
139.378,1.013
139.408,1.014
139.438,1.011
139.468,1.021
139.498,1.027
139.528,1.025
139.558,1.025
139.588,1.030
139.618,1.019
139.648,1.018
139.678,1.023
139.708,1.027
139.738,1.030
139.768,1.025
139.798,1.017
139.828,1.018
139.858,1.021
139.888,1.020
139.918,1.021
139.948,1.020
139.978,1.029
140.008,1.021
140.038,1.019
140.068,1.024
140.098,1.029
140.128,1.016
140.158,1.008
140.188,1.021
140.218,1.032
140.248,1.027
140.278,1.022
140.308,1.011
140.338,1.027
140.368,1.036
140.398,1.033
140.428,1.029
140.458,1.020
140.488,1.002
140.518,0.996
140.548,1.012
140.578,1.031
140.608,1.035
140.638,1.030
140.668,1.025
140.698,1.010
140.728,1.019
140.758,0.999
140.788,1.009
140.818,1.023
140.848,1.007
140.878,0.987
140.908,0.981
140.938,0.981
140.968,0.993
140.998,1.011
141.028,1.027
141.058,1.018
141.088,0.999
141.118,0.992
141.148,0.997
141.178,1.006
141.208,0.998
141.238,0.985
141.268,0.988
141.298,0.994
141.328,1.004
141.358,1.007
141.388,1.010
141.418,1.000
141.448,0.999
141.478,0.987
141.508,0.984
141.538,0.998
141.568,1.004
141.598,0.997
141.628,1.004
141.658,1.003
141.688,0.996
141.718,0.993
141.748,0.992
141.778,0.991
141.808,0.991
141.838,1.002
141.868,0.998
141.898,0.984
141.928,0.979
141.958,0.978
141.988,0.973
142.018,0.975
142.048,0.978
142.078,0.998
142.108,1.006
142.138,0.998
142.168,0.997
142.198,0.996
142.228,1.003
142.258,0.982
142.288,0.987
142.318,0.988
142.348,0.986
142.378,0.987
142.408,0.995
142.438,0.994
142.468,0.992
142.498,0.997
142.528,0.990
142.558,0.984
142.588,0.983
142.618,0.983
142.648,0.985
142.678,0.982
142.708,0.991
142.738,0.997
142.768,1.006
142.798,0.996
142.828,0.994
142.858,0.989
142.888,0.990
142.918,0.993
142.948,0.990
142.978,0.990
143.008,0.990
143.038,0.992
143.068,0.988
143.098,0.985
143.128,0.984
143.158,0.995
143.188,0.990
143.218,0.986
143.248,0.989
143.278,0.991
143.308,0.988
143.338,0.989
143.368,0.990
143.398,0.988
143.428,0.984
143.458,0.987
143.488,0.988
143.518,0.987
143.548,0.995
143.578,0.991
143.608,0.989
143.638,0.984
143.668,0.989
143.698,0.983
143.728,0.981
143.758,0.983
143.788,0.988
143.818,0.989
143.848,0.987
143.878,0.990
143.908,0.977
143.938,0.977
143.968,0.982
143.998,0.993
144.028,0.999
144.058,0.995
144.088,0.994
144.118,0.993
144.148,0.984
144.178,0.984
144.208,0.980
144.238,0.987
144.268,0.993
144.298,0.993
144.328,0.990
144.358,0.982
144.388,0.986
144.418,0.986
144.448,0.982
144.478,0.985
144.508,1.002
144.538,0.988
144.568,0.992
144.598,0.980
144.628,0.981
144.658,0.998
144.688,1.002
144.718,0.998
144.748,0.982
144.778,0.996
144.808,0.995
144.838,0.990
144.868,0.987
144.898,0.985
144.928,0.980
144.958,0.998
144.988,0.993
145.018,0.998
145.048,0.987
145.078,0.988
145.108,0.982
145.138,0.986
145.168,0.990
145.198,0.989
145.228,0.991
145.258,0.987
145.288,0.985
145.318,0.989
145.348,0.988
145.378,0.993
145.408,0.995
145.438,0.997
145.468,1.013
145.498,0.984
145.528,0.952
145.558,0.992
145.588,0.978
145.618,1.009
145.648,1.006
145.678,0.991
145.708,0.994
145.738,0.993
145.768,0.987
145.798,0.985
145.828,0.994
145.858,0.996
145.888,0.998
145.918,0.993
145.948,0.997
145.978,0.995
146.008,0.981
146.038,0.990
146.068,0.988
146.098,0.992
146.128,0.995
146.158,0.998
146.188,0.986
146.218,0.989
146.248,0.999
146.278,0.991
146.308,0.993
146.338,0.990
146.368,0.991
146.398,0.996
146.428,0.994
146.458,0.995
146.488,0.991
146.518,0.996
146.548,0.992
146.578,0.993
146.608,0.996
146.638,0.995
146.668,0.992
146.698,0.995
146.728,0.990
146.758,0.991
146.788,0.992
146.818,0.995
146.848,0.992
146.878,0.992
146.908,0.991
146.938,0.989
146.968,0.990
146.998,0.993
147.028,0.987
147.058,0.999
147.088,0.995
147.118,0.992
147.148,0.989
147.178,0.994
147.208,0.997
147.238,0.996
147.268,0.997
147.298,0.995
147.328,0.995
147.358,0.997
147.388,0.994
147.418,0.995
147.448,0.998
147.478,0.991
147.508,0.997
147.538,0.992
147.568,0.995
147.598,0.989
147.628,0.994
147.658,0.997
147.688,0.994
147.718,0.996
147.748,0.997
147.778,1.000
147.808,0.995
147.838,0.993
147.868,0.993
147.898,0.990
147.928,0.991
147.958,0.981
147.988,0.978
148.018,0.998
148.048,0.993
148.078,0.991
148.108,0.997
148.138,1.013
148.168,1.002
148.198,1.001
148.228,0.993
148.258,0.989
148.288,0.999
148.318,1.003
148.348,0.994
148.378,1.001
148.408,1.001
148.438,0.993
148.468,1.000
148.498,0.996
148.528,0.993
148.558,0.996
148.588,0.987
148.618,1.000
148.648,1.007
148.678,0.997
148.708,0.996
148.738,0.998
148.768,0.997
148.798,0.998
148.828,0.988
148.858,0.972
148.888,0.997
148.918,1.012
148.948,1.004
148.978,0.993
149.008,1.002
149.038,0.995
149.068,0.994
149.098,0.988
149.128,0.989
149.158,0.998
149.188,0.998
149.218,0.994
149.248,0.991
149.278,0.997
149.308,1.003
149.338,0.993
149.368,0.989
149.398,0.983
149.428,0.995
149.458,0.996
149.488,0.990
149.518,0.988
149.548,0.989
149.578,0.993
149.608,0.999
149.638,1.005
149.668,1.001
149.698,0.995
149.728,0.995
149.758,0.990
149.788,0.994
149.818,0.994
149.848,0.994
149.878,0.997
149.908,0.988
149.938,0.990
149.968,0.997
149.998,1.002
150.028,0.995
150.058,0.994
150.088,0.996
150.118,0.983
150.148,0.991
150.178,0.998
150.208,0.999
150.238,0.999
150.268,1.000
150.298,0.995
150.328,0.991
150.358,0.994
150.388,0.990
150.418,0.992
150.448,0.997
150.478,0.993
150.508,0.998
150.538,0.998
150.568,0.991
150.598,0.994
150.628,0.991
150.658,0.993
150.688,0.994
150.718,0.994
150.748,0.993
150.778,0.995
150.808,0.993
150.838,0.996
150.868,0.996
150.898,0.993
150.928,0.994
150.958,0.994
150.988,0.995
151.018,0.995
151.048,0.993
151.078,0.995
151.108,0.993
151.138,0.997
151.168,0.994
151.198,0.996
151.228,0.992
151.258,0.995
151.288,0.996
151.318,0.992
151.348,0.998
151.378,0.994
151.408,0.994
151.438,0.996
151.468,0.997
151.498,0.993
151.528,0.994
151.558,0.992
151.588,0.997
151.618,0.997
151.648,0.994
151.678,0.997
151.708,0.992
151.738,0.995
151.768,0.995
151.798,0.992
151.828,0.994
151.858,0.989
151.888,0.999
151.918,1.000
151.948,0.993
151.978,0.999
152.008,0.995
152.038,0.998
152.068,0.989
152.098,0.996
152.128,0.999
152.158,0.990
152.188,0.992
152.218,0.995
152.248,0.996
152.278,0.995
152.308,1.001
152.338,0.990
152.368,0.993
152.398,0.997
152.428,0.993
152.458,0.991
152.488,0.992
152.518,0.993
152.548,0.999
152.578,0.998
152.608,0.997
152.638,0.995
152.668,0.994
152.698,0.994
152.728,0.995
152.758,0.995
152.788,0.999
152.818,0.993
152.848,0.994
152.878,0.988
152.908,0.995
152.938,0.999
152.968,0.995
152.998,1.001
153.028,0.992
153.058,0.989
153.088,0.995
153.118,0.999
153.148,0.996
153.178,0.997
153.208,0.990
153.238,0.993
153.268,0.996
153.298,0.994
153.328,0.996
153.358,0.994
153.388,0.995
153.418,0.995
153.448,0.995
153.478,0.998
153.508,1.000
153.538,0.994
153.568,0.993
153.598,0.992
153.628,0.992
153.658,0.996
153.688,0.991
153.718,0.998
153.748,0.990
153.778,0.998
153.808,1.001
153.838,0.993
153.868,0.991
153.898,0.991
153.928,0.993
153.958,0.996
153.988,0.998
154.018,0.992
154.048,0.995
154.078,0.996
154.108,0.990
154.138,0.993
154.168,0.993
154.198,0.995
154.228,0.997
154.258,0.991
154.288,0.995
154.318,0.993
154.348,0.993
154.378,0.994
154.408,0.991
154.438,0.996
154.468,0.995
154.498,0.996
154.528,0.990
154.558,1.000
154.588,0.988
154.618,0.995
154.648,0.992
154.678,0.993
154.708,0.993
154.738,0.995
154.768,0.995
154.798,0.996
154.828,1.000
154.858,0.989
154.888,0.996
154.918,0.996
154.948,0.996
154.978,0.996
155.008,0.992
155.038,0.994
155.068,0.996
155.098,0.993
155.128,0.995
155.158,1.003
155.188,0.999
155.218,0.998
155.248,0.996
155.278,0.994
155.308,0.994
155.338,0.996
155.368,0.988
155.398,1.002
155.428,0.989
155.458,1.000
155.488,0.995
155.518,0.990
155.548,0.992
155.578,0.990
155.608,0.998
155.638,0.998
155.668,0.994
155.698,0.992
155.728,1.000
155.758,0.995
155.788,0.998
155.818,0.998
155.848,0.994
155.878,0.992
155.908,0.996
155.938,0.994
155.968,0.998
155.998,0.996
156.028,0.996
156.058,0.997
156.088,0.997
156.118,0.996
156.148,0.995
156.178,0.998
156.208,0.991
156.238,0.996
156.268,0.998
156.298,0.998
156.328,0.990
156.358,0.993
156.388,0.993
156.418,0.999
156.448,0.996
156.478,0.995
156.508,0.998
156.538,0.994
156.568,0.993
156.598,0.993
156.628,0.995
156.658,0.995
156.688,0.994
156.718,0.993
156.748,0.995
156.778,0.995
156.808,0.995
156.838,0.994
156.868,0.991
156.898,0.994
156.928,0.992
156.958,0.997
156.988,0.991
157.018,0.997
157.048,0.997
157.078,0.993
157.108,0.993
157.138,0.992
157.168,0.996
157.198,0.995
157.228,0.994
157.258,0.987
157.288,0.998
157.318,0.996
157.348,0.990
157.378,1.009
157.408,0.983
157.438,1.000
157.468,0.995
157.498,0.990
157.528,0.992
157.558,0.995
157.588,1.006
157.618,0.997
157.648,0.994
157.678,0.996
157.708,0.987
157.738,0.996
157.768,0.997
157.798,0.995
157.828,1.001
157.858,0.992
157.888,0.989
157.918,0.993
157.948,0.999
157.978,1.001
158.008,0.993
158.038,0.993
158.068,0.994
158.098,0.992
158.128,1.003
158.158,0.990
158.188,0.995
158.218,0.991
158.248,0.995
158.278,0.999
158.308,1.002
158.338,1.000
158.368,0.997
158.398,0.992
158.428,0.986
158.458,0.996
158.488,0.998
158.518,1.002
158.548,0.996
158.578,0.988
158.608,0.991
158.638,0.998
158.668,0.993
158.698,0.999
158.728,0.994
158.758,0.995
158.788,0.988
158.818,0.994
158.848,0.996
158.878,0.997
158.908,0.993
158.938,0.991
158.968,0.992
158.998,0.996
159.028,0.998
159.058,0.999
159.088,0.995
159.118,0.989
159.148,0.998
159.178,1.000
159.208,0.996
159.238,0.990
159.268,0.990
159.298,0.993
159.328,1.000
159.358,0.999
159.388,0.993
159.418,0.993
159.448,0.993
159.478,0.996
159.508,0.995
159.538,0.998
159.568,0.994
159.598,0.995
159.628,0.997
159.658,0.994
159.688,0.998
159.718,0.998
159.748,0.999
159.778,1.000
159.808,0.998
159.838,1.001
159.868,0.992
159.898,0.998
159.928,0.997
159.958,0.999
159.988,0.995
160.018,0.994
160.048,0.996
160.078,0.999
160.108,1.000
160.138,0.995
160.168,0.995
160.198,0.996
160.228,1.000
160.258,0.992
160.288,0.993
160.318,0.996
160.348,0.991
160.378,1.003
160.408,0.998
160.438,1.000
160.468,0.988
160.498,0.993
160.528,0.992
160.558,1.001
160.588,0.991
160.618,1.001
160.648,0.992
160.678,1.000
160.708,0.998
160.738,0.997
160.768,0.995
160.798,0.997
160.828,0.998
160.858,0.998
160.888,0.991
160.918,0.994
160.948,0.998
160.978,0.997
161.008,0.998
161.038,0.992
161.068,0.990
161.098,0.996
161.128,0.996
161.158,0.996
161.188,0.997
161.218,0.999
161.248,0.994
161.278,0.992
161.308,0.991
161.338,0.992
161.368,0.998
161.398,0.994
161.428,1.000
161.458,0.994
161.488,1.000
161.518,0.998
161.548,0.991
161.578,0.996
161.608,0.998
161.638,0.996
161.668,1.003
161.698,0.992
161.728,0.996
161.758,0.997
161.788,0.996
161.818,1.001
161.848,0.997
161.878,0.995
161.908,0.996
161.938,0.997
161.968,1.001
161.998,0.994
162.028,0.998
162.058,0.999
162.088,0.998
162.118,0.992
162.148,0.993
162.178,0.996
162.208,0.998
162.238,1.002
162.268,0.998
162.298,0.991
162.328,0.993
162.358,0.995
162.388,1.000
162.418,0.999
162.448,0.990
162.478,0.994
162.508,0.997
162.538,0.996
162.568,0.995
162.598,0.999
162.628,0.998
162.658,0.994
162.688,0.993
162.718,0.995
162.748,0.995
162.778,0.994
162.808,0.997
162.838,0.997
162.868,0.991
162.898,1.000
162.928,0.994
162.958,1.003
162.988,1.001
163.018,0.991
163.048,0.990
163.078,0.994
163.108,0.998
163.138,0.999
163.168,1.000
163.198,0.991
163.228,0.996
163.258,0.996
163.288,0.995
163.318,0.992
163.348,0.994
163.378,0.992
163.408,0.994
163.438,0.998
163.468,0.995
163.498,0.995
163.528,0.994
163.558,0.996
163.588,0.996
163.618,0.998
163.648,0.991
163.678,0.992
163.708,0.998
163.738,0.998
163.768,1.000
163.798,0.993
163.828,0.991
163.858,0.991
163.888,0.996
163.918,1.001
163.948,0.993
163.978,0.996
164.008,0.992
164.038,0.998
164.068,0.999
164.098,0.992
164.128,0.993
164.158,0.993
164.188,0.997
164.218,0.997
164.248,1.000
164.278,0.997
164.308,0.995
164.338,0.992
164.368,0.996
164.398,0.992
164.428,0.996
164.458,0.995
164.488,0.995
164.518,1.003
164.548,0.994
164.578,1.000
164.608,0.995
164.638,1.000
164.668,1.003
164.698,0.996
164.728,0.991
164.758,0.993
164.788,0.997
164.818,1.003
164.848,1.000
164.878,0.992
164.908,0.994
164.938,1.000
164.968,1.000
164.998,0.995
165.028,0.992
165.058,0.997
165.088,0.997
165.118,0.997
165.148,0.995
165.178,0.997
165.208,0.996
165.238,1.000
165.268,0.998
165.298,0.997
165.328,0.996
165.358,0.999
165.388,1.000
165.418,0.995
165.448,0.998
165.478,0.997
165.508,1.000
165.538,0.997
165.568,0.992
165.598,0.995
165.628,0.995
165.658,1.004
165.688,1.000
165.718,0.995
165.748,0.991
165.778,0.997
165.808,0.998
165.838,1.000
165.868,0.998
165.898,0.994
165.928,0.998
165.958,1.002
165.988,0.998
166.018,0.997
166.048,0.996
166.078,1.000
166.108,0.999
166.138,0.999
166.168,0.999
166.198,0.998
166.228,0.998
166.258,0.997
166.288,0.998
166.318,1.000
166.348,0.996
166.378,0.997
166.408,0.999
166.438,0.998
166.468,0.999
166.498,0.998
166.528,1.001
166.558,1.000
166.588,1.000
166.618,0.997
166.648,0.997
166.678,1.001
166.708,0.999
166.738,0.999
166.768,0.997
166.798,0.998
166.828,0.997
166.858,0.996
166.888,0.998
166.918,0.995
166.948,0.998
166.978,1.001
167.008,0.999
167.038,0.999
167.068,0.999
167.098,0.998
167.128,0.997
167.158,1.003
167.188,0.999
167.218,1.000
167.248,0.998
167.278,0.998
167.308,1.000
167.338,0.996
167.368,1.000
167.398,0.997
167.428,1.001
167.458,0.999
167.488,0.998
167.518,1.002
167.548,0.999
167.578,1.001
167.608,0.999
167.638,1.001
167.668,1.004
167.698,0.998
167.728,0.999
167.758,1.000
167.788,0.998
167.818,1.003
167.848,1.004
167.878,0.995
167.908,0.996
167.938,1.006
167.968,1.001
167.998,0.998
168.028,0.997
168.058,0.995
168.088,0.999
168.118,1.004
168.148,1.001
168.178,1.001
168.208,0.999
168.238,1.004
168.268,0.997
168.298,0.998
168.328,0.999
168.358,1.001
168.388,0.996
168.418,0.999
168.448,1.001
168.478,0.993
168.508,0.986
168.538,0.994
168.568,0.996
168.598,1.005
168.628,1.001
168.658,0.994
168.688,0.999
168.718,1.001
168.748,1.003
168.778,1.001
168.808,0.999
168.838,1.001
168.868,1.000
168.898,0.996
168.928,1.000
168.958,0.999
168.988,1.007
169.018,1.003
169.048,1.002
169.078,1.001
169.108,0.995
169.138,0.994
169.168,1.006
169.198,1.005
169.228,1.004
169.258,1.008
169.288,0.999
169.318,1.000
169.348,1.012
169.378,1.005
169.408,0.999
169.438,0.999
169.468,0.995
169.498,0.989
169.528,0.997
169.558,1.000
169.588,1.002
169.618,1.001
169.648,1.001
169.678,0.996
169.708,1.001
169.738,0.996
169.768,1.001
169.798,1.006
169.828,1.001
169.858,0.997
169.888,1.001
169.918,0.996
169.948,1.000
169.978,0.999
170.008,1.004
170.038,1.000
170.068,0.996
170.098,0.999
170.128,1.001
170.158,1.003
170.188,1.005
170.218,0.998
170.248,0.995
170.278,0.996
170.308,1.000
170.338,1.002
170.368,0.994
170.398,1.000
170.428,0.996
170.458,1.002
170.488,1.000
170.518,0.998
170.548,0.995
170.578,0.997
170.608,1.000
170.638,1.000
170.668,1.003
170.698,0.999
170.728,0.996
170.758,0.994
170.788,0.998
170.818,1.000
170.848,1.005
170.878,1.004
170.908,1.000
170.938,0.997
170.968,0.995
170.998,1.004
171.028,0.999
171.058,1.001
171.088,1.002
171.118,0.992
171.148,1.001
171.178,0.999
171.208,0.995
171.238,0.996
171.268,0.994
171.298,0.997
171.328,1.001
171.358,1.001
171.388,0.997
171.418,0.998
171.448,0.995
171.478,0.997
171.508,0.987
171.538,1.002
171.568,1.007
171.598,0.997
171.628,0.992
171.658,0.997
171.688,0.997
171.718,1.001
171.748,0.996
171.778,1.000
171.808,0.997
171.838,0.991
171.868,1.004
171.898,1.007
171.928,0.999
171.958,0.995
171.988,1.001
172.018,0.997
172.048,0.993
172.078,0.997
172.108,1.002
172.138,1.000
172.168,0.998
172.198,1.005
172.228,1.000
172.258,0.996
172.288,1.001
172.318,1.000
172.348,1.002
172.378,0.999
172.408,0.989
172.438,0.991
172.468,0.994
172.498,1.000
172.528,1.008
172.558,1.005
172.588,0.997
172.618,0.991
172.648,0.993
172.678,0.998
172.708,1.000
172.738,1.002
172.768,1.000
172.798,1.000
172.828,1.000
172.858,0.999
172.888,1.001
172.918,1.003
172.948,0.997
172.978,1.000
173.008,0.998
173.038,0.995
173.068,0.998
173.098,1.003
173.128,1.000
173.158,0.999
173.188,0.994
173.218,0.998
173.248,0.994
173.278,1.000
173.308,0.995
173.338,0.999
173.368,0.998
173.398,0.998
173.428,0.996
173.458,1.001
173.488,1.000
173.518,1.003
173.548,0.999
173.578,0.998
173.608,0.998
173.638,0.997
173.668,0.999
173.698,1.005
173.728,1.001
173.758,0.998
173.788,0.998
173.818,0.996
173.848,1.001
173.878,1.003
173.908,0.997
173.938,1.001
173.968,0.997
173.998,1.003
174.028,1.002
174.058,0.996
174.088,0.995
174.118,0.996
174.148,1.000
174.178,0.999
174.208,1.004
174.238,0.992
174.268,0.995
174.298,1.001
174.328,1.000
174.358,0.995
174.388,1.000
174.418,1.001
174.448,1.002
174.478,1.001
174.508,0.999
174.538,0.998
174.568,1.000
174.598,0.997
174.628,1.000
174.658,0.998
174.688,1.003
174.718,0.997
174.748,0.999
174.778,1.003
174.808,0.997
174.838,1.003
174.868,0.996
174.898,1.006
174.928,1.003
174.958,0.995
174.988,0.995
175.018,0.996
175.048,1.004
175.078,1.005
175.108,0.995
175.138,1.000
175.168,1.000
175.198,0.999
175.228,0.998
175.258,0.998
175.288,0.996
175.318,0.999
175.348,1.000
175.378,0.999
175.408,0.998
175.438,0.999
175.468,0.997
175.498,0.998
175.528,1.000
175.558,1.000
175.588,1.001
175.618,1.001
175.648,0.998
175.678,0.997
175.708,0.995
175.738,0.998
175.768,1.000
175.798,1.008
175.828,0.997
175.858,0.991
175.888,0.995
175.918,1.004
175.948,1.009
175.978,0.995
176.008,1.000
176.038,0.999
176.068,0.996
176.098,1.003
176.128,0.999
176.158,0.996
176.188,0.996
176.218,0.993
176.248,0.998
176.278,0.995
176.308,1.002
176.338,1.000
176.368,1.005
