df_hash,22ZHK4.E50QS1
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2ES5
person_label,v130
date_time_start,2026-04-07_17-55-40.586000_+03
date_time_start_unix,1775566540.586
date_time_end,2026-04-07_18-04-27.744000_+03
length_difference_noticed,no

time,temperature
4.612,33.844
5.533,33.875
6.556,33.938
7.923,34.000
8.554,34.000
9.529,34.062
10.553,34.031
11.626,34.031
12.552,34.094
13.599,34.125
14.550,34.156
15.558,34.125
16.551,34.125
17.573,34.125
18.548,34.156
19.572,34.219
20.551,34.250
21.571,34.312
22.553,34.312
23.593,34.344
24.555,34.375
25.599,34.406
26.550,34.469
27.605,34.500
28.542,34.562
29.566,34.562
30.690,34.562
31.567,34.625
32.540,34.688
33.564,34.688
34.538,34.750
35.562,34.750
36.634,34.781
37.565,34.812
38.536,34.844
39.579,34.875
40.583,34.906
41.566,34.938
42.534,34.938
43.557,34.938
44.532,34.969
45.559,35.031
46.774,35.000
47.752,35.031
48.540,35.031
49.553,35.062
50.533,35.094
51.553,35.125
52.627,35.125
53.551,35.156
54.577,35.156
55.557,35.188
56.641,35.219
57.548,35.250
58.524,35.250
59.554,35.250
60.571,35.281
61.792,35.312
62.570,35.344
63.545,35.375
64.568,35.406
65.543,35.438
66.580,35.438
67.543,35.500
68.566,35.562
69.545,35.594
70.565,35.594
71.540,35.562
72.585,35.594
73.539,35.594
74.562,35.594
75.540,35.562
76.598,35.656
77.538,35.656
78.560,35.656
79.536,35.656
80.559,35.688
81.534,35.719
82.558,35.719
83.581,35.750
84.564,35.750
85.531,35.781
86.801,35.781
87.632,35.781
88.558,35.781
89.550,35.812
90.552,35.812
91.528,35.812
92.578,35.812
93.527,35.812
94.568,35.812
95.525,35.844
96.603,35.844
97.770,35.812
98.548,35.875
99.523,35.844
100.546,35.875
101.911,35.906
102.546,35.906
103.520,35.969
104.544,35.969
105.519,36.000
106.543,36.031
107.518,36.031
108.542,36.031
109.517,36.062
110.540,36.031
111.570,36.094
112.539,36.125
113.597,36.062
114.538,36.062
115.561,36.062
116.576,36.062
117.561,36.125
118.536,36.125
119.626,36.219
120.534,36.219
121.624,36.156
122.558,36.188
123.557,36.219
124.583,36.219
125.556,36.219
126.553,36.219
127.554,36.188
128.534,36.188
129.553,36.094
130.528,36.125
131.552,36.156
132.527,36.156
133.551,36.156
134.526,36.188
135.549,36.188
136.578,36.219
137.548,36.219
138.545,36.250
139.547,36.281
140.525,36.250
141.789,36.250
142.524,36.281
143.544,36.312
144.810,36.281
145.543,36.344
146.567,36.344
147.542,36.344
148.524,36.344
149.597,36.312
150.516,36.344
151.542,36.344
152.563,36.344
153.538,36.375
154.513,36.375
155.537,36.375
156.658,36.406
157.542,36.375
158.513,36.375
159.535,36.438
160.578,36.375
161.533,36.406
162.557,36.344
163.632,36.375
164.556,36.375
165.531,36.344
166.554,36.375
167.530,36.406
168.553,36.406
169.529,36.438
170.560,36.469
171.527,36.500
172.560,36.562
173.526,36.531
174.558,36.531
175.525,36.562
176.548,36.531
177.923,36.625
178.556,36.562
179.525,36.562
180.546,36.594
181.521,36.562
182.545,36.562
183.520,36.562
184.544,36.594
185.539,36.625
186.549,36.625
187.517,36.562
188.639,36.625
189.516,36.625
190.545,36.625
191.810,36.656
192.782,36.656
193.514,36.688
194.538,36.656
195.512,36.688
196.536,36.688
197.511,36.719
198.535,36.719
199.510,36.719
200.534,36.719
201.509,36.719
202.630,36.719
203.653,36.719
204.531,36.719
205.701,36.719
206.530,36.688
207.656,36.688
208.547,36.656
209.553,36.625
210.528,36.656
211.551,36.625
212.533,36.625
213.550,36.531
214.525,36.562
215.549,36.562
216.523,36.562
217.548,36.656
218.523,36.625
219.546,36.625
220.523,36.594
221.550,36.594
222.523,36.625
223.549,36.688
224.762,36.719
225.550,36.688
226.518,36.719
227.595,36.656
228.714,36.719
229.551,36.750
230.515,36.750
231.539,36.750
232.855,36.750
233.538,36.750
234.513,36.750
235.537,36.781
236.512,36.781
237.535,36.750
238.756,36.750
239.534,36.750
240.519,36.750
241.533,36.750
242.754,36.781
243.532,36.750
244.538,36.719
245.531,36.719
246.505,36.750
247.529,36.781
248.504,36.781
249.820,36.781
250.528,36.781
251.527,36.812
252.794,36.812
253.720,36.812
254.501,36.812
255.524,36.812
256.500,36.750
257.548,36.750
258.547,36.719
259.528,36.719
260.545,36.688
261.523,36.688
262.544,36.688
263.520,36.688
264.543,36.719
265.518,36.750
266.578,36.781
267.517,36.781
268.541,36.906
269.516,36.906
270.539,36.906
271.514,36.906
272.538,36.938
273.513,36.938
274.540,36.938
275.512,36.938
276.584,36.938
277.656,36.906
278.536,36.844
279.606,36.844
280.533,36.875
281.508,36.875
282.580,36.844
283.507,36.812
284.531,36.844
285.554,36.875
286.535,36.844
287.563,36.875
288.528,36.906
289.555,36.875
290.527,36.906
291.710,36.875
292.529,36.875
293.600,36.906
294.529,36.844
295.500,36.844
296.523,36.875
297.520,36.812
298.528,36.812
299.497,36.844
300.539,36.812
301.550,36.781
302.678,36.812
303.495,36.844
304.530,36.875
305.542,36.844
306.517,36.875
307.540,36.844
308.516,36.875
309.540,36.844
310.514,36.844
311.538,36.812
312.615,36.844
313.537,36.875
314.512,36.875
315.536,36.875
316.562,36.844
317.559,36.875
