df_hash,22ZHK4.E50QS1
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2ES5
person_label,v130
date_time_start,2026-04-07_17-55-40.586000_+03
date_time_start_unix,1775566540.586
date_time_end,2026-04-07_18-04-27.744000_+03
length_difference_noticed,no

time,heart_rate
14.697,88
15.574,88
16.794,90
17.670,90
18.551,89
19.767,88
20.644,87
21.544,88
22.740,89
23.618,90
24.545,90
25.714,90
26.592,90
27.521,90
28.690,90
29.861,89
30.494,88
31.663,88
32.545,88
33.466,89
34.650,89
35.513,89
36.439,89
37.609,88
38.487,87
39.413,87
40.586,87
41.465,88
42.387,88
43.561,88
44.483,88
45.361,88
46.531,88
47.457,88
48.530,88
49.525,88
50.435,88
51.313,88
52.527,88
53.405,88
54.282,88
55.459,88
56.382,88
57.256,88
58.474,88
59.377,88
60.229,88
61.462,87
62.326,87
63.207,86
64.422,86
65.300,87
66.177,88
67.396,88
68.273,89
69.446,89
70.370,89
71.247,90
72.130,90
73.344,90
74.221,90
75.098,89
76.320,89
77.195,89
78.121,89
79.291,89
80.192,90
81.095,91
82.266,91
83.143,91
84.069,91
85.244,90
86.408,90
87.047,90
88.237,90
89.142,90
90.060,90
91.191,90
92.112,90
92.990,89
94.190,89
95.086,89
95.973,89
97.526,89
98.081,89
98.939,89
100.107,89
101.034,88
101.917,88
103.130,88
104.007,88
104.913,88
106.104,88
107.005,88
107.859,88
109.078,88
109.955,87
110.833,86
112.052,86
113.224,86
113.806,86
115.036,87
116.198,88
116.780,88
118.041,88
118.887,88
119.775,88
120.980,88
121.850,90
122.735,91
124.339,92
124.824,93
125.725,94
126.920,94
127.852,94
128.724,94
129.894,93
130.771,93
131.746,92
132.868,92
134.043,91
134.671,91
135.845,90
136.719,90
137.645,89
138.815,89
139.693,89
140.619,89
141.792,90
142.962,90
143.642,90
144.813,89
145.689,89
146.570,89
147.737,89
148.663,89
149.544,89
151.111,89
151.637,89
152.542,90
153.689,91
154.616,92
155.488,93
156.661,93
157.584,92
158.466,91
159.637,90
160.850,90
161.435,89
162.654,89
163.532,89
164.409,89
165.628,89
166.506,90
167.383,91
168.602,92
169.503,93
170.360,94
171.576,94
172.457,94
173.341,93
174.602,92
175.427,91
176.304,91
177.548,90
178.401,89
179.278,88
180.497,88
181.374,88
182.301,89
183.471,89
184.378,90
185.275,89
186.444,89
187.322,89
188.495,89
189.418,89
190.354,89
191.222,90
192.392,90
193.269,90
194.196,90
195.371,90
196.292,90
197.171,90
198.380,89
199.266,88
200.143,87
201.313,87
202.240,87
203.122,88
204.287,89
205.213,91
206.159,89
207.286,93
208.188,93
209.360,94
210.235,94
211.161,94
212.038,93
213.208,93
214.138,93
215.012,94
216.231,94
217.256,94
218.035,93
219.205,92
220.131,91
220.960,90
222.188,90
223.057,89
223.933,89
225.174,88
226.030,88
226.907,88
228.128,88
229.003,88
229.882,88
231.109,88
231.977,89
232.858,89
234.098,89
234.959,88
236.173,88
237.047,88
237.925,88
238.851,88
240.033,88
240.899,88
241.825,88
242.995,88
243.877,88
244.799,88
245.969,88
246.873,87
247.772,86
248.942,85
249.847,84
250.746,84
251.917,85
253.092,86
253.726,87
254.890,87
255.769,86
256.694,86
257.866,86
258.790,86
259.668,86
260.861,86
261.764,90
262.641,92
263.847,94
264.738,96
265.618,98
266.785,99
267.711,100
268.589,99
269.759,99
270.686,99
271.615,99
272.733,99
273.959,99
274.734,102
275.710,100
276.664,100
277.510,97
278.680,95
279.610,94
280.484,95
281.710,95
282.602,94
283.458,94
284.628,91
285.558,90
286.436,90
287.650,90
288.531,90
289.405,91
290.624,92
291.501,92
292.405,93
293.614,93
294.483,94
295.353,94
296.572,94
297.449,93
298.330,92
299.545,92
300.523,92
301.310,92
302.523,94
303.468,95
304.274,96
305.493,96
306.370,96
307.299,96
308.467,95
309.346,95
310.222,94
311.440,93
312.319,93
313.246,92
314.414,91
315.292,90
316.221,89
317.414,88
318.266,87
319.438,87
320.362,87
321.243,87
322.166,90
323.339,91
324.262,89
325.140,90
326.309,90
327.187,90
328.113,92
329.283,93
330.259,94
331.087,95
332.258,94
333.183,98
334.061,99
335.233,97
336.160,97
337.067,96
338.254,94
339.188,92
340.304,91
341.185,90
342.110,89
342.982,89
344.204,89
345.078,89
345.956,93
347.126,95
348.052,97
348.930,95
350.149,95
351.026,93
351.922,92
353.122,91
354.002,91
354.877,92
356.096,93
356.973,94
357.851,94
359.072,95
359.947,94
360.825,94
362.043,94
362.926,94
363.800,94
365.065,95
365.895,95
366.772,95
368.040,95
368.868,94
369.750,93
370.965,93
371.842,94
372.720,95
373.939,96
374.816,96
375.748,95
376.912,95
377.896,94
378.716,94
379.886,95
380.763,96
381.690,98
382.860,100
383.811,98
384.667,98
385.865,98
386.734,97
387.637,96
388.830,96
389.734,96
390.660,96
391.781,97
392.715,98
393.591,99
394.780,100
395.681,100
396.582,101
397.747,101
398.655,101
399.540,100
400.743,99
401.667,98
402.654,98
403.725,98
404.607,99
405.480,100
406.699,101
407.576,101
408.454,101
409.672,101
410.550,100
411.438,100
412.650,100
413.527,100
414.401,101
415.625,101
416.498,101
417.376,100
418.594,99
419.475,97
420.399,96
421.568,95
422.447,95
423.374,95
424.541,97
425.422,98
426.345,99
427.520,100
428.393,99
