df_hash,22ZHK4.E50QS1
429.319,99
430.489,99
431.366,99
432.293,99
433.463,99
434.400,99
435.266,99
436.529,100
437.363,100
438.240,101
439.410,100
440.337,100
441.214,100
442.433,100
443.310,94
444.192,97
445.455,93
446.284,91
447.162,90
448.403,90
449.258,90
450.184,90
451.354,90
452.252,90
453.186,90
454.328,91
455.205,91
456.093,90
457.331,88
458.179,87
459.105,86
460.276,85
461.156,85
462.080,84
463.249,84
464.127,84
465.077,83
466.223,83
467.127,82
468.027,82
469.214,82
470.099,83
471.000,84
472.170,85
473.048,85
473.974,85
475.144,85
476.070,85
476.948,85
478.362,86
479.044,87
479.971,89
481.092,89
482.018,89
482.896,89
484.114,88
484.992,88
486.163,88
487.088,88
488.017,88
488.850,89
490.111,89
490.944,89
491.817,89
493.036,89
493.994,89
494.792,89
496.009,89
496.889,89
497.862,89
498.997,89
499.862,93
500.787,94
501.962,96
502.834,97
503.766,98
504.971,99
505.808,100
506.760,101
507.904,102
508.831,102
509.708,103
510.885,103
511.805,103
512.682,103
513.852,103
514.778,103
515.656,103
516.826,103
517.752,101
518.630,102
519.800,102
520.727,103
521.607,103
