df_hash,22ZHK4.E50QS1
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2ES5
person_label,v130
date_time_start,2026-04-07_17-55-40.586000_+03
date_time_start_unix,1775566540.586
date_time_end,2026-04-07_18-04-27.744000_+03
length_difference_noticed,no

time,rr_int
8.749,3715
8.757,290
8.993,10
8.997,235
10.261,585
10.949,650
11.629,700
12.357,730
13.052,725
13.722,695
14.426,680
14.989,645
15.672,620
16.354,650
17.085,730
17.768,740
18.451,695
19.133,690
19.865,690
20.547,690
21.083,675
21.814,640
22.514,650
23.179,675
23.862,705
24.447,675
25.129,655
25.812,665
26.494,680
27.230,710
27.908,665
28.591,690
29.423,695
29.426,705
30.004,160
30.546,560
31.224,615
31.808,655
32.491,635
33.027,615
33.860,635
34.589,725
35.295,730
35.952,765
36.637,685
37.366,685
38.048,685
38.731,700
39.462,700
39.998,645
40.686,630
41.363,650
42.094,705
42.777,735
43.459,700
44.045,655
44.727,660
45.409,700
46.094,710
46.779,670
47.506,655
48.188,665
48.871,695
49.556,730
50.284,680
50.967,680
51.649,705
52.332,710
52.917,705
53.599,640
54.331,660
55.013,665
55.696,700
56.434,700
57.061,720
57.646,655
58.378,665
59.011,670
59.840,715
60.589,765
61.256,740
61.936,725
62.648,665
63.203,745
63.886,570
64.572,665
65.253,675
65.982,690
66.522,665
67.202,645
67.932,645
68.615,675
69.151,710
69.882,650
70.421,630
71.101,625
71.784,675
72.516,745
73.202,685
73.880,695
74.566,635
75.147,765
75.830,575
76.517,670
77.246,650
77.780,670
78.463,685
79.048,645
79.730,610
80.289,600
81.143,660
81.680,725
82.369,685
83.045,655
83.776,660
84.461,710
85.141,725
85.824,685
86.418,640
86.945,615
87.652,630
88.364,680
89.041,700
89.724,660
90.309,645
91.089,665
91.820,715
92.502,735
93.087,675
93.770,665
94.458,665
95.135,680
95.821,690
96.549,695
97.085,665
97.831,650
98.502,680
99.237,725
99.912,730
100.552,695
101.277,660
101.973,690
102.642,690
103.325,705
104.056,700
104.593,660
105.275,650
106.006,680
106.689,705
107.371,710
108.054,680
108.736,670
109.565,745
110.296,745
110.979,735
111.515,670
112.246,650
112.929,655
113.612,685
114.196,685
114.879,645
115.567,635
116.244,655
116.926,720
117.658,725
118.340,690
118.934,660
119.635,620
120.144,705
120.826,570
121.443,630
122.094,645
122.631,655
123.313,610
123.898,600
124.434,605
125.195,625
125.409,675
125.857,245
126.384,425
127.066,635
127.798,635
128.480,660
129.163,690
129.748,700
130.431,645
130.967,630
131.652,640
132.380,680
133.065,700
133.745,710
134.428,665
135.161,655
135.841,675
136.524,700
137.207,710
137.794,695
138.475,675
139.010,620
139.741,600
140.424,630
141.106,700
141.942,705
142.380,705
143.061,665
143.740,670
144.470,695
145.153,685
145.836,680
146.427,650
147.103,670
147.785,710
148.468,695
149.151,680
149.735,635
150.418,645
151.131,655
151.686,645
152.368,660
152.904,610
153.490,600
154.172,590
154.713,600
155.439,690
156.171,690
156.809,630
157.487,720
158.218,715
158.900,725
159.583,660
160.168,640
160.882,660
161.539,680
162.216,720
162.898,645
163.485,650
164.166,655
164.848,665
165.433,665
166.116,615
166.686,620
167.258,615
167.924,635
168.653,660
169.187,615
169.723,605
170.410,610
171.138,685
171.819,735
172.507,710
173.185,650
173.769,645
174.452,645
175.183,690
175.866,700
176.552,710
177.377,710
178.063,720
178.758,705
179.327,710
180.009,665
180.550,630
181.277,625
181.959,655
182.642,685
183.324,680
183.910,660
184.592,675
185.421,720
186.006,715
186.690,665
187.374,645
187.907,645
188.210,670
188.643,230
189.321,455
190.003,660
190.588,640
191.271,640
191.953,665
192.490,690
192.785,645
193.221,255
193.757,385
194.440,635
195.268,685
195.853,730
196.541,675
197.272,685
198.074,715
198.778,745
199.461,735
200.193,690
200.728,665
201.411,660
202.093,665
202.635,625
203.222,610
203.509,605
203.897,265
204.482,340
205.018,685
205.705,550
206.314,645
206.968,585
207.512,605
208.201,645
208.967,670
209.455,700
210.137,640
210.820,630
211.405,645
212.088,645
212.672,650
213.358,610
213.891,605
214.573,615
215.305,675
215.987,695
216.527,700
217.271,650
217.937,675
218.620,705
219.302,705
220.033,690
220.716,645
221.399,670
222.081,715
222.814,730
223.495,700
224.033,665
224.765,675
225.489,690
226.274,700
226.812,725
227.541,660
228.228,645
228.760,660
229.444,675
230.174,690
230.856,655
231.392,645
232.221,675
232.965,715
233.635,755
234.318,705
234.902,645
235.585,630
236.267,670
236.950,715
237.658,710
238.364,665
239.049,670
239.778,690
240.411,700
241.143,715
241.679,700
242.362,670
243.044,635
243.775,650
244.477,700
245.198,750
246.018,745
246.715,760
247.385,730
248.360,680
248.748,715
249.479,740
250.200,735
250.844,665
251.384,640
252.111,645
252.799,660
253.512,705
254.159,690
255.283,755
255.719,1005
256.403,435
257.382,805
257.669,885
258.352,330
258.887,620
259.180,555
259.473,285
260.156,335
260.692,640
261.277,565
261.818,650
262.350,520
262.957,590
263.616,595
264.153,580
264.791,570
265.274,580
265.864,610
266.589,585
267.810,675
269.223,1290
269.711,1355
270.003,590
270.304,250
270.860,320
271.416,525
271.611,535
271.667,245
271.809,10
272.489,270
272.928,555
273.610,550
274.293,600
275.024,710
275.706,735
275.999,710
276.389,235
277.071,455
277.660,620
278.339,655
278.876,610
