df_hash,22ZHK4.E50QS1
279.460,575
279.996,585
280.728,605
281.556,735
282.288,790
282.921,740
283.604,655
284.287,680
285.018,735
285.608,650
286.236,615
286.822,655
287.509,645
288.186,615
288.772,655
289.454,640
289.991,635
290.673,650
291.258,610
291.843,640
292.525,585
293.208,660
293.749,625
294.452,680
295.256,660
295.402,630
295.694,330
296.380,340
297.108,680
297.791,680
298.045,700
298.327,200
298.912,390
299.448,575
300.426,565
300.721,570
301.252,605
301.934,640
302.519,635
303.251,595
303.762,675
304.469,585
305.005,635
305.546,620
306.273,600
306.990,630
307.638,655
308.224,725
308.929,645
309.588,665
310.125,615
310.856,615
311.542,685
312.221,720
312.904,735
313.634,645
314.317,680
314.999,675
315.685,745
315.975,725
316.414,275
317.096,425
317.779,730
318.315,625
319.046,600
319.592,665
320.118,535
320.704,610
321.239,590
321.971,595
322.657,695
323.336,670
324.019,735
324.701,670
325.287,640
325.822,620
326.509,585
327.090,620
327.629,605
328.357,610
328.894,635
329.576,605
330.161,610
330.269,575
330.697,215
330.990,305
331.672,315
332.209,770
332.939,580
333.552,635
334.158,620
334.744,610
335.426,635
336.109,725
336.795,645
337.522,730
337.772,715
338.204,160
338.887,545
339.570,665
340.984,720
341.766,1415
342.208,570
342.787,700
343.470,550
344.006,630
344.591,620
345.127,530
345.712,585
346.250,565
346.931,575
347.630,595
348.344,705
349.027,725
349.320,745
349.710,205
350.441,475
351.124,675
351.660,655
351.978,645
352.098,275
352.102,10
352.199,95
352.343,230
353.466,665
354.195,550
354.731,640
355.268,545
355.950,670
356.681,665
357.217,615
357.900,625
358.616,650
359.175,670
359.850,660
360.435,640
360.971,590
361.653,600
362.336,650
362.921,660
363.458,605
364.042,620
364.770,565
365.261,620
365.992,640
366.719,700
367.358,625
368.335,675
368.625,720
369.307,645
369.849,640
370.429,545
371.062,595
371.648,580
372.232,625
372.479,585
372.915,225
373.601,430
374.280,680
374.865,710
375.552,610
376.133,665
376.815,625
377.351,650
377.942,635
378.618,580
379.204,595
379.740,580
380.277,555
380.864,525
381.251,555
381.797,495
382.519,590
383.201,660
383.743,680
384.420,615
385.005,625
385.566,620
386.126,595
386.955,480
387.491,880
388.174,570
388.759,610
389.295,635
389.884,575
390.563,595
391.099,625
391.689,585
392.220,565
392.937,590
393.487,610
394.024,565
394.610,585
395.146,575
395.438,620
395.487,220
396.413,365
396.949,580
397.631,645
398.314,650
398.899,655
399.593,605
400.215,645
400.853,635
401.434,630
401.970,590
402.665,615
402.945,620
403.043,505
404.847,1185
405.431,550
405.578,660
405.976,15
406.552,490
407.235,605
407.772,625
408.503,655
409.039,605
409.721,635
410.502,595
410.880,580
411.379,545
411.966,610
412.646,590
413.185,585
413.329,610
413.332,120
413.478,20
413.676,10
414.304,360
414.455,675
414.520,155
415.571,455
416.255,615
416.553,685
416.846,240
417.670,365
418.204,665
418.936,660
419.471,700
420.156,640
420.691,635
421.286,615
421.817,585
422.543,585
423.079,575
423.615,615
424.152,580
424.883,535
425.419,690
426.004,580
426.541,580
427.077,515
428.344,580
429.028,1280
430.684,735
431.123,1580
431.805,515
432.390,620
432.927,580
433.609,610
434.194,605
434.730,605
435.315,590
435.998,535
436.732,725
437.119,510
438.339,595
439.069,1190
439.313,805
439.605,305
439.898,285
440.582,250
441.287,690
441.995,645
442.677,745
443.394,685
444.042,675
444.334,660
444.627,275
444.871,395
445.825,230
445.992,880
447.406,255
448.088,1360
448.770,660
449.475,710
450.723,695
451.257,1315
451.842,580
452.525,610
453.499,630
453.940,640
454.620,760
455.330,740
456.201,725
456.815,720
457.107,740
457.545,240
458.292,475
459.593,675
460.325,1455
461.153,720
461.836,750
463.103,775
463.131,790
463.347,505
464.082,175
464.911,740
465.589,780
466.272,760
466.960,675
467.686,715
468.368,670
468.662,775
468.672,205
468.679,10
469.051,10
469.733,425
470.318,650
471.406,650
471.831,710
472.517,750
472.658,700
473.243,230
473.926,555
474.609,650
475.292,660
475.891,730
476.558,660
477.095,610
477.826,610
478.371,605
479.249,695
479.873,705
480.604,745
481.287,675
481.824,685
482.555,645
482.707,620
483.632,170
484.212,985
484.748,570
485.479,635
486.197,650
486.699,680
487.479,545
488.112,755
488.795,645
489.477,730
490.160,705
490.891,665
491.429,665
492.109,665
493.084,715
493.523,895
494.230,390
494.530,735
494.888,325
495.181,360
495.473,310
496.302,265
496.329,615
496.595,255
497.131,275
497.950,620
498.499,655
498.935,625
499.617,510
500.202,615
500.740,570
501.324,585
501.859,600
502.542,595
503.127,595
503.663,620
504.207,560
504.496,600
504.499,205
504.785,10
505.321,320
506.052,550
506.589,625
507.124,575
507.710,585
508.246,575
508.783,555
509.368,555
509.928,570
510.586,600
511.179,600
511.712,610
512.292,545
512.829,625
512.832,355
513.514,160
513.804,665
514.096,275
514.827,350
514.831,640
514.925,10
514.950,110
516.582,490
517.118,1260
517.703,540
518.240,555
518.828,560
519.361,535
519.897,580
520.628,620
521.168,625
521.466,645
521.701,215
