df_hash,22ZHK4.E50QS1
430.538,14
431.371,16
432.341,12
433.466,12
434.489,0
435.271,34
436.548,33
437.367,38
438.244,35
439.414,28
440.344,23
441.220,31
442.436,24
443.316,33
444.239,34
445.459,60
446.289,53
447.166,41
448.406,39
449.263,33
450.194,0
451.358,0
452.381,47
453.209,39
454.331,52
455.210,41
456.144,35
457.497,61
458.185,70
459.110,69
460.279,67
461.160,61
462.083,58
463.254,59
464.132,57
465.301,49
466.228,57
467.152,60
468.030,51
469.346,49
470.102,60
471.005,61
472.174,66
473.051,64
473.987,64
475.147,72
476.076,74
476.954,68
478.366,54
479.052,55
479.974,56
481.095,52
482.026,61
482.900,73
484.120,50
484.996,33
486.166,41
487.092,41
488.030,28
489.090,43
490.114,45
491.040,55
491.820,59
493.041,62
494.002,52
494.817,52
496.018,44
496.908,29
497.869,26
499.278,41
499.879,46
500.790,47
502.009,51
502.840,55
503.812,54
505.177,71
505.812,68
506.786,67
507.908,68
508.834,70
509.713,69
511.171,74
511.810,65
512.686,60
513.855,60
514.782,51
515.659,47
516.830,42
517.756,48
518.633,34
519.804,47
520.778,58
521.611,55
