df_hash,22ZHK4.E50QS1
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2ES5
person_label,v130
date_time_start,2026-04-07_17-55-40.586000_+03
date_time_start_unix,1775566540.586
date_time_end,2026-04-07_18-04-27.744000_+03
length_difference_noticed,no

time,battery
12.455,48
22.504,48
32.448,48
42.436,48
52.430,48
62.425,48
72.466,48
82.501,48
92.454,48
102.448,48
112.442,48
122.436,48
132.429,48
142.521,48
152.423,48
162.418,48
172.453,48
182.447,48
192.441,48
202.435,47
212.429,47
222.423,47
232.445,47
242.412,47
252.406,47
262.398,47
272.441,47
282.434,47
292.428,47
302.423,47
312.416,47
322.410,47
332.404,47
342.495,47
352.391,47
362.390,47
372.428,47
382.422,47
392.415,47
402.409,47
412.403,47
422.397,47
432.395,47
442.386,47
452.476,47
462.518,47
472.415,46
482.414,46
492.402,46
502.396,46
512.390,46
