df_hash,22ZHK4.U7GHWZ
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.BXYU
person_label,V51
date_time_start,2025-10-30_18-20-01.333000_+03
date_time_start_unix,1761834001.333
date_time_end,2025-10-30_18-28-49.664000_+03
length_difference_noticed,no

time,temperature
5.137,34.375
6.112,34.375
7.135,34.344
8.111,34.375
9.134,34.375
10.110,34.375
11.133,34.375
12.108,34.344
13.132,34.312
14.353,34.344
15.131,34.344
16.106,34.344
17.130,34.375
18.105,34.375
19.128,34.406
20.105,34.438
21.128,34.406
22.150,34.438
23.125,34.438
24.103,34.469
25.125,34.469
26.100,34.438
27.123,34.500
28.099,34.500
29.244,34.469
30.097,34.469
31.121,34.500
32.118,34.500
33.119,34.562
34.144,34.500
35.119,34.562
36.094,34.562
37.166,34.531
38.092,34.531
39.116,34.594
40.128,34.594
41.148,34.594
42.092,34.594
43.117,34.531
44.141,34.625
45.116,34.594
46.185,34.594
47.162,34.594
48.135,34.562
49.110,34.594
50.378,34.625
51.109,34.625
52.132,34.656
53.111,34.719
54.131,34.719
55.106,34.719
56.132,34.750
57.105,34.750
58.128,34.750
59.104,34.750
60.128,34.750
61.346,34.719
62.126,34.750
63.101,34.719
64.124,34.750
65.100,34.781
66.125,34.781
67.099,34.812
68.131,34.844
69.098,34.844
70.121,34.844
71.242,34.875
72.152,34.875
73.095,34.875
74.119,34.875
75.386,34.875
76.312,34.875
77.093,34.875
78.314,34.875
79.091,34.875
80.138,34.906
81.238,34.906
82.114,34.906
83.089,34.906
84.113,34.906
85.088,34.906
86.137,34.906
87.236,34.938
88.133,34.938
89.133,34.938
90.114,34.938
91.084,34.969
92.354,34.938
93.133,34.938
94.107,34.938
95.130,34.969
96.127,35.000
97.129,34.875
98.106,34.938
99.132,34.969
100.107,34.969
101.126,35.031
102.102,35.062
103.125,35.094
104.101,35.094
105.132,35.125
106.154,35.094
107.126,35.125
108.197,35.125
109.122,35.094
110.097,35.094
111.120,35.094
112.143,35.062
113.127,35.031
114.094,35.031
115.118,35.031
116.097,35.062
117.116,35.125
118.386,35.125
119.117,35.125
120.336,35.125
121.114,35.094
122.094,35.125
123.113,35.156
124.088,35.156
125.112,35.156
126.087,35.156
127.111,35.156
128.086,35.125
129.109,35.125
130.089,35.125
131.108,35.156
132.105,35.156
133.399,35.125
134.287,35.156
135.106,35.188
136.081,35.188
137.104,35.250
138.079,35.281
139.104,35.281
140.468,35.281
141.102,35.281
142.126,35.281
143.103,35.312
144.517,35.250
145.099,35.281
146.133,35.219
147.098,35.188
148.149,35.188
149.100,35.156
150.124,35.250
151.120,35.250
152.119,35.219
153.095,35.219
154.123,35.250
155.485,35.250
156.117,35.281
157.117,35.281
158.115,35.250
159.091,35.312
160.118,35.250
161.091,35.250
162.115,35.219
163.097,35.250
164.112,35.250
165.382,35.250
166.125,35.281
167.086,35.312
168.112,35.344
169.085,35.344
170.162,35.344
171.083,35.344
172.108,35.312
173.082,35.344
174.106,35.312
175.085,35.281
176.105,35.281
177.080,35.281
178.103,35.250
179.078,35.250
180.300,35.281
181.077,35.281
182.101,35.312
183.173,35.312
184.100,35.281
185.075,35.312
186.101,35.312
187.125,35.344
188.097,35.344
189.121,35.312
190.096,35.344
191.314,35.344
192.095,35.312
193.118,35.281
194.099,35.281
195.117,35.312
196.142,35.312
197.116,35.312
198.191,35.281
199.115,35.375
200.090,35.375
201.357,35.406
202.159,35.438
203.112,35.500
204.087,35.531
205.111,35.531
206.086,35.562
207.115,35.531
208.085,35.594
209.125,35.500
210.109,35.531
211.107,35.531
212.182,35.531
213.106,35.531
214.081,35.500
215.105,35.500
216.080,35.500
217.107,35.531
218.079,35.531
219.125,35.562
220.077,35.531
221.101,35.562
222.097,35.562
223.149,35.531
224.080,35.562
225.099,35.562
226.074,35.531
227.139,35.531
228.273,35.500
229.096,35.500
230.317,35.531
231.095,35.500
232.070,35.469
233.098,35.531
234.069,35.500
235.094,35.531
236.068,35.594
237.094,35.594
238.066,35.625
239.236,35.656
240.114,35.625
241.289,35.625
242.116,35.594
243.088,35.562
244.115,35.531
245.086,35.531
246.110,35.469
247.093,35.469
248.109,35.438
249.083,35.406
250.156,35.531
251.083,35.531
252.106,35.562
253.092,35.594
254.153,35.625
255.080,35.594
256.104,35.656
257.129,35.625
258.108,35.625
259.079,35.656
260.102,35.531
261.127,35.531
262.100,35.562
263.075,35.562
264.099,35.594
265.074,35.594
266.097,35.562
267.075,35.594
268.097,35.594
269.072,35.594
270.100,35.625
271.172,35.562
272.194,35.531
273.080,35.562
274.093,35.562
275.194,35.594
276.092,35.594
277.067,35.594
278.110,35.625
279.065,35.625
280.099,35.594
281.064,35.625
282.088,35.656
283.063,35.625
284.087,35.625
285.064,35.656
286.128,35.656
287.161,35.625
288.112,35.656
289.108,35.656
290.083,35.688
291.107,35.750
292.082,35.750
293.105,35.688
294.083,35.656
295.153,35.656
296.079,35.688
297.103,35.781
298.078,35.750
299.102,35.812
300.420,35.781
301.100,35.719
302.076,35.719
303.099,35.781
304.122,35.875
305.131,35.875
306.073,35.875
307.343,35.750
308.416,35.781
309.096,35.750
310.071,35.781
311.094,35.812
312.069,35.812
313.093,35.812
314.091,35.750
315.092,35.750
316.067,35.750
317.091,35.781
