df_hash,22ZHK4.U7GHWZ
318.263,35.750
319.089,35.781
320.064,35.750
321.089,35.781
322.063,35.812
323.090,35.812
324.062,35.812
325.086,35.844
326.061,35.875
327.084,35.875
328.108,35.844
329.083,35.844
330.058,35.844
331.131,35.844
332.057,35.812
333.080,35.781
334.083,35.781
335.079,35.750
336.103,35.781
337.078,35.812
338.105,35.875
339.081,35.875
340.295,35.812
341.076,35.812
342.099,35.844
343.075,35.844
344.098,35.812
345.173,35.812
346.101,35.781
347.072,35.781
348.095,35.875
349.071,35.875
350.095,35.938
351.106,35.969
352.093,35.969
353.068,35.969
354.115,36.000
355.213,36.031
356.112,36.031
357.287,36.000
358.089,35.875
359.064,35.906
360.088,35.875
361.063,35.875
362.087,35.875
363.062,35.875
364.134,35.875
365.356,35.875
366.085,35.906
367.060,35.938
368.084,35.938
369.059,35.938
370.180,35.969
371.057,35.969
372.081,35.969
373.056,35.969
374.080,35.969
375.057,35.969
376.132,35.906
377.057,35.906
378.077,35.906
379.101,35.938
380.076,35.938
381.051,35.906
382.075,35.938
383.050,35.938
384.074,35.969
385.049,35.969
386.072,35.969
387.097,36.000
388.071,36.000
389.106,35.969
390.069,36.000
391.291,35.969
392.069,35.969
393.092,35.969
394.067,35.938
395.091,35.938
396.066,35.906
397.090,36.000
398.065,36.031
399.089,36.031
400.064,36.000
401.087,36.031
402.309,36.031
403.086,36.031
404.095,36.031
405.095,36.094
406.063,36.125
407.137,36.000
408.269,36.000
409.083,35.969
410.260,36.000
411.081,36.000
412.107,35.969
413.080,35.969
414.055,36.000
415.079,36.000
416.054,36.000
417.078,36.031
418.053,36.000
419.112,36.062
420.051,36.031
421.221,36.000
422.050,36.031
423.174,36.062
424.149,36.031
425.073,36.000
426.096,36.031
427.076,36.062
428.046,36.031
429.070,36.000
430.049,36.000
431.069,36.000
432.085,36.000
433.068,36.000
434.435,36.000
435.088,35.938
436.090,35.875
437.134,35.875
438.112,35.844
439.064,35.875
440.089,35.750
441.111,35.812
442.095,35.812
443.061,35.781
444.085,35.875
445.060,35.906
446.084,35.938
447.084,35.906
448.082,35.938
449.081,35.906
450.088,36.031
451.057,36.000
452.082,36.000
453.055,36.031
454.080,35.938
455.398,35.906
456.078,35.938
457.053,35.969
458.077,35.969
459.493,35.969
460.080,35.969
461.050,35.938
462.074,35.938
463.054,35.938
464.072,35.906
465.048,35.938
466.367,35.969
467.047,35.969
468.070,35.969
469.045,36.000
470.266,35.969
471.044,36.000
472.068,36.000
473.043,35.969
474.066,36.000
475.043,35.969
476.066,35.938
477.078,35.938
478.064,35.938
479.039,35.938
480.063,35.938
481.061,35.906
482.062,35.906
483.037,35.938
484.061,35.875
485.084,35.875
486.064,35.875
487.084,35.781
488.058,35.781
489.082,35.812
490.056,35.812
491.084,35.844
492.056,35.844
493.079,35.875
494.054,35.875
495.078,35.906
496.053,35.875
497.077,36.031
498.052,36.000
499.080,36.000
500.076,36.000
501.074,35.969
502.391,35.969
503.075,35.938
504.087,35.969
505.073,36.000
506.048,36.000
507.075,35.969
508.046,36.000
509.069,36.000
510.044,36.000
511.092,36.000
512.043,36.000
513.067,35.969
514.142,35.969
515.066,35.969
516.041,35.938
517.308,35.938
518.093,35.938
519.087,35.938
520.059,35.938
521.065,35.969
522.086,35.938
