df_hash,22ZHK4.U7GHWZ
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.BXYU
person_label,V51
date_time_start,2025-10-30_18-20-01.333000_+03
date_time_start_unix,1761834001.333
date_time_end,2025-10-30_18-28-49.664000_+03
length_difference_noticed,no

time,ppg_quality
57.538,59
60.568,58
61.578,58
62.588,58
64.608,61
66.628,71
68.638,74
71.668,74
73.688,74
75.708,73
77.728,72
78.738,71
79.748,70
80.758,43
82.778,36
84.798,16
85.808,8
86.818,1
88.838,3
89.848,5
91.868,38
93.888,55
95.908,56
97.928,51
99.948,54
101.958,57
102.968,43
104.988,53
107.008,72
108.018,76
109.028,77
111.048,74
113.068,75
116.098,79
118.118,77
120.138,76
121.148,77
122.158,77
123.168,76
124.178,76
125.188,77
127.208,79
129.228,81
131.248,79
133.258,80
135.278,79
136.288,78
137.298,77
138.308,76
140.328,75
142.348,77
144.368,78
146.388,77
148.408,77
149.418,77
150.428,76
151.438,77
153.458,75
155.478,73
157.498,72
159.518,71
160.528,71
162.548,68
164.568,67
165.578,68
166.588,70
168.608,71
170.628,72
173.658,74
175.678,75
177.698,74
178.708,74
180.728,75
181.738,75
182.748,76
184.768,66
186.788,56
188.808,53
190.828,52
192.848,51
193.858,55
194.868,62
195.878,68
197.898,72
199.918,74
201.938,75
202.948,77
203.958,75
204.968,76
206.988,76
209.008,74
211.028,74
213.048,73
214.058,74
215.068,73
218.098,74
220.118,76
222.138,78
224.158,81
225.168,80
226.178,79
227.188,77
229.208,78
231.228,77
233.248,68
234.258,63
235.268,55
237.288,41
239.308,52
241.328,55
242.338,63
244.358,54
246.378,63
248.398,61
250.418,43
251.428,40
253.448,32
255.468,35
257.488,25
258.498,19
259.508,17
260.518,15
262.538,20
263.548,21
264.558,23
266.578,38
267.588,50
268.598,60
270.618,53
272.638,42
275.668,54
277.688,48
278.698,48
279.708,57
280.718,74
281.728,82
283.748,80
285.768,84
286.778,83
288.798,69
289.808,64
290.818,58
291.828,61
292.838,62
294.858,65
295.868,63
296.878,59
297.888,59
299.908,57
300.918,58
301.928,56
303.948,57
305.968,47
307.988,74
308.998,80
311.018,67
313.038,62
315.058,65
317.078,64
319.098,42
320.108,48
322.128,33
324.148,33
326.168,35
328.188,31
330.208,39
331.218,39
333.238,45
334.248,44
336.268,20
337.278,26
339.298,20
341.318,34
342.328,39
344.348,35
346.368,53
348.388,45
349.398,38
351.418,41
352.428,44
355.458,54
357.478,60
359.498,70
361.518,71
363.538,85
364.548,96
366.568,107
368.588,102
370.608,90
372.628,64
373.638,48
375.658,26
377.678,27
378.688,30
379.698,35
381.718,50
383.738,33
385.758,42
388.788,29
389.798,21
390.808,23
392.828,52
394.848,80
396.868,84
397.878,92
399.898,96
401.918,75
402.928,59
403.938,54
404.948,53
405.958,52
406.968,52
407.978,53
409.998,59
411.008,64
413.028,75
415.048,77
417.068,67
419.088,61
420.098,57
421.108,50
422.118,43
423.128,34
424.138,26
426.158,19
428.178,24
430.198,27
431.208,33
432.218,36
433.228,41
434.238,39
435.248,50
437.268,57
438.278,56
439.288,47
441.308,38
443.328,53
444.338,59
446.358,41
448.378,32
450.398,42
452.418,54
453.428,47
454.438,39
455.448,39
456.458,38
457.468,43
459.488,46
461.508,44
463.528,38
464.538,48
465.548,59
466.558,68
468.578,69
470.598,73
472.618,75
474.638,71
476.658,68
477.668,67
478.678,68
479.688,67
481.708,67
483.728,67
485.748,49
486.758,45
487.768,47
489.788,41
490.798,39
492.818,37
493.828,36
494.838,49
496.858,61
498.878,68
501.908,70
503.928,71
505.948,83
506.958,88
508.978,82
509.988,85
513.018,88
515.038,90
517.058,72
519.078,77
521.098,72
523.118,71
524.128,66
