df_hash,22ZHK4.JVF6GR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2LVU
person_label,V157
date_time_start,2026-06-08_20-04-04.390000_+03
date_time_start_unix,1780931044.39
date_time_end,2026-06-08_20-13-20.835000_+03
length_difference_noticed,no

time,spo2
24.953,96
25.538,96
37.141,96
37.726,96
38.360,96
40.165,96
40.699,96
41.286,96
41.968,97
42.549,97
45.380,97
46.062,97
59.176,97
59.809,97
63.905,97
64.733,97
65.123,97
67.756,97
68.195,98
69.511,98
70.097,98
84.965,98
85.549,98
85.989,98
87.159,98
94.520,99
95.690,99
97.203,99
98.516,99
99.055,99
101.932,99
103.052,99
103.489,99
105.059,99
107.048,99
107.570,99
108.267,99
110.119,99
111.777,99
112.953,100
113.967,100
115.141,100
116.800,100
117.242,100
117.773,100
118.897,100
119.918,100
121.085,100
121.674,100
122.255,100
123.331,100
123.770,100
124.355,100
130.303,100
135.420,100
159.211,100
162.961,100
163.597,100
166.129,100
169.983,100
173.496,99
174.082,99
175.154,99
176.319,99
177.586,99
218.934,98
219.904,98
243.423,98
261.845,98
