df_hash,22ZHK4.JVF6GR
435.419,53
436.697,52
437.513,52
438.447,52
439.609,52
440.548,52
441.413,52
442.731,54
443.460,53
444.435,52
445.583,52
446.485,52
447.311,52
448.628,52
449.488,52
450.310,52
451.505,52
452.430,52
453.356,52
454.481,52
455.452,52
456.325,52
457.500,52
458.377,52
459.303,52
460.425,52
461.302,52
462.229,52
463.447,51
464.328,51
465.299,51
466.456,51
467.298,51
468.224,51
469.443,51
470.322,51
471.149,51
472.341,51
475.294,32
476.268,32
477.119,32
478.315,32
479.200,32
480.168,32
481.293,32
497.961,43
520.044,51
542.663,106
543.825,104
544.759,104
545.587,104
546.855,104
547.684,104
548.661,104
549.780,104
550.756,104
