df_hash,22ZHK4.JVF6GR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.2LVU
person_label,V157
date_time_start,2026-06-08_20-04-04.390000_+03
date_time_start_unix,1780931044.39
date_time_end,2026-06-08_20-13-20.835000_+03
length_difference_noticed,no

time,heart_rate
20.780,108
21.781,105
22.853,105
23.877,105
24.668,105
25.925,105
26.806,105
27.728,105
28.850,105
29.827,105
30.605,105
31.874,105
32.750,105
33.580,105
34.817,105
35.675,105
36.601,106
37.776,105
38.700,105
39.530,104
40.793,104
41.642,104
42.597,103
43.718,103
44.693,103
45.523,106
46.744,104
47.575,104
48.545,104
49.666,104
50.593,104
51.470,104
52.737,104
53.542,104
54.395,104
55.662,105
56.491,105
57.615,106
58.648,105
59.514,106
60.413,105
61.610,105
62.487,104
63.368,103
64.538,102
65.522,101
66.344,100
67.557,99
68.435,99
69.361,98
70.482,98
71.383,98
72.338,98
73.554,98
74.389,98
75.312,99
76.479,99
77.385,100
78.282,100
79.426,100
80.383,100
81.354,100
82.475,100
83.304,100
84.279,101
85.357,101
86.377,102
87.208,102
88.379,103
89.300,103
90.275,104
91.352,105
92.322,105
93.182,105
94.370,106
95.247,106
96.076,106
97.353,105
98.221,105
99.156,104
100.269,104
101.244,104
102.086,104
103.292,104
104.123,105
105.299,106
106.217,106
107.191,106
108.020,105
109.287,103
110.165,102
111.091,101
112.213,101
113.041,102
114.266,103
115.294,104
116.112,105
116.946,106
118.161,106
118.989,107
119.965,107
121.094,107
122.067,107
122.888,107
124.156,107
124.985,107
125.960,107
127.084,107
128.056,107
128.886,107
130.152,107
130.986,107
131.956,107
133.028,107
134.006,108
134.832,109
136.100,110
136.929,109
137.906,111
139.025,109
139.853,109
140.828,109
141.960,109
142.973,110
143.753,109
144.994,111
145.859,109
146.825,109
147.897,109
148.872,109
149.706,110
150.968,109
151.797,109
152.772,109
153.893,110
154.917,110
155.697,109
156.964,109
157.793,108
158.625,107
159.841,106
160.751,105
161.644,104
162.766,103
163.746,102
164.574,102
165.739,102
166.666,101
167.592,101
168.762,101
169.739,102
170.556,103
171.788,104
172.662,105
173.600,106
174.709,107
175.684,107
176.514,108
177.791,108
178.570,108
179.438,108
180.707,108
181.537,108
182.558,108
183.633,108
184.605,108
185.434,108
186.658,108
187.533,108
188.456,108
189.873,105
190.553,103
191.381,101
192.649,99
193.478,98
194.404,97
195.574,97
196.500,97
197.378,98
198.596,99
199.475,100
200.374,100
201.521,101
202.424,101
203.325,100
204.446,100
205.413,100
206.256,100
207.474,101
208.346,100
209.322,100
210.442,98
211.369,97
212.247,96
213.465,96
214.342,96
215.268,97
216.341,98
217.365,97
218.193,97
219.607,101
220.290,98
221.118,99
222.345,98
223.235,98
224.190,98
225.311,98
226.286,98
227.114,98
228.356,98
229.164,98
230.138,101
231.259,102
232.233,103
233.062,103
234.232,103
235.207,104
236.133,103
237.254,105
238.229,106
239.058,106
240.277,106
241.115,105
241.983,104
243.202,103
244.057,103
245.009,103
246.181,103
247.102,103
247.938,103
249.198,103
249.980,103
251.003,105
252.123,106
253.049,107
253.926,107
255.145,107
255.974,106
256.949,106
258.070,106
259.045,106
259.874,106
261.145,106
261.970,106
262.800,106
264.018,106
264.928,106
265.870,102
266.942,104
267.918,103
268.820,103
270.014,97
271.137,94
271.817,96
272.938,95
273.916,95
274.742,95
275.961,95
276.838,95
277.813,95
278.886,95
279.861,88
280.699,92
281.957,84
282.788,88
283.761,83
284.882,82
285.736,80
286.686,81
287.807,80
288.782,80
289.616,80
290.829,80
291.736,80
292.635,80
293.803,80
294.731,80
295.655,80
296.825,80
297.654,80
298.629,80
299.750,80
300.725,80
301.530,80
302.776,80
303.605,80
304.450,80
305.703,80
306.530,80
307.452,80
308.918,80
309.549,80
310.426,80
311.694,80
312.522,80
313.449,74
314.573,74
315.467,74
316.406,74
317.641,71
318.472,72
319.425,72
320.812,72
321.492,71
322.321,71
323.637,71
324.466,72
325.306,71
326.513,71
327.391,68
328.463,66
329.454,65
330.511,66
331.242,66
332.466,65
333.338,65
334.313,65
335.440,65
336.360,65
337.238,65
338.458,65
339.488,65
340.309,61
341.381,62
342.356,59
343.208,60
344.380,60
345.281,60
346.356,59
347.329,59
348.356,59
349.181,59
350.322,59
351.277,59
352.126,59
353.326,59
354.300,59
355.139,59
356.250,59
357.225,59
358.054,59
359.321,59
360.150,62
361.020,60
362.246,60
363.227,60
364.049,60
365.274,60
366.134,60
366.975,60
368.209,60
369.035,60
369.997,68
371.267,64
372.093,63
373.020,54
374.189,50
375.018,53
375.996,54
377.065,53
378.040,52
378.918,52
380.136,52
380.965,52
381.975,52
383.061,52
384.036,52
384.872,52
386.132,53
386.963,52
387.790,52
389.009,52
389.935,52
390.861,52
392.243,52
392.815,52
394.030,52
395.053,52
395.833,52
396.808,52
397.931,52
398.959,52
399.733,51
401.001,51
401.839,51
402.854,51
403.877,54
404.854,57
405.730,55
406.948,57
407.777,56
408.605,56
409.873,56
410.701,53
411.679,54
412.996,54
413.773,54
414.605,53
415.869,53
416.701,53
417.710,53
419.040,53
419.727,53
420.550,55
421.822,53
422.645,52
423.623,52
424.751,52
425.716,52
426.499,52
427.812,52
428.641,52
429.518,52
430.688,52
431.521,49
432.449,50
433.626,50
434.584,56
