df_hash,22ZHK4.XSPGQY
361.243,59
362.170,56
363.046,55
364.219,56
365.142,56
366.028,55
367.238,55
368.116,55
369.107,55
370.212,55
371.089,55
371.967,55
373.185,57
374.063,56
374.940,55
376.159,55
377.036,55
377.914,55
379.132,55
380.020,55
380.888,55
382.116,56
382.983,56
383.909,58
385.081,57
385.956,56
386.883,56
388.052,56
388.930,56
389.856,56
391.026,56
391.904,56
393.033,56
394.000,56
394.904,56
395.803,56
396.973,56
397.851,56
398.777,56
399.949,56
400.874,79
401.750,70
402.921,67
403.847,60
404.723,64
405.893,64
406.855,63
407.697,62
408.916,62
409.793,62
410.674,62
411.840,71
412.767,67
413.645,66
414.815,58
415.740,55
416.620,58
417.843,58
418.714,57
419.731,57
420.761,57
421.687,57
422.565,57
423.783,57
424.661,57
425.545,57
426.760,57
427.929,57
428.521,73
429.730,82
430.608,86
